firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,cfp,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
46819,0.5532233967,0.0828984926,0.4158921707,0.045847828,0.3514795736,1.2136907948,0.197879188,0.0065498121,0.3874189027,0.0050933786,-0.045638945,0.0756901704,19.0,0.0230968013,0.0125,-0.000835288,0.021552772,0.0472576964,0.1295018007,0.0408556933,0.0427787819,0.6207755635,0.0,2.7790145408,0.086508542,1.8934164698,0.0541869138,5.2967495499,8.4790076336,0.3105592949,0.0,0.0,0.0,0.0,1.0,0.6549430457,5.0,-0.506059762,-1.719422111,0.043148493,-2.39629324,-0.382853587,0.0117452089,-621.4623377,0.0650286707,12.095420375,-0.035390734,-0.106258634,-0.165890883,0.0109643322,0.2369976648,0.0003868813,0.0,-0.10804587,0.7585463446,0.0380104075,3.0,10.314255244,0.2428558131,0.0,0.0306122452,0.0160564284,0.0243234565,0.8246631009,0.5884533374,1.6930856e-07,1.2758156e-07,0.3688881785,0.1360784882,-0.02830239,0.0284572918,-0.197612827,0.2503395528
42104,0.349852689,-0.035923233,2.0202106152,0.0545393373,0.4271218634,1.1280898585,0.1700223375,-0.023159696,0.759389448,0.0012548156,0.1601637007,0.1705910405,20.0,-0.084199061,-0.111111111,-0.095655235,0.1110710646,0.0580989359,0.1968299217,-0.10250951,-0.181131437,0.539881879,0.0,1.7731765401,-0.070868864,1.4032561304,0.1241253686,7.6728277704,5.1856415785,-0.039200693,0.0,0.0,0.0,0.0,0.0,1.3920519825,3.0,1.885578933,-0.271939312,-0.204200726,-2.056322856,-0.619860394,0.224836474,501.21835851,0.0769775017,13.727210624,0.0016796224,0.0062983586,0.0139877855,-0.062369813,0.0399076639,-0.010660613,1.0,0.0022377622,-0.470126365,0.0074042953,3.0,12.777763803,0.3823367834,0.0,0.0662251636,0.0234017841,0.0217530247,0.6132095705,1.020827438,1.5365407e-08,8.0345716e-08,0.6065590035,0.3679138247,-2.217312785,0.0407260771,0.0711973532,-0.08305456
46870,0.4713582041,0.0899635752,13.448096722,0.0108300816,0.394149559,1.1856942062,0.1786261541,0.0958124716,0.5499070702,1.0117045707,-0.019994041,0.1067579409,19.0,0.0515105995,0.0007840063,0.0477952289,0.0905227541,0.0882214353,0.1678460197,0.0958219542,0.2159657371,0.5542236876,0.0,4.3732172456,0.0559903875,1.7271087958,-0.025584375,44.859828091,5.7417065622,0.3104193119,0.0,0.0,1.0,0.0,0.0,1.0946609132,7.0,-0.015012561,0.0446094226,0.0032656722,0.2908223591,0.5319351388,0.0118717783,-292.7886586,0.0751941466,12.612509157,-0.001828993,0.0266831741,0.0465297391,0.003894774,0.0114652972,0.0138720133,0.0,-0.003883495,0.2261618858,-0.04846154,7.0,12.306395242,0.5648062872,0.0,0.075000003,0.0276654257,0.0338103779,0.9473256167,3.1702809434,4.6545164e-08,4.4395011e-08,1.5051960048,2.2656150129,-0.391513823,0.0559751277,-0.130084554,-0.055517491
46886,0.2658389232,0.0352936706,3.9803307793,0.0,0.1101179359,0.2849600304,0.2077788253,0.6152072691,0.6099935205,0.1728198272,0.1075859312,0.0131971298,14.0,0.0413936953,0.135,0.4574433734,-0.086454956,0.29205242,0.2889445207,0.0619722838,0.9937045156,0.7500956557,0.0,4.2459058888,0.6235787892,3.4337165686,0.8244531067,1.7519155298,3.2837146014,0.4566499467,0.0,0.0,1.0,0.0,0.0,1.0472424375,6.0,-0.46783778,0.0070057226,-0.279478319,-0.292167177,-0.086414721,0.0201255338,381.53362105,0.0647790231,14.189461607,0.023428892,0.0401094629,0.0567239271,0.0274060112,0.4180645873,0.0187353986,8.0,0.0001010101,0.9480185603,-0.000551934,3.0,15.642497964,4.0035262836,0.0,0.0414937772,0.0236176168,0.0401239319,0.5541943168,19.27150891,5.893357e-10,4.6049768e-09,2.0765154505,4.311916416,0.4868741668,0.0638252997,-0.076870083,0.1582349238
51596,0.5588915028,0.0440717664,-9.212864906,0.0440717664,1.0747077759,1.4741705313,0.0705873815,0.8868303748,0.2017103241,1.7858459648,0.7813350435,0.0970024303,19.0,0.027252147,0.3113149847,1.6352652628,-1.097129834,-0.960734367,0.0547306376,0.8061352588,1.117510237,0.5333411446,0.0,1.1945445659,0.0970498038,1.0706174782,0.047808132,71.939455166,4.7830117011,0.1284965682,0.0,0.0,0.0,0.0,0.0,0.50506034,6.0,0.0950406746,0.2657840755,0.008321369,0.4296452228,0.3374687857,-0.046779924,-718.4412085,0.0118085453,13.458356749,-0.004718547,-0.011048048,-0.02998609,-0.005136466,0.0100029154,-0.066992704,0.0,-0.021111487,-0.609536662,0.0001041265,3.0,12.163874705,0.2498700419,0.0,0.0364583321,0.0147847115,0.0197137439,0.7224122654,0.8773890329,1.6242154e-08,1.002059e-07,0.6185401182,0.3825918778,0.2375694484,0.0297997425,-0.022470846,-0.048137969
46923,0.4299541075,0.0225620056,0.1852944247,0.0,0.7515641879,0.9777062444,0.0377358491,0.1727667849,0.3867093675,-0.041400256,0.2898666136,0.2449920612,19.0,0.0,0.1184210526,-0.003369989,0.0579452458,-0.275657626,0.2136727131,0.1176941553,0.0317327766,0.6408911591,0.0,1.1094079101,0.0848066586,1.1094079101,0.0848066586,3.5199415327,4.2026925954,0.2243088159,0.0,0.0,1.0,0.0,0.0,0.8865692415,5.0,-7.807394769,-0.104160089,-0.147784343,-3.344490151,-0.459371559,0.196897012,-430.2920165,0.0490155113,9.4427013123,-0.000889785,0.0066758396,0.0167905665,0.0315071952,0.0793819118,-0.028298213,1.0,-0.017854077,-0.438381503,-0.040302239,4.0,6.8418324668,0.063670412,0.0,0.0285714287,0.0163436563,0.0332796066,1.0640711377,0.355074575,8.6815679e-06,12.157895302,0.6043540481,0.3652438155,1.0084810976,0.0764973544,0.0285205047,0.08659654
56557,0.2581744353,0.0213536269,-1.466331698,0.0,1.268041969,3.0820780032,0.0341522744,0.3804191494,1.4406205054,0.0170096022,-0.135478375,0.1309613391,12.0,0.1446204307,-0.486206897,-0.160751566,-1.023278597,0.311592764,0.8229027963,0.0765358537,-1.714892279,0.6755777331,0.0,1.1451540666,0.5317856838,0.9148154783,0.364860873,8.588384238,4.5007463924,0.0412833558,0.0,0.0,0.0,0.0,0.0,-3.67587477,6.0,1.0777044944,-0.777415016,-0.639360916,-1.738249709,-0.41534847,-0.026279045,-203.6633378,0.0537836881,9.5077190302,-0.001450945,0.0024559053,0.0145182578,0.1323710982,0.1840858971,-0.001304564,1.0,-0.012172855,1.4942753421,0.0597308129,4.0,6.7190131544,0.0385029618,0.0,0.0666666701,0.0294945304,0.1862083602,0.5665183435,0.2485735231,6.0984289e-06,17.68421129,0.851189609,0.7245237504,0.9079009114,0.116860579,0.1560371801,0.0928570314
46931,0.788341208,-0.061262929,-19.11199026,0.0,2.4454731197,3.4380028093,0.0186647667,-0.118191394,0.4096175777,0.0069192751,-0.133941593,0.111767335,14.0,-0.027737557,-0.099502488,-0.087000017,0.0673646058,-0.124535222,0.2026771139,-0.034838474,-0.065470784,0.4724802065,0.0,1.5264831804,0.3834041917,0.8868807339,0.3683861054,65.545952526,4.1870917574,0.0519718148,0.0,0.0,1.0,0.0,0.0,1.6220859824,4.0,-1.055664548,-0.279457936,0.3270777144,479.33279011,-0.027110848,0.1034558058,-393.1794664,0.0626025367,9.944821416,-0.000838331,0.0005719965,0.0024498976,-0.019068287,0.0106510019,0.0521813433,3.0,0.0053333333,11.112691025,0.0454545468,2.0,8.5591025945,0.6029792746,0.0,0.1739130467,0.0822935299,0.0828919927,1.0982338814,2.2112396769,7.919003e-06,3.3157895648,0.1733251171,0.0300415962,1.6520359956,0.0519073462,-0.808390556,0.1582349238
46950,0.1322024955,-0.081069531,161.91395464,0.0041818044,0.1829192612,0.3779479182,-0.19930975,-0.19142661,0.2876357072,0.0002713459,0.0428813559,-0.0219297,20.0,-0.011134073,-0.023376623,-0.122855434,0.2459022069,-0.178940529,0.1254673411,0.0229081386,-0.383189237,0.4879144079,0.0,3.3664330218,-0.20922623,1.4637850467,-0.416413203,75.226824458,5.6823599523,-0.3893913,0.0,0.0,0.0,0.0,1.0,0.4836562023,2.0,-4.194345832,-0.199735927,-0.254800792,-2.095414568,-0.800175609,-0.004944746,-1284.848394,0.0266488737,10.585873918,0.0,-0.051527778,-0.142898411,-0.063575452,0.0222792916,-0.016021442,2.0,-0.019784273,-0.489,-0.017845117,2.0,8.6264959263,0.1944268078,0.0,0.0833333358,0.0360549168,0.0355447691,0.8412076087,0.8853589057,1.2701666e-06,8.0173266e-08,0.9379782708,0.8798032364,3.0164800241,0.0692137622,0.7240393821,0.0921100682
47002,0.934194133,-0.157176446,-56.96157347,0.0471174538,1.156555546,4.325886625,0.0749477826,-0.007326726,0.4909943736,-0.000110522,-0.094168697,0.0389243007,19.0,-0.023414486,-0.011246313,0.0123395286,0.0854227589,0.0118578512,0.1646779503,0.018780232,-0.183210442,0.5391503035,0.0,1.8984858933,-0.307660159,1.1162414176,-0.297168529,206.11443433,4.7852549588,-0.068816693,0.0,0.0,1.0,1.0,0.0,1.0058128714,5.0,-0.049743794,-0.086573167,3.0228876698,0.0533069511,-0.567998023,-0.102186598,-2094.056192,0.0819316729,12.292978861,0.0510335212,0.0106255203,0.0211028057,-0.020314083,0.0032512478,-0.010185584,2.0,-0.016623377,-0.026540893,-0.004699249,3.0,11.80202341,0.4627791329,0.0,0.030927835,0.0134971963,0.0254614188,0.8748648408,1.6211173337,3.9955843e-08,5.3893673e-08,0.5131753098,0.2633488986,-1.461299265,0.031501373,0.2227102602,-0.026542554
42067,0.0124296691,0.1739938256,-1.724488223,0.0156286394,2.2339583622,2.1385601133,0.1497668713,0.3318260998,0.2099069716,0.0164940665,0.1136370958,0.3215988389,19.0,-0.004752444,0.043928924,0.1236311777,0.1315532651,0.3015072219,0.0880071502,0.321814425,-1.073804042,0.449568264,0.0,1.3506185955,-0.007683743,1.2136422991,0.0565473168,8.1616722161,7.2728571429,0.150611714,0.0,0.0,1.0,1.0,0.0,-2.030506523,6.0,0.0642537448,-0.156788296,3.7567551796,-1.180984093,-0.683896264,1.106225462,25.473317911,0.319011425,11.041530869,5.63584e-05,0.0042553928,0.0767550702,0.0312930952,0.0460272774,0.0294489076,2.0,-0.007619048,-0.10140863,0.0,6.0,9.747710551,0.286808664,0.0,0.0714285746,0.0514795506,0.0716429561,0.8650707295,0.6767531198,4.9459256e-07,8.5605043e-08,1.7649209793,3.1149460631,-0.242062873,0.0614896639,0.1133333391,-0.186679579
24432,0.6082918337,0.0742829412,-9.690659617,0.0656924926,1.2628359858,0.6021811818,0.0856440827,0.0408568742,0.1197292101,0.0,0.056447306,0.1707583431,19.0,-0.002658649,-0.018850433,0.0682498866,-0.198442812,0.0594255109,0.0393003833,0.036111364,0.0143186045,0.4968483751,0.0,0.5860613891,-0.007725311,0.3920701061,0.4302959869,13.906774575,17.621249486,0.1124961574,0.0,0.0,0.0,0.0,0.0,0.3067404125,8.0,0.1309476034,-0.064381342,0.0577216999,-0.266601937,0.7823131871,0.0269759883,5.0400415012,0.0118085453,14.157985989,0.0005477661,0.0183627436,0.053071087,-0.002392886,0.0101909978,-0.033964973,2.0,0.0032941176,-0.478081292,3.24673e-05,5.0,12.693907751,0.2522212529,0.0,0.0165745858,0.009462026,0.0150382714,0.6711060818,1.0021352209,5.5308639e-09,1.1200881e-07,0.3958445322,0.1566928937,0.6909165567,0.0208575437,0.0318408135,-0.048137969
12650,0.2520761696,0.0440089785,41.534988039,0.0058527404,0.6117701712,0.4360518478,0.1054088586,0.5355655239,0.2371034925,1.056805075,0.7179258504,0.0858401931,19.0,0.0121943514,0.2304397958,0.2963312652,0.0027317349,0.2756283737,0.0703504947,0.3999519385,0.2181539136,0.4421364632,0.0,1.1640083218,0.0326794608,0.9965325936,0.0020332335,37.54296875,4.3626872447,0.1695963999,0.0,0.0,0.0,0.0,0.0,0.5367244025,5.0,-0.01072534,0.1719080016,-0.447111235,-0.278600807,0.3100197882,-0.023196547,-727.2367235,0.1258323454,14.306350288,-0.001466674,0.0137032246,0.0455631671,0.0115018488,0.0137108933,-0.115426912,0.0,-0.001506714,-0.298231386,-0.061754948,6.0,14.002410161,0.5237132043,0.0,0.0094339624,0.0102280444,0.012928673,0.5923998064,1.8927991429,1.8118966e-09,5.1550681e-08,1.4111639965,1.9913838249,0.2176468244,0.0368587111,0.2474837815,0.2176594067
24053,0.6618068011,0.0825388383,-399.9853125,0.0602742461,1.7753109661,0.8885170756,0.0651552252,-0.02020085,0.0948608243,0.0615374014,-0.069274947,0.127926125,19.0,0.0027195392,0.0752175715,0.2268989261,0.1571058884,0.0258020352,0.0341301582,0.0369072579,0.1392282878,0.4914738196,0.0,0.5181965912,-0.176291205,0.3445095297,-0.172927018,1568.906327,8.0179014601,0.0837264559,0.0,0.0,0.0,0.0,0.0,0.3053348895,7.0,0.1258704176,0.0296866622,0.1112366674,-0.096097548,0.3408852557,-0.01585623,730.0607915,0.0118085453,14.442329216,0.0014511443,0.0114147511,0.0354844187,-0.022766389,0.0004158991,0.180133339,1.0,0.0,-0.527621352,0.0133494437,2.0,13.431684625,0.3663918552,0.0,0.0158730168,0.0074036367,0.0109017638,0.6444751336,0.9122496039,3.0207914e-09,7.7701836e-08,0.4398050508,0.1934284827,0.1567610044,0.0220601508,0.0742204576,-0.048137969
68996,0.4244176161,-0.040927674,1.0605110897,0.0,0.6984319437,0.7384133133,0.006200417,3.185412819,0.608479079,0.842995926,6.4618473896,0.0181572196,11.0,0.2622901997,0.6728971963,2.4084084084,-4.573366738,-0.688467785,0.15,1.0359752048,0.9687242798,0.3714548519,0.0,1.1118345241,-0.714708085,0.5959322425,-0.663892167,24.079074253,2.7918157424,-0.069876572,0.0,0.0,1.0,1.0,0.0,0.6925925926,2.0,-0.224614955,0.4512530439,-0.255046854,7.9681571993,-0.379618557,0.0111075756,-227.6007851,0.4550433314,9.890402313,-0.01771087,-0.014090064,-0.035834588,0.301102297,0.0273074391,-0.231861478,1.0,-0.037231172,-0.068123228,-0.033960119,2.0,9.3131789602,0.3890371249,0.0,0.1458333284,0.0524998356,0.0611072611,0.6629965245,2.4090538743,6.7734686e-07,3.453029e-08,1.5283403183,2.3358241284,7.7653392427,0.1452508847,-0.41467306,-0.042405266
47205,0.4153414136,0.0799699698,5.8130911611,0.0184426141,0.2124697712,0.5314776181,0.2275965038,0.0305972024,0.3648485308,-0.039535018,-0.017478736,0.1132977687,10.0,-0.017824921,-0.034662045,0.0008482687,-0.123275764,0.00964115,0.1529703547,-0.001573706,0.0570563509,0.4709909899,0.0,3.0688562374,0.2829931749,1.5842984731,0.5314509635,7.5040769733,7.4994906898,0.4968580146,0.0,0.0,1.0,0.0,0.0,0.5636629531,6.0,-0.069052606,-0.122977942,0.0673320635,-2.588839939,0.8023392835,0.0573279053,-214.2077937,0.0330202494,13.034231373,0.002068646,0.0341117236,0.0501731005,0.0160997588,0.1202576612,-0.028178915,0.0,0.0,0.6272256029,-0.030822637,5.0,10.963159755,0.1652078337,0.0,0.0284360182,0.0156953808,0.0172385157,0.9428750252,1.160116968,6.7987599e-08,1.334292e-07,0.691543167,0.4782319519,-4.322923117,0.0465948974,0.1723397639,0.2031935116
47248,0.3449074404,0.0375889934,6.0384355205,0.0,0.068476041,0.7295700759,0.2179147572,1.019932679,1.182557385,0.8386897404,1.7929925525,0.0319079013,15.0,0.0,0.7148040639,0.7708478127,0.1765336779,-0.209637801,0.2816687737,0.1203463379,0.9147161813,0.4709112583,0.0,4.2365372063,-0.426780812,4.2365372063,-0.426780812,7.2910048522,6.7709609089,1.0072738632,0.0,0.0,1.0,0.0,0.0,1.324410247,2.0,-1.589517899,0.538998959,-0.007448411,-10.57338016,0.6574193217,-0.01077539,-234.5127072,0.1088391198,12.716722504,0.019453892,0.0241185506,0.0440512826,0.1433046663,0.0253096392,-0.020348122,8.0,0.0001123596,-0.648259618,-0.018142108,3.0,11.998577886,0.5915920398,0.0,0.0304568522,0.0133362029,0.0170805578,0.7450434866,0.7843780721,3.4755452e-08,9.0805002e-08,0.8575021911,0.7353100077,-0.05821458,0.0542480398,0.4407105243,0.1422022626
26825,0.1324678417,0.0526268588,93.975127421,0.0235958826,0.1951144462,0.4867153325,0.2572843682,0.0553175592,0.8895641345,-0.039600873,0.2192965504,0.0618657447,19.0,-0.003223422,-0.024228143,0.0169288922,-0.017168584,0.0230198616,0.0957954053,0.0661270237,-0.119165124,0.5153292818,0.0,1.0251111477,-0.112167201,0.6932323399,-0.094791714,64.173292559,11.727645306,0.4118428214,0.0,0.0,0.0,0.0,0.0,1.8153403249,5.0,0.0136277641,-0.081527851,-0.380618581,-0.79033341,-0.260629753,-0.006139593,11054.061017,0.0350142835,16.443128673,0.0040167226,0.0478018537,0.1262452665,0.0056993248,0.0674576925,0.0072604578,1.0,0.0005228758,-0.050993187,-0.019378052,7.0,15.424783782,0.3009019583,0.0,0.0386965387,0.0142598658,0.0179202111,0.5808067348,1.1557937211,5.497242e-10,7.6813697e-08,0.0759536935,0.0057689636,1.2516927705,0.0289070103,-0.084202693,0.07689632
47379,0.3686346657,0.0425302537,2.7932536131,0.0227774855,0.1487838255,1.8655451638,0.157685576,0.0927783097,0.8009897697,0.2516161114,0.2101058875,0.0428299575,19.0,0.0,0.086130137,0.1411831198,-0.045934486,-0.019723745,0.2433144899,0.0097565892,0.051625692,0.7285998616,0.0,2.8678928157,-0.095800787,2.8678928157,-0.095800787,10.798053125,7.8760723885,0.4297410932,0.0,0.0,0.0,0.0,0.0,1.0819367259,5.0,-1.577908409,-0.089674968,0.0162788138,-11.87079401,-0.086493531,0.0001466666,572.21374705,0.1088391198,13.964268868,0.0059169506,0.0328430179,0.0476754245,0.1127429433,0.2697292539,0.0012305872,2.0,0.0019002739,0.586535999,0.0828994103,5.0,13.94208682,0.6441548872,0.0,0.0279720277,0.0171901766,0.0230239725,0.9581859705,1.81797553,6.646565e-09,6.7417472e-08,1.0347551847,1.0707182922,-0.212975386,0.0405336459,0.0118702087,0.1422022626
44134,0.4974611585,0.0168190305,2.4207824316,0.0215958509,0.5597878784,1.236600152,0.0909273018,0.5560775705,0.8232666983,0.2025004563,0.8811114218,0.0466109808,20.0,0.0749680353,0.3604123711,0.3408828129,-0.264674977,0.0097988597,0.1771137566,0.2413159239,0.2653238797,0.4824300649,0.0,1.6473243675,-0.305990426,0.8643646641,-0.187758431,46.684874927,5.5849914052,0.1939986269,0.0,0.0,1.0,0.0,0.0,1.3922850502,4.0,-0.379022093,0.2597312416,0.0392534598,-0.640547078,2.7290003755,-0.010795435,60.483240232,0.0295456463,13.696709567,0.0138126215,0.015293922,0.0330446419,0.0624241689,0.0134063366,0.03267052,0.0,0.0019138756,0.4048766027,0.0150968386,4.0,13.346331589,0.7127484587,0.0,0.046875,0.0163431979,0.0198258359,0.7988391864,2.7948545925,7.3408545e-09,3.1840918e-08,1.309551939,1.714926281,0.1656302574,0.0329991071,0.0776920138,0.2031935116
52847,2.2952497952,-0.266994267,-9.22886133,0.0,2.0569205569,9.9782964783,-0.094548814,-0.02253288,0.7858916582,0.0,0.0881715771,-0.11015561,19.0,-0.011999442,-0.096196868,-0.110271297,-0.02299942,-0.020362542,0.2486631016,0.0042306631,-0.104203292,0.6074572826,0.0,1.7355289421,-0.107318937,1.0862275449,-0.095473036,27.471251409,6.2463470905,-0.038800705,0.0,0.0,0.0,0.0,0.0,1.3616749241,1.0,-0.01721663,-0.168078073,1.6470636932,-2.898626683,-0.4587642,-0.153872245,-460.0259719,0.074857191,7.1874681818,0.0281914395,-0.1136659,-0.220605355,-0.543993625,0.1607830199,-0.014640282,0.0,-0.143435819,0.5098039216,-0.01753247,1.0,4.632906941,0.1031941032,0.0,0.0833333358,0.0264460226,0.0340432004,0.9178995466,1.3453621162,1.13955e-05,12.157894888,0.9517575407,0.9058424163,0.0854240656,0.0810617754,0.6077075174,-0.278151912
58616,0.5963962571,-0.010842976,-3.233990202,0.0269934755,2.907252665,4.1474221475,0.0778731095,0.1151455831,0.4291660331,-0.002176871,0.2983509772,-0.012731543,19.0,0.0513251356,0.1,0.006018482,-0.186631558,0.0239721674,0.1660399763,0.1178728904,-0.314418326,0.4939576733,0.0,3.0705712142,0.080916549,1.5684814061,-0.070737522,11.243004678,9.4119559595,0.0807197586,0.0,0.0,0.0,0.0,0.0,1.4778409942,4.0,-0.416685029,-0.118208677,0.0678679681,0.044736777,-0.191795101,-0.103491971,-400.0124269,0.1272530347,10.320065682,0.0046876713,0.010462256,0.0437556365,0.1892540995,0.0246070525,-0.012176883,0.0,0.0232277538,0.0147569444,-0.054054055,3.0,9.3526208792,0.3581724232,0.0,0.0483870953,0.02434507,0.0251025264,0.9722389274,1.7080018855,7.3123689e-07,6.588931e-08,1.8227468948,3.3224062424,0.0185851777,0.0545403995,-0.056826052,0.095428318
25769,0.6468757069,0.0329427443,-6.591609043,0.0316592608,0.8706296717,1.4037031709,0.0309875471,0.0073842658,0.1868787276,0.0698160881,-0.062643943,0.1813990078,19.0,-0.010186757,-0.009205592,-0.029863986,0.0625934351,0.0208278412,0.127735774,0.0849190571,0.12,0.53455117,0.0,1.1003811944,-0.151614499,0.6569250318,-0.126981208,34.904255319,8.7962466488,0.1892534475,0.0,0.0,0.0,0.0,1.0,0.4377777778,6.0,-7.726948935,-0.231786733,0.0691372568,-4.200525453,0.9042886512,0.1333039585,1889.8553585,0.0490155113,14.801933978,-0.000440371,0.0055053717,0.0133644739,-0.163508662,0.0266193918,0.0170180471,3.0,-0.000514139,0.1353569979,0.0162676463,3.0,13.845906873,0.3388272011,0.0,0.0171990171,0.0098450489,0.0114340325,0.5075005245,0.9857819208,1.933609e-09,6.0893584e-08,0.8121828509,0.6596409833,-0.073043151,0.0271124174,-0.043184818,0.08659654
60521,0.281318663,0.0406813946,28.572044986,0.0262616198,0.1932075189,0.5365212345,0.1678961677,0.0420019219,0.5436054408,0.0061556962,0.0020378457,0.0388498171,19.0,-0.007659298,0.0243902439,-0.023150356,-0.160334129,-0.016009005,0.1344945978,0.0329948254,0.0713474183,0.5504297503,0.0,2.592214387,0.4657672996,1.3448854212,0.5129442794,25.971921703,4.3101461378,0.3084516827,0.0,0.0,0.0,0.0,0.0,0.9194288406,3.0,0.0057995142,-0.334412511,-0.316676896,-4.765009334,0.1646423426,-0.003877023,555.74355427,0.0506063692,13.516670466,-0.00276212,0.0153955324,0.0263471863,0.0138611919,0.0312218854,-0.004333811,0.0,-0.003076923,0.2606207175,-0.009232548,5.0,12.341326616,0.2346964766,0.0,0.0240963846,0.0136723136,0.0201061773,0.7427023306,0.5246713234,2.617866e-08,1.6875771e-07,0.9297752913,0.8644820923,0.1898334112,0.0288133589,0.1744831582,0.028474584
47707,0.8772241993,0.0354092527,-0.621681416,0.0169928826,0.2141014235,2.0517793594,0.0709408368,-0.006560032,0.8199635554,0.0,-0.106884394,-0.034830961,16.0,0.0378240026,-0.278911565,0.0189321139,-0.137738829,-0.109028276,0.1421004566,0.0566106499,0.0214441106,0.6236368565,0.0,4.8468972533,0.1393286785,2.754069176,0.0466533495,17.007374631,6.3945653681,0.3085669477,0.0,0.0,0.0,0.0,0.0,1.047342795,4.0,-0.419015904,-0.497120242,0.3486959103,-0.993486265,0.0716650565,-0.125591389,-408.2435519,0.1272530347,10.616422042,0.0246794485,0.0341441305,0.0431256559,0.0582636762,0.077011453,0.0037849298,4.0,0.0236144445,0.6848434004,0.0860556662,4.0,9.5279755864,0.3716866578,0.0,0.0285714287,0.0187626507,0.0301909744,2.0456164098,11.127168003,3.5151622e-06,7.7368421421,0.0820774704,0.0067367111,0.6189632993,0.0573439088,-0.625360223,0.095428318
47715,0.7132931518,0.0735117623,0.2329030083,0.0359825331,0.2448312201,1.6716593854,0.1434854678,0.0413249246,0.5795407605,-0.000566733,0.0091903757,0.1183273325,18.0,-0.007754421,0.0948253558,0.1385437431,0.041594312,-0.03128769,0.1677499226,0.0792304039,0.0528317849,0.6292524305,0.0,2.8213264947,-0.04443223,2.0276711953,-0.037396787,8.9452939769,8.5570236584,0.5411862817,0.0,0.0,0.0,0.0,1.0,0.7854239352,6.0,0.0034438449,-0.034575018,0.2794889018,-0.434767591,0.2521270864,0.1847710933,233.69581551,0.0700566297,12.802806663,0.0008757576,0.0178675599,0.0240004331,0.0231905339,0.1818966513,-0.021465947,0.0,-0.000851064,0.0039776528,0.0639675232,7.0,10.830663821,0.1392719049,0.0,0.0384615399,0.0186798836,0.0223757997,1.0968955172,0.4735443115,1.8986704e-07,1.8137407e-07,1.1106612697,1.233568456,0.0520678566,0.033425155,0.1470903857,-0.143112879
17750,0.2942989534,0.0611905157,83.383135776,0.0248642612,0.4619051537,0.8351445434,0.1051600573,0.0583171618,0.4457381699,0.0011943344,0.0199137863,0.0894322922,19.0,0.0090573579,-0.01797119,-0.016668782,0.0302929004,-0.03892582,0.0731918472,0.0754507306,0.1214458491,0.4937210337,0.0,0.8777574011,-0.049104843,0.4712077548,-0.107988892,200.37068966,9.4394206038,0.211262258,0.0,0.0,0.0,0.0,0.0,1.1664460773,5.0,-0.019056423,-0.21359108,-0.317044309,-0.164655663,0.0881316713,0.0524422599,7047.1190176,0.0519833674,16.031227959,-0.002517497,0.0214588378,0.0544296023,0.0059324624,0.0042964713,0.0349505095,0.0,-0.000340426,6.6951930986,-0.135201422,8.0,14.94260275,0.3887901077,0.0,0.0552884601,0.0178821264,0.0198499112,0.4795699509,1.0325314764,6.576925e-10,5.958131e-08,0.9738705152,0.9484237804,0.0845553371,0.0255935513,0.1653228804,0.2503395528
33398,0.6858159815,0.0555258943,4.497311828,0.0,0.8042000356,2.1996796583,0.136659436,0.1374307141,0.471035757,0.0,-0.004669604,0.1744082577,19.0,-0.004525462,0.5049180328,0.013912587,0.0583940332,0.0025039234,0.1401893973,0.0847733942,0.366137266,0.5040078353,0.0,2.1073525301,0.0232636423,1.3681856304,0.0205693088,166.12903226,7.6923076923,0.2087693734,0.0,0.0,1.0,0.0,0.0,1.1517300057,6.0,-0.035997379,0.1461152784,0.0878204224,-5.776972365,-1.177994885,0.1316814172,-392.2211957,0.0506063692,9.5162981713,0.0025250025,0.0179307789,0.0372796455,-0.073230801,0.0,-0.022286365,1.0,0.0027556275,4.428733674,-0.090909094,4.0,9.6598223655,0.5262502225,0.0,0.0740740746,0.031533729,0.0216753441,1.1560449368,0.8457773989,5.0104387e-06,1.105263335,0.8741587929,0.7641535952,-1.056133954,0.0594478362,0.2579365067,0.028474584
