firms,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
21020.0,0.0,-0.012875696,-0.371520343,-0.058796141,0.1416484608,0.0439091108,0.0,-0.018744142,2.5851575752,-0.350878112,0.2152619589977222,0.0450538687561212,0.0865580448065173,0.0329138431752178,0.1816168327796234,1.083984375,0.4840055632823365,0.2166476624857469,0.1829268292682926,-0.1670569867291179,-0.2345767575322811,-0.2394868139700641,-0.496222851746931,-0.5554166666666667,-0.5213100044863167,-0.5646674826601388,-0.5676661264181524,-0.5950664136622391,-0.6236331569664904,-0.5910310463779226,-0.6495894909688014,-0.686913145539906,-0.7120107962213225,-0.6470393648693351,-0.6661451814768461,-0.6235003528581511,-0.5388936905790839,-0.4832929782082323,-0.515,-0.5802517702596381,-0.5673154906731549,-0.5669642857142858,-0.6055452865064694,-0.5749003984063745,-0.5299559471365638,-0.5200179937022043,-0.3682652457075193,-0.2102146558105107,-0.0456171735241502,-0.1525019857029388,-0.2405693950177936,-0.1189099917423616,-0.1728682170542635,0.0191021967526265,-0.0028037383177569,0.2567726737338045,0.2406976744186046,-0.0255707762557076
11499.0,0.0076552546,0.0280049009,0.0757558677,-0.27817479,0.0097402868,-0.01681667,3.0,0.0495867769,0.8835081146,0.1781229926,0.1111111111111111,-0.1357142857142856,-0.3888888888888889,-0.4915966386554622,-0.5959933222036728,-0.5891341256366723,-0.6188976377952755,-0.7101796407185629,-0.715962441314554,-0.7343578485181119,-0.740343347639485,-0.7795992714025501,-0.7911993097497843,-0.8337912087912088,-0.8416230366492147,-0.808695652173913,-0.7891986062717771,-0.7891986062717771,-0.8016393442622951,-0.8277580071174377,-0.8062449959967974,-0.8470290771175727,-0.8245105148658448,-0.7302118171683389,-0.729608938547486,-0.7639024390243903,-0.738942826321467,-0.7293064876957495,-0.7237442922374429,-0.6975,-0.7221584385763491,-0.7555555555555555,-0.7240592930444698,-0.6893453145057766,-0.672972972972973,-0.578389867419293,-0.5355086372360844,-0.4739130434782608,-0.4436781609195401,-0.4168674698795181,-0.2553846153846154,-0.2013201320132013,0.0803571428571428,-0.1933333333333333,-0.2797619047619047,-0.3681462140992168,-0.3778920308483291,-0.2965116279069767
81912.0,-0.004543703,0.0115786654,0.0131740057,-0.080571543,0.289536794,-0.082596472,0.0,0.0088161209,0.4858513693,0.1922136331,-0.0915331807780319,-0.1197339246119733,-0.2208047105004905,-0.3083623693379791,-0.211519364448858,-0.2979664014146772,-0.4039039039039038,-0.3971146545178435,-0.3801717408274785,-0.3668261562998404,-0.3906369915579432,-0.4083457526080476,-0.4459176552686671,-0.486084142394822,-0.506832298136646,-0.4949109414758269,-0.5034396497811131,-0.5256869772998805,-0.5586436909394108,-0.5228365384615384,-0.4776315789473684,-0.4803664921465967,-0.4505190311418684,-0.4631507775524002,-0.489060489060489,-0.4961928934010152,-0.5511588468061052,-0.5219747140276941,-0.47556142668428,-0.4971500949968334,-0.5149664019547954,-0.553932584269663,-0.551412429378531,-0.5205314009661834,-0.5222623345367028,-0.4516574585635359,-0.4204379562043795,-0.3586429725363489,-0.3767660910518053,-0.402558314522197,-0.4187408491947291,-0.3448844884488448,-0.3316498316498316,-0.27089072543618,-0.3518367346938775,-0.3528932355338222,-0.3155172413793102,-0.3698412698412697
27991.0,-0.002277984,-0.002380275,-0.007545285,-0.009464354,0.0090571564,0.0707001803,0.0,-0.002178649,0.9290832043,-0.149030986,0.0569078947368422,0.0151658767772513,-0.0662598081952918,-0.0869565217391302,-0.0428954423592492,0.0441988950276244,-0.0488454706927174,-0.0533294048320563,-0.0840935005701253,-0.0962025316455694,-0.1610966057441252,-0.2423956614006129,-0.250349976668222,-0.2047029702970296,-0.1867881548974942,-0.1935240963855421,-0.1427427961579507,-0.1937264742785445,-0.3079905233685116,-0.3346448540070407,-0.3340932642487045,-0.3224377899620413,-0.3414634146341463,-0.366147169066877,-0.3488042156465343,-0.3279648609077599,-0.2867924528301886,-0.3006094906399651,-0.2529644268774702,-0.1949386118767224,-0.1843107387661843,-0.1987531172069825,-0.1782608695652173,-0.2172959805115711,-0.2459516545411874,-0.222974607013301,-0.2255965292841648,-0.230603448275862,-0.271098003629764,-0.2848876029379034,-0.2984716157205239,-0.2771653543307086,-0.2717588395285584,-0.2331742243436753,-0.2441778405081156,-0.2304191616766466,-0.2294964028776978,-0.2765142985814004
78049.0,0.0039149245,0.0179636674,0.0283983775,0.0295302427,0.0059808477,0.1804741826,1.0,0.0046605324,0.2099526371,0.0505449325,0.0071888006053726,0.0738200887454618,-0.0166235685260435,-0.0679271708683472,-0.0309428467419001,0.1921182266009853,0.1889236266190264,0.0690763052208836,0.2358402971216342,0.3567787971457696,0.3922594142259414,0.3835758835758838,0.3237195425161612,0.2568460812086874,0.1937219730941703,0.040250097694412,0.1513840830449826,-0.0883561643835616,-0.0718270571827056,-0.0616848783926683,0.0068078668683813,-0.0270467836257309,-0.0982384823848238,-0.0750521195274496,-0.0037425149700598,0.069935691318328,0.1583986074847694,0.1371208885091841,0.1027340513670256,-0.0096726190476189,-0.014074074074074,-0.0089352196574832,-0.0202429149797571,0.016030534351145,0.1068607068607068,0.2628083491461102,0.281656234954261,0.351269035532995,0.258628841607565,0.2018058690744921,0.0847595762021191,0.0695058256327842,0.1773551525873509,0.2122040072859745,0.3309999999999999,0.3010752688172042,0.2532956685499059,0.0647999999999999
20482.0,0.0004176117,0.0332843772,0.0718357724,0.0087976769,0.1197482395,-0.059157765,1.0,0.0,0.5894765768,0.0621796325,0.0187058598969267,-0.0322756119673617,-0.0731156651615144,-0.0706947588368448,-0.0527156549520767,0.0075514442137059,-0.0528837622005324,0.0117535545023697,-0.0322756119673617,-0.0033613445378151,-0.0500177999288002,-0.0495102404274265,-0.0719874804381847,-0.022885389967045,-0.0046624393882879,0.0281256020034674,0.052870388636812,-0.0033613445378151,-0.0528837622005324,-0.057400211939244,-0.0435483870967742,-0.022885389967045,0.0069811320754715,0.095668240607678,0.1438062580368624,0.1233424542201642,0.0990527182866556,0.0958932238193017,0.1172283860163281,0.2238018803026829,0.2498829039812644,0.2487131492746839,0.2566517541794206,0.2080126754187414,0.236848203939745,0.3535379152929241,0.4152744630071598,0.2397212543554008,0.2587264150943396,0.1825836472413027,0.1445421402530557,0.0889614364415425,0.1063432835820894,0.0856387306753458,0.1447876447876448,0.1604696673189822,0.1854731230564192,0.1440514469453375
10656.0,0.0003655904,0.0052193115,0.0077247936,-0.011674537,0.1732585441,-0.002771059,0.0,-0.002997003,0.114405452,-0.002629156,0.1323529411764705,0.1988023952095807,0.0437956204379561,0.1721311475409837,0.3311170212765957,0.3102094240837696,0.2719186785260483,0.4238975817923185,0.4423631123919307,0.4279600570613409,0.482962962962963,0.25125,0.2638888888888888,0.1387940841865758,0.1122222222222222,0.1505747126436782,0.0981897970378495,0.0821621621621622,0.1349206349206348,0.2297297297297296,0.2670886075949366,0.1988023952095807,0.0615058324496289,0.1585648148148146,0.1762632197414806,0.1426940639269407,0.421875,0.4198581560283687,0.4423631123919307,0.4465317919075144,0.3084967320261438,0.2528160200250311,0.3582089552238805,0.3508771929824561,0.3902777777777777,0.5212765957446808,0.6683333333333332,0.6994906621392192,0.7348353552859619,0.3619047619047619,0.25125,0.3382352941176469,0.3768913342503439,0.482962962962963,0.3490566037735849,0.1184357541899441,0.0648936170212766,-0.4731578947368421
60038.0,-0.002036853,0.0134610077,0.0249586647,-0.096231567,0.1150272983,-0.009724089,0.0,0.0037338527,0.9768664564,-0.066900547,0.0217391304347824,-0.3234165067178502,-0.4221311475409836,-0.4872727272727273,-0.4812362030905077,-0.4924442588606273,-0.4953869058270287,-0.4964285714285714,-0.4655041698256255,-0.4781643227239082,-0.4872727272727273,-0.5052666297078616,-0.5014144271570015,-0.5137931034482759,-0.5171232876712328,-0.4964285714285714,-0.5277963831212324,-0.53,-0.5171232876712328,-0.5337301587301587,-0.4928057553956835,-0.5407166123778502,-0.5104166666666667,-0.5107564191533658,-0.5056100981767181,-0.5052631578947369,-0.5220338983050847,-0.4898697539797395,-0.5334215751158173,-0.5184426229508197,-0.5451612903225806,-0.530938123752495,-0.4967880085653104,-0.4668380851546548,-0.4282238442822385,-0.4949856733524356,-0.5144628099173554,-0.4920749279538905,-0.4785502958579881,-0.5714285714285714,-0.6126373626373627,-0.6261930010604454,-0.5857814336075206,-0.5549242424242424,-0.4964285714285714,-0.5959885386819483,-0.5877192982456141,-0.5509554140127388
85084.0,0.0003967073,-0.135041447,-0.279563183,-0.067118321,0.0142059868,0.006052602,1.0,-0.846031301,0.9017914275,-0.122663252,-0.4804120610572224,-0.5299319727891156,-0.442741935483871,-0.5811867385902176,-0.6517137096774194,0.1711864406779661,-0.1139889729452494,-0.2057471264367816,-0.3076152304609219,-0.4472,-0.354265956452668,-0.2726315789473684,-0.46015625,-0.4725190839694657,-0.5201388888888889,-0.5669612082471642,-0.568125,-0.5753180505193289,-0.5708074534161491,-0.568125,-0.5708074534161491,-0.5710738671632527,-0.5734567901234568,-0.5485725485072189,-0.5734567901234568,-0.6612745098039217,-0.6079655055032338,-0.6264864864864865,-0.6419689119170985,-0.657920792079208,-0.6844748858447489,-0.6677884615384615,-0.6982532751091703,-0.7236,-0.7132780082987552,-0.7034334763948498,-0.7523297491039427,-0.7660798916723088,-0.7729960578186597,-0.776303010683069,-0.7617241379310344,-0.7696666666666667,-0.7711920529801325,-0.7600694444444445,-0.7617241379310344,-0.7734426229508197,-0.8157333333333333,-0.8186351706036745
10779.0,0.000497595,-0.01151951,-0.013019266,-0.099353697,0.1787930246,-0.017535449,0.0,0.0065496859,-0.067497404,-0.137931004,-0.0632911392405063,0.0882352941176469,-0.4896551724137931,-0.4896551724137931,-0.4965986394557823,-0.5066666666666666,-0.5375000000000001,-0.5621301775147929,-0.5487804878048781,-0.6666666666666667,-0.7299270072992701,-0.765079365079365,-0.7750759878419453,-0.8140703517587939,-0.8318181818181818,-0.852882703777336,-0.8563106796116505,-0.8576923076923078,-0.8344519015659955,-0.8082901554404145,-0.815,-0.8690265486725663,-0.8798701298701299,-0.8766666666666667,-0.8804523424878837,-0.9006711409395973,-0.9052496798975672,-0.8766666666666667,-0.9019867549668874,-0.8810289389067524,-0.8906942392909897,-0.922187171398528,-0.9240246406570842,-0.9313543599257884,-0.9295244807192312,-0.8987688098495212,-0.8806451612903226,-0.8565891472868217,2.523809523809524,1.7407407407407405,0.5416666666666667,0.4509803921568627,0.4770459081836327,0.510204081632653,0.510204081632653,0.7209302325581395,0.4509803921568627,0.3703703703703702
