firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
15748,1.119074473,0.0893540924,-4.105842063,0.0,0.6098038865,3.4091410907,0.068505562,-0.060511069,0.4269500173,0.0188976378,-0.250501198,18.0,-0.04097511,-0.166371681,0.2959484597,0.5184781785,-0.15603504,0.0867525445,0.028246976,0.0255534417,0.0900600659,0.6002406057,0.0,2.5146884021,0.2152602827,1.4599252844,0.2084077687,23.016921837,6.932448831,0.1865340004,0.0,0.0,1.0,0.0,0.0,0.7445068785,6.0,0.5188206167,-0.642839534,-1.873919087,-3337.500138,0.0287729298,9.8067563636,-0.008331197,-0.014865269,-0.022965623,-0.502047127,0.075751856,0.0301715585,0.0,-0.033339871,2.1973445603,-0.001179352,4.0,9.0491488338,0.3791538574,0.0,0.0513447523,0.0376976104,0.0357251818,1.2840919041,1.5366170295,4.092183e-06,1.050000084,1.2726933626,1.6197483951,-0.046165535,0.091751943,0.2646653731,-0.052155014
16126,0.4905552842,0.0924116593,15.901451279,0.0,0.5087390762,1.3728989126,0.1798069511,0.0420263195,0.4156879392,0.0345689296,-0.131220671,26.0,0.0320028642,0.0430232558,0.3118732711,0.2093746762,-0.062909586,0.1572173913,0.1976652256,0.0845361068,0.3137094576,0.4628934569,0.0,1.8790239324,0.0658265792,1.137024871,0.0287022022,83.90186593,5.6266394772,0.2623099896,0.0,1.0,1.0,0.0,0.0,0.9969413404,7.0,-0.052923944,0.0101779644,8.881940863,-630.961805,0.0496109426,11.448304786,-0.001305928,0.0207330576,0.0406981902,0.0231821933,0.0162923375,0.0405852578,0.0,-0.000990099,-0.698913043,3.39719e-05,6.0,10.313619389,0.3283686589,0.0,0.034582153,0.0138396257,0.0128455168,1.409764746,1.6158453552,1.1056553e-07,7.4100501e-08,0.5741033272,0.3295946303,-0.395097869,0.0588002711,0.36854689,0.1429718686
17137,1.8414235296,0.076838079,-51.05323719,0.0701934626,0.7209298028,2.7158225392,-0.049539778,0.0112330054,0.2207485364,-0.027284002,0.1201451572,26.0,-1.4503e-05,-0.127659574,-0.068375202,-0.146748112,-0.122197758,0.1055207934,0.2724646617,0.0075810389,-0.025849361,0.3798303969,0.0,3.2672522856,0.3650538183,2.0689375313,0.3687287281,112.74746855,5.1833711859,0.2200435494,0.0,0.0,1.0,0.0,0.0,0.2725111534,3.0,-0.003333026,-0.126254305,1.3357990358,-441.1907954,0.1466013644,12.391522637,-0.009577667,-0.00924808,-0.011575048,-0.110374141,0.0136718286,-0.053482007,0.0,-0.011074919,0.8724019909,0.0705128228,2.0,11.457412799,0.5862851953,0.0,0.0513771847,0.0230422789,0.0397012213,0.6801427378,3.5364965589,2.6116032e-08,2.5727562e-08,0.5939372812,0.352761494,0.4172279305,0.049530217,0.3789543326,0.2399526516
85885,0.9923004695,0.1627042254,-13.71223958,0.2163380282,0.4032300469,5.0597558685,0.1666483456,-0.072120667,0.8968135051,0.0,-0.119711381,16.0,0.0365803109,0.0285714286,-0.146740645,0.0897680363,0.0135102917,0.4155844156,0.0534581697,0.0352612127,-0.051278368,0.5940339111,0.0,3.4116989568,0.0553180602,1.3967958271,-0.113113187,175.41145833,10.350030731,0.3889761033,0.0,0.0,0.0,0.0,0.0,1.2663027866,5.0,0.5277973885,0.0353990821,8.7952360927,-675.9862544,0.0776274395,8.9235459382,0.0021975827,0.0092027822,0.0124800464,-0.112826291,0.0206696092,-0.000611031,0.0,-0.037408451,3.7700170358,-0.03266963,3.0,7.1033632116,0.4135381115,0.0,0.114334397,0.0372583446,0.0534614542,1.5148335831,9.8150920232,4.8706729e-06,8.4000000337,0.3306043098,0.1092992096,1.3101046678,0.0913657605,0.5709645613,0.1338851531
85914,0.2137075597,0.0464309164,5.1772167647,0.0,0.3539637905,1.7977658978,0.1405516836,0.6157043169,1.0771598035,0.0387216225,0.5887792553,16.0,0.1488853313,0.3636363636,0.226710724,0.1224851784,0.0653532308,0.1158927053,-0.21990528,0.4931570418,0.6623658171,0.5445673532,0.0,1.0788172386,-0.139702459,0.4279404192,-0.275777564,20.520796541,73.321909191,0.2290852826,0.0,0.0,1.0,0.0,0.0,2.9375967737,4.0,-5.641933361,0.2540515512,-0.62567109,7092.0013196,0.1612273243,16.638499395,0.001481812,0.0176751923,0.0441100156,0.0799925362,0.1740626698,-0.028179082,1.0,0.0007341472,0.733223648,-0.083594253,7.0,17.66714371,2.9217903039,0.0,0.0644596517,0.0230667068,0.0266055116,0.2896452201,5.4313243065,8.362864e-11,7.935112e-09,1.4421756834,2.0798707017,0.0841919617,0.0938047882,0.4786697643,0.3458137035
18092,0.1430138101,0.0246485353,22.679157091,0.0023698259,0.0309473587,0.1285995838,0.2645179016,0.2223016493,0.6282500361,0.5148900241,0.3245679619,19.0,0.0276531257,0.1133501259,0.119577615,-0.180896379,0.0180580336,0.1662978934,-0.006608871,0.0525545612,0.2150514723,0.5178292862,0.0,4.0045115829,-0.079831775,2.8565556484,-0.056716837,3.5821985416,3.1727546422,1.049604852,0.0,0.0,0.0,0.0,0.0,0.8071254491,3.0,10.404684844,-0.057519988,-0.124722854,6921.7166797,0.047419855,15.796750354,0.0026137851,0.0376100089,0.0488690317,0.0054887099,0.1938569038,0.0121749097,0.0,0.0010183021,0.0660595612,0.0106735844,4.0,16.607193041,2.493991624,0.0,0.0330658332,0.0363341062,0.0325332405,0.6732987326,17.757104064,1.640904e-10,5.906227e-09,0.4218014983,0.177916504,0.6845319336,0.0577837471,-0.191812715,0.3230395085
18244,1.1766023424,0.0338043545,-1.217420804,0.0,0.3384199852,1.8160994179,-0.037437948,0.049822621,0.0065734558,0.0131291028,0.0891688878,18.0,0.0043266906,-0.007407407,-0.08597628,-0.041700505,-0.872453281,0.1372626582,0.3125397158,0.0315108514,0.0390266605,0.6833552651,0.0,3.935013876,-0.076508472,2.8956984274,-0.067229812,4.2929346859,3.9910655195,0.1846439341,0.0,0.0,0.0,0.0,0.0,0.0063825544,4.0,10.33843205,-0.178277521,0.9088656781,-1079.513728,0.047419855,9.9157796779,0.0125796264,0.0180042138,0.023265887,0.0621757777,0.2677380667,0.0029899337,0.0,0.0167144222,1.1815231721,0.0294728074,5.0,8.1341009719,0.4700222646,0.0,0.0504201166,0.0230266043,0.0256408716,0.8726127817,0.3438125797,3.4324605e-06,2.1000002477,1.47364966,2.1716433205,-0.022846826,0.1166364383,-0.129263418,0.3230395085
84839,0.0919172047,-0.040928554,15.568186718,0.0,0.0148277512,0.0648658417,-0.900461569,1.5374838178,1.0313051665,0.1411165986,-0.488384011,16.0,0.0605496041,0.4533333333,0.7994780937,0.9071449181,0.0265273241,0.36,0.0338461538,0.1594680475,6.0245932652,0.7343061546,0.0,6.4544203646,2.5920807268,5.6787065703,2.7902925893,1.1299698146,3.4744099708,-1.821674766,0.0,1.0,1.0,0.0,0.0,3.2300416194,5.0,10.319219404,0.2824632199,-0.17581946,-890.8099153,0.047419855,12.184836241,4.2061e-05,0.0025036303,0.0028362357,0.0058825824,0.3289613784,-0.011771509,3.0,-0.011345219,-0.206604792,-0.013194734,4.0,11.766511275,0.8200728819,0.0,0.0700000525,0.0456520071,0.072201873,0.5840689113,2.8857620417,4.3400293e-08,2.4947896e-08,1.5761551755,2.4842651374,-0.033791288,0.1308529809,-0.438721352,0.3230395085
67176,0.7545303528,0.082718791,-2.385231827,0.0010430802,0.4667426895,2.763459027,0.0598300941,0.0140796733,0.8434840882,-0.003612538,-0.117931446,17.0,0.0212746972,0.0476190476,0.0916875275,0.0810011117,0.0222580657,0.1355264062,0.0514824876,0.1093727146,0.1175395308,0.5463730273,0.0,1.7778069104,0.1102994174,0.3739479494,-0.10273912,31.008681385,118.04312973,0.2801886683,1.0,0.0,1.0,0.0,0.0,1.5018527013,8.0,0.0021379705,-0.196477979,-47.80707183,-350.177997,0.0669184883,13.658415715,-0.004028087,-0.019398082,-0.031397483,0.0496120882,0.0134278226,0.0662741692,0.0,-0.009821977,-0.059155329,0.0533455834,1.0,11.929811472,0.2136198298,0.0,0.0222222004,0.0140839785,0.0196600791,0.5476953643,0.546409649,1.8558241e-08,1.2299424e-07,0.6340005679,0.4019567201,0.2482139738,0.06115681,0.6513385706,0.2179578335
20336,1.8041358376,-0.218933789,-1.39652535,0.0,0.6507304117,3.180876494,-0.171741582,-0.127023964,0.2932048791,-0.017887088,-0.107700312,20.0,-0.013860673,-0.074468085,-0.324164396,-0.161907416,-0.101271881,0.6803105152,0.6488217385,-0.110076641,-0.133789988,0.6642994838,0.0,5.6595835104,0.2302640335,4.5308117297,0.2463989367,3.0533216783,7.3139068225,-0.211273027,0.0,0.0,0.0,0.0,1.0,0.3922976026,2.0,1.1779826992,-0.333602537,2.232792561,-1178.655363,0.0396717784,9.4724107626,0.0074751727,-0.016721735,-0.024107365,-0.001214191,0.4243716962,0.0538983233,1.0,-0.048643521,-0.281423446,-0.02786476,3.0,8.0441064041,0.3184743517,0.0,0.061538402,0.0236426372,0.030725055,1.6309775342,1.78230775,9.0086939e-06,1.90909098,1.2985877665,1.6863301874,-0.064110896,0.1000117694,0.0629538632,0.1198552655
20670,0.3668067389,0.0644982549,3.5417998801,0.0,0.2418467872,1.5474999807,0.2243339209,-0.032720353,0.5972192555,0.0745773424,-0.40585265,18.0,-0.049748788,-0.385269122,0.455783343,0.6844901643,0.0209055704,0.4154041638,0.3526337588,0.0209720955,0.6204802801,0.6022879226,0.0,2.363158595,1.079078994,1.6730973922,1.252707115,12.486662004,10.103395311,0.3609891997,0.0,0.0,0.0,0.0,0.0,1.6561457251,7.0,0.6214659639,-0.861736974,-2.626186821,-3281.874213,0.0287729298,11.306775417,-0.00893636,0.0088978186,0.0157036237,-0.0931674,0.3284368222,-0.019513146,1.0,-0.001788909,1.3046862131,-0.086935433,5.0,10.574887447,0.8202494497,0.0,0.0680000335,0.0390832442,0.0583504639,0.5886074497,1.4898054795,2.0856621e-07,3.7745693e-08,2.7185025161,7.3902559303,-0.015209972,0.1352425127,1.0843652693,-0.052155014
64899,0.5173013682,0.0817098239,-0.092115849,0.0,1.5914377855,2.011800758,0.1144594732,0.0695583387,0.3414812131,0.0257284222,0.0371727689,26.0,0.0223486719,0.1088888889,0.0240191175,-0.055518374,0.0266992928,0.0813194705,0.0797738978,0.0426883448,0.1832194148,0.4101545979,1.0,2.7881566626,0.2267282414,1.2196156007,0.4053655162,16.452612719,7.626391355,0.0762409462,0.0,0.0,0.0,0.0,0.0,1.3313819983,7.0,-0.068580856,0.0608542956,-0.349399975,-2243.336366,0.037517888,12.709973347,0.0027986474,0.0131160681,0.0460133658,0.0283714542,0.0023284049,-0.062857471,2.0,0.0001180638,-1.0,0.0475876434,4.0,8.6801620197,0.0310064757,0.0,0.0281553548,0.0174532607,0.0177960359,0.7679210425,0.07429778,6.6211766e-07,4.2000016404,0.222337211,0.0494338354,0.5995950721,0.0387104537,0.1245985174,0.2449418022
22905,0.8716501871,-0.004560462,-0.534472711,0.0,8.4362302107,6.0721050758,0.170266607,-0.182147332,0.394492539,-0.0871536,-0.177231708,26.0,-0.028568871,0.0375,-0.120221237,0.1017950446,-0.013842558,0.4307254518,-0.060792393,-0.019057247,-0.226853658,0.3876282568,0.0,3.7678606725,1.6981847987,3.4372872422,2.5113349051,2.5581660717,6.1264773205,0.0283843606,0.0,0.0,0.0,0.0,0.0,3.259891994,4.0,-0.74246848,-0.086763064,0.8451205818,-3882.599485,0.0244816592,12.253202588,-0.003057647,0.0083819842,0.0555398359,-0.23889486,0.092155648,0.0181521353,0.0,0.0038255547,2.7018468383,0.0589385508,5.0,11.666985525,1.3045122169,0.0,0.1030624285,0.0294074744,0.0416455653,0.8419406901,8.7100999675,1.5313463e-08,1.1299486e-08,0.4218425249,0.1779511158,2.3102567185,0.0860972238,0.1188766983,0.1007883398
47175,0.7187275095,0.0475234242,-0.637930711,0.004568072,0.3806408254,3.3300617667,0.0951549301,-0.023980689,0.7486275184,0.0154609846,-0.193750725,27.0,0.0014048747,-0.123564297,-0.013337446,0.0145146222,-0.025473639,0.1585074593,-0.101678176,0.0368127556,0.0985238865,0.5670301851,0.0,2.2092108004,0.0620909873,0.8855950573,-0.035746512,23.913431307,23.183463054,0.2057781953,0.0,0.0,1.0,0.0,0.0,1.2842586824,5.0,-5.656615394,-0.233149109,-0.12065114,1707.1622396,0.1612273243,15.141350067,-0.009567345,-0.00969095,-0.014220135,-0.139011893,0.2248021475,0.0001966878,0.0,-0.000299401,0.8761836623,-0.004879545,3.0,16.814962735,3.8683655772,0.0,0.0634666979,0.0265886771,0.0413829845,0.5491813691,8.5437656975,3.558171e-10,7.7406802e-09,1.5039077888,2.2617386372,0.1149700859,0.0983356244,0.3709779615,0.3458137035
23660,0.155873245,0.028160267,57.772269004,0.0047057626,0.0659423268,0.2735249066,0.2200780149,0.1080613808,0.623841016,0.0064712804,-0.032605587,18.0,0.0467037401,0.0752444444,0.1360200968,0.0531131484,0.0136626789,0.1285214176,0.0517080655,0.1187453441,0.1806916642,0.5195502156,0.0,3.2668800293,0.0658758145,1.4473681064,-0.006111912,19.60191964,8.8390263858,0.5903292035,0.0,0.0,0.0,0.0,0.0,0.9300424979,8.0,0.0857961862,0.0883883322,-5.060739991,7089.0199455,0.1277518688,15.951937163,0.0015635119,0.032267564,0.0459183881,0.0053969441,0.0709416503,-0.00862198,0.0,-0.000214777,1.4483403016,-0.054482206,6.0,16.234646976,1.2739464729,0.0,0.0521561876,0.0274952236,0.0367020554,0.2702477774,1.6053557824,4.28797e-10,1.7935849e-08,0.5924948691,0.3510501699,0.4584018591,0.0594731624,0.2218807946,0.1496583331
23975,0.5555007726,0.092326852,6.9372583763,0.0257153125,0.5953093705,1.4964031088,0.1568321747,0.0611829823,0.4639073471,0.0150291424,-0.009302041,26.0,0.0219730624,0.0659186536,0.3647003677,0.3060674748,-0.026414577,0.1504342675,0.2333222092,0.0817689977,0.1488956805,0.4374015241,0.0,2.3560096498,0.008705761,1.3280518472,-0.060717938,60.028350515,5.9241481428,0.2352336377,0.0,0.0,0.0,0.0,0.0,0.9865792196,7.0,3.397920108,-0.485720006,0.4738408889,-2806.538712,0.0324035929,13.585181251,0.0002024083,0.0200380561,0.0401399439,0.0224877052,0.019280063,0.0077893438,1.0,0.0005605381,-0.215838009,-0.050687717,6.0,12.036162498,0.3349314425,0.0,0.0397923738,0.0165501905,0.022167577,0.5710200634,1.1271251047,9.7873183e-09,4.9105333e-08,0.4835791137,0.2338487592,0.0278629348,0.0357276522,0.307182478,0.1085399726
82542,0.6041471757,0.119317899,122.35612245,0.0290726909,0.3464343289,1.4329321871,0.1862216517,0.0233143057,0.5068346346,0.0050188206,-0.167951596,26.0,0.0003459011,-0.069164265,0.0292439476,0.0125315505,0.0195906303,0.2190506064,0.6300941456,0.0392581414,0.1786832613,0.4020033127,0.0,1.7784460338,0.0686041104,1.0503088427,0.0795165413,1439.4081633,5.7679914949,0.4244393544,0.0,0.0,1.0,0.0,0.0,0.8868762139,7.0,6.5792797667,-0.177314924,-55.07861705,-3340.209847,0.0250682817,10.68989626,-0.00474597,0.0382367319,0.0644364053,-0.027325485,0.0010472547,-0.007018673,2.0,-0.005566679,0.5505430242,0.0616509346,4.0,7.8433779568,0.1008977844,0.0,0.0328638852,0.0186113414,0.0111261147,1.2290927558,0.4240217167,1.9196772e-06,1.0500002941,0.5872024905,0.3448067648,0.101396343,0.0441884162,0.2187609269,0.1007883398
30680,1.0603690557,0.0592674697,-7.505576578,0.0165091801,1.5810997646,5.9443177983,0.0720021468,-0.075083002,0.3018061801,-0.007135808,-0.136815616,27.0,-0.036122325,-0.045356887,-0.08273929,0.0798799731,0.0242551221,0.169942731,0.0401108719,-6.820922e-06,0.0353220039,0.5638908582,0.0,1.8350955301,0.127182261,1.158757737,0.163066371,43.369326156,8.1496927026,0.1307274041,0.0,0.0,0.0,0.0,0.0,0.7732896514,5.0,-0.041655259,-0.010513548,-64.40580271,-427.8024103,0.0383132071,13.220857574,0.0015790434,0.0123996082,0.0337528454,-0.15560511,0.0518888274,-0.004116534,3.0,0.0017133758,0.0528430782,0.0089160241,5.0,12.361867993,0.6553254799,0.0,0.0272972528,0.010571407,0.0210930641,0.6545257797,2.1464306522,5.0056065e-09,2.8019879e-08,0.4407911813,0.1942968655,0.3323008438,0.0390244936,0.4051886966,-0.045668535
56274,0.3557112379,0.0609492167,-5.923538869,0.0401148544,1.0691876799,2.428520422,0.0941634883,0.3512618271,0.3639292918,0.091129432,0.3631716176,26.0,0.0708153459,0.0470588235,0.0649941648,-0.228119005,0.0197586395,0.1431770793,-0.008220618,0.1168112425,0.3788901582,0.3760940792,0.0,1.061566411,-0.009900329,0.3303535383,0.0008948545,137.27511358,16.939205183,0.1193611332,0.0,0.0,1.0,0.0,0.0,1.3749437463,4.0,-0.066011088,-0.00097577,-0.510990105,7763.1972836,0.037517888,16.382520023,0.0009677596,0.0115528372,0.0478007632,0.0443162947,0.0015178331,-0.00358663,2.0,0.0030501089,0.7830057819,-0.033932074,3.0,15.605509889,0.5649554401,0.0,0.0216825679,0.0115154624,0.0192035621,0.245367324,0.7465166036,2.704457e-10,3.5645671e-08,-0.0528999,0.0027983994,-0.082419983,0.0447433265,-0.154687058,0.2449418022
