firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
54594,2.0581108565,-0.086583711,-12.98736023,0.0055606138,2.7323963315,4.2303712774,0.0026419577,-0.033199146,0.1543088627,-0.000596172,-0.020829375,29.0,-0.038135193,-0.045454545,-0.050701323,0.0938400036,0.027056407,0.1629397761,-0.256927695,0.0656168201,-0.049146615,0.4485534276,0.0,1.9472528552,-0.329010815,0.6703082402,-0.327922948,20.7977293,9.1423207985,0.0372967558,0.0,0.0,0.0,0.0,0.0,0.2902670556,5.0,0.0032501932,-0.063842227,-0.048586229,-0.875035696,-0.191789532,-274.5070196,0.1713699094,12.902745837,-0.001207437,0.0033699702,0.00761479,0.005379191,0.0677801364,-0.182392465,3.0,0.0023142415,-0.048868657,0.0828645065,2.0,12.717840008,1.1977609626,0.0,0.0814880505,0.0291839247,0.0396670747,0.6630559276,4.104697766,9.6859752e-09,1.2427447e-08,2.1293721268,4.5342256545,-0.0392646,0.0809085488,-0.517328329,0.3424745765
11790,0.6265778408,0.0628603833,0.775063438,0.0123247864,0.4298579621,0.2397672492,-0.076318729,0.1085821479,0.0924652181,0.0050847458,0.1000609973,29.0,0.000855043,-0.059210526,-0.018298262,-0.039639475,0.0834243121,0.0641281227,-0.033256151,0.012485019,0.1145047607,0.6209494566,0.0,8.4129826525,0.2115395816,6.3755829136,0.3643275646,0.8751721888,3.8804950575,0.2345665565,0.0,0.0,1.0,0.0,0.0,0.1359942765,6.0,0.0364926424,-0.035391646,0.0214454219,-82.50552694,-0.716707917,-405.3304176,0.2215515333,12.648715962,0.0361219898,0.0617268403,0.1031552023,-0.001390944,0.3305503613,-0.022288296,1.0,0.0434134254,10.034287934,0.0754926784,4.0,11.390534088,0.231723446,0.0,0.0169688407,0.0106557991,0.0251230863,0.5760647009,0.5515478141,3.8084987e-08,1.0033859e-07,0.3245547204,0.1053357665,0.2802226862,0.0350819781,0.1747197252,0.145078018
13056,0.8287162979,0.0684331342,-1.011093957,0.0,0.7953287479,1.3134447873,0.0618181057,-0.0387393,0.4393731715,0.0238243372,-0.1926007,30.0,-0.012878904,-0.055214724,0.006555069,0.1982303118,-0.043458994,0.1735661672,0.0482743049,-0.024320465,0.1764105344,0.3207462288,0.0,2.7826736618,0.5765188572,2.2006582136,0.6105099428,7.0378104747,8.0180041029,0.1239302288,0.0,0.0,0.0,1.0,0.0,0.991173719,6.0,-0.060455708,-0.005074691,-0.080552936,0.5273783131,-0.759816418,368.34483866,0.0500336714,14.292129193,0.0002337353,0.0189771185,0.0407203501,0.0059750684,0.1149148575,0.0049419846,2.0,-0.001323335,1.288342518,-0.015302236,3.0,14.110118973,1.7424084096,0.0,0.0527627952,0.0167519459,0.018995664,0.5846440588,9.9318377254,5.983082e-10,7.8404306e-09,0.8066839153,0.6507389392,-0.100918925,0.0432080601,-0.068693147,0.1251810655
50091,0.9447315517,0.1102934396,-8.648994605,0.0224792047,1.0231837548,2.2150722072,0.0534572073,0.1523949004,0.3993135209,1.0818550431,0.1045891142,29.0,0.0067259849,-0.035714286,0.1131140947,-0.072332612,0.0389783923,0.1219967328,-0.045926693,0.0690626472,0.2090678198,0.4914941217,0.0,2.4936964153,0.0222535981,1.7226591507,0.0832535373,29.450465915,3.8585032353,0.182673095,0.0,0.0,0.0,0.0,1.0,0.8406239083,6.0,0.4549893417,0.0886153765,-0.046554742,4.956544609,-0.218182465,-1147.781505,0.1178180043,12.533024755,-0.005173829,-0.00516034,-0.010749203,-0.003000937,0.0471222838,-0.002958129,0.0,-0.01551796,1.4377964953,-0.110282807,6.0,11.620344269,0.4247528667,0.0,0.0313567892,0.0315447667,0.0233596359,0.9765756904,3.0856032914,4.3752007e-08,4.4199512e-08,0.7893015579,0.6229969492,-0.080583422,0.0377178426,-0.045899706,0.3849816254
14526,0.4896732217,0.0135448498,5.9347992841,0.0188610279,0.4905241611,1.5654039038,0.0313915591,-0.124432859,0.2958591164,0.005697901,-0.180246395,30.0,-0.00351789,-0.227111028,-0.306424008,-0.197245281,-0.155917032,0.1907932126,-0.062189946,-0.073704227,-0.060344537,0.457321984,0.0,1.7415874137,0.2232136907,1.3495553741,0.2068602894,68.438890309,5.2203791469,0.1258506142,0.0,0.0,0.0,0.0,0.0,0.6147466472,4.0,-0.010749732,-0.466401934,-0.205501794,-48.68263017,159.28256,-734.7558243,0.067059608,12.774521814,-0.014084176,-0.010366494,-0.021097738,-0.033397178,0.0233351133,0.0054449794,0.0,-0.0136,0.345689866,-0.078212302,3.0,12.096721775,0.8037887388,0.0,0.0473816022,0.02741521,0.0378618494,0.5830137563,2.8130283197,2.5073683e-08,2.3685186e-08,0.9650244611,0.9312722106,-0.164419918,0.062853149,-0.14110498,0.394306176
11581,-0.019206483,0.047852657,87.819603745,0.0,0.6098661388,0.9670859096,0.2011571274,0.227561089,0.6883313929,0.0138852954,0.0914525619,17.0,0.0388319335,0.5566037736,0.2644842856,-0.13893572,-0.064110186,0.2546919607,-0.24117826,0.161002135,-0.733464775,0.3643474546,0.0,1.215290137,0.0497965784,0.7394781826,0.1059368775,127.4532985,7.1542071494,0.1245221885,0.0,0.0,1.0,0.0,1.0,-3.934937759,7.0,0.6921538787,0.2928526237,0.5163701567,0.0645276007,-0.093946315,-1580.633187,0.0395943272,13.794271332,0.0017189852,0.0196679048,-0.663410195,0.0359417934,0.0070457444,-0.058574802,1.0,0.0006264094,0.1638496198,0.0272772675,5.0,13.793045706,1.292852332,0.0,0.0175879598,0.009244712,0.0188421421,0.5206698088,4.8187461566,1.2573528e-09,1.2733268e-08,1.0588385503,1.1211390756,0.1091565933,0.0424897618,-0.346856975,0.1142969228
15203,0.5051494282,0.1752279859,4.38275,0.0,0.3332912112,1.2016385502,0.1484222284,0.3447052863,0.617294376,0.0,0.1352223816,30.0,-0.018727941,0.3837209302,0.0468807339,-0.447217074,0.1625831972,0.273797841,0.0593368849,0.0325958453,0.531120332,0.4853257975,0.0,5.4675834971,1.6204086806,2.0815324165,4.6744265089,14.26375,12.879232506,0.6527801109,0.0,0.0,1.0,0.0,1.0,1.1168209384,5.0,0.7908408072,-0.114282187,0.3434873133,0.5888835121,0.1797157688,-2176.453427,0.0395943272,9.0623158458,-0.000288934,0.003014318,0.005003127,0.0065617972,0.2063147509,0.0706297709,0.0,-0.008848484,6.9653979239,0.0376846483,3.0,6.9019785703,0.1475748194,0.0,0.0888889134,0.0309638332,0.0469947663,1.1958755963,1.6219183148,9.2417249e-06,7.0000001224,0.5475124293,0.2997698603,0.5318770337,0.0617406406,-0.300223312,0.1142969228
15748,1.9108301337,-0.834546979,-19.56127273,0.0141224238,1.508451388,4.5764376186,-0.214111271,-0.098972668,0.2574597379,0.018404908,0.1446751507,20.0,0.0391617213,-0.164179104,0.0108939364,-0.046864192,0.0369046662,0.0774674396,-0.101724247,0.0881815952,-0.300327233,0.5718238621,0.0,1.7653626214,-0.323148841,0.8696559862,-0.468853573,37.708181818,5.5924228125,-0.510227983,1.0,0.0,1.0,0.0,1.0,0.3641174807,3.0,0.0419569027,0.1766730846,-0.158633729,1.7659140101,-0.628024886,-1271.772004,0.0348870825,9.5939823883,0.0008463578,-0.088746098,-0.164577595,0.0551685609,0.0325189886,-0.169746129,0.0,-0.16009164,-0.210692034,-0.043347061,3.0,8.1713168591,0.2719132564,0.0,0.0607143156,0.0246020208,0.0232759313,1.5975735784,1.9774100401,6.295288e-06,1.0000000839,0.8686846405,0.7546130047,0.4748513419,0.0731781621,-0.504007546,0.0711664516
16126,0.7995315673,0.0491854347,-5.521799308,0.0,0.585298597,1.5714532952,0.0709388519,-0.104530838,0.2356886531,0.0245886136,-0.281743784,29.0,-0.024796999,-0.033266129,-0.257234008,-0.004912238,-0.04063455,0.163884097,-0.021027157,-0.005021002,0.0928574808,0.3765776582,0.0,1.859811096,0.0588789344,1.0976004084,0.0121909447,94.256747405,6.2197917618,0.1626276193,0.0,0.0,1.0,0.0,0.0,0.4602501222,5.0,-0.00095825,-0.240849048,-0.011656895,-48.37277183,159.31031476,-990.0588243,0.067059608,11.220578532,-0.001380216,0.0102593236,0.0181796648,-0.084133284,0.0120390582,0.0375867903,3.0,-0.002203711,1.1273743017,-0.009058715,5.0,9.0111269475,0.1779002143,0.0,0.0275861807,0.0137292266,0.016519407,1.6599740354,4.8321053447,4.0139158e-07,2.0000000579,0.9533758828,0.9089255739,-0.096291614,0.0400948196,-0.691463934,0.394306176
17137,1.1585772992,0.0231959794,-5.959844543,0.048766848,0.3178560069,1.6685149729,-0.022021199,-0.03609736,0.3167801155,-0.005231112,-0.014288747,29.0,-0.024489724,-0.111111111,-0.020495414,0.1678223248,0.1825045442,0.12138355,0.0172444821,-0.088730748,-0.041912882,0.391431336,0.0,2.6875467065,-0.10879713,1.7146098004,-0.016354369,20.871945195,7.5779542248,0.2393769686,0.0,0.0,0.0,0.0,0.0,0.3937938452,5.0,0.0013118079,0.0341215223,-0.083551286,0.5252109221,-0.397245725,-704.5253282,0.1538287843,12.30442107,0.0052129605,0.0083030173,0.0105809525,-0.004322119,0.0664334428,-0.044336436,0.0,-0.002899952,0.2406721495,0.0114722168,4.0,11.664062425,0.5622290668,0.0,0.054687459,0.0197896822,0.0413731033,0.6509877541,1.61470294,3.6087152e-08,4.1872374e-08,1.340153787,1.7960121728,0.1313630744,0.0442720457,-0.48665657,0.1482174752
