firms,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
26649.0,0.0105279245,0.0105422455,0.0,0.0495127422,0.0,0.0,0.0030539216,-0.484541784,0.0243911501,0.2230215827338129,0.3600000000000001,0.4655172413793103,0.1111111111111111,0.0059171597633136,-0.1237113402061855,-0.1747572815533981,-0.1326530612244898,-0.3227091633466136,-0.3145161290322581,-0.2796610169491526,-0.276595744680851,-0.3928571428571429,-0.3410852713178295,-0.4217687074829932,-0.5043731778425655,-0.532967032967033,-0.7222222222222222,-0.6942446043165468,-0.7297297297297297,-0.7199341021416804,-0.6761904761904762,-0.679245283018868,-0.7213114754098361,-0.7567954220314735,-0.7012302284710017,-0.7674418604651163,-0.7792207792207793,-0.7360248447204969,-0.7138047138047139,-0.7331240188383046,-0.7690217391304348,-0.7416413373860182,-0.736842105263158,-0.6875,-0.6450939457202505,-0.5526315789473684,-0.4817073170731707,-0.5224719101123596,-0.5584415584415585,-0.5526315789473684,-0.7424242424242424,-0.7058823529411764,-0.6413502109704641,-0.6,-0.5812807881773399,-0.5342465753424658,-0.5142857142857142
40096.0,0.0241144775,0.0305181376,0.3718586387,0.1913024665,0.0028888598,0.0,0.0202879581,1.2697368421,0.0428921562,-0.024390243902439,0.0526315789473683,0.0526315789473683,0.0,0.0256410256410255,0.1111111111111111,0.0,-0.0476190476190476,0.0526315789473683,0.1764705882352941,0.3793103448275863,0.1764705882352941,0.4285714285714286,0.3793103448275863,0.1428571428571428,0.1764705882352941,0.2903225806451612,0.4285714285714286,0.3333333333333332,0.6666666666666667,1.5,1.1052631578947367,1.6666666666666663,1.5,1.2222222222222223,0.9047619047619048,0.9047619047619048,0.5384615384615385,0.4814814814814814,0.4814814814814814,0.3793103448275863,0.1764705882352941,0.0526315789473683,0.0,0.0810810810810811,0.2121212121212121,-0.1666666666666666,-0.1489361702127659,0.0526315789473683,-0.1489361702127659,0.0526315789473683,0.1764705882352941,-0.024390243902439,-0.0697674418604651,-0.1666666666666666,-0.2452830188679244,-0.2982456140350877,-0.3548387096774194
51190.0,-0.007883007,-0.090133066,0.5168132921,0.0113901367,-0.380285652,1.0,0.3634275289,-0.839222615,-0.035256412,-0.1333333333333333,-0.35,-0.35,-0.3809523809523809,-0.4583333333333333,-0.4347826086956522,-0.48,-0.5185185185185186,-0.6176470588235294,-0.4347826086956522,-0.409090909090909,-0.4583333333333333,-0.6176470588235294,-0.6578947368421053,-0.5185185185185186,-0.6060606060606061,-0.6904761904761905,-0.8984375,-0.8243243243243243,-0.74,0.0833333333333332,-0.0714285714285714,0.0,-0.2352941176470588,-0.2777777777777778,-0.2777777777777778,-0.4583333333333333,-0.4347826086956522,-0.2352941176470588,0.0,-0.1333333333333333,-0.409090909090909,-0.4347826086956522,-0.1333333333333333,-0.1333333333333333,-0.5,-0.3157894736842105,-0.35,-0.409090909090909,-0.4583333333333333,-0.5517241379310345,-0.5806451612903225,-0.6829268292682926,-0.7045454545454546,-0.6578947368421053,-0.6904761904761905,-0.6904761904761905,-0.8115942028985508
54332.0,-0.014520596,-0.085626011,-0.499508358,0.1009479957,0.0544341805,1.0,-0.151425762,-0.831560284,0.0178571492,-0.1999999999999999,0.0,-0.1428571428571429,-0.25,-0.1999999999999999,-0.4545454545454546,-0.5384615384615384,-0.625,-0.5714285714285714,-0.4,-0.3333333333333333,-0.3333333333333333,-0.1428571428571429,-0.25,-0.4,-0.5714285714285714,-0.5,-0.5714285714285714,-0.5714285714285714,-0.625,-0.4545454545454546,-0.6,-0.25,-0.4545454545454546,-0.5714285714285714,-0.625,-0.6666666666666667,-0.7391304347826086,-0.7391304347826086,-0.76,-0.7692307692307692,-0.8536585365853658,-0.8636363636363636,-0.8636363636363636,-0.8536585365853658,-0.8867924528301887,-0.90625,-0.9142857142857144,-0.9,-0.9,-0.8947368421052632,-0.896551724137931,-0.8928571428571429,-0.927710843373494,-0.9333333333333332,-0.934065934065934,-0.9361702127659576,-0.945945945945946
41734.0,0.0134751696,0.0326643123,-0.014039705,0.0341864011,0.0013721255,0.0,0.0127972536,0.7215592681,-0.040915917,0.0869565217391303,0.0504201680672269,0.0593220338983051,0.0080645161290322,-0.0310077519379845,0.0080645161290322,-0.0671641791044775,-0.0601503759398496,-0.1007194244604317,0.0593220338983051,0.2135922330097086,0.146788990825688,0.1160714285714286,0.2626262626262625,0.179245283018868,0.1261261261261261,-0.0458015267175572,0.0245901639344261,0.1682242990654205,0.4367816091954022,0.4367816091954022,0.4204545454545454,0.893939393939394,0.838235294117647,0.5822784810126582,0.6891891891891893,0.7361111111111112,0.524390243902439,0.5432098765432098,0.4204545454545454,0.2376237623762376,0.1261261261261261,0.0416666666666667,-0.0671641791044775,0.0245901639344261,0.2376237623762376,0.0775862068965518,0.0504201680672269,0.3157894736842106,0.1574074074074074,0.3440860215053762,0.3888888888888888,0.3157894736842106,0.1904761904761904,0.2019230769230768,0.0245901639344261,0.0,-0.074074074074074
53313.0,0.0107108887,0.0352957209,0.1788491446,0.2230269784,0.0006342232,0.0,-0.016283963,2.0178326475,-0.070421247,0.1333333333333333,0.0303030303030302,0.0303030303030302,0.0,-0.1282051282051282,-0.0555555555555555,-0.081081081081081,-0.15,-0.2444444444444444,-0.081081081081081,-0.081081081081081,-0.15,-0.2093023255813954,-0.2093023255813954,-0.3199999999999999,-0.3818181818181818,-0.2093023255813954,-0.1904761904761904,-0.5526315789473684,-0.5342465753424658,-0.5952380952380952,-0.4603174603174603,0.1724137931034481,0.096774193548387,0.2142857142857142,0.3600000000000001,0.2142857142857142,0.1333333333333333,0.1724137931034481,0.2592592592592593,0.3600000000000001,0.2142857142857142,0.2142857142857142,0.1333333333333333,0.2142857142857142,0.2142857142857142,0.0625,0.0,-0.0285714285714285,-0.081081081081081,-0.15,-0.0555555555555555,-0.1282051282051282,-0.0555555555555555,-0.1282051282051282,-0.1904761904761904,-0.15,-0.2444444444444444
50091.0,0.0148918538,0.0343704829,0.3400837207,0.0173394896,-0.002561658,3.0,0.0191856916,2.6798088411,0.0639053714,-0.0538461538461538,-0.0465116279069767,-0.0080645161290322,-0.016,-0.0238095238095238,-0.0390625,-0.0820895522388059,-0.108695652173913,-0.1632653061224489,-0.075187969924812,-0.0538461538461538,-0.1575342465753424,-0.1214285714285714,-0.1151079136690647,-0.0681818181818182,-0.1575342465753424,-0.2012987012987013,-0.1575342465753424,0.0423728813559323,0.0884955752212388,0.2551020408163265,0.3820224719101124,0.7826086956521738,0.6849315068493151,0.4642857142857142,0.618421052631579,0.430232558139535,0.4819277108433735,0.3225806451612902,0.2947368421052632,0.3085106382978724,0.2424242424242424,0.2299999999999999,0.2424242424242424,0.3977272727272727,0.2551020408163265,0.0789473684210526,0.1495327102803738,0.1603773584905661,0.0336134453781513,0.2058823529411764,0.1081081081081081,0.0603448275862068,-0.0390625,0.0081967213114753,-0.0538461538461538,-0.0820895522388059,-0.127659574468085
27502.0,0.0381666009,0.0486035546,0.0791170902,0.093603969,0.0206679006,1.0,0.0117633737,1.4444444444,0.000190259,-0.0223880597014924,-0.0709219858156028,-0.0223880597014924,-0.0223880597014924,-0.0223880597014924,0.1008403361344538,0.0826446280991735,0.0737704918032786,-0.0367647058823529,0.0650406504065039,0.2843137254901962,0.31,0.297029702970297,0.3645833333333332,0.2843137254901962,0.297029702970297,0.201834862385321,0.336734693877551,0.3232323232323233,0.3645833333333332,0.3505154639175258,0.31,0.5975609756097562,0.4886363636363635,0.3789473684210527,0.4719101123595506,0.3232323232323233,0.31,0.336734693877551,0.2843137254901962,0.2476190476190476,0.2242990654205607,0.201834862385321,0.1696428571428572,0.212962962962963,0.2596153846153846,0.0314960629921259,0.0737704918032786,0.1696428571428572,0.0564516129032257,0.1008403361344538,0.0155038759689922,0.0076923076923076,-0.096551724137931,-0.096551724137931,-0.2012195121951219,-0.1148648648648649,-0.1148648648648649
18606.0,0.0028503426,0.0066148336,-0.041602438,0.0346027112,0.0114952848,0.0,-0.036654051,0.3742206388,-0.038401909,0.0357142857142858,-0.0413223140495867,0.1153846153846154,0.1262135922330096,0.0,0.303370786516854,0.3333333333333332,0.3809523809523809,0.6111111111111112,1.0350877192982455,2.135135135135135,2.135135135135135,1.577777777777778,1.6363636363636362,1.761904761904762,1.5217391304347827,1.1481481481481484,1.761904761904762,1.9,2.2222222222222223,2.8666666666666667,2.515151515151515,5.105263157894737,3.833333333333333,3.4615384615384617,5.444444444444445,2.7419354838709675,2.3142857142857145,2.3142857142857145,1.9,1.3673469387755102,1.2307692307692308,1.0,0.7846153846153847,1.3199999999999998,0.9333333333333332,0.4146341463414633,0.288888888888889,0.4871794871794872,0.3181818181818181,0.5064935064935066,0.5263157894736843,0.3333333333333332,0.1599999999999999,0.1262135922330096,0.0642201834862385,-0.0645161290322581,-0.09375
44601.0,0.018980944,0.039664007,0.1011868245,0.040997667,0.0318147846,1.0,0.0185608638,-0.585585586,0.0641970886,-0.108433734939759,-0.270935960591133,-0.2745098039215686,-0.2884615384615384,-0.2952380952380952,-0.3211009174311926,-0.3211009174311926,-0.2985781990521327,-0.3422222222222222,-0.2371134020618557,-0.3211009174311926,-0.3272727272727272,-0.3051643192488262,-0.1294117647058823,-0.2127659574468084,-0.2815533980582524,-0.3909465020576131,-0.4103585657370517,-0.4861111111111111,-0.3272727272727272,-0.4196078431372548,-0.3451327433628318,-0.1777777777777778,-0.2918660287081339,-0.421875,-0.3116279069767441,-0.443609022556391,-0.4948805460750853,-0.5722543352601156,-0.5345911949685535,-0.5375,-0.5210355987055016,-0.4965986394557823,-0.5286624203821656,-0.475177304964539,-0.5403726708074534,-0.5967302452316077,-0.6336633663366337,-0.5956284153005464,-0.5795454545454546,-0.5555555555555556,-0.5271565495207668,-0.513157894736842,-0.5771428571428572,-0.5487804878048781,-0.5555555555555556,-0.5697674418604651,-0.5460122699386503
