firms,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27
54594.0,0.0038832601,0.0193550367,0.0338503531,0.0483828539,0.0145262898,0.0558116855,1.0,-0.000115226,-0.058689459,-0.014057618,0.0210084033613444,-0.0932835820895522,0.0041322314049587,0.0896860986547085,0.2994652406417113,0.2925531914893617,0.265625,0.4046242774566473,0.2925531914893617,0.463855421686747,0.265625,0.2857142857142858,0.3500000000000001,0.2994652406417113,0.49079754601227,0.1516587677725118,0.1739130434782609,0.265625,0.3500000000000001,0.4464285714285714,0.3425414364640884,0.3885714285714285,0.5986842105263157,0.6200000000000001,0.8134328358208955,0.6200000000000001,0.4464285714285714
10154.0,0.0031168707,0.0046325472,0.0075256843,0.0259135313,0.0916014338,-0.008301076,0.0,0.0041633411,-0.510187067,-0.034190532,0.0,-0.0727272727272727,-0.0192307692307692,0.0625,0.186046511627907,0.1590909090909091,0.1724137931034481,0.186046511627907,0.0851063829787233,0.1590909090909091,-0.0192307692307692,-0.0377358490566037,-0.0377358490566037,-0.0727272727272727,-0.15,-0.0642201834862384,-0.135593220338983,-0.0192307692307692,-0.0555555555555555,-0.15,-0.15,-0.49,-0.46875,-0.4795918367346938,-0.46875,-0.5277777777777778,-0.5277777777777778
26649.0,-5.9747e-05,0.0053824036,0.005389423,0.0001280702,0.0303224984,0.0,0.0,0.0051263158,-0.38878697,-0.05015931,-0.0952380952380952,0.0042283298097252,0.3688760806916427,0.4751552795031055,0.5833333333333333,0.6156462585034013,0.6784452296819787,0.5625,0.7086330935251799,0.8700787401574803,0.8700787401574803,0.6784452296819787,0.6211604095563139,0.6725352112676057,0.6608391608391608,0.4660493827160494,0.7025089605734767,0.6725352112676057,0.6725352112676057,0.5522875816993464,0.6435986159169551,0.2978142076502732,0.1994949494949494,0.1728395061728396,0.1786600496277914,0.1072261072261071,0.2700534759358288
10867.0,0.0194743234,0.0089022868,0.0205792683,0.1643219445,0.0328438228,0.0468016099,3.0,0.0113860511,0.7399908831,0.0217198562,-0.0444444444444444,0.0,-0.0444444444444444,0.4827586206896552,0.8695652173913044,0.3870967741935485,0.6538461538461537,0.4827586206896552,-0.0851063829787234,-0.14,-0.3174603174603174,-0.3484848484848485,-0.4189189189189189,-0.4415584415584416,-0.5113636363636364,-0.3484848484848485,-0.4027777777777778,-0.4027777777777778,-0.3768115942028985,-0.3943661971830986,-0.4625,-0.5222222222222221,-0.4189189189189189,-0.3484848484848485,-0.3384615384615385,-0.3857142857142857,-0.3174603174603174
12117.0,0.0089788065,0.0024816653,0.0036466554,-0.030141287,0.1813861537,0.0068090549,1.0,0.0305599163,0.9922342258,0.1972278636,-0.1891891891891891,-0.1428571428571429,-0.2105263157894736,-0.1891891891891891,-0.1891891891891891,-0.2307692307692307,-0.3023255813953488,-0.4339622641509434,-0.1666666666666666,-0.25,-0.4,-0.4444444444444444,-0.4,-0.3617021276595744,-0.375,-0.3877551020408163,-0.4,-0.3181818181818182,-0.3023255813953488,-0.2105263157894736,-0.3181818181818182,-0.3877551020408163,-0.4,-0.4,-0.4642857142857143,-0.4545454545454546,-0.5
12320.0,0.009050078,0.0081137595,0.0188202281,0.1280169065,0.0085511915,-0.118449631,1.0,-0.002608696,-0.468374178,-0.01075012,0.0,-0.0799999999999999,-0.0416666666666666,-0.0980392156862745,-0.0612244897959183,-0.0612244897959183,-0.0416666666666666,0.0952380952380953,0.0222222222222221,0.0,-0.0980392156862745,-0.1153846153846154,-0.0799999999999999,-0.0799999999999999,-0.2459016393442623,-0.2333333333333332,-0.1636363636363637,-0.1481481481481481,-0.0799999999999999,-0.1929824561403509,-0.2698412698412699,-0.2868217054263565,-0.3134328358208955,-0.1929824561403509,-0.2068965517241379,-0.2580645161290322,-0.3428571428571428
13056.0,-0.004239043,0.0133001636,0.0259341816,0.0232636877,0.018431518,-0.01275424,0.0,-0.001176471,0.3908438267,2.19387e-05,-0.081081081081081,-0.1282051282051282,-0.1130434782608695,-0.0555555555555555,-0.0285714285714285,-0.0642201834862384,-0.241635687732342,-0.1570247933884297,-0.2688172043010752,-0.3177257525083612,-0.3742331288343558,-0.3267326732673267,-0.2714285714285714,-0.296551724137931,-0.2791519434628975,-0.2123552123552123,-0.2183908045977011,-0.1244635193133046,-0.1872509960159362,-0.1936758893280632,-0.1707317073170732,-0.2581818181818182,-0.2867132867132866,-0.2816901408450704,-0.276595744680851,-0.2213740458015267,-0.2213740458015267
13283.0,0.0029928919,0.0928695105,0.0990431425,0.0084214873,0.6957458266,0.0360788338,2.0,0.0048611837,3.2875,0.0508189453,0.0,0.0769230769230768,0.05,0.0,-0.0344827586206896,-0.2075471698113207,-0.0869565217391304,-0.0869565217391304,-0.1923076923076923,-0.2075471698113207,-0.4166666666666666,-0.4246575342465754,-0.2075471698113207,-0.3,-0.3538461538461538,-0.1157894736842105,-0.0666666666666666,-0.0967741935483871,-0.0232558139534884,0.1200000000000001,0.1052631578947369,0.0120481927710842,0.1052631578947369,0.2727272727272727,0.2352941176470588,0.1666666666666667,0.4482758620689655
50091.0,0.0158687695,0.0295256565,0.0646164406,-0.025152099,0.0137301756,-0.046102384,1.0,0.0204379562,-0.333333333,0.007676797,0.0185873605947954,0.057915057915058,0.057915057915058,0.1229508196721311,0.1369294605809128,0.1322314049586777,0.1810344827586207,0.2398190045248869,0.2744186046511627,0.3979591836734695,0.3110047846889952,0.1810344827586207,0.2568807339449541,-0.3715596330275229,-0.3870246085011185,-0.2751322751322751,-0.2864583333333333,-0.29923273657289,-0.2171428571428572,-0.1941176470588235,-0.1217948717948718,-0.101639344262295,-0.0143884892086331,-0.0143884892086331,0.0620155038759691,0.0703125,0.0620155038759691
14526.0,-0.001295582,0.0182049111,0.0336791292,-0.04931295,0.0044710408,-0.022121774,1.0,0.0,1.2537207879,0.0253164563,0.0547945205479452,0.013157894736842,-0.072289156626506,-0.0128205128205127,0.1323529411764705,0.1846153846153846,0.1666666666666667,0.0266666666666666,-0.493421052631579,-0.4296296296296296,-0.51875,-0.4900662251655628,-0.4726027397260274,-0.4652777777777778,-0.3063063063063063,-0.3245614035087719,-0.2450980392156863,-0.2142857142857143,-0.0374999999999999,-0.0128205128205127,-0.072289156626506,-0.0609756097560976,-0.0128205128205127,0.0,0.1323529411764705,0.0694444444444444,-0.0609756097560976
