firms,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27
44601.0,0.0024580628,0.0166192314,0.0435416741,0.0952753917,0.0092673396,-0.026518366,1.0,0.0002083333,-0.053486548,-0.008611573,0.0491803278688525,0.0052356020942407,-0.5384615384615384,-0.4920634920634921,-0.4181818181818182,-0.3578595317725752,-0.3846153846153846,-0.3469387755102041,-0.3786407766990292,-0.3621262458471761,-0.446685878962536,-0.4621848739495798,-0.4319526627218935,-0.4768392370572207,-0.43026706231454,-0.3356401384083045,-0.3491525423728814,-0.3333333333333333,-0.3043478260869565,-0.2066115702479338,-0.2835820895522388,-0.3215547703180211,-0.2319999999999999,-0.2440944881889764,-0.3018181818181817,-0.2915129151291513,-0.3447098976109215
16126.0,0.0039563918,0.0086450446,0.012125535,-0.020155455,0.1719543864,0.3837996506,1.0,0.0061474138,10.23834939,0.2443163767,0.119047619047619,0.146341463414634,0.2702702702702702,0.3428571428571427,0.5161290322580645,0.4242424242424243,0.5161290322580645,0.5666666666666667,0.6206896551724137,0.3823529411764705,0.3428571428571427,0.46875,0.7407407407407407,0.9583333333333331,1.0434782608695654,0.7407407407407407,0.6785714285714286,0.7407407407407407,0.4029850746268657,0.3823529411764705,0.2368421052631579,0.205128205128205,0.3428571428571427,0.175,0.175,0.3823529411764705,0.175
17137.0,0.001218718,0.0248353874,0.0272299453,0.0659724681,0.2071190667,0.0108100605,1.0,0.0068270502,9.3489583913,0.0319355223,-0.025,-0.0982658959537572,-0.0982658959537572,-0.0545454545454545,0.0331125827814569,-0.1567567567567567,-0.0126582278481012,0.1470588235294117,-0.0063694267515923,0.0129870129870128,-0.1521739130434782,-0.2199999999999999,-0.2081218274111674,-0.1702127659574468,-0.1085714285714285,0.0684931506849315,-0.0031948881789137,-0.0063694267515923,0.1470588235294117,0.1908396946564885,0.21875,0.1470588235294117,0.0263157894736842,0.0758620689655171,0.1729323308270676,0.1386861313868612,0.0612244897959184
53284.0,-0.004243223,-0.011567472,-0.060081091,-0.035062612,0.0095220182,-0.636280016,1.0,-0.034666667,-0.746300211,0.0169812534,-0.032258064516129,-0.032258064516129,-0.1469194312796208,-0.0954773869346733,-0.0816326530612244,-0.1549295774647887,-0.2139737991266376,-0.2070484581497798,-0.2070484581497798,-0.1891891891891891,-0.1743119266055045,-0.0862944162436548,-0.0999999999999999,-0.0999999999999999,-0.0217391304347825,-0.0999999999999999,-0.2105263157894736,-0.150943396226415,-0.0575916230366492,-0.0625,-0.1666666666666666,-0.1588785046728972,-0.0625,-0.0217391304347825,0.0227272727272727,0.0526315789473683,-0.0163934426229508
42438.0,0.0026330985,0.0049534817,0.0220281236,0.0912215031,0.0746940742,0.0039159885,2.0,-0.000376191,-0.240828752,0.0613494138,-0.0508474576271186,-0.0967741935483871,-0.1923076923076923,-0.1204188481675392,0.018181818181818,0.0,0.018181818181818,0.2086330935251799,-0.0769230769230768,-0.0666666666666666,-0.134020618556701,-0.2758620689655172,-0.3333333333333333,-0.3513513513513513,-0.4084507042253521,-0.3563218390804598,-0.34375,-0.2911392405063291,-0.2663755458515283,-0.2186046511627907,-0.3198380566801619,-0.3198380566801619,-0.278969957081545,-0.2663755458515283,-0.2258064516129032,-0.1063829787234043,-0.1884057971014492
17930.0,-0.000695351,0.0182202791,0.0423144566,0.0401197877,0.162438436,-0.008103462,2.0,0.0012522596,0.6297061098,0.0199999996,0.0238095238095237,-0.1041666666666666,-0.0752688172043011,-0.0444444444444444,0.048780487804878,0.2112676056338027,0.2285714285714286,0.2647058823529411,0.3129770992366412,0.131578947368421,-0.0114942528735632,0.2285714285714286,0.2285714285714286,0.2647058823529411,0.2463768115942028,0.2740740740740741,0.162162162162162,0.1466666666666667,0.303030303030303,0.5925925925925926,0.4098360655737705,0.2112676056338027,0.2463768115942028,0.4333333333333333,0.4333333333333333,0.4827586206896552,0.7551020408163265
55044.0,0.0018129596,0.0182851703,0.0285248336,0.1653512655,0.0221886308,-0.016346234,1.0,0.0023763637,0.7159763314,0.0374004361,0.0178571428571427,-0.0256410256410256,-0.0086956521739129,0.1457286432160804,0.2596685082872927,0.1343283582089551,0.2127659574468086,0.2127659574468086,0.1121951219512196,0.0961538461538462,-0.042016806722689,-0.073170731707317,-0.073170731707317,-0.073170731707317,-0.0460251046025104,-0.05,-0.0539419087136929,0.0224215246636771,0.0654205607476634,0.2391304347826086,0.3028571428571429,0.2596685082872927,0.2954545454545454,0.2808988764044944,0.2391304347826086,0.2324324324324325,0.2258064516129032
18092.0,0.0272789746,0.0374084073,0.0419361533,0.0134652233,0.4564511747,0.0391016222,8.0,0.0032989797,0.5665076842,0.009615385,0.0108695652173913,0.0568181818181818,0.0108695652173913,0.0219780219780219,0.2236842105263157,0.3098591549295775,0.5630252100840336,0.55,0.576271186440678,0.5245901639344261,0.453125,0.3285714285714285,-0.2954545454545454,-0.1226415094339622,-0.0699999999999999,-0.0792079207920791,0.0628571428571429,0.24,0.2916666666666667,0.3880597014925373,0.3098591549295775,0.24,0.2567567567567568,0.3478260869565217,0.4761904761904763,0.5,0.453125
18439.0,0.0067517533,-0.000703688,-0.004840033,0.1017899358,0.6816774526,0.0213463134,0.0,-0.01749409,0.6296639629,0.0038770288,-0.0625,-0.1176470588235294,-0.0625,-0.1176470588235294,0.0714285714285714,-0.0625,-0.1891891891891891,-0.0909090909090909,-0.1428571428571429,-0.0625,-0.1666666666666666,-0.2307692307692307,-0.2857142857142857,-0.3478260869565217,-0.1428571428571429,-0.0625,0.0,-0.0909090909090909,-0.0909090909090909,-0.1176470588235294,-0.1428571428571429,-0.1666666666666666,-0.1891891891891891,-0.25,-0.2682926829268293,-0.3181818181818182,-0.4117647058823529
65154.0,0.0026202447,0.0029017587,0.0153286795,0.223499808,0.0135335971,0.0003930593,0.0,-0.000620155,2.8376383764,0.007873062,0.0,0.1727272727272726,0.1834862385321101,0.34375,0.303030303030303,0.2169811320754717,0.1944444444444444,0.1517857142857142,0.1834862385321101,0.1415929203539823,0.0932203389830508,0.0078125,0.0403225806451612,0.0,0.0238095238095237,0.0661157024793388,0.0403225806451612,0.0932203389830508,0.2772277227722772,0.4021739130434782,-0.0300751879699248,-0.0227272727272727,0.0661157024793388,0.0157480314960629,-0.0719424460431654,-0.0444444444444444,-0.1103448275862069
19984.0,0.003542113,0.0242685416,0.0464446374,0.0083373554,0.2258887392,-0.039229066,0.0,0.0001573086,-0.507228464,0.0,0.0609756097560976,-0.0543478260869565,-0.0333333333333333,0.0116279069767442,0.0357142857142858,-0.0543478260869565,-0.3873239436619718,-0.3695652173913043,-0.4276315789473685,-0.3958333333333333,-0.3873239436619718,-0.4041095890410958,-0.5583756345177665,-0.5056818181818181,-0.5219780219780219,-0.5271739130434783,-0.5166666666666666,-0.4041095890410958,-0.4276315789473685,-0.3507462686567164,-0.423841059602649,-0.4276315789473685,-0.4493670886075949,-0.4423076923076923,-0.3695652173913043,-0.3555555555555555,-0.364963503649635
20336.0,-0.011832777,0.0031760908,0.0034246575,-0.072587338,0.6585917811,0.1352844698,1.0,0.0218604664,-0.506493589,-0.043478262,-0.1224489795918367,-0.0444444444444444,-0.1730769230769231,-0.1730769230769231,-0.0652173913043477,-0.14,-0.1041666666666666,-0.0227272727272727,0.0238095238095237,0.0,-0.1041666666666666,-0.4342105263157895,-0.5943396226415094,-0.5473684210526315,-0.5981308411214954,-0.5981308411214954,-0.5425531914893618,-0.4756097560975609,-0.5274725274725275,-0.4941176470588235,-0.5376344086021505,-0.5222222222222221,-0.4027777777777778,-0.3582089552238806,-0.3064516129032257,-0.3484848484848485,-0.4266666666666666
20670.0,0.0083942919,0.0108420163,0.0447414294,-0.072486926,0.0383711825,-0.004591581,0.0,0.0161243463,0.1830854709,0.1446821168,0.0,0.2307692307692308,0.3333333333333332,1.0,2.2,0.7777777777777777,0.7777777777777777,0.7777777777777777,1.2857142857142856,2.555555555555556,1.6666666666666663,1.6666666666666663,1.2857142857142856,0.7777777777777777,1.2857142857142856,0.4545454545454546,0.2307692307692308,-0.1111111111111111,-0.1999999999999999,-0.2727272727272727,-0.1999999999999999,-0.3043478260869565,-0.1578947368421053,-0.2380952380952381,-0.1999999999999999,-0.36,-0.4482758620689655
20811.0,-0.000219202,0.007809075,0.0336104723,0.029793043,0.0238036877,0.1311264966,1.0,0.0047429727,-0.456062239,-0.012191358,-0.0454545454545454,-0.1157894736842105,-0.0967741935483871,0.2727272727272727,0.4482758620689655,0.1830985915492957,0.3125,0.5272727272727273,0.05,0.3333333333333332,0.024390243902439,0.024390243902439,-0.2222222222222222,-0.282051282051282,-0.3279999999999999,-0.2075471698113207,-0.2758620689655172,-0.3,-0.2222222222222222,-0.1157894736842105,-0.2695652173913043,-0.2941176470588235,-0.2222222222222222,-0.1063829787234043,-0.16,-0.1157894736842105,-0.134020618556701
21304.0,0.0135493784,0.0014470169,0.0025208455,0.0976700348,0.0943856794,-0.034317537,1.0,-0.015040268,0.4172411289,0.1222222224,-0.2142857142857143,-0.2666666666666667,0.0,0.0,-0.0833333333333333,-0.0833333333333333,-0.2142857142857143,-0.2142857142857143,-0.3125,-0.3125,-0.3529411764705882,-0.4761904761904761,-0.4210526315789473,-0.2142857142857143,-0.3888888888888888,-0.1538461538461538,-0.0833333333333333,-0.2666666666666667,-0.2666666666666667,-0.5,-0.56,-0.5925925925925926,-0.6333333333333333,-0.6451612903225806,-0.65625,-0.7105263157894737,-0.7105263157894737
41419.0,0.00257538,0.0103581644,0.0211379591,0.0996833324,0.10060389,0.0066949212,1.0,0.0050000003,-0.879171948,0.0169398319,-0.1111111111111111,-0.25,0.0,-0.1428571428571429,-0.1111111111111111,0.0434782608695651,0.0,-0.04,-0.1111111111111111,-0.0769230769230768,-0.2258064516129032,-0.3513513513513513,-0.4146341463414634,-0.52,-0.3333333333333333,-0.1999999999999999,-0.25,-0.25,-0.1428571428571429,-0.2941176470588235,-0.2941176470588235,-0.3333333333333333,-0.4,-0.4285714285714286,-0.4545454545454546,-0.5555555555555556,-0.5555555555555556
22905.0,0.0018697996,0.034568685,0.0840083314,0.0645397922,0.0152964933,-0.008794229,1.0,0.0226995394,0.3772523815,0.0199849177,-0.0648148148148147,-0.0648148148148147,-0.0288461538461538,0.0202020202020201,0.1098901098901099,0.0306122448979591,0.0412371134020619,0.01,-0.0982142857142857,-0.0648148148148147,0.0253807106598984,-0.038095238095238,0.0202020202020201,0.1744186046511628,0.1477272727272727,0.2168674698795181,0.2317073170731707,0.2469135802469135,0.3466666666666667,0.5538461538461539,0.2948717948717949,0.2624999999999999,0.4428571428571428,0.3835616438356164,0.3835616438356164,0.463768115942029,0.463768115942029
23115.0,0.0078831377,0.0127595855,0.0262063161,0.1429780095,0.0262583256,-0.082240111,1.0,0.0118160058,6.1332531314,0.0648053288,0.0,0.0701754385964912,0.0892857142857141,0.0892857142857141,0.2448979591836735,0.4186046511627908,0.3555555555555556,0.326086956521739,0.2708333333333332,0.326086956521739,0.3863636363636364,0.1090909090909091,0.2448979591836735,0.2448979591836735,0.1090909090909091,0.4523809523809523,0.5249999999999999,0.5641025641025641,0.5641025641025641,0.4878048780487805,0.5249999999999999,0.4878048780487805,0.4186046511627908,0.3118279569892472,0.2708333333333332,0.2978723404255319,0.1730769230769231
47175.0,0.0079862382,0.0192192292,0.0465596131,0.1014958679,0.0670408778,-0.009926776,0.0,0.0002558824,3.5925828913,0.0604472449,-0.0489510489510489,-0.0456140350877193,-0.1052631578947368,0.0461538461538462,0.110204081632653,0.0461538461538462,0.1286307053941908,0.3877551020408163,0.536723163841808,0.68944099378882,0.4391534391534391,0.3948717948717948,-0.2423398328690807,-0.1904761904761904,-0.1052631578947368,0.2363636363636363,0.3668341708542713,0.3807106598984771,0.536723163841808,0.7,0.4702702702702703,0.5111111111111111,0.4166666666666667,0.4093264248704662,0.3600000000000001,0.2651162790697674,0.1476793248945147
23660.0,0.0055063553,0.0268255111,0.057017485,0.0316028806,0.1662959393,0.2799775918,1.0,0.0002161291,-0.910410321,-0.006572466,0.0,-0.523076923076923,-0.5118110236220472,-0.4439461883408071,-0.3608247422680413,-0.3404255319148936,-0.3608247422680413,-0.3368983957219251,-0.4038461538461538,-0.4095238095238095,-0.4723404255319149,-0.4232558139534883,-0.3705583756345177,-0.3830845771144279,-0.38,-0.3186813186813186,-0.2705882352941177,-0.2298136645962732,-0.1448275862068965,-0.1677852348993288,-0.2298136645962732,-0.2439024390243902,-0.1788079470198675,-0.088235294117647,-0.0461538461538461,-0.0158730158730159,0.0163934426229508
23975.0,0.0037814007,0.0356014275,0.0428484929,0.0298058637,0.1312273222,-0.116004219,1.0,0.0004561408,-0.256065337,0.0259883129,0.0654205607476634,-0.0256410256410256,-0.073170731707317,-0.0256410256410256,0.0857142857142856,0.1399999999999999,0.1632653061224489,0.1752577319587629,0.0088495575221239,0.2127659574468086,-0.0338983050847457,-0.0806451612903226,-0.0806451612903226,0.0088495575221239,0.1399999999999999,0.2391304347826086,0.1067961165048543,0.0961538461538462,0.1573604060913704,0.1399999999999999,0.1515151515151516,0.2258064516129032,0.2527472527472527,0.1399999999999999,0.1399999999999999,0.1515151515151516,0.0363636363636363
24548.0,0.0,-0.019392372,-0.021740342,-0.005942335,0.4646123467,-0.364261163,1.0,-0.005274262,-0.638231649,-0.033574767,0.1228070175438595,0.1428571428571428,-0.0303030303030302,0.2307692307692308,0.6842105263157894,0.4545454545454546,0.5238095238095237,0.4883720930232558,0.2307692307692308,0.2307692307692308,0.1034482758620689,-0.0153846153846153,-0.1111111111111111,-0.044776119402985,0.3913043478260869,0.5238095238095237,0.6842105263157894,1.0,1.0,0.9692307692307692,1.7826086956521738,1.56,0.9393939393939394,0.8823529411764706,0.9393939393939394,0.641025641025641,0.4222222222222223
30680.0,0.0017876536,0.014015887,0.0265500338,-0.061913678,0.0977909672,-0.002409765,2.0,8.77419e-05,0.7391304348,-0.01995585,0.1567164179104476,0.0402684563758388,0.0616438356164383,0.0915492957746479,0.2301587301587302,0.25,0.2109375,0.1742424242424243,-0.0662650602409639,0.019736842105263,-0.049079754601227,-0.03125,-0.2857142857142857,-0.2824074074074074,-0.2249999999999999,-0.1292134831460674,-0.1242937853107344,0.0,0.0616438356164383,0.1923076923076923,0.1071428571428572,0.0992907801418438,0.1923076923076923,0.0839160839160839,0.0763888888888888,0.0915492957746479,0.0616438356164383
53401.0,0.0024850746,0.0451960792,0.058499394,0.0132211011,0.0928832973,-0.066363791,2.0,0.0,2.9416679972,0.0569985025,-0.0164473684210526,-0.1257309941520468,0.0274914089347078,0.1589147286821706,0.2355371900826446,0.16796875,0.103321033210332,0.1865079365079365,0.1156716417910448,0.1725490196078432,0.2406639004149378,0.2563025210084033,0.1865079365079365,0.2777777777777777,0.5255102040816326,0.5255102040816326,0.323008849557522,0.3842592592592593,0.4375,0.2777777777777777,0.3348214285714286,0.2304526748971194,0.099264705882353,0.0912408759124088,0.1198501872659176,0.1544401544401543,0.1325757575757575
25495.0,-0.026208026,-0.000451162,-0.000769231,0.0318552036,0.1273174,-0.009705886,0.0,-0.019909502,8.097482658,0.08428571,0.0,-0.0909090909090909,-0.1071428571428571,0.0416666666666667,0.0869565217391303,0.0,0.0,0.0,-0.1379310344827586,-0.0384615384615384,-0.1379310344827586,-0.0384615384615384,0.0869565217391303,0.2820512820512821,0.2195121951219512,0.3157894736842106,0.0416666666666667,-0.0384615384615384,-0.1071428571428571,-0.1666666666666666,-0.21875,-0.21875,-0.1935483870967742,-0.21875,-0.1379310344827586,-0.1071428571428571,-0.375
25583.0,0.0085635622,0.0138564927,0.0334612947,-0.002989382,0.0470674901,-0.020668781,1.0,0.023762379,0.128255131,-0.008366855,-0.0098039215686274,-0.1061946902654867,0.01,-0.0194174757281553,0.074468085106383,0.063157894736842,-0.0982142857142857,-0.1512605042016807,-0.1788617886178861,0.0202020202020201,-0.038095238095238,-0.073394495412844,-0.1984126984126983,-0.2348484848484848,-0.2836879432624113,-0.36875,-0.4023668639053254,-0.2986111111111111,-0.2937062937062937,-0.2109375,-0.3221476510067114,-0.3878787878787879,-0.6203007518796992,-0.5627705627705628,-0.5302325581395348,-0.5491071428571428,-0.5589519650655022
25698.0,0.0,-0.286946011,-0.415276968,-0.122415431,0.061733948,-0.043145462,0.0,-0.087439593,4.9182229104,-0.212121218,-0.1666666666666666,-0.1666666666666666,-0.0909090909090909,-0.1304347826086956,0.1764705882352941,-0.1666666666666666,-0.2857142857142857,-0.2857142857142857,-0.4444444444444444,-0.2307692307692307,-0.2307692307692307,-0.375,-0.4444444444444444,-0.4736842105263158,-0.5238095238095238,-0.607843137254902,-0.6,-0.6296296296296297,-0.6296296296296297,-0.5833333333333333,-0.5652173913043479,-0.574468085106383,-0.5833333333333333,-0.5652173913043479,-0.5833333333333333,-0.6428571428571428,-0.6666666666666667
56274.0,0.0032874894,0.0191438959,0.0672530025,0.1964745118,0.0785081288,0.029589479,1.0,3.73832e-05,-0.340230757,-0.043956393,-0.0092592592592593,-0.1574803149606299,-0.1008403361344537,-0.1083333333333332,-0.0655021834061135,-0.5541666666666667,-0.5446808510638298,-0.5,-0.5668016194331984,-0.5347826086956522,-0.5446808510638298,-0.5136363636363637,-0.5034802784222738,-0.4892601431980907,-0.4623115577889447,-0.4308510638297872,-0.3705882352941176,-0.3592814371257484,-0.2866666666666666,-0.259515570934256,-0.2983606557377048,-0.2620689655172413,-0.3029315960912052,-0.2438162544169611,-0.1507936507936508,-0.1008403361344537,-0.104602510460251
26316.0,0.0062411641,0.0276750414,0.03583963,0.0175913433,0.241693038,0.0244404744,2.0,0.0023116829,0.4830636449,-0.006621319,0.0909090909090908,0.0,0.2307692307692308,0.0746268656716417,0.3846153846153846,0.2100840336134453,0.1900826446280992,0.4693877551020409,0.5652173913043479,0.8227848101265822,0.6744186046511629,0.5824175824175823,0.6000000000000001,0.5319148936170213,0.6941176470588235,1.1818181818181817,1.2857142857142856,1.4,1.7169811320754715,1.6666666666666663,1.526315789473684,2.0,1.5714285714285716,1.3225806451612905,1.440677966101695,1.5714285714285716,1.2857142857142856
48637.0,0.0011793867,0.0084856698,0.0213764742,0.3734414772,0.0085881569,-0.025865124,0.0,0.0012326428,2.2686980609,0.0999726942,-0.021505376344086,0.011111111111111,0.0833333333333332,0.1097560975609757,0.1518987341772151,0.0224719101123596,0.0705882352941176,0.1374999999999999,0.0833333333333332,0.1097560975609757,-0.0520833333333333,-0.0108695652173913,0.0963855421686747,0.058139534883721,0.1234567901234569,0.2465753424657535,0.4444444444444444,0.5166666666666666,0.5166666666666666,0.5166666666666666,0.5689655172413792,0.3999999999999999,0.2816901408450705,0.5166666666666666,0.5689655172413792,0.318840579710145,0.2816901408450705
26535.0,0.0,-0.004942828,-0.013208489,-0.099270874,0.0320158457,0.0,0.0,-0.120474362,-0.063513605,-0.06666667,0.0666666666666666,0.032258064516129,-0.0588235294117647,-0.0588235294117647,0.1428571428571428,-0.0588235294117647,-0.3846153846153846,-0.2727272727272727,-0.4285714285714286,-0.5428571428571429,-0.4666666666666667,-0.5294117647058824,-0.5675675675675675,-0.5897435897435898,-0.5897435897435898,-0.6559139784946236,-0.6734693877551021,-0.6923076923076923,-0.7333333333333334,-0.746031746031746,-0.7575757575757576,-0.7714285714285715,-0.7611940298507462,-0.7419354838709677,-0.746031746031746,-0.7714285714285715,-0.7714285714285715
30816.0,0.0269477457,-0.019064541,0.1018994413,-0.026726132,0.0548523665,0.1613105638,0.0,0.8464159296,1.2591631528,0.0370370373,0.3571428571428572,0.3571428571428572,1.1111111111111112,0.8999999999999999,2.1666666666666665,1.375,0.8999999999999999,0.7272727272727273,0.5833333333333333,0.3571428571428572,0.1176470588235294,-0.0952380952380952,0.0,-0.2962962962962963,-0.2962962962962963,-0.4571428571428572,-0.5,-0.5128205128205128,-0.5128205128205128,-0.5,-0.5681818181818181,-0.62,-0.6607142857142857,-0.703125,-0.7397260273972603,-0.7432432432432432,-0.7564102564102564
26658.0,0.0464808608,-0.217437437,-1.38555409,0.0181600956,0.0408834713,-0.050950657,0.0,-0.061990101,2.7440535002,-0.166666672,-0.0909090909090909,-0.2307692307692307,-0.2857142857142857,-0.1666666666666666,-0.2857142857142857,-0.375,-0.4736842105263158,-0.5238095238095238,-0.5652173913043479,-0.5652173913043479,-0.6551724137931034,-0.7058823529411764,-0.5454545454545454,-0.4117647058823529,-0.4736842105263158,-0.4736842105263158,-0.5,-0.4736842105263158,-0.375,-0.5454545454545454,-0.5833333333333333,-0.6296296296296297,-0.6774193548387097,-0.736842105263158,-0.7435897435897436,-0.7674418604651163,-0.7777777777777778
