firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
47730,0.6353055197,0.0525301257,-8.909766496,0.019652447,0.8860493195,2.6774296046,0.0613356815,0.017946244,0.2149965541,0.0085903885,-0.010262782,-0.036939386,-1.060392157,0.1082326589,0.0369393861,45.0,0.0,0.0,0.0087547732,-0.061948313,0.0433159134,0.7145708583,-0.110121091,0.0153824948,0.0600852468,0.2478626171,0.0,1.4133421986,-0.043489588,1.4133421986,-0.043489588,111.08717949,5.9850801253,0.1086619637,0.0,0.0,1.0,0.0,0.0,0.5010312113,6.0,-0.559849098,0.0844359351,-0.401293151,0.8780778532,-0.21096871,0.1897663659,-7871.038194,0.0317627387,14.532164575,0.0006340455,0.0128472222,0.0319898909,-0.000288401,0.0158424958,0.0005020571,4.0,0.0010970927,2.7774352253,0.0395157542,5.0,15.276050255,1.8106731067,0.0,0.0607979745,0.0387413997,0.0442542517,0.2943837147,1.7417525936,2.3548266e-09,1.8669412e-08,1.2054526534,1.4531160997,0.053842347,0.0404816841,-0.240452424,-0.06136492
13777,0.2835344693,0.0168304292,2.8244651038,0.033772187,0.1155418981,0.2689355626,0.0386525388,-0.010155555,0.3931703126,0.0196994446,-0.073003712,-0.105632565,-2.51756578,0.0592021417,0.105632565,37.0,0.0,-0.082251082,-0.035464894,0.0428346786,-0.024414203,2.1536959554,0.083454407,0.0075721781,0.0179688055,0.6349648813,0.0,2.6101946591,0.1196466706,2.6101946591,0.1196466706,1.2640526524,5.3565585887,0.2992048123,0.0,0.0,0.0,0.0,0.0,0.5691128402,4.0,-1.280797444,-0.018431969,-0.159466617,0.5546262687,-3.149217059,0.1014625404,-8234.00564,0.0292498762,13.290439656,-0.001896673,0.0107957823,0.0154023975,0.0003426809,0.565362773,-0.038203793,1.0,0.0,1.2316951194,-0.013890677,6.0,13.397956889,1.2609840203,0.0,0.0587914996,0.0247670621,0.0383342019,0.3807333334,2.0518348173,7.2244376e-09,2.0481678e-08,1.1991857793,1.4380465333,0.0218156201,0.0476339064,-0.019816875,-0.06136492
60871,0.2981558209,0.034706904,35.586719655,0.0197973152,0.2465737059,0.1525529271,0.0868706271,0.0461062195,0.2149636923,-0.005019451,0.0234867759,-0.042544815,-0.653031414,0.0573716026,0.0425448146,45.0,0.0011053854,0.0379746835,-0.033845987,-0.026685008,-0.011229427,0.6649658317,-0.039389036,0.0149907732,0.0655817788,0.0976385289,0.0,1.3158450835,-0.123982294,0.9115808229,-0.159671557,9.2408787609,9.4327277937,0.22713993,0.0,0.0,0.0,0.0,0.0,0.3792027876,4.0,-1.402008549,0.0220780849,0.025069209,0.0549562938,-2.262915017,0.1097486618,29268.377588,0.0623260356,17.543937658,0.0002763844,0.0128760841,0.0235528768,-0.00236578,0.0303058421,-0.015443648,0.0,-0.000281347,1.2166876795,0.0276036216,5.0,17.948534583,1.8306774332,0.0,0.0774945691,0.0327112685,0.0326267048,0.3860466773,2.5932958418,9.691397e-11,1.6853427e-08,0.9584157232,0.9185606985,0.0165962886,0.0271681819,-0.158959569,0.0735066983
14702,0.1652644473,0.0544443139,9.7819679381,0.0154922844,0.2174955777,0.2939107677,0.2087498377,0.0703876667,0.3797333033,-0.052740434,-0.011340772,-0.029404571,-0.19992609,0.0653291527,0.029404571,45.0,-0.01347936,0.0476190476,-0.153306671,-0.182936301,-0.029128217,0.2374100719,-0.269067897,0.0006189163,0.2010527855,0.4323280067,0.0,2.2950303575,-0.13127538,1.513829548,-0.123379559,4.0375898286,5.5312381674,0.2822847682,0.0,0.0,0.0,0.0,0.0,0.9521859921,4.0,0.2220017021,-0.087735921,0.0064383677,0.3209637643,-0.59775432,0.0367771241,42746.632452,0.0394668682,17.75685526,0.0013503629,0.0371177878,0.0860029571,-0.000100599,0.1901808242,-0.005447146,1.0,0.0007371913,1.0439124705,0.0991423994,7.0,18.397669312,2.4370851196,0.0,0.0570984371,0.0326925682,0.0401359932,0.2952489703,3.7794200594,5.658919e-11,1.0293772e-08,1.3902826334,1.9328858008,0.0341505278,0.0392564211,-0.530893992,-0.12841744
15537,0.5019753115,0.0412227665,4.3652588267,0.0139063888,0.3540121982,0.9831378022,0.0830514406,-0.027225234,0.4917792876,0.0279255319,-0.161217741,0.0194781513,0.410122164,0.0243163963,0.0194781513,39.0,0.0211524435,0.0625,0.2050775566,0.1565954138,0.0481727142,0.5926782274,0.4471201986,0.0408950807,0.0962810502,0.3897855744,0.0,2.5383336712,0.0312527765,1.3155078046,-0.057603101,18.138704539,5.8186579239,0.2202940468,0.0,0.0,1.0,0.0,0.0,0.9313086241,7.0,-3.022055269,0.020872611,0.0042698653,0.1327586583,-0.61502018,0.0398276517,-5425.381165,0.0379219612,10.72656851,-0.005635211,0.0037475345,0.006325602,-0.007847944,0.0368145676,-0.011170248,0.0,-0.006935687,2.6305966544,-0.078393211,5.0,10.90537676,1.3669784541,0.0,0.0768049136,0.0413369643,0.0839247281,0.616221039,4.7242214979,1.5018412e-07,1.7452186e-08,1.0420257392,1.0858176412,0.1570606278,0.0467974219,-0.185454916,-0.12841744
68830,0.8588976688,0.0691709275,-0.068223734,0.0,0.0570985295,1.0637852565,0.0220186555,-0.015601507,0.1149449531,-0.04462382,-0.443478631,-0.034277043,-0.514646864,0.1047695283,0.0342770429,35.0,-0.004794492,0.0583333333,0.0753116535,0.0984614614,-0.236535615,0.1360281831,0.2538462105,0.0104017007,0.0300006291,0.6898274879,0.0,14.734611088,0.3478093972,13.648303839,0.367150131,2.3881356514,25.516227127,1.5459348481,0.0,0.0,0.0,0.0,0.0,0.1442834974,5.0,-31.99752977,0.0586423057,-0.139845092,1.4270144689,-4.963088099,0.7886977832,-4264.370936,0.0235035458,12.806308605,0.0142465282,-0.004147927,-0.005148302,-0.072825492,0.3988516366,-0.073794736,0.0,-0.027353505,1.5217362551,-0.048462521,5.0,13.444831433,1.867205605,0.0,0.0786418244,0.0471668055,0.0587658216,0.3724780319,2.682615717,1.4108608e-08,1.5961423e-08,1.195376604,1.4289252253,0.1082100773,0.0364838558,-0.722804616,0.0096314174
85631,-0.006530285,-0.002501883,31.097084732,0.0,0.1529647309,0.0795710138,0.019016845,0.1496499417,0.5733663944,0.0050389372,0.1305611498,-0.103564482,-5.667079208,0.0116764843,0.1035644818,34.0,0.0,0.0909090909,0.2495380725,0.1671555988,0.0342633644,0.619238477,-0.138295785,-0.00245527,-0.176171875,0.2902846147,0.0,0.7039805319,-0.204062269,0.7039805319,-0.204062269,2.694840604,5.4180898166,0.0025564734,0.0,0.0,0.0,0.0,0.0,-6.693955132,5.0,-0.992227291,0.1538404676,0.0136935557,0.2645615142,-2.704468745,0.053936883,23657.46601,0.0292498762,17.64664159,-0.001457185,0.0136885095,-0.343283582,0.005607788,0.2034110313,-0.159051143,2.0,0.0004071661,1.4389495166,0.0774839781,6.0,18.2230555,2.2539206025,0.0,0.0519035235,0.0240117617,0.0356374203,0.4018691151,3.1528573722,6.368728e-11,1.5721574e-08,0.9215005313,0.8491632291,0.0291015228,0.0409324656,0.038732156,-0.06136492
85914,0.2100348405,0.0930099838,1.909911044,0.0315751106,0.6095838763,2.7241633176,0.1777549687,-0.011341865,0.8223618668,-0.061080328,0.0167426089,-0.072755299,-0.644808743,0.1529836346,0.0727552987,34.0,0.0154142582,0.0,0.0172712391,0.0496830599,-0.000981818,0.3067729084,0.0874044087,0.0536439574,-0.084717608,0.5589720177,0.0,1.1806202582,-0.061053153,0.4606681752,-0.220553436,19.633241758,42.245320197,0.2347625053,0.0,0.0,1.0,0.0,0.0,2.9507198228,5.0,0.0203672584,0.1451695555,-0.008098244,-0.671816616,0.184400062,0.0349061095,13942.790961,0.3506420145,16.819773782,0.0028666667,0.0195620243,0.0891933029,0.00931687,0.0786954981,-0.097794605,1.0,0.001392176,3.0430513668,0.1105746254,7.0,17.564584419,2.6231580523,0.0,0.1087648273,0.0378773094,0.0425693951,0.4678075571,5.4661062477,1.306998e-10,9.1731876e-09,1.3983396435,1.9553537586,0.0038515256,0.0362880076,-0.322069284,-0.164872281
49373,0.0985430979,0.0810244099,2.1101783059,0.0373882806,0.5019566062,0.5631836667,0.3861397046,0.0506203698,0.4790443907,-0.034857159,0.0040695418,-0.050080625,-0.362223081,0.1103733212,0.0500806255,45.0,0.0,-0.050716648,-0.020585893,0.1058818855,-0.041056256,0.7859560945,-0.005680532,-0.006186665,0.375442901,0.5941178398,0.0,2.1596498812,-0.036856657,2.1596498812,-0.036856657,1.7708034493,22.270938726,0.2222990321,0.0,0.0,0.0,0.0,0.0,3.60061822,4.0,-0.038940984,-0.077635602,-0.010859122,-0.269125463,-0.030260143,0.0377139184,484.2279325,0.2641826599,15.000934898,-0.007477289,-0.059020579,-0.631194894,0.0024450742,0.1529501683,-1.056513282,0.0,-0.00080032,1.073196388,-0.029707247,4.0,16.275209371,3.9601575962,0.0,0.0703774393,0.0335563181,0.0445939291,0.1993705504,2.2495303875,7.124347e-10,9.0085645e-09,1.1808736604,1.3944626019,0.1193806443,0.039518117,-0.229284715,-0.083012499
18973,0.3103276299,0.047877561,5.6767673217,0.0163164078,0.1118110917,0.423355923,0.1792024012,0.0949702488,0.5700249117,0.0205075868,0.0056262897,-0.027958138,-0.235818007,0.059167952,0.0279581382,36.0,0.0062920037,-0.016129032,-0.01125015,0.0083924634,-0.007090073,0.2162601774,-0.167455268,0.0115154159,0.1311799306,0.4464320898,0.0,2.3694600012,-0.040194235,1.8733265825,-0.001672981,4.1589446451,7.3405580783,0.5072584906,0.0,0.0,0.0,0.0,0.0,0.7972841811,5.0,24.969197352,-0.050465326,-0.002014543,0.4774113934,0.1789152317,0.1392511857,-504.7680691,0.1588103266,14.722080965,-0.004828497,0.0324010549,0.0440751598,-0.002080817,0.2396748921,0.1771950931,3.0,0.0012424565,0.517617896,0.0423474377,6.0,14.554675952,1.2614651742,0.0,0.1295487583,0.039479433,0.0350209282,0.4494538921,2.2482723096,2.7184593e-09,2.1546471e-08,0.8574534216,0.7352263702,0.0742526121,0.0250206118,-0.335891188,-0.056080248
