firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,cfp,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
15748,0.7860003204,0.0527791126,-0.00470519,0.0,0.231819638,1.6472849592,0.0902986678,-0.025944662,0.4340078179,0.0210991168,-0.19125454,0.192255326,15.0,-0.025082021,0.0871934605,0.0280915725,0.3249665725,-4.1464e-05,0.1259209645,-0.088669368,0.0300452211,0.0365441487,0.6801960105,0.0,4.0237107291,0.1688573209,2.7164591978,0.192526544,6.0485222761,6.576498801,0.2907237198,0.0,0.0,1.0,0.0,0.0,0.590251373,6.0,-0.050847038,-0.072559129,3.0225048822,-0.11810298,0.2283440494,-1174.978299,0.0430702538,10.408918652,0.0103704302,0.0210687341,0.0291052303,0.1254908664,0.1294856744,-0.011352931,1.0,0.0110415554,1.9689482519,0.0622238498,5.0,10.992806794,2.8422293187,0.0,0.2608695626,0.0632731512,0.0614581752,1.1562304357,11.543148475,1.5943611e-07,8.1811827e-09,1.5024458084,2.2573434073,0.2425631208,0.0876264433,-0.695713136,0.870668491
16126,0.6882339765,0.1247704073,1.1634375,0.0145147355,0.8067325846,2.0715369108,0.1491692564,0.0085834686,0.3804186384,-0.200439041,0.3363582393,0.2246072126,24.0,-0.05222655,-0.063328424,0.0721127731,0.0494941773,-0.094004425,0.1572858443,-0.001455141,0.052433422,-0.216637529,0.4949046559,0.0,2.3978984564,-0.013756683,1.357262414,0.1178861582,101.1525,6.0062346916,0.3086975461,0.0,0.0,1.0,0.0,0.0,0.6131993007,4.0,-1.193309205,-3.052320828,0.4394609238,0.4747445904,0.2811975545,-788.7388704,0.050238934,10.809408453,0.0103968775,0.0119701427,0.0204040228,-0.004556654,0.0136988647,-0.073927407,0.0,-0.003030303,0.58639399,0.0150937042,6.0,9.700338093,0.3093984699,0.0,0.0549450554,0.0305019526,0.0302832811,0.8679608352,3.2106748004,4.0537761e-07,4.6546104e-08,1.1362889037,1.2911524727,-0.104480833,0.0620494572,0.3121426041,0.0579530001
17137,0.8142463606,0.0483085328,0.2657225073,0.0319444284,0.1739746501,1.2219504605,-0.008385109,0.0037118551,0.263513619,-0.012719332,-0.043157806,0.1105622087,24.0,0.0173594936,-0.052631579,-0.110397791,-0.188486706,0.0972452803,0.1218365935,-0.144487524,0.0716054008,0.0143278324,0.3686214442,0.0,3.2110875154,-0.232689045,2.1540851682,-0.350029866,27.566010262,5.9141786049,0.3902485379,0.0,0.0,0.0,0.0,0.0,0.3023318145,5.0,0.0828615358,-0.158460369,0.235329558,0.5495981121,0.0511311962,-309.6747411,0.1031072143,12.358617751,0.002736556,0.0137319059,0.0166659117,0.0054179751,0.0233628933,-0.018424767,0.0,0.0,-0.275843709,-0.02137274,3.0,11.474508129,0.4703259658,0.0,0.0780141875,0.036355651,0.0426759217,0.6944813989,1.1234555193,8.0530515e-08,5.066194e-08,0.761931574,0.5805397235,-0.218673925,0.0459465613,0.1049194076,-0.021137903
85885,1.648306241,0.0004677815,-5.713565022,0.0,0.5437180837,4.8401356566,-0.121069182,-0.06771006,0.4950593541,0.7152600171,0.0264939653,0.203017191,13.0,0.0733088513,-0.094339623,-0.358842484,-0.117376153,-0.044530279,1.4598540146,0.1100973236,0.0512633464,-0.095103578,0.598637075,0.0,3.6911385145,-0.368418183,2.1597361629,-0.466243694,23.19955157,5.4353002977,0.0589773388,0.0,0.0,0.0,0.0,0.0,0.6390172916,3.0,-0.007669011,-0.169248407,3.0988608694,-1.545513353,-0.221871877,-648.3886204,0.0604021411,8.0693423668,0.0190314679,0.0037859918,0.0057254784,-0.163828879,0.0184615385,-0.003040848,0.0,0.1464530892,-0.871938376,-0.07728507,3.0,5.9396365703,0.2175273865,0.0,0.1238095239,0.0479786517,0.0834204102,1.6881902368,2.6798530846,4.35703e-05,13.0000001,-0.070221006,0.0490659888,1.0939964054,0.0902340218,-0.219699693,0.0505653485
85914,0.1094936204,0.0229040222,8.8343846282,0.0,0.158602427,1.0658347674,0.1898260213,0.2311269602,0.9182063719,1.2814278672,0.1804395837,0.0701507028,14.0,-0.006286878,0.1538461538,0.2041625649,-0.179309045,0.1440653132,0.1737961477,-0.153213688,0.0661221409,0.8537918694,0.6633899743,0.0,1.4696768711,-0.111740549,0.7274238215,0.1577109792,12.808527101,76.016389604,0.2095911545,0.0,0.0,0.0,0.0,0.0,3.3505394929,6.0,-0.005548774,0.0073215762,0.6038698489,0.8113708422,-0.099124438,8428.5417407,0.0992606373,16.352058225,0.0137024606,0.0380809953,0.1180604609,0.0639559359,0.3103846821,0.0093010299,3.0,0.0002274933,0.5884986847,0.0439556725,5.0,17.12037975,2.1868547117,0.0,0.0544444434,0.0480557215,0.0537831626,0.5918819988,10.311585435,2.114145e-10,7.0070885e-09,1.3953457316,1.9469897106,0.017499339,0.0823646254,-1.306190786,0.4969434078
38471,0.2085051519,0.090528402,-43.59603659,0.0,1.7631727562,2.773988002,0.1384068032,-0.219582968,0.3713475943,0.1805054152,-0.329747246,0.0618866477,23.0,0.1126440267,-0.043103448,-0.09181737,0.6194770463,0.0865751429,0.1385281385,-0.193294649,0.1262568324,-2.239361108,0.4772533506,0.0,1.306168945,0.2981796999,0.338766211,-0.389359898,396.85365854,11.92014652,0.0710072947,0.0,0.0,1.0,0.0,0.0,-3.295850167,5.0,0.0621716729,-0.176945445,-14.7117717,-0.24849864,-0.921826457,-1167.797328,0.0270140569,8.2207226129,0.0033942236,-0.012628829,-0.121169916,-0.111839231,0.0409143413,0.3603357264,0.0,-0.06104558,9.4556354916,0.0625,1.0,6.2344107257,0.1569286815,0.0,0.0399999991,0.0292323502,0.1444865582,1.4433992872,1.3769271537,2.09403e-05,11.00000017,0.4351240147,0.1893329082,0.9590737742,0.1131367059,0.0329670213,0.5789147529
55044,0.4774142777,-0.073254637,-7.075326672,0.0,1.3783024171,2.7514333895,0.0648398402,-0.540108022,0.2060354449,0.0003373819,-0.614181505,-0.486273187,24.0,-0.149980318,-0.6,-0.483666529,-0.096941599,0.0264455508,0.1804909014,-0.347904892,-0.378641663,-0.353657423,0.612556432,0.0,1.3924844614,-0.243923667,1.0795270951,0.1070775773,23.514604151,2.5872676914,-0.021845465,0.0,1.0,0.0,0.0,1.0,1.1794161517,4.0,-1.751332139,-0.796031167,-0.005702506,-1.671355688,-0.302864782,-1532.448955,0.0307916777,10.871017827,0.000635269,0.0073182848,0.0284462864,-0.260233334,0.0510023985,0.1692956764,0.0,0.0096362322,1.5350318471,0.0005625002,1.0,10.119848152,0.270419054,0.0,0.0215827338,0.0270362219,0.0174436342,1.2254503924,1.6009218255,6.1480966e-07,3.0000000979,1.1807139717,1.3940854829,0.218261194,0.07061131,-0.128775844,0.5789147529
18092,0.2062961835,0.0385522982,16.048354314,0.0037882796,0.0334098693,0.2013466305,0.2888864071,0.3507295228,0.7415716568,0.0074540975,0.4311116407,0.0376611747,16.0,0.0474065649,0.2156862745,0.1224405399,-0.042021174,0.0220857785,0.1202029019,-0.131190474,0.1738329864,0.2072796602,0.5425833678,0.0,5.8209037416,-0.08576302,3.9186306203,-0.086320753,4.3804595614,3.4502383475,1.5415457174,0.0,0.0,0.0,0.0,1.0,0.8422692049,3.0,-1.762232704,-0.033629483,-0.146560917,2.1720931278,0.0678304404,2523.4086426,0.0553474399,14.903610746,-0.002342311,0.0415662076,0.0522977625,0.0118134347,0.1954272578,0.0121654045,8.0,0.0017178373,0.5416265557,0.0131489877,5.0,15.492558006,2.0877252073,0.0,0.0714285746,0.0433188553,0.0512298592,0.5132636366,12.689868208,7.367926e-10,6.5078539e-09,0.4865044122,0.2366865431,0.5948798825,0.0453656461,-0.579172444,0.4791829535
18244,1.1284869681,0.0256696367,-0.75282231,0.0,0.2960446332,1.5471063369,0.0047614324,0.0149990507,0.0328460224,0.0050213407,-0.009803922,0.1003691676,16.0,0.0160809071,0.0957446809,-0.033353682,0.1316972748,-0.666299096,0.1133263379,0.2877992941,0.0225935067,0.0217129071,0.7052932411,0.0,4.7926960258,-0.015566396,3.5273899033,-0.028168088,2.9239550109,5.1854718666,0.1507687715,0.0,0.0,1.0,0.0,0.0,0.039163651,4.0,2.944912869,-0.024245777,1.1966951047,-0.552458399,0.1643963679,-811.0822546,0.0535467671,10.315473023,-0.007341308,0.0250144314,0.0315968565,0.0226496794,0.3714303529,-0.008156212,1.0,0.0031976018,1.226310132,0.1572611444,5.0,9.6281127671,1.1662561576,0.0,0.1403508782,0.0689316242,0.1096658417,1.5064265018,9.8602150093,6.5971168e-07,1.0537104e-08,1.5385450484,2.3671208658,-0.089539399,0.1172009642,2.0447674261,0.4791829535
84839,-0.019347384,-0.063714996,30.457747816,0.0002746851,0.0491686298,0.0250679995,0.6443775532,0.1556052697,0.2473278648,0.018388082,2.8949858089,-0.070868751,14.0,0.0207564576,0.2894736842,3.3912133891,-3.791387393,-6.936853606,0.3520599251,0.0349713461,0.0405170271,-1.546190155,0.8114727898,0.0,1.4449251248,-0.602847826,1.1134775374,-0.596486699,0.7971895177,3.3212025316,-2.025898724,1.0,0.0,1.0,1.0,0.0,0.2633175995,2.0,9.4001356431,0.1694832266,0.0488607526,-0.629517346,-0.006841551,-738.6084421,0.0535467671,11.494995683,0.0,-0.239191224,-0.957612884,0.0161779399,0.3367448827,0.0170824356,1.0,0.0,3.3973123242,-0.032183912,3.0,11.459298858,0.8194516559,0.0,0.0869565234,0.0360325205,0.0917375481,0.4690816521,1.0575530663,1.6567585e-07,4.7926556e-08,1.4158154834,2.0045334831,0.0264109415,0.1422969085,0.7368421089,0.4791829535
67176,0.7000715198,0.0610255428,-0.987966564,0.0,0.5025274585,2.5396079183,0.0569617448,0.2148921978,0.9157748198,0.1619753581,0.2496871645,0.0933703704,15.0,0.1570525516,0.1363636364,0.1308855712,0.3018063171,-0.006710929,0.138949572,-0.060762297,0.3022177151,0.1910867747,0.5587424214,0.0,2.0434227731,-0.129277391,0.4723261349,-0.412633671,18.592574239,139.77036621,0.2338675864,0.0,0.0,1.0,0.0,0.0,1.5297741273,4.0,-0.009275236,0.0295329209,0.0405881935,0.525603386,0.0083704817,-467.019412,0.056994418,13.472980195,0.0115333591,0.0222693796,0.044233563,0.2835312587,0.1480865063,-0.009822715,0.0,0.0322994846,0.3731188376,0.0388868777,1.0,13.506527216,1.028696002,0.0,0.0408163257,0.0473241153,0.0509215378,0.9984484356,5.6230510495,2.2032414e-08,2.4970089e-08,1.0136468223,1.0274798803,0.4098093089,0.0627592306,-1.008520156,0.2781633605
20336,1.0546275575,0.0544277494,-0.922940655,0.0,0.4450527494,2.5362851662,0.078148457,0.0722592074,0.6323894968,0.0980977247,0.1161555422,0.1723545396,17.0,0.0022336509,-0.068441065,2.2481064483,2.1004202567,-1.175340013,0.4283286119,0.024674221,0.0222577788,0.0547540066,0.6499439352,0.0,3.8422948289,0.118657438,3.0308721379,0.1524194685,4.684676705,8.2447388932,0.2722235378,0.0,0.0,0.0,0.0,0.0,0.8833779625,6.0,-0.014570523,-0.397637811,0.9557553247,-1.148191186,0.1659960732,-1139.102488,0.0458258411,9.9331555721,-0.009086479,0.0117349411,0.0161302257,-0.158965305,0.3233249519,0.0102553927,0.0,-0.000230273,0.1639850923,0.1470124945,4.0,9.8990182049,0.6393152851,0.0,0.0823529437,0.0476582779,0.0347339957,1.4793063929,4.9750984521,2.355861e-06,2.0000000357,0.5403766056,0.2920068759,0.2985271538,0.0697608605,-0.271244014,0.5780306238
20670,0.9393589162,-0.067227481,-0.394403726,0.0,0.2514008164,1.7387386069,-0.171618185,-0.081994898,0.4871546118,0.0011893637,-0.12154425,0.281550188,16.0,-0.107793181,0.2743362832,-0.208659152,-0.021728073,0.1786813317,0.6698532681,0.4532548341,-0.170708922,-0.062251718,0.6837307918,0.0,4.1885043263,0.053286576,3.3697981047,0.2927554711,3.9884020619,7.425029988,0.2746668989,0.0,0.0,1.0,0.0,1.0,0.6243398607,6.0,0.4718717741,0.2352637874,3.6524082468,-0.95586143,0.5100720702,-1541.727943,0.041769416,12.062802557,0.0443390464,0.003535903,0.004562547,0.076309745,0.3644761047,0.0613975935,2.0,0.0055172414,4.9812472916,0.0597843975,3.0,13.992735817,9.1150829369,0.0,0.1958762854,0.096307625,0.1164468036,1.0147126273,55.128308066,6.956256e-09,1.4055906e-09,2.3495021244,5.5201602324,-0.277155542,0.1497529721,2.1521739682,0.870668491
64899,0.4537854834,0.064542184,-0.104354314,0.0,1.4162854362,1.5610296943,0.0840866278,0.6714913633,0.4429129328,-0.040830487,1.0646114332,0.1118064662,24.0,0.0799062413,0.692,0.2346288057,-0.591497478,0.0411064687,0.063623622,-0.3489164,0.301268498,0.0484338719,0.4021976752,1.0,2.0606710782,0.0345895178,0.8360014641,0.390802882,54.163248327,5.7494365153,0.088461239,0.0,0.0,0.0,0.0,0.0,1.0450183542,5.0,-0.059967941,0.5690466185,-0.012023883,0.3204693105,0.0805196989,-2924.712924,0.0364592817,12.149541976,0.000743599,0.0102104721,0.0281330406,0.1844168141,0.0154116233,0.3914427774,0.0,0.0,3.4333333333,-0.044200053,3.0,7.5606011628,0.116423897,0.0,0.0342920348,0.0178755298,0.0271731756,2.0101208634,2.9122202049,1.4746953e-06,15.000000115,0.3566927419,0.1272297121,0.5312140584,0.0479703369,0.0547270054,0.0772786827
22905,0.0604732359,0.0442914961,151.34368979,0.0,0.8411206276,0.5376745254,0.1208330608,1.0644720942,0.8965279953,0.0541730896,0.9742679528,0.0507954658,24.0,0.0186688964,0.1794117647,0.5363842636,0.2341058727,-0.009650779,0.4285793012,0.0754120488,0.0690372824,3.8706382082,0.1318764891,0.0,1.0111378884,-0.302895171,0.6918843223,-0.328143446,106.00385356,6.0158005522,0.0998968446,0.0,0.0,1.0,0.0,0.0,6.953497776,5.0,-6.766192909,-0.089505462,-0.043110886,2.6129948058,0.2261133252,-3077.976476,0.0245200929,12.286259381,0.0103775643,0.0096934517,0.1445194134,0.0945461377,0.006491642,-0.03786874,1.0,-0.000165975,0.1188234032,0.0682767078,5.0,12.854678031,1.8005837236,0.0,0.048101265,0.0367741851,0.0427956798,0.9185926394,12.963208459,1.4332867e-08,1.0446463e-08,1.2148365455,1.4758278324,-0.173517229,0.0768655394,-0.438164757,0.2846610696
23115,1.1869415826,0.1334547395,-9.619571761,0.0,1.1951037571,3.3623557749,0.08840149,0.0842901013,0.5524098307,-0.18395319,0.3305747996,0.3452890077,21.0,0.0051606001,0.0056141927,0.0506929467,-0.023345454,0.0408140666,0.1878572584,0.0277783751,0.1310946628,-0.086043368,0.5540170435,0.0,2.1687345288,0.1495391822,1.3576344865,0.1735746607,38.12578263,6.9827112215,0.3553454334,0.0,0.0,1.0,0.0,1.0,0.9141474157,5.0,0.4549465293,-0.033458303,3.8999909131,-0.169237303,0.5738108899,-1421.82688,0.041769416,11.772236998,-0.006631586,0.0082051162,0.013884637,0.0132945046,0.0370232785,-0.040301792,0.0,-0.005765766,5.9433962264,-0.089770682,6.0,9.0490412864,0.0873257911,0.0,0.0416666679,0.0257939745,0.0340072141,1.4331076103,2.1690959818,1.0843486e-06,7.000000124,0.6971425327,0.4860077109,0.4879321995,0.062437565,-0.045783936,0.870668491
47175,0.3337559203,0.0271288796,10.562100878,0.0025561822,0.2393923742,1.7073177822,0.1061121552,0.0239115396,0.7848931513,0.015491227,-0.073539963,0.0614754406,25.0,0.0082757143,0.1585692156,0.1677662394,0.2798669004,-0.013514799,0.1624914102,0.2132029876,0.0349681116,0.107466821,0.5502827685,0.0,2.3284203556,0.0344994362,0.8631279468,0.1339948285,37.623333508,19.578802479,0.2047065366,0.0,0.0,1.0,0.0,0.0,1.442893786,7.0,-0.013862888,0.0120446379,0.8281321488,-0.841647078,-0.1077997,4455.0564907,0.0992606373,15.962272088,0.0103533491,0.0308579044,0.0688014039,0.0810769204,0.0791753673,-0.01040917,1.0,0.0,-0.404268147,-0.088532541,7.0,16.617867284,1.8860174972,0.0,0.0716666654,0.041007223,0.0545882592,0.553433924,7.6165035042,3.963218e-10,8.6841086e-09,0.7403809892,0.5481640092,-0.525118985,0.0625713763,-1.200837872,0.4969434078
23660,0.1369397701,0.0257054469,39.075512908,0.0036895728,0.0760226922,0.2507225224,0.2126547905,0.3360531252,0.700733635,1.1673400046,0.4565979948,0.0248398598,15.0,0.0999798276,0.4135545182,0.42664257,-0.229529601,-0.003435525,0.124692858,0.001102233,0.3025991602,0.2773666214,0.5343734452,0.0,3.1989294992,0.0435982349,1.6586850828,-0.037140999,11.879598695,7.6033260788,0.5503703547,0.0,0.0,0.0,0.0,0.0,1.0218472372,5.0,0.9879563975,0.3726531607,-0.34449525,-0.56918887,-0.012673312,3538.7325532,0.1126507285,15.67530998,0.0074819174,0.0350235086,0.0529178733,0.0176195439,0.0890699326,-0.015589385,0.0,4.66431e-05,0.788764917,-0.02460382,5.0,15.910122046,1.0580935149,0.0,0.0722021684,0.0315072709,0.0389289252,0.4200242993,2.2328776089,8.063192e-10,1.8785882e-08,0.4316148911,0.1862914142,0.156830221,0.0374508105,-0.423973769,-0.108090888
