firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,secured,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,chmom,turn,IPO,indmom,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol
54594,1.2750271579,0.0350328756,-1.648677914,0.0151149907,1.6618014054,2.9513785076,0.0664329324,0.3702873715,0.2376746639,0.0088823732,0.9244233601,0.033869084,2.4556451613,-0.050995436,0.033869084,46,0.0576719871,-0.044247788,0.0182766351,0.1306361857,-0.049702904,0.0999771219,-0.185233174,0.1362378065,-0.003642786,0.5778075517,0,3.7554163404,0.4095132196,1.9472722527,0.9151302072,4.9194725689,9.1195984286,0.0766347821,0.0,0.0,0,0.0,0,0.0,0.3877911469,2.0,-0.510790392,-0.005212385,-0.103156336,2.5569094868,0.1349886373,-0.315441174,0.7260343104,-2293.438446,0.0499936053,13.95555467,0.0064519657,0.0186305637,0.0345286999,-0.107545263,0.0685415145,0.0036873318,3.0,-0.000754148,0.8434501929,-0.036527015,2.0,14.245382534,-1.436794273,1.5515115634,0,0.7152947045,0.0327103771,0.0155654362,0.0292288404,0.452299701,4.0327844687,1.5242887e-09,1.2285288e-08,2.2288144703,4.9676139428,0.0219737088,0.0508553835
14526,0.5123668041,0.0160506834,3.282317757,0.0203815396,0.5431548764,1.2797851646,0.0744775578,-0.100879458,0.287753401,-0.027568733,-0.146777347,-0.117930684,-8.190399067,0.1475121857,0.1179306839,47,-0.032204805,-0.152777778,-0.112916676,0.067154186,0.0278941868,0.1228635319,0.2840362215,-0.021427983,-0.046505463,0.407320748,0,1.611908877,0.1685168127,0.9339698095,0.2935401032,25.561246106,9.4131854685,0.1045967316,0.0,0.0,0,0.0,0,0.0,0.6178397687,6.0,-0.136378138,-0.063158954,-0.459303987,-0.110652884,-13.92697595,1.6165440814,0.0508887502,-2117.192475,0.0553124103,13.771192415,-0.011562537,-0.0390163,-0.077412153,-0.029621393,0.0474337971,-0.011398012,0.0,0.0024064171,1.0192024845,-0.09781187,4.0,13.550381617,-1.005741019,1.1142556411,0,0.5732381023,0.0452870242,0.0181786364,0.0344759299,0.5338394805,5.1315263107,2.6634462e-09,1.4597934e-08,1.9312904893,3.729882954,0.0305935734,0.0474207497
11581,0.2888281758,0.00446799,4.6824012617,0.0019224337,0.3739282291,0.3966211479,0.0393870774,-0.266821077,0.2049624913,-0.011080791,-0.434976522,0.0089460568,1.5684721972,-0.002539928,0.0089460568,34,-0.00822758,-0.510638298,-0.246604089,0.0566821875,0.0002376101,0.1881276217,-0.472112982,0.0347397521,0.192732561,0.3803322504,0,3.2328045337,0.3297336319,2.5772919391,0.1853866653,3.2417165013,5.4619055528,0.040797632,0.0,0.0,1,0.8700725743,0,1.0,0.7041726017,6.0,0.1065864485,0.1165302298,-0.511541436,-0.167662515,-0.261500106,4.4025800928,-0.054764354,-7385.904365,0.0376507894,14.037059368,-0.000916594,0.0042739171,0.0097405598,-0.008579654,0.1424645952,0.1687432832,0.0,-0.00242915,0.2833385682,-0.01763021,0.0,13.689472432,-0.596562349,0.6639354685,0,0.7066697373,0.0232967343,0.0211811481,0.0289755699,0.4599496221,2.5515632278,3.7840667e-09,2.6659176e-08,1.1074106323,1.2263583086,-0.02204042,0.0387011777
15203,0.8971172175,-0.190434794,-122.0579,0.0,0.8055672521,2.0292217347,-0.263138298,-0.028118054,0.1663306973,0.0309158531,0.1778101417,-0.065373526,-0.592962435,-0.077514115,0.0653735256,47,-0.088440367,0.016,-0.020970772,-0.34427493,-0.326555586,0.1418169209,-0.141612123,-0.082338347,-0.159996608,0.4836946764,0,1.6708840227,-0.237870643,0.402757502,0.1017598754,462.48303716,9.2637453493,-0.156240501,0.0,0.0,1,0.9934090077,0,1.0,0.2469899949,2.0,0.0758342094,0.1620359484,0.0150968614,0.4406265269,0.4811560433,0.2769984583,-0.129738541,-8618.597215,0.0376507894,9.7030675744,0.001047619,-0.016752646,-0.0317957,0.0263204995,0.0002129699,-0.016994161,1.0,0.0085629358,-0.303592574,0.0403201533,4.0,9.6910755523,-0.183251273,2.5500661667,0,0.7066697373,0.0494185574,0.0221992223,0.0420538848,1.5907337064,9.1454337497,1.0687183e-06,1.6232855e-08,0.4869102736,0.2370816145,0.2473017104,0.0763355984
16126,0.4858962307,0.0308816627,33.522526117,0.0137530745,0.2908944419,0.6539897964,0.0841295633,-0.072068137,0.2099669315,-0.039773596,-0.150899389,-0.05064163,-1.323294795,0.0717472061,0.0506416304,46,-0.006693803,0.0939442781,-0.209923179,-0.099444313,0.0244140791,0.1830167002,-0.065438569,-0.011932045,-0.017456799,0.330340912,0,2.6657180501,1.1097442455,1.8496267018,1.0376384266,56.542225517,4.5058732537,0.2072740474,0.0,0.0,1,0.0013219741,0,0.0,0.34021527,5.0,-0.102500677,-0.119913041,-0.212581931,-0.137123458,-13.37767564,0.0642798783,-0.024876229,-1796.128355,0.0553124103,14.103565375,0.0004395478,0.0160020755,0.0258941991,-0.038771634,0.0148899785,0.0479442857,0.0,0.0013701311,0.2827661189,0.0034270193,5.0,13.613475017,-0.425023765,0.9129898014,0,0.5732381023,0.0252020266,0.0127364975,0.0188629327,0.4621153226,2.7828383873,2.90217e-09,2.7328608e-08,1.2608033533,1.5896250957,0.0135407763,0.0365449554
17137,1.0123307951,-0.066756307,-2.087884561,0.0291150001,1.5663741928,2.4718154628,-0.037423865,0.4597484824,0.8117316856,-0.017101621,1.518322073,-0.138861738,-4.519335956,0.234937872,0.1388617383,46,-0.033659878,-0.189432485,-0.146485079,-0.649257892,-0.037281261,0.0648590126,-0.551876778,0.3529949305,-0.115520233,0.5667992642,0,1.3574101765,-0.282811173,0.8937324176,-0.083608542,6.0752432535,11.76806246,0.0179031951,0.0,0.0,1,0.0163571516,0,0.0,1.2525829742,2.0,0.074676772,-0.126405622,-0.161573207,0.3128441506,-1.212431516,1.5848004,0.1602693188,-1612.993242,0.1460543126,12.082102065,0.0022300679,0.0091864593,0.0234006201,-0.049961403,0.1534327234,0.1382645759,0.0,0.008045433,0.920081039,0.059366636,3.0,12.90685668,-1.067073277,1.9161199945,0,0.5161451555,0.0791172907,0.0304590549,0.045961983,0.3434995758,2.4414421486,1.6689721e-08,1.4051294e-08,1.4773719967,2.1826280168,0.0291868792,0.0718836471
20670,0.2416342664,-0.053765117,1.6794674713,0.0,0.8607704551,0.7841951241,-0.004481383,-0.125049162,0.2844384385,0.0264261989,-0.053553366,-0.107016921,-2.351089474,0.072641484,0.1070169211,38,-0.028216134,-0.089814815,-0.157112538,-0.0333042,0.0224672989,0.3974780504,-0.049343147,-0.053395992,-0.310573598,0.4206024043,0,1.9981164623,0.0204114807,1.7774721432,0.0737509379,3.2611916638,4.8730675089,0.0024260486,0.0,0.0,0,0.0,1,1.0,0.9102371682,5.0,0.3157276581,0.0621391984,-0.127396492,-0.161828031,-0.539125089,0.2331027149,0.0549275058,-15973.39646,0.0642905452,12.785563588,-0.022551358,-0.00729025,-0.032431181,-0.013359324,0.2181256555,-0.023497207,2.0,0.0071620412,1.187910023,0.2463222421,3.0,12.515727502,-0.591989731,0.9137171841,0,0.7149399034,0.0507462919,0.0211784094,0.0327814613,0.521312979,4.208431662,9.2008556e-09,1.8813913e-08,1.6681921613,2.7828650872,0.0212162081,0.057723091
64899,0.3283628401,0.0482442664,54.697454885,0.0138961838,0.3181441346,0.2080177831,0.1055483773,-0.007993207,0.1783429467,0.0118768574,-0.112681747,-0.029708973,-0.404654655,0.0677665334,0.0297089733,46,-0.003031528,0.0333333333,0.0325283155,0.1367909883,0.0267977715,0.0474640845,-0.149799222,0.0248360368,0.1209301175,0.1961033359,1,2.3989441336,0.5917680457,1.3816090143,0.5133872159,18.703647416,7.9144694534,0.1639274066,0.0,0.0,1,0.0010014516,0,0.0,0.3672744358,8.0,0.1271470597,0.0964776996,-11.04676863,0.1756294702,-1.421529951,-1.545477392,0.0263629473,25057.345625,0.0426379215,15.409488802,0.0005416642,0.0138578243,0.0287633056,0.0012097286,0.0169933001,0.4227424284,0.0,0.0014009526,0.9821069112,-0.062427733,6.0,7.5554133237,-0.280766226,0.0005167514,0,0.2593219776,0.0265063215,0.0126733964,0.008024233,0.5938615116,0.0073251089,1.9051837e-07,2.1510527e-07,1.1371313836,1.2930677836,0.0499436531,0.0342905348
23660,0.1261642291,0.0341756972,141.91894472,0.0104495677,0.1729407815,0.2763007389,0.158871779,0.0313612478,0.4636694528,0.0012683475,0.0001673455,-0.05495935,-0.473690036,0.0503643844,0.0549593497,37,0.0080212904,-0.111111111,0.0279756998,0.0794428504,0.0073132359,0.1509278121,-0.03443549,0.0459950983,0.0774234436,0.2932273402,0,2.6092544581,0.3158201825,1.2769954643,0.2886220902,48.727802919,8.140363455,0.2508314706,0.0,0.0,0,0.0,0,0.0,1.1132436214,5.0,0.035300121,0.0497058918,-11.07020097,-0.147097363,-0.048869331,-1.133743415,0.0009269327,20354.311744,0.260679618,17.488344205,-0.001381552,0.0305607982,0.0718140279,-0.000986018,0.0663205989,0.0134012146,0.0,0.0004624776,0.1994814127,-0.04142737,6.0,17.200983652,0.0823359694,0.8739459229,0,0.41326642,0.0174730401,0.0125304201,0.0180333663,0.4411652372,2.2604519402,6.074189e-11,2.4413229e-08,0.9824504183,0.9652088244,-0.003709495,0.0327656839
82542,0.3287775126,0.0370883428,5.8598965357,0.0081859946,0.0478173271,0.2835748394,0.193132926,0.1261884352,0.3738635183,0.0040421232,0.1986064614,-0.065904294,-0.631700676,0.0605170741,0.0659042941,45,-0.010067227,-0.14738292,-0.071757342,-0.011054548,0.0442477346,0.4532926297,-0.227450476,0.014046914,0.1163785316,0.4767254159,0,7.6835328177,0.2830474054,5.9958518775,0.4620215166,2.6361892841,7.0441537424,1.2317062603,0.0,0.0,1,1.0,0,0.0,0.4236008952,5.0,1.431440042,-0.086784845,-0.325387479,0.0849255739,5.4946932925,-0.4795377,0.147264437,-4825.487391,0.0232852488,13.780106531,0.0023538859,0.0253824247,0.0298782196,0.0028161105,0.2336715282,-1.4388e-05,0.0,0.0012699528,-0.540709523,-0.028532643,5.0,12.530857204,-0.351580257,0.345715596,0,0.3706234432,0.0299961735,0.0201341051,0.022537573,0.6161585718,1.7484396748,9.72022e-09,4.9779535e-08,1.0178172658,1.0359519866,0.0984670793,0.0379129782
