firms,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41
54594.0,0.0016927471,0.0089726324,0.0186467822,0.0746214432,0.0544785858,-0.010983906,1.0,0.0007183674,2.4851282051,0.1115413387,0.0352112676056337,0.0068493150684931,0.1052631578947369,0.0888888888888888,0.0279720279720279,0.2049180327868851,0.3363636363636364,0.5154639175257731,0.3363636363636364,0.3611111111111111,0.3738317757009346,0.3999999999999999,0.5,0.4134615384615385,0.3611111111111111,0.3243243243243243,0.3611111111111111,0.2782608695652173,0.1759999999999999,0.185483870967742,0.1574803149606298,0.1136363636363635,0.2672413793103447,0.3363636363636364,0.3243243243243243,0.4271844660194175,0.3867924528301887,0.3867924528301887,0.3611111111111111,0.3611111111111111,0.4411764705882353,0.5638297872340425,0.4848484848484848,0.5473684210526315,0.5638297872340425,0.5473684210526315,0.5473684210526315,0.5638297872340425,0.53125,0.47,0.3867924528301887
10154.0,-0.008451319,-0.010612342,-0.017449446,-0.058280945,0.0074881793,-0.012405318,0.0,-0.015197106,-0.27022173,-0.01594533,0.0325581395348837,0.0571428571428571,0.0277777777777776,0.0673076923076922,0.2265193370165745,0.2197802197802199,0.5416666666666667,0.5633802816901408,0.7076923076923076,1.6746987951807228,2.0,2.083333333333333,2.1714285714285717,2.083333333333333,2.1714285714285717,2.083333333333333,1.8461538461538465,2.7,2.5806451612903225,2.264705882352941,2.3134328358208958,2.264705882352941,2.46875,2.1714285714285717,2.46875,3.1111111111111107,3.1886792452830197,3.8260869565217392,4.285714285714286,3.4400000000000004,3.269230769230769,3.269230769230769,3.269230769230769,3.625,2.9642857142857144,3.4400000000000004,2.827586206896552,3.8260869565217392,3.625,2.9642857142857144,2.9642857142857144
11624.0,0.0088598968,0.0483714931,0.0537730776,0.012688417,0.2917519862,-0.007482492,1.0,0.0027467006,0.6197492693,-0.060230907,0.25,0.1979166666666667,0.1274509803921568,0.4197530864197532,0.6911764705882353,1.6744186046511629,1.6436781609195403,1.987012987012987,2.833333333333333,2.484848484848485,3.2592592592592595,2.59375,2.7096774193548385,2.9655172413793105,2.3823529411764706,2.7096774193548385,2.2857142857142856,2.2857142857142856,2.1944444444444446,2.1944444444444446,1.5,1.6136363636363638,1.804878048780488,1.5,1.1698113207547172,0.9658119658119656,1.9113924050632911,1.948717948717949,1.948717948717949,2.2857142857142856,2.59375,2.108108108108108,2.59375,2.3823529411764706,1.987012987012987,2.59375,3.1071428571428568,39.0,50.11111111111112,50.11111111111112,50.11111111111112
11790.0,0.0011657389,0.0059353986,0.0085802191,0.0120074803,0.097242632,-0.02139477,0.0,0.0014700382,-0.735708578,0.0217198562,0.25,0.2367491166077737,0.2152777777777776,0.232394366197183,0.232394366197183,0.3157894736842106,0.3461538461538462,0.3888888888888888,0.3059701492537314,0.3671875,0.2681159420289856,0.2681159420289856,0.286764705882353,0.3257575757575757,0.2589928057553956,0.3257575757575757,0.3257575757575757,0.2152777777777776,0.1437908496732025,0.1824324324324324,0.0294117647058822,0.0174418604651163,0.0670731707317073,0.1666666666666667,0.1513157894736843,0.1513157894736843,0.1513157894736843,0.1666666666666667,0.1824324324324324,0.1513157894736843,0.1666666666666667,0.1666666666666667,0.1217948717948718,0.0670731707317073,0.0416666666666667,0.09375,0.0542168674698795,0.0802469135802468,0.0355029585798816,-0.0056818181818182,-0.0112994350282485
12045.0,0.0,0.1753412969,0.3848314607,-0.120580253,0.0,0.030200976,2.0,0.0548577812,0.5417402315,0.2075757608,93.0,46.0,93.0,46.0,30.33333333333333,30.33333333333333,22.5,22.5,46.0,30.33333333333333,30.33333333333333,22.5,17.8,30.33333333333333,22.5,22.5,17.8,22.5,22.5,17.8,14.666666666666666,14.666666666666666,22.5,14.666666666666666,14.666666666666666,17.8,14.666666666666666,14.666666666666666,12.428571428571429,12.428571428571429,22.5,22.5,22.5,17.8,14.666666666666666,22.5,22.5,22.5,22.5,12.428571428571429,10.75
12117.0,-4.3672e-05,-0.034922492,-0.059108911,-0.203011798,0.0669565217,0.0169222187,0.0,-0.051330417,-0.084160366,-0.210526317,-0.1363636363636363,-0.0952380952380952,0.2063430788922977,0.0,-0.0256410256410256,0.2258064516129032,0.4074074074074074,0.2666666666666666,0.3103448275862068,-0.1363636363636363,0.0,0.0,-0.2692307692307693,-0.3214285714285714,-0.3214285714285714,-0.2962962962962963,-0.3870967741935484,-0.3666666666666667,-0.40625,-0.4722222222222222,-0.5128205128205128,-0.40625,-0.3448275862068966,-0.3448275862068966,-0.3666666666666667,-0.3666666666666667,-0.5,-0.5681818181818181,-0.5476190476190477,-0.6041666666666667,-0.5,-0.5476190476190477,-0.62,-0.62,-0.5128205128205128,-0.1363636363636363,-0.1363636363636363,0.0555555555555555,0.1875,-0.2083333333333333,-0.24
12320.0,0.0012519642,0.0176790907,0.032647639,0.059441251,0.0826238113,0.0033941025,0.0,0.0,-0.286745001,-0.026316929,0.0882352941176469,-0.0389610389610389,-0.0263157894736841,-0.0133333333333333,-0.0263157894736841,-0.0632911392405063,-0.0749999999999999,-0.0749999999999999,-0.0198675496688741,-0.0691823899371069,-0.1242603550295857,-0.0864197530864198,-0.0807453416149068,-0.1999999999999999,-0.1294117647058823,-0.1137724550898203,-0.1542857142857142,-0.1345029239766082,-0.1956521739130434,-0.26,-0.2562814070351759,-0.233160621761658,-0.1242603550295857,-0.0749999999999999,0.0206896551724138,-0.0133333333333333,-0.0067114093959731,0.034965034965035,-0.0067114093959731,-0.1731843575418994,-0.0573248407643312,-0.0451612903225806,-0.0573248407643312,-0.0263157894736841,0.1746031746031746,0.1297709923664123,0.2131147540983606,0.3703703703703704,0.2649572649572649,0.1746031746031746,0.0882352941176469
13056.0,-0.012817539,0.0094796083,0.014619817,0.0179786374,0.0256790432,-0.077520086,1.0,-0.002568807,0.9189278915,0.0009429948,-0.1349206349206348,-0.1065573770491803,-0.113821138211382,-0.0991735537190082,-0.0723404255319148,-0.0353982300884956,0.0,-0.0878661087866108,-0.0723404255319148,-0.0135746606334841,0.0092592592592593,-0.018018018018018,-0.0045662100456621,-0.0562770562770562,-0.0916666666666666,-0.0683760683760683,-0.0916666666666666,-0.031111111111111,-0.0683760683760683,0.0331753554502369,-0.022421524663677,-0.1028806584362139,-0.1985294117647058,-0.1209677419354838,-0.0643776824034334,-0.128,-0.5448851774530271,-0.5331905781584583,-0.5240174672489083,-0.516629711751663,-0.4953703703703703,-0.4772182254196643,-0.4322916666666666,-0.4217506631299734,-0.4536340852130326,-0.4381443298969072,-0.44529262086514,-0.3961218836565097,-0.3806818181818182,-0.3876404494382022,-0.3644314868804664
13283.0,0.0136707232,0.0949990058,0.1119114547,0.0104422218,0.5362195812,0.0446996506,1.0,0.0047975509,11.02259887,0.0551661057,0.0144927536231884,-0.0829694323144104,-0.1101694915254237,-0.0869565217391304,-0.1101694915254237,0.1111111111111111,0.1413043478260869,0.2352941176470588,0.2962962962962963,0.4482758620689655,0.5671641791044777,0.4788732394366197,0.4685314685314685,0.3725490196078431,0.4093959731543624,0.4383561643835616,0.4285714285714286,0.5217391304347827,0.5328467153284671,0.627906976744186,0.5441176470588236,0.627906976744186,0.5441176470588236,0.5671641791044777,0.5,0.7073170731707317,0.8584070796460177,0.1666666666666667,0.320754716981132,0.2727272727272727,0.2574850299401197,0.4093959731543624,0.4285714285714286,0.3461538461538462,0.25,0.5,0.721311475409836,0.6030534351145038,0.6030534351145038,0.7647058823529411,0.6153846153846154
13646.0,-0.000199847,0.0049207287,0.0123492616,0.0021751965,0.1009750784,0.1823990647,1.0,-0.001429415,0.3802768198,0.0,0.0,0.0408163265306122,0.02,-0.0892857142857143,-0.1206896551724138,-0.1130434782608695,-0.1206896551724138,-0.1206896551724138,-0.0192307692307692,0.1208791208791209,0.2749999999999999,0.02,-0.0192307692307692,0.0408163265306122,-0.0377358490566037,-0.0555555555555555,-0.0892857142857143,-0.0727272727272727,0.0,-0.0555555555555555,0.0408163265306122,0.02,0.0625,0.02,-0.0192307692307692,-0.0555555555555555,-0.1206896551724138,-0.0192307692307692,-0.0555555555555555,0.02,0.1333333333333333,0.108695652173913,0.0625,0.0625,0.0851063829787233,0.1590909090909091,0.0408163265306122,-0.0192307692307692,-0.0727272727272727,-0.0555555555555555,-0.0192307692307692
