firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,cash,nincr,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
30680,0.5834114736,0.1049599512,0.8110597595,0.0146854699,0.5957883406,1.7108625858,0.1474726217,0.1364478476,0.3119928618,0.011457713,0.0689896297,0.0422895787,0.4466132997,0.0580834411,0.0422895787,47,0.0710962881,-0.018411968,0.2288463807,-0.026456051,-0.082150491,0.0998692148,0.0157983318,0.0997033609,0.2147341654,0.5815879729,0,2.7913343866,-0.060441976,1.8373183147,-0.138114974,13.520497443,6.0870855117,0.2559496212,0.0,0.0,1,0,0.0,0.6451224618,5.0,-0.030338539,-0.100990619,-0.061502691,-0.203602889,-0.687326903,0.2266813214,-0.053751551,-671.3514146,0.0808307708,15.569156619,0.0123921819,0.056761721,0.10887109,0.0879022272,0.0,1.0499203648,-0.016863476,4.0,16.271765515,1.7815208406,0,0.0534535944,0.0247853219,0.0338084701,0.4507055602,2.4741178659,4.575779e-10,1.4517911e-08,0.9831483568,0.9665806914,-0.021299788,0.046537803,-0.047009469,0.0411561573,-0.0309756097560975,-0.045410860163383,0.0306095979247729,0.1880980861244019,0.0947919537062551,0.2857605177993527,0.2346177750155376,0.304333552199606,0.2179644389944819,0.2112804878048779,0.2932942708333332,0.2624721957419764,0.3596851471594797,0.2882619974059661,0.5797216699801193,1.0177755205688164,0.9342745861733204,0.9954796584630836,0.9239709443099272,0.9884884884884884,0.903689506468615,0.9211798839458412,0.9475490196078432,1.3152680652680653,1.4924717691342533,1.5161494616846105,1.1757940854326394,0.9333333333333332,0.7840143691064212,0.8600187265917603,1.0553543714433524,1.2859608745684694,1.5354179961710273,1.2689891490576808,1.225770308123249,1.9760299625468165,1.2978600347021398,1.326112412177986,1.4006042296072505,1.276790830945559,1.4800249687890137,1.061754021795537,1.0844700944386148,0.9361598440545807,0.8393518518518517,0.7784243509400177,0.8820464234959733,0.6806260575296106
56274,0.5565625994,0.0562535021,19.679942137,0.0379878975,0.8596297672,0.7306178511,0.0644961463,0.0107904269,0.1462046532,-0.000462227,0.0006413943,-0.012955208,-0.325489755,0.0745634407,0.012955208,47,0.0092178702,-0.032258065,0.0314000376,-0.061180892,-0.130983833,0.1284956358,-0.072988668,0.0204094505,0.0275848359,0.1483171192,0,0.8621405024,0.0548865435,0.3109014437,0.0617729089,138.48619448,13.299400507,0.0931271212,0.0,0.0,1,0,0.0,0.3332280923,6.0,0.0350529206,-0.016833016,-0.104761178,0.4856007327,-0.829370713,-1.315529472,0.0688574764,194.58178405,0.0431411127,16.717047787,0.004591,0.0070624419,0.0181090876,0.003712932,0.0,1.0274631513,-0.051038983,4.0,17.222155655,1.5608079206,0,0.0289067589,0.0129542344,0.0210877945,0.3617500036,2.3086819418,7.899917e-11,1.3565442e-08,0.2732148908,0.0746463765,0.5208900622,0.0347857544,0.0799792164,0.0431321539,-0.058402519324363,-0.02025618111409,-0.0594795539033456,-0.0537974683544303,-0.0368960468521228,0.0765957446808509,0.0214285714285713,-0.0289341600236195,-0.0069444444444443,-0.0179157957599284,-0.0959318306761957,-0.136745406824147,-0.1132380695605285,-0.1252659574468085,-0.0306513409961685,-0.049421965317919,-0.0929398786541643,-0.100382932166302,-0.0626959247648903,-0.0789694763371604,-0.1425964546402502,-0.121762349799733,-0.0648279783906738,-0.054613394653636,-0.0164473684210525,0.1209952283571915,0.2322967403521918,-0.0009113001215067,-0.0394275700934579,0.1392448908901973,0.2158964879852125,0.0720338983050847,0.1597320169252469,0.1392448908901973,0.2401960784313725,0.2286141202838998,0.0685510071474984,0.1856524873828406,0.407359863072315,0.5198706099815158,0.5397940074906367,0.0170068027210883,-0.0761235955056179,-0.0317927583161612,-0.1050340136054421,-0.1040588395532552,-0.079485026588301,-0.1125202374527792
31668,0.681594656,0.1210735979,-51.32365651,0.0505019883,0.9206811253,2.0729718023,0.0760223778,0.2372848927,1.0746117969,0.043129268,0.300014406,0.2838815749,3.545202841,-0.308156865,0.2963000226,44,0.1924583876,-0.224299065,-0.304962494,-0.392204801,-0.010791347,0.0686571982,0.2606773348,0.2578361527,0.161574764,0.5337495497,0,1.900496771,0.2393549315,0.2664453832,-0.267623414,393.98614958,39.084638637,0.1867215462,0.0,0.0,1,0,0.0,2.4625434675,2.0,-0.010089087,-0.60721529,-0.433577961,0.1751412117,-0.608508395,0.3879983532,-0.236182745,-3775.966083,0.130812276,10.161275986,-0.012192287,0.0019648153,0.0046188389,0.0131783018,0.0,1.3311743956,-0.030144537,2.0,8.6882009883,0.33406256,0,0.158730194,0.0508698157,0.0662863696,1.0598260122,2.3242741053,1.1400015e-06,5.4445785e-08,0.8696104709,0.7562223711,0.1374497335,0.0687304415,0.1624195462,0.0784909453,-0.3114503816793893,-0.4180645161290323,-0.4276649746192893,-0.3620933521923621,-0.501657458563536,-0.5079105291871249,-0.5383828045035823,-0.5331262939958592,-0.5340909090909092,-0.5725118483412323,-0.6365834004834812,-0.6868055555555556,-0.7463442069741283,-0.735483870967742,-0.7110826393337604,-0.6671586715867159,-0.7063802083333333,-0.7132867132867133,-0.7288033674082983,-0.731067382230173,-0.7056135770234987,-0.6619190404797601,-0.5336091003102379,-0.4533333333333333,-0.098,-0.0301075268817205,-0.1259689922480621,-0.2087719298245615,-0.2702265372168284,-0.2594417077175698,-0.3268656716417911,-0.2702265372168284,-0.2329931972789115,-0.3218045112781955,-0.3547925608011445,-0.383879781420765,-0.4988888888888889,-0.4042272126816381,-0.4397515527950311,-0.4341279799247177,-0.4712778429073857,-0.5374358974358975,-0.6318367346938776,-0.6061135371179039,-0.6241666666666668,-0.7739348370927318,-0.7594666666666667,-0.8004424778761062
47511,0.6270380827,0.0598154065,1.4709366166,0.0524638614,0.134212134,0.8255813953,0.1640775602,0.0122287232,0.3713075074,-0.005780347,0.0186406429,-0.059179087,-0.748602581,0.1045933741,0.0591790866,48,0.0153621228,-0.047232824,0.1174418182,0.0875930415,-0.00663174,0.2714341472,0.122199689,-0.007316377,0.0108667805,0.4652284191,0,4.4374563055,0.0504323407,3.4012100027,0.0351765509,4.6727332196,10.250986623,0.7412080579,0.0,0.0,0,0,0.0,0.4501462324,7.0,-0.045944844,0.0701042097,-0.033325519,-0.01370983,-0.336028179,-1.825196298,-0.028278009,-3297.815041,0.0985382656,13.304968674,0.0037579685,0.0315228118,0.0382699998,0.2415746405,1.0,1.6829251743,0.1046315152,6.0,13.088118681,0.8047943438,0,0.0328160413,0.015285763,0.0200436895,0.3775556105,1.3715387142,5.2143578e-09,3.0459458e-08,0.6683725054,0.446721806,0.0449511414,0.027847649,0.3280057403,-0.187927909,0.0521739130434781,-0.0173253925284244,-0.0335463258785944,-0.0412044374009509,-0.0706605222734256,-0.0457413249211356,-0.0417106652587118,-0.0371352785145889,-0.0649149922720248,-0.0819423368740516,-0.1565985130111524,-0.1340648854961833,-0.1244573082489146,-0.1498829039812648,-0.0842583249243189,-0.0027472527472527,0.0168067226890755,0.1087354917532068,0.1909448818897636,0.0407110091743116,-0.0098199672667758,0.0491329479768785,0.0005512679162071,0.0196629213483143,-0.0247178936055884,-0.0335463258785944,-0.0970149253731345,-0.1299137104506232,-0.1616628175519631,-0.120639534883721,-0.0735068912710567,-0.1019297377535874,-0.0974639482844356,-0.1072306935563207,-0.1154970760233918,-0.0199784017278618,-0.1005946481665015,-0.1257225433526012,-0.1438679245283018,-0.0851814516129032,-0.0571428571428571,-0.0706605222734256,-0.0625,-0.1124694376528118,-0.1674311926605505,-0.1655172413793104,-0.1081081081081082,-0.0054794520547946
60628,0.4279048077,0.0656467298,1.0086492852,0.01360634,1.0475852294,1.6044843169,0.0915205381,0.0388634524,0.2915906592,-0.027866329,0.0417342046,-0.071173365,-1.569785677,0.168698026,0.0711733651,45,0.0005925189,-0.054766031,0.1137817268,0.1184750935,-0.003881511,0.0725723896,-0.021621634,0.0782584534,0.0319016882,0.5303828058,0,1.4267199103,-0.053012926,1.3820933165,-0.05569976,13.558358707,7.3492612386,0.1302981682,0.0,0.0,1,0,0.0,0.9676431645,5.0,-0.218643738,-0.036122942,-0.143042964,0.7436522759,-0.739184731,-0.122406221,0.1176888552,52475.529933,0.1173033624,17.674497461,-0.007477923,0.0066343273,0.0227513659,0.08020327,0.0,1.3894907751,0.060882004,7.0,18.745876413,3.4296168338,0,0.05789157,0.0218725973,0.0271052888,0.5864975729,5.6597276974,3.976962e-11,9.6351532e-09,0.8514869483,0.7250300231,0.1051409038,0.0447118476,-0.159048824,-0.164645557,0.1300190635997251,-0.0294308310644365,0.0103927655554056,-0.0865533230293663,-0.1316888674725925,-0.0251334809219949,-0.0464908928798878,0.0241233537381255,-0.1547291956791748,-0.1977853474625702,-0.2472094407940683,-0.2866173247355548,-0.2264131445695979,-0.2093367409753294,-0.1175638506876227,-0.0457210843885441,-0.1349664894846313,-0.2163444488919131,-0.1344664123020003,-0.1071087786259541,0.021561135371179,0.3336105304994377,0.6016260162601628,0.7201286764705883,0.7715547842549502,0.8520534388916379,0.590847913862719,0.552682522123894,0.4852191333100235,0.4031865042174321,0.4711122756452248,0.5427628259419643,0.4159258558728957,0.3169530287925879,0.3678055910835009,0.455665024630542,0.1853688807469184,0.2379692409459237,0.2407734806629835,0.2647405944280794,0.3920535548255128,-0.019301310043668,0.0192429881092857,-0.0673200326973724,-0.0794015167042425,-0.0865904746410705,-0.0109222232009159,-0.0985067437379575
37875,0.4135380418,0.0417982471,19.580430518,0.0091157281,0.693344898,0.8489584409,0.0563925384,0.0589158878,0.246855603,0.0167800104,0.0084102933,-0.012494895,-0.321723991,0.0552457459,0.0124948955,47,0.030125731,0.0112009956,0.1748082353,-0.031227575,-0.066865042,0.1966376006,-0.009582059,0.0501141525,0.1559724351,0.270607168,0,1.6572843862,-0.138458361,1.0487426206,-0.201835264,53.054591655,5.093914865,0.1142409282,0.0,0.0,1,0,0.0,0.6642091158,6.0,-10.44989115,0.0719128747,-0.307373434,0.0584178051,-2.011954922,0.7038692892,0.197822299,-1964.294122,0.02204135,15.269829599,0.0016304474,0.0101699064,0.0286904203,0.0147493366,1.0,0.9927781839,-0.016635224,5.0,15.182260579,1.1902100176,0,0.0412600935,0.0178582738,0.0244254457,0.3263381909,1.7209579031,6.681798e-10,1.7524867e-08,1.1106278968,1.2334943251,0.0242090772,0.0338445847,0.1595622953,-0.262854063,0.0656671664167916,0.0758286665657637,0.0396372678075178,-0.0096140448655426,-0.1224691358024692,-0.0284308365226899,0.0080839597220252,0.100991325898389,0.0519461299393222,0.099969049829774,0.1174343656657757,0.0283564814814814,0.0637533672553127,0.1298680654903832,0.267701087925807,0.3967380624877186,0.3700848111025443,0.3583030766290846,0.570828729281768,0.5526430755788554,0.4756072244135352,0.5677106307895896,0.5937219730941703,0.8894205209994686,0.9320467518347376,1.5449337629788755,0.8118786642875351,0.538195195845055,0.3783207291060693,0.4250200481154771,0.4565573770491804,0.5266323024054982,0.6681530157240085,0.4867182597782888,0.5318965517241379,0.8026883083946235,0.451500918929957,0.4613486842105263,0.4080824088748018,0.4391577242356752,0.6658073588000937,0.4734660033167495,0.598740440845704,0.3756531836655699,0.2472363572556588,0.2540578687367678,0.3241430700447094,0.3788554801163919
17144,0.2520105758,0.0647165951,24.56807251,0.0297491237,0.4853111162,0.4540129823,0.1032129571,-0.0236104,0.2191043876,-0.014480829,-0.054123687,-0.019347868,-0.22487349,0.0792696417,0.0193478675,48,0.0014873196,-0.071428571,0.0477630055,-0.032618241,-0.05807594,0.1528708519,0.0132238368,-0.007845009,0.1131947964,0.1684973384,0,0.6346463173,-0.088390037,0.4018129902,-0.155743311,23.184570312,9.6852626211,0.1569510055,0.0,0.0,1,0,0.0,0.6957995438,6.0,0.0876467319,-0.006185024,-0.143931685,0.1810487091,-0.675030666,-1.486026514,0.0735636773,26238.507604,0.0431411127,17.740027639,0.0008667824,0.0264193836,0.0838488113,0.0263492237,2.0,1.2229765581,0.06226853,7.0,17.881770219,1.4473808438,0,0.0296958815,0.0128191132,0.0197337399,0.5307163661,5.2971154917,2.825385e-11,1.3988215e-08,0.114923589,0.0013530686,1.0689500849,0.0289952945,0.0907281673,0.0431321539,-0.0124416796267498,0.0314530419373892,0.0358890701468186,0.0170355270821198,0.0366577619471653,0.1308078355188602,0.1302588996763753,0.1676696756937479,0.2082684656633799,0.1867142371729526,0.1463975053339896,0.1111994909322302,0.1477160696680906,0.1391063274624917,0.2697691328849299,0.2022375215146299,0.1879251700680271,0.1484708977310094,0.1814952638700946,0.1324578469520103,0.0922595777951522,0.1039987355776828,0.1330089213300891,0.1080266497461928,0.1663048923025545,0.323668751184385,0.4255102040816325,0.3376101110685561,0.3041448842419714,0.3100150037509377,0.3733779001179709,0.2672351233671988,0.2983271375464684,0.3151948785539444,0.3299695354150798,0.4128236245954693,0.3571012240139886,0.3497584541062801,0.4820708678124334,0.5717821782178216,0.7937853107344632,0.6509099503663434,0.5947488584474885,0.6274464119291703,0.5181482286459465,0.5165002171081197,0.578174423859015,0.6516907070229367
41452,0.2711651977,0.0457132724,87.671789341,0.0,0.3056442298,0.4542144081,0.1100097847,0.2473894273,0.4333643474,-0.02482996,0.4608457234,0.0326093944,0.3706628412,0.028769061,0.0326093944,44,0.0300302402,0.2131147541,0.0593463214,-0.13050436,-0.009230809,0.1473613642,-0.339464152,0.0755811385,0.0709986791,0.2832575504,0,1.7954172128,0.1358634159,0.8695813768,0.0904961841,66.605404272,4.8015130018,0.2060055082,0.0,0.0,0,0,0.0,0.7811137639,3.0,-0.960957985,-0.130794563,-0.511777651,0.1280801101,-2.750429468,-0.254541796,0.1472338534,-13947.58576,0.0740556467,14.675854922,2.89597e-05,0.0087109711,0.0185295542,0.015664765,0.0,2.3683710842,-0.089951138,6.0,16.085553401,3.2697790746,0,0.1364175528,0.0451814265,0.0501505609,0.5479254118,8.4781288437,8.930297e-10,5.617673e-09,0.9116319375,0.8310727895,0.052241969,0.045831154,-0.237918629,-0.218824228,-0.1366835642479867,-0.0543811274509804,-0.099576992269169,-0.115320307648211,-0.2424837403362375,-0.2299792099792099,-0.1767503889753278,-0.1757610457433258,-0.2257619465696726,-0.1710013877075965,-0.1881904260915308,-0.1201539338654503,-0.1231949659961666,-0.1209057248647108,-0.1458025830258302,-0.2418014329580348,-0.1665241460011701,-0.0831724796686728,-0.0232595451867329,-0.0430446465481604,-0.1045837392619795,-0.0162549800796812,-0.0178722952906237,0.0179749340369392,0.1272826880934989,0.2857737971255989,0.1250910616591092,-0.0204178788680243,0.0300350981720396,0.1472556064923802,0.2365786082117127,0.1746162628440948,0.2063709990470328,0.2489209603452926,0.4181024580748909,0.3860489484320033,0.2860416666666667,0.5970162124870646,0.6518597805726518,0.5959152016546017,0.411724455841169,0.2947633363630006,0.4920238478891394,0.4147441875282036,0.5568726355611602,0.6166739415102576,0.881056373793804,1.062249443207127
52708,0.6617728984,0.1408372185,0.844859107,0.009848058,0.3882144557,0.8625086244,0.1443336542,0.1093229213,0.2478452023,-0.042420986,0.0317444331,0.0600965539,0.4282820453,0.0805191665,0.0600965539,47,0.0677983791,0.1324907846,0.2064054487,-0.120816639,0.2024193859,0.1734615214,-0.042512248,0.0712354231,0.1567986429,0.4685846152,0,14.07280642,-0.354307651,2.4089859484,-0.366305603,9.1791562221,20.225189537,0.3755989453,0.0,0.0,0,0,0.0,0.3970134021,6.0,4.9913845736,0.0277663268,-0.015771901,-0.101108913,-0.317556738,-0.046477721,0.1629028139,25850.566628,0.1027605208,16.92350783,0.00551394,0.0404702253,0.0638692351,0.0452807046,1.0,1.0690336157,0.04639915,3.0,17.449390785,1.9783462275,0,0.1256844848,0.0314292658,0.0331586331,0.4909483741,3.97972757,9.349054e-11,1.1556922e-08,1.4471724306,2.094308044,0.0409440631,0.0471039682,0.3337291313,-0.292521724,0.0491567525166689,-0.0113342367869903,-0.1071428571428571,-0.1650192487774425,-0.309142561983471,-0.2360780580675868,-0.1969378564995497,-0.1433603757472247,-0.2521666200726866,-0.2368045649072754,-0.1922496225465525,-0.1894758105241895,-0.2253861003861003,-0.2072508149757976,-0.0327829335904543,-0.0348767288033674,0.0527351436442344,0.0578697600843658,0.1426740709098675,-0.0175073457394712,0.0725741780272655,0.1091914305459571,0.3023369036027263,0.3273238504796558,0.602756141402037,1.100785340314136,0.329963539940338,0.2093128390596745,0.4384298261337158,0.3453478625314334,0.3464765100671141,0.4368845120859443,0.5735294117647058,0.6869875972251418,0.6560049525381757,0.6159887233185664,0.542379396502018,0.6347524954165817,0.6725719049604002,0.6923239139603543,1.049808429118774,0.8780716124502692,0.8671475104699862,0.7187834654101521,0.5531256047996902,0.5352974937822843,0.5285714285714285,0.5510243525318901
20415,1.1531296717,0.1829438879,-2.137526164,0.0268960574,5.4275131488,0.98772023,0.0829153839,0.1371608441,0.0889330678,-0.024864765,0.1411416882,0.0017852678,0.0605213241,0.1718718816,0.0017852678,47,0.030022129,0.1235591507,0.2995937279,0.2475296758,0.0845465409,0.1814788802,0.0082891738,0.0323451112,0.1222751046,0.6787561217,0,3.5494452423,-0.069399141,2.2352776851,-0.039240662,0.4641055172,0.6344374138,0.0394772035,0.0,0.0,1,0,0.0,0.4023163598,6.0,-10.4839235,-0.039489577,0.022112118,66.527904173,-7.366152341,-0.035614404,0.4614225135,-5154.127358,0.058065833,15.978756625,-0.001226945,0.0019335753,0.0109356306,0.2496707176,0.0,0.9168067023,0.0507707233,2.0,16.078718308,1.2421008195,0,0.0839740112,0.0239383947,0.0240897789,0.4853757433,1.9923480006,4.513775e-10,2.0958581e-08,1.338908256,1.7926753179,0.0469216188,0.0343113096,0.2763149111,-0.112862551,0.0734720416124838,0.0051750380517503,-0.0709060213843555,-0.0987991266375545,-0.1489690721649482,-0.121341138903672,-0.2320930232558139,-0.110692162671694,-0.1066017316017315,-0.0051220247062366,-0.0345029239766081,0.0276999688764394,0.0156874807751463,0.0970099667774087,0.1370523415977962,0.4141327623126338,0.3422764227642276,0.4527056753189618,0.6924654023577652,0.8344444444444445,0.8825541619156216,1.038271604938272,1.1234726688102894,1.253924914675768,1.4067055393586003,1.4155084125822972,0.6752917300862507,0.5258780036968578,0.5451567618156294,0.5799043062200959,0.7686127477236209,0.7945652173913047,0.7714592274678114,0.5480543834974216,0.717108684347374,0.8687040181097907,0.6052503646086536,0.7573177221926559,0.6290083867784906,0.5867371456030757,0.9020737327188943,0.511212814645309,0.537959944108058,0.5036429872495447,0.4220499569336779,0.3616494845360827,0.452066842568162,0.5091407678244975
52090,0.1921430858,0.0329008553,40.177566107,0.0161825338,0.3694017254,0.2752076178,0.0831844716,0.0675037429,0.2215439589,1.0044960659,0.0405659104,-0.005841051,-0.096650338,0.0360807341,0.0058410514,47,0.0119781561,0.0769230769,0.1279345866,0.0881994873,-0.036536518,0.1353065539,0.0257592493,0.0279659545,0.1235067879,0.1607462614,0,0.6811216577,-0.004109652,0.3143805447,-0.088715196,17.963889679,11.497543221,0.1116175586,0.0,0.0,1,0,0.0,0.6474109167,5.0,0.0602973196,-0.024533674,0.0044199634,0.1211812191,-0.512521982,-1.435164679,0.0303747697,7362.192604,0.0431411127,16.87638398,-0.001850045,0.0091570846,0.0257737564,0.025142963,0.0,0.5031729986,-0.053899249,6.0,16.978735535,1.1829987377,0,0.0334553905,0.0150917898,0.0238152382,0.3934710982,3.5133425031,1.162141e-10,1.8186169e-08,0.3665780003,0.1343794303,0.1878205336,0.0308947167,-0.161616713,0.0431321539,-0.0780550860097444,-0.070941883767535,-0.025743406535673,-0.0756654371448509,-0.0402649829210226,0.0804008389652761,0.1556774273962358,0.1442675552264594,0.0745161664155753,0.1015801354401806,0.0498188405797102,0.0410958904109588,0.0261177512173527,0.0399282189322567,0.1001423825344089,0.0355148536966718,-0.0301255230125522,-0.5041180874959889,-0.4863442184003222,-0.5223081132247237,-0.5503394762366633,-0.5242688314145116,-0.4831949166713115,-0.470655400776433,-0.4088242795205304,-0.3433893248785975,-0.3657568917162597,-0.4324539389116729,-0.4537206150945619,-0.4521713441654358,-0.422988362685917,-0.4067818298144594,-0.4307116104868914,-0.4151633288232199,-0.401845003667183,-0.4057933482307965,-0.3978047671624343,-0.3844519683993892,-0.3181350198558611,-0.2500808799741184,-0.3340994445490202,-0.3818666666666667,-0.3561111111111111,-0.2962428842504744,-0.2575272261370915,-0.2111621575633827,-0.2013093289689035,-0.0819801980198019
53613,0.5327129888,0.0710680087,3.5614849994,0.0013580647,0.1808651114,0.3359391199,0.1384817588,0.0963336935,0.3163120832,0.0053908356,0.0159378831,-0.117429595,-1.127282034,0.1511816981,0.1174295947,38,-0.019906334,0.075,0.2925122463,-0.065105341,0.1081642097,0.1840421751,0.0446128125,0.0554789672,0.1266027285,0.5598819691,0,3.0988480697,0.1444952376,2.400373599,0.2887586041,3.2091972663,5.2165317266,0.815933509,1.0,0.0,1,0,0.0,0.4290183609,8.0,-0.854410082,0.0767524183,-0.649892405,0.3896279011,-2.321605107,-0.548990683,0.2696464905,63627.768236,0.0740556467,17.956897458,0.0052374739,0.0412270786,0.054885568,0.1566252144,1.0,0.7080203076,-0.074496701,4.0,19.266921534,3.5743284449,0,0.0768268555,0.0332994231,0.0359556899,0.4419842098,5.8500224972,2.641612e-11,7.088212e-09,1.1649151396,1.3570272825,0.0003589096,0.0419141165,-0.097425415,-0.218824228,0.0828567238598034,-0.0519964051868018,-0.1690299347287868,-0.1024674851100035,-0.2073000536768653,-0.1209523809523809,0.0685962373371926,0.0402930402930403,0.001899592944369,-0.048208301108533,-0.1310896681572134,-0.1224150225814119,-0.1420936447077958,-0.1629066999206437,-0.193269966131323,-0.0565989523444485,-0.0178238893322693,0.1521298174442191,0.4668255860150974,0.5724020442930153,0.6225005493298177,0.4751773049645391,0.4332298136645962,0.5412231266958882,0.5418667780329924,0.755587256300523,0.4048706240487063,0.390845733659823,0.3730011156563779,0.5541991159755841,0.5528916929547847,0.723220536756126,0.631102275237464,0.6449097794609044,0.9134490800725577,1.264336093222938,0.755587256300523,0.7865956932010647,0.8062622309197651,0.9319727891156464,1.327135203277655,0.9149377593360996,0.9575821845174974,0.632544771169578,0.4059405940594058,0.3987497632127297,0.4080854309687263,0.2821670428893905
54114,0.6232191244,-0.011834656,-1.939709944,0.0248920819,1.3013755102,1.7232307931,0.0386659644,1.1892429313,0.7239439352,0.2845211676,1.624856866,-0.004622941,-0.560885609,-0.005196768,0.0046229413,48,0.1136574461,0.4868421053,0.60074642,-0.122003467,-0.176142488,0.1892187035,0.1758900849,0.4533682526,0.6797316384,0.3019056491,0,1.5020515158,-0.156222772,0.8326874858,-0.384850431,17.134172818,10.359674455,0.0794595777,0.0,0.0,1,0,0.0,1.712452919,1.0,-0.127724865,0.0005976333,0.4219814986,0.0325776327,0.1232426134,-0.170109974,0.0561380583,35.565960435,0.1515446569,14.247687172,0.0111062612,0.004781194,0.0148361838,0.0510190518,3.0,1.2782220545,-0.097911481,4.0,16.008555902,3.4035672847,0,0.1233544946,0.0417267955,0.0406415937,0.454346978,3.45375368,1.9897732e-09,1.3005821e-08,1.7135164896,2.9361387602,0.0425353324,0.0630566224,-0.121517758,-0.225947872,-0.04821935077214,-0.1261574074074074,-0.2232510288065844,-0.2180217503883997,-0.2293952538912987,-0.2040063257775434,-0.224049331963001,-0.1980881571959638,-0.2814656197953843,-0.3001158748551564,-0.3593551124310564,-0.3682008368200836,-0.272289156626506,-0.2660996354799514,-0.2126189545039759,-0.1182481751824817,-0.1065088757396449,-0.1526374859708194,-0.0088611749261569,0.0013262599469496,0.2673101133025599,0.2889457959880495,0.2791190173655231,0.3119026933101649,0.3398402839396628,0.3603603603603604,-0.1179906542056075,-0.2186287192755498,-0.2749099639855942,-0.3679363750523231,-0.3505376344086022,-0.3447602516814928,-0.2857142857142857,-0.3339214821349802,-0.3243847874720358,-0.1490560721329953,-0.2220504894384338,-0.1415577032404775,-0.1766630316248637,-0.1177329827636575,-0.0016528925619835,-0.1080921441228588,-0.0834597875569045,-0.2135416666666666,-0.2114882506527414,-0.2021136063408191,-0.1091445427728613,-0.0778625954198473
57665,0.0818420322,0.0323811875,12.163526198,0.0101010453,0.1341093178,0.2501695781,0.2292856097,0.0683889772,0.5881293058,-0.004435995,0.0026828975,0.0219828083,0.1419120079,0.0277859082,0.0219828083,42,0.0401224683,0.0791268759,0.0487673447,0.0030581805,0.0213835641,0.0929117533,0.0011740941,0.0374933757,0.1969139187,0.6217167233,0,2.6293569432,-0.032505456,1.8446411929,-0.081902614,3.5939062861,10.008570816,0.2704496831,0.0,0.0,0,0,0.0,1.7151249315,4.0,-0.023711711,-0.156299923,0.0632988714,-0.406119852,-0.4077018,-1.135308981,0.0527888873,175931.91054,0.2672167036,18.744032857,-0.010863805,0.0373020193,0.0971706395,0.3223382357,2.0,1.8417435961,-0.045745736,5.0,19.04217789,1.4938185752,0,0.0802388638,0.0302356773,0.0301732928,0.3696374402,2.3918965154,2.617734e-11,1.6678588e-08,0.9815527623,0.9634458252,0.0244324859,0.0360465758,0.223942225,-0.242989692,-0.0469125902165197,-0.1167508917954815,-0.1296228487733431,-0.1973391505815391,-0.2869142617147656,-0.2977428918847263,-0.2895570141405352,-0.1816429112442332,-0.2785601991890131,-0.2904900776365636,-0.2306945931325916,-0.1290488693354193,-0.1038304931382899,-0.1056512905410489,-0.1181926101795519,-0.1103376001197695,-0.1598925567258076,-0.1176688938381588,-0.0102431712191872,-0.0532897881153417,0.0622039503083384,0.2176006556705254,0.2121366649668536,0.2056198011767092,0.3632713925212203,0.4364273628233019,0.3297158200939807,0.2341640706126686,0.1731319711775736,0.2712589581773452,0.3271915131211613,0.26543867120954,0.4065088757396449,0.3814948273857956,0.4157236450268016,0.5407052113041222,0.3531822839576455,0.4113525709535686,0.3863291729849527,0.4515144113336591,0.6030482870245482,0.5821352502662405,0.583821961620469,0.4028564683663833,0.4458637469586373,0.5453127031595371,0.4915913654618471,0.655292479108635
