firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
18570,0.2405644923,0.0269212967,33.731217432,0.0314104023,0.6490030862,1.4880257136,0.0761811759,-0.224884683,0.2557014566,-0.155936258,-0.105219768,-0.108473666,-4.10428536,0.1374139804,0.1084736664,42.0,0.0004113563,-0.053059584,-0.007680905,0.4123945638,-0.016392546,0.1332031538,0.3831642216,-0.314913901,-0.430397036,0.4584895486,0.0,0.650754725,-0.197831295,0.4997674517,-0.231630442,103.81723015,46.337417368,0.1679366224,0.0,0.0,1.0,0.0,0.0,0.6591577169,6.0,-7.887657963,-0.244835116,0.0680170517,-0.745758227,0.0987208843,-10561.77935,0.0443391772,13.69057291,0.0023883375,0.0063439058,0.025286288,-0.283174874,0.0161124674,-1.482493242,0.0,0.0013175231,2.1851117598,-0.087769933,5.0,14.300038527,2.303094696,0.0,0.042110499,0.0120700871,0.0216257514,0.3061205034,3.13278772,9.612427e-10,9.4601922e-09,0.6531610421,0.4266193469,0.111569106,0.0363932448,-0.110079653,0.0890616108
18973,0.4868810346,0.0040611529,3.0126419313,0.0339464995,0.3936957187,0.9707423012,0.0989587782,-0.152168243,0.4769136891,0.0015026443,-0.087170493,-0.076359709,-18.04283966,0.0773358837,0.0763597089,32.0,-0.007569838,-0.088888889,-0.043511445,0.0705455662,-0.04251006,0.3547934613,0.0673795572,-0.037857801,-0.198325958,0.3233500603,0.0,1.9526301452,0.2289973908,1.4531869035,0.2101842174,10.234173567,7.4449506309,0.0890943746,0.0,0.0,0.0,0.0,1.0,0.8003726762,6.0,-0.281984063,-0.0914929,-0.151606852,-0.551938696,0.4856151449,-704.5734953,0.1390319872,14.369396964,0.0032250861,0.0203445216,0.0373003513,-0.002561887,0.1334206497,0.0204128882,1.0,0.0026425066,2.9569812508,0.1538704846,4.0,14.039915028,1.0828070768,0.0,0.036753349,0.0161395718,0.0250751773,0.4120418902,1.6094441647,1.6817555e-09,2.0182889e-08,1.3676821453,1.8705544506,0.0051530534,0.0342120743,-0.054273096,0.1895657125
19271,0.4313912959,0.1868858014,1.3503937008,0.0,0.4799462652,1.5787384422,0.1150734236,0.2943825633,0.8580686194,-0.0036212,0.2044281115,0.1196002337,0.5169019557,0.0902841652,0.1196002337,41.0,-0.019703622,0.0410677618,-0.022136266,-0.423094579,0.2589183876,0.2979970689,0.2913909059,-0.022810094,0.4116831683,0.4342212557,0.0,2.8679895855,0.2804397948,1.4622475547,0.9195913629,22.329339267,8.9231821602,0.5095408016,0.0,0.0,1.0,0.0,0.0,1.976990099,6.0,-7.742540932,-0.15070777,0.2588438553,-1.265220043,0.0515910691,-11378.88513,0.0443391772,11.612472934,0.0167654211,0.0194354345,0.0397951563,0.0401014263,0.1299460773,-0.002922099,0.0,-0.006398205,3.5612515908,0.0051811133,3.0,8.2235734928,0.0525136793,0.0,0.0862216651,0.0420351667,0.0525763211,1.9488052635,0.2192566997,1.45025e-05,5.4471761e-07,-0.074018466,0.090534133,0.9383969926,0.0564530546,-0.349838074,0.0890616108
29938,0.0820097774,0.0560207635,61.192051103,0.0139658136,0.1376105164,0.1621819478,0.262244898,-0.002384927,0.5246839971,-0.052505989,0.145541958,0.1296561605,0.5089034677,0.0275116027,0.1296561605,42.0,0.0241165234,0.0454545455,-0.014358647,0.0268077337,-0.00086069,0.0890302067,0.0229745316,0.0424517052,-0.180052493,0.3767004542,1.0,2.8230088496,0.1998413833,1.4905183312,0.0975530833,11.745247148,5.5259391771,0.4575269912,0.0,0.0,0.0,0.0,0.0,1.1307086614,4.0,-7.766313284,-0.146320987,-0.090537663,-0.718264806,-0.011181493,7584.9963082,0.0443391772,15.893374196,0.0255187217,0.1140121234,0.3683839097,-0.000525031,0.0628735357,-0.004644903,1.0,0.0005813953,0.4902956793,0.0034562135,4.0,12.123530358,0.0260644958,0.0,0.0228703339,0.0128503356,0.0151572053,0.4643577279,0.0448093142,1.3465513e-08,9.9367292e-07,0.6735483498,0.4536673796,-0.082421478,0.022117568,-0.02227286,0.0890616108
10866,0.5125203139,0.0694276866,0.5495783663,0.0104406957,0.5971902403,2.1962100948,0.1134060082,0.0710964389,0.9033786649,-0.002102761,0.0380055984,-0.053705853,-0.830557567,0.1270913771,0.0537058531,41.0,0.0028903214,0.0,0.0022245907,-0.198436899,0.0046700658,0.2873526619,-0.16634603,0.0334447721,0.111985358,0.486625353,0.0,2.2420375148,0.1256536669,0.8412012329,0.3480070428,21.204514977,15.63879619,0.1931890111,0.0,0.0,0.0,0.0,0.0,2.0009853765,6.0,0.0188920437,-0.031953442,-0.127646102,0.635505954,0.1654850241,-2256.054049,0.0944688312,14.15569082,0.0006152926,0.0136435864,0.0295635462,-0.016041855,0.1256765398,-0.001732768,1.0,-0.001190004,5.4594037195,0.1782801072,5.0,13.85325444,1.5356868407,0.0,0.1420035362,0.0377792774,0.0416207712,0.6271421723,7.2353437895,2.0933961e-09,1.0144175e-08,1.0600708146,1.123750132,-0.075180933,0.0382295641,0.4712037132,0.0025003651
25320,0.0902780958,0.0452044668,38.533992095,0.0258404694,0.4391571428,0.5287156305,0.1557397959,-0.002958215,0.3809934673,-0.009584665,0.0311827957,-0.060609801,-0.710564399,0.0773251516,0.0606098013,41.0,-0.002839156,-0.041237113,-0.022496372,0.0118319867,-0.012772043,0.12910098,-0.018832552,-0.00357451,-0.145510836,0.3108444802,0.0,0.7455452602,0.0611594203,0.391660727,0.0799574844,31.944664032,12.491499227,0.1503440974,0.0,0.0,1.0,0.0,0.0,1.8452012384,4.0,-7.897121287,-0.233012645,-0.082269345,-0.53225485,0.0386320556,3824.5868682,0.0443391772,16.677496265,-0.0029643,0.0228988736,0.121231979,-0.001573284,0.0473951244,0.0068077985,0.0,0.0001620483,2.3351293636,-0.055734633,8.0,16.909233568,1.5540136524,0.0,0.0359738283,0.0163578434,0.0195670852,0.4064220083,3.0218797098,9.527465e-11,1.2356593e-08,0.3328284905,0.1107748041,0.3885629018,0.0230918613,-0.221733934,0.0890616108
21742,0.2476899013,0.0516616251,32.60960739,0.0078509064,0.3755333459,1.4411737542,0.1462390388,0.1037192835,0.6532971115,0.0043717533,0.0300670456,-0.091886762,-1.056398297,0.1062368778,0.0918867623,33.0,0.002947203,0.1017125228,-0.106084385,-0.112825636,0.2268218566,0.0758885226,-0.018348799,0.1602334446,0.2379194474,0.5220146049,0.0,0.8408394849,0.0050877246,0.3119351035,0.0545978188,83.194800396,149.69098162,0.2452069101,0.0,0.0,1.0,0.0,0.0,1.7962807448,7.0,0.0132831033,0.0621872205,-0.043166496,0.0843353154,0.4098834886,-3524.774185,0.1090476693,15.367437111,0.0009579083,0.0176158535,0.0450988851,-0.016209326,0.0277956296,-0.015357327,1.0,-0.000178571,0.9796408443,-0.039351689,4.0,15.980118949,2.8551727072,0.0,0.0284441374,0.0129206657,0.0232213939,0.3255725923,3.7537304877,1.859809e-10,8.0078106e-09,0.3908603685,0.1527718277,0.2659502157,0.0283614112,-0.031875609,-0.130328505
11267,0.3670879412,0.0594595911,1.6786555131,0.0298641183,0.204311951,0.899420386,0.2602696161,0.0560039982,0.6487346246,-0.001611806,0.007010698,-0.043196106,-0.404102211,0.0834873434,0.0431961056,36.0,0.0056803734,0.05,0.0244975753,0.1320713753,-0.00310219,0.1660339978,0.0190067129,0.0031531635,0.0853949784,0.7229374011,0.0,2.4450544897,0.0432335073,1.7142035802,0.0488598633,3.5226705781,27.617891287,0.3923680365,0.0,0.0,0.0,0.0,0.0,1.0372148196,5.0,0.0243000374,0.0180465582,-0.273078475,-0.081004577,0.1218809903,-2305.476429,0.0944688312,13.518078723,-0.004176885,0.0558485796,0.0869324997,0.0040259581,0.4667603776,-0.017545287,2.0,0.0013664936,0.3039507615,0.0835132129,4.0,13.595171984,1.2194989107,0.0,0.0536672398,0.0397936262,0.039918099,0.475526388,3.8680408998,4.8062206e-09,1.4997194e-08,0.8224639839,0.6764470049,0.0812766204,0.035838743,-0.182214417,0.0025003651
86474,0.6710154213,0.0238675995,0.9279973667,0.0606104711,0.1496432328,0.8347044056,0.042868151,0.1110269041,0.4224396293,0.0554748062,0.8534509928,0.0251301382,0.8208955224,0.0042747939,0.0251301382,29.0,0.0544703905,0.5804195804,0.4191650443,-0.220044181,-0.308888901,1.0814332248,0.5143718637,0.083812739,0.0199180074,0.4565004031,0.0,4.5074524192,-0.545774026,2.9188259573,-0.620777398,4.3191573404,8.2422110553,0.4272144908,0.0,0.0,0.0,0.0,0.0,0.4742806312,3.0,45.06157955,0.4604606494,8.9647050659,-0.632421389,0.2802022298,-5169.750476,0.0587429544,9.5872516582,-0.011977408,0.0022318541,0.0027082189,0.0064701093,0.1679826029,0.0013253552,1.0,-0.013347428,-0.643205558,-0.048640384,3.0,8.6790143775,0.7075646105,0.0,0.1400000006,0.0566956457,0.0867002812,0.6670241768,1.9230002214,1.2021346e-06,3.2614088e-08,0.5855379104,0.3428546445,-0.076950176,0.0492899992,0.1938253875,0.0286577931
22825,0.1780956985,0.0210022871,56.043395965,0.0018193544,0.0776961553,0.2474584749,0.1512897625,0.0893153904,0.5211370058,0.0039090777,0.0380283091,-0.019848667,-0.231831168,0.0258712719,0.0198486666,36.0,0.0220340375,0.0951760104,0.1560207796,0.0342047892,0.0473515313,0.3830607122,0.0692679564,0.0540450811,0.1133126715,0.2645693054,0.0,2.6670961713,0.08205912,1.6465082691,0.0510612582,17.81223203,8.0940333787,0.4129234533,0.0,0.0,1.0,0.0,1.0,0.7583190507,8.0,-0.785724728,-0.013350925,0.4788138195,-0.87392142,0.9598899426,-828.6884556,0.0352290716,15.040125542,0.003919594,0.0211343408,0.0327966649,0.0115239334,0.0360702165,-0.003403299,0.0,-0.000298552,1.3974333523,0.0755682961,6.0,14.590215063,0.8542800297,0.0,0.0311295073,0.0149596195,0.0256293162,0.2747444341,1.0709728019,1.1239409e-09,2.4921944e-08,0.8993883775,0.8088994536,0.0011995466,0.030790108,0.2032940446,0.049995752
26201,0.8636855109,0.0500147473,-0.060376939,0.0422365881,0.1559246594,0.6611736582,0.1060837844,5.27591e-05,0.3068658568,-0.001670895,-0.057964044,0.0032055577,0.0653473865,0.0467464143,0.0032055577,40.0,0.0015531866,-0.085126286,-0.114823563,-0.376597754,0.0342084861,0.8286271958,0.1809498464,0.0063205389,0.0112968445,0.5120410381,0.0,4.674697297,0.0638310046,3.709964717,0.0699011149,2.0356601061,4.4370659158,0.4816894809,0.0,0.0,0.0,0.0,1.0,0.3651319519,4.0,45.093978895,-0.205085217,9.1573751555,-1.329819415,0.3226738501,-4744.287696,0.0587429544,12.508208507,-0.01001488,-0.03106,-0.036079443,0.1342930488,0.0765082008,0.219740681,0.0,0.0338842975,2.0499950978,-0.127542309,2.0,13.728929888,2.620108249,0.0,0.0831601024,0.0253327416,0.0364296414,0.2761530397,2.9071168618,6.1035832e-09,9.1436179e-09,1.5881599576,2.5222520509,0.0214782097,0.0472062864,-0.549767152,0.0286577931
65541,0.3627234431,0.0276747195,164.87927383,0.0003951531,0.2429533142,0.2443612339,0.0811153933,0.0005091581,0.2872225985,0.0025964315,-0.044491149,-0.042033423,-0.921011384,0.0531634512,0.0420334232,33.0,0.0085700671,0.0782241015,0.0461550284,0.0221286783,0.0141678207,0.1979149972,0.3423251258,0.0365676463,0.0379905194,0.2164907466,0.0,1.4790221585,-0.173846726,0.741649273,-0.200415565,109.40338488,6.3518758085,0.2160068654,0.0,0.0,0.0,0.0,0.0,0.4888298199,6.0,-0.825917612,-0.030302834,0.6634415641,-0.795418489,0.9871821219,4242.1965044,0.0352290716,15.897146172,0.000529975,0.0168396943,0.0285100869,0.0066226024,0.0096634547,0.0437065037,2.0,0.0009145545,2.0292675502,0.0160625391,6.0,16.50662499,2.8789158314,0.0,0.0250255577,0.0166097303,0.0256183368,0.4093443148,5.899903547,1.535342e-10,8.8069439e-09,0.7109141177,0.5053988828,-0.067252045,0.0274151765,-0.103000462,0.049995752
27562,0.1478061993,0.0450070959,9.2878515756,0.0470610734,0.2850140943,0.780479604,0.1971378284,0.1005133189,0.3315166089,0.0065068637,0.1486630803,-0.113115831,-1.038126209,0.0917301417,0.1131158308,34.0,-0.008222158,0.0,0.0591006295,0.3561368876,0.112085297,0.0687702112,0.0610301832,0.0360070323,0.0182108463,0.5870061159,0.0,1.0251632029,0.0711549657,0.6816842493,0.4297507624,10.707215912,157.46725762,0.2434069327,0.0,0.0,0.0,0.0,0.0,0.8674071818,7.0,-0.01612881,-24.16103187,-0.158747823,-0.416259995,0.0261060013,-931.3332554,0.0775320588,15.179586659,-0.001137191,0.0332943075,0.0886137088,0.0046874088,0.1181133364,0.0141641134,2.0,0.0001366027,3.1807359273,0.0959979733,6.0,15.948011708,3.5239402637,0.0,0.0574078262,0.0212403718,0.0248668216,0.4541798851,7.407394348,2.920521e-10,6.6366606e-09,0.3007500266,0.0904505785,-0.21860828,0.0273012332,-0.108617045,-0.100545598
27909,0.4002441013,0.0526203603,3.4805580601,0.0252925736,0.1439563799,0.9721172681,0.2159463443,0.0220227814,0.4196115961,0.0037646289,-0.108026415,-0.056910334,-0.582226159,0.0832573106,0.0569103345,33.0,0.0233586332,0.0244107744,0.0086856715,0.1930324174,0.1611968651,0.1700397768,0.0399550889,0.0793963867,0.0785835699,0.6045594546,0.0,3.1605176211,0.1491675271,1.8793777533,0.0656497794,7.4232430124,13.236588255,0.4829909129,0.0,0.0,0.0,0.0,0.0,0.6016227486,6.0,-0.009465475,0.0099092156,16.270102362,0.1623980582,-3.409039128,-1632.854513,0.4707840498,12.936903902,0.0104628635,0.0207547061,0.028798951,-0.004949763,0.2406390243,0.0147330736,0.0,0.0,0.747177879,-0.031458454,5.0,12.264152857,0.8256714317,0.0,0.0550161451,0.0201262592,0.0347317616,0.4484520025,1.2032473531,1.3368272e-08,3.0705867e-08,0.6642412786,0.4412164761,0.0683044695,0.0404534675,0.2622697724,-0.045962016
63546,-0.376132946,-0.398315981,-47.95704464,0.039798976,0.9326661677,8.2149001168,-0.683030303,-0.083505976,0.772749004,0.7813400576,-0.312409812,-0.121736238,-0.5995086,-0.159522125,0.1217362382,41.0,-0.115627823,-0.142857143,-0.10885413,-0.373709035,0.2320878569,2.568627451,1.447274973,-0.116494024,-2.975856949,0.4829537472,0.0,1.5483284884,0.3231956734,1.0628633721,0.6475003341,449.67857143,9.170429716,-0.310674077,0.0,0.0,0.0,0.0,0.0,9.7530864198,4.0,-5.479957973,-0.145258016,-0.847582869,-0.304429024,-0.170890525,-4037.301489,0.0400118084,8.3774068121,0.0004780876,-0.093429443,-0.193400287,-0.13472932,0.009737437,-0.001441769,0.0,0.0717686453,0.4703823238,-0.24036704,2.0,9.5577708901,8.6086095992,0.0,0.3301887214,0.0974625667,0.1391804656,1.5000417756,88.549202576,4.9775165e-07,1.0719071e-09,0.9123762396,0.8324304026,-3.202738615,0.098137568,-0.190146247,0.052874127
49154,0.2970884143,0.0761465327,3.7805930153,0.0315958814,0.6260707842,1.6918012384,0.1410978573,-0.027581876,0.5262293498,-0.059334847,-0.003721677,-0.061788259,-0.75971093,0.1339958859,0.0617882595,42.0,-0.004628609,-0.017291066,0.0160703958,0.3217744956,0.0049230438,0.0877582583,0.069999469,0.0050719737,-0.074301636,0.5662616611,0.0,1.1194739344,-0.067356705,0.4380446839,-0.029470944,18.236529906,94.71758665,0.2022956573,0.0,0.0,1.0,0.0,0.0,1.5121097378,7.0,0.0052962832,-0.100002701,-0.099496917,-0.280804543,0.0937458883,23680.214141,0.3343991096,17.585631707,-0.001607081,0.0152501118,0.0473875125,-0.019559258,0.101132605,-0.000611912,0.0,0.0011320755,4.2803974331,-0.103439075,5.0,17.749832943,2.0055605504,0.0,0.0642496645,0.0189506172,0.0196712879,0.4514153084,6.9433586387,2.782365e-11,8.6499613e-09,0.5959760809,0.3551874889,-0.091886996,0.0254788613,0.1781575968,-0.0841573
