firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,cfp,age,chinv,hire,sgr,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
54594,0.7721231131,0.0801502404,-5.157850781,0.0255621922,0.6010163547,1.9345799292,0.1096476064,0.1324583904,0.3912248229,0.004827701,0.21154908,-0.098846956,11.0,0.0462558905,0.0769784173,0.2316805616,0.0158099114,0.1311437359,0.0298073335,0.0801439939,0.0776962447,0.519268936,0.0,2.2514888474,-0.106884604,1.1849686848,43.745454545,5.0982885086,0.218921901,0.0,0.0,1.0,0.0,0.0,0.636282913,4.0,-0.639038468,-0.022242688,-0.145235729,-0.125490207,0.4331077948,0.0947628235,35.169610054,0.4894653679,12.264284359,0.0086237473,0.0157137801,0.0279452995,0.0081378643,0.0211002654,0.0190203083,0.0,0.001184487,-0.661500816,-0.068954773,5.0,11.61914636,0.798654758,0.0,0.073863633,0.0316416174,0.0352027254,0.8339887676,5.0759095267,1.9367849e-08,1.6922663e-08,1.045700767,1.0934900941,-0.102164931,0.0400604395,0.5538586427,0.1359461483,0.0342857142857142,0.1907894736842106,0.2066666666666667,0.3507462686567164,0.2066666666666667,0.0773809523809523,0.0523255813953489,0.222972972972973,0.1677419354838709,0.0284090909090908,-0.0109289617486338,0.0,0.0903614457831325,0.1104294478527607,0.1602564102564103,0.1528662420382165,0.1312500000000001,0.1986754966887416,0.2657342657342658,0.3115942028985508,0.6160714285714286,0.6017699115044248,0.5083333333333333,0.5338983050847457,0.5210084033613445,0.4836065573770491,0.5338983050847457,0.8854166666666667,1.1294117647058823,1.445945945945946,1.445945945945946,1.4133333333333336,1.6231884057971016,1.828125,2.175438596491228,2.4150943396226414,2.549019607843137,2.290909090909091,2.232142857142857,2.232142857142857,2.232142857142857,1.873015873015873,2.1206896551724137,1.9672131147540983,1.9193548387096773,2.1206896551724137,2.1206896551724137,1.7424242424242422
50091,1.9323067802,0.1489594059,-30.43697163,0.0592218166,2.2500546039,4.046038878,-0.053025978,0.1124431498,0.3167969658,0.00295733,0.1864526691,-0.206995538,10.0,0.0561146415,0.0714285714,0.0662196385,0.2158432698,0.1023826374,-0.069045875,0.1109658733,0.0371111576,0.4471303151,0.0,1.7912133061,-0.020216406,1.097061657,48.721209844,4.1526107633,0.1338987068,0.0,0.0,1.0,0.0,0.0,0.5832447143,3.0,-0.019495796,-0.053588935,0.6061703025,-0.962666806,-1.177508573,-0.063932375,-111.2850078,0.0614925382,11.778085817,0.0043871083,0.0159535357,0.0359552889,0.1813602015,0.0194633821,-0.006142829,2.0,0.0056410256,4.6148491879,0.1152289612,2.0,10.617530513,0.1801839465,0.0,0.0454545468,0.0239359755,0.0162976622,0.9434828532,2.2438122316,5.2768553e-08,4.2393554e-08,0.4440676635,0.1971960898,-0.504519399,0.0337365878,-0.053672657,0.283499079,0.022950819672131,0.1223021582733812,0.1223021582733812,0.2093023255813952,0.21875,0.2093023255813952,0.2580645161290322,0.368421052631579,0.4444444444444444,0.4311926605504588,0.411764705882353,0.3333333333333332,0.4054054054054055,0.3991031390134529,0.3565217391304347,0.3220338983050848,0.3448275862068966,0.2839506172839505,0.1598513011152416,0.1103202846975088,0.2580645161290322,0.3164556962025315,0.1142857142857143,0.1729323308270676,0.1818181818181818,0.278688524590164,0.3220338983050848,0.2046332046332046,0.4311926605504588,0.3928571428571428,0.4181818181818182,0.5219512195121951,0.5072463768115942,0.6082474226804124,0.7627118644067796,0.6595744680851063,0.9872611464968152,0.8682634730538923,0.5918367346938775,0.56,0.6335078534031413,0.5294117647058822,0.5678391959798994,0.4311926605504588,0.3624454148471616,0.2892561983471073,0.4579439252336448,0.471698113207547
44601,0.4528317994,0.0796123582,44.503998119,0.0178169917,0.4357563454,1.5283058584,0.1685972027,0.1307001046,0.6861361443,1.0135603589,0.1396725331,0.047659281,10.0,0.0320692247,0.1069896543,0.1338734736,0.0231059644,0.078717951,-0.128710964,0.1496676159,0.122198393,0.5466505956,0.0,1.7592845291,-0.091245669,0.9517146829,286.30322985,6.7025473499,0.2672687542,0.0,0.0,1.0,0.0,0.0,1.2887247114,5.0,-0.014853901,0.0989855441,-0.496926308,-0.048868923,0.3972800145,-2.918635838,-1.234509973,0.0439818798,13.721426089,0.0012715972,0.0186683655,0.0356528111,0.001951334,0.0182244835,0.0297093582,0.0,-0.000597015,0.3033832501,-0.046554735,6.0,12.926176642,0.5262839575,0.0,0.0461538471,0.0227049955,0.0214113811,0.622142222,1.2997797593,1.0841687e-08,4.1616826e-08,1.2206890065,1.4900816505,0.0999703409,0.030957613,0.6286141985,0.4338735429,-0.0530035335689046,0.072,0.0551181102362203,-0.0254545454545455,-0.0110701107011069,-0.0853242320819113,-0.1036789297658863,0.046875,0.1074380165289257,0.130801687763713,0.102880658436214,0.1166666666666667,0.2761904761904761,0.3137254901960784,0.3814432989690721,0.2701421800947867,0.2350230414746543,0.3073170731707317,0.3467336683417086,0.2293577981651375,-0.3824884792626728,-0.3180661577608142,-0.2891246684350133,-0.2756756756756756,-0.291005291005291,-0.2555555555555555,-0.2276657060518732,-0.1753846153846153,-0.1213114754098361,-0.0694444444444444,-0.1125827814569536,-0.0758620689655172,-0.0945945945945946,0.0509803921568627,0.1806167400881058,0.1452991452991452,0.3073170731707317,0.3673469387755101,0.3886010362694301,0.3073170731707317,0.4408602150537635,0.4565217391304348,0.4179894179894179,0.2072072072072073,0.2884615384615385,0.4725274725274726,0.5764705882352941,0.558139534883721
46156,1.6673845169,-0.088684777,-5.108042422,0.0552485232,1.3827006737,4.1213772346,-0.102387079,-0.089068094,0.1100474761,0.0030188679,-0.124209788,-0.188111362,11.0,-0.076788114,-0.113234938,-0.232901807,-0.394828786,0.1546897342,0.1403998321,-0.033414096,-0.057713738,0.6065524131,0.0,2.6569517858,0.1773873048,2.0216102561,15.040906508,5.0194446785,0.0930208108,0.0,0.0,1.0,0.0,0.0,0.1662104831,1.0,-0.062832823,-0.435202869,0.6555069549,-1.050311649,1.5084842135,-0.850022139,-52.52605766,0.0759736259,11.609484864,-0.008425849,-0.00691972,-0.012597529,0.0173840845,0.089837237,-0.011523687,1.0,-0.051339266,5.2686567164,-0.01237983,1.0,11.058104001,0.8528506034,0.0,0.0292682927,0.0118567214,0.0122925297,0.8179594073,7.059972297,1.6140403e-08,1.4085109e-08,0.7431196025,0.5522267435,0.2630600914,0.0468366026,0.970765145,0.3925268627,-0.0169491525423728,-0.0413223140495867,-0.0333333333333333,-0.0793650793650794,-0.1007751937984495,-0.1407407407407407,-0.0491803278688525,-0.09375,-0.09375,-0.0085470085470085,-0.1212121212121212,-0.1888111888111888,-0.2564102564102564,-0.1714285714285713,-0.2516129032258064,-0.3053892215568862,-0.3446327683615819,-0.6813186813186813,-0.6947368421052631,-0.6955380577427821,-0.6547619047619048,-0.6627906976744187,-0.6704545454545454,-0.6666666666666667,-0.6270096463022508,-0.6233766233766234,-0.5915492957746479,-0.5450980392156863,-0.5555555555555556,-0.5245901639344263,-0.42,-0.3958333333333333,-0.3555555555555555,-0.3796791443850267,-0.3763440860215054,-0.2658227848101265,-0.0491803278688525,-0.0793650793650794,-0.1278195488721805,-0.1212121212121212,-0.1830985915492957,-0.09375,-0.1830985915492957,-0.1407407407407407,-0.1076923076923076,-0.1007751937984495,-0.0719999999999999,-0.1407407407407407
17953,0.7531348146,0.1706488061,-14.32490122,0.060920555,2.8294213327,4.4871016979,0.0707663782,1.3250448029,0.8525985663,0.0023512686,2.3383774695,-0.50660251,11.0,0.1947045745,0.3888888889,0.3503806154,0.0788345554,0.1205641492,-0.031136553,0.4912634409,0.1526717557,0.4077828307,0.0,1.1378610108,-0.264865077,0.6270306859,36.192528736,6.1259727626,0.1441720763,0.0,0.0,1.0,1.0,0.0,1.8304252999,2.0,-0.009722059,0.1367178624,-0.120901744,-0.263648482,-0.479446995,-0.397567193,2197.4093888,0.0312775509,15.537717356,0.0,0.0015644556,0.0064020487,-0.332714669,0.0292404756,0.0550152062,0.0,-0.021341895,1.5064529313,0.073545784,2.0,15.431449145,1.8329913562,0.0,0.0159574468,0.0046395843,0.0084359279,0.5351157255,7.1989377381,7.087996e-11,1.0466114e-08,0.6902089154,0.4763883468,0.5270805483,0.0323946347,0.0567333964,0.3436686115,0.1416666666666666,0.078740157480315,0.0745098039215685,0.1369294605809128,0.1464435146443514,0.1183673469387756,0.1965065502183405,0.2232142857142858,0.1464435146443514,0.1861471861471861,0.2744186046511627,0.1913043478260869,0.36318407960199,0.2924528301886793,0.2342342342342342,0.1229508196721311,0.0703125,0.0148148148148148,0.096,0.0745098039215685,0.0378787878787878,0.0873015873015872,0.1369294605809128,0.2177777777777778,0.2985781990521328,0.3047619047619048,0.2626728110599079,0.2017543859649122,0.3365853658536586,0.4345549738219896,0.46524064171123,0.4574468085106382,0.4196891191709844,0.481081081081081,0.6023391812865497,0.6023391812865497,0.7124999999999999,0.767741935483871,0.8389261744966443,0.767741935483871,0.8026315789473684,0.8639455782312926,0.9295774647887324,0.9027777777777776,0.8767123287671232,0.6309523809523809,0.7452229299363058,0.7124999999999999
42438,0.4105975242,0.0598828265,-2.449419893,0.0101237232,1.2068641265,6.2658512639,0.0900727917,0.6571260589,0.5805146972,0.0028685259,0.9547591657,-0.131333049,11.0,0.1780886345,0.4545454545,0.429438366,-0.107821579,0.1563359131,-0.14451041,0.3075659586,0.1447892377,0.5572036122,0.0,1.6655118712,0.0739038521,0.7290137507,64.169855577,13.299364762,0.0847432761,0.0,0.0,0.0,1.0,0.0,1.5254887892,2.0,-0.175344304,0.3888796498,-0.233398705,0.3755438033,0.8927949711,0.0852902648,147.54419956,0.0746244585,12.903563815,0.0012707921,0.0107692559,0.0385598941,0.6034320633,0.0603691453,0.005935872,0.0,-0.000702835,0.1760963417,-0.013446481,3.0,12.118999448,0.4189432401,0.0,0.0347222239,0.0164244076,0.0155882727,0.7608565732,1.2255573486,2.0292433e-08,4.8891728e-08,1.5887712238,2.5241940015,0.029300284,0.0364326454,0.1214191066,0.2033619886,0.0,0.0600858369098713,0.0786026200873362,0.1382488479262673,0.3138297872340425,0.1932367149758453,0.1650943396226414,0.3722222222222222,0.306878306878307,0.3138297872340425,0.3571428571428572,0.3279569892473117,0.4615384615384614,0.3876404494382022,0.54375,0.3138297872340425,0.2731958762886597,0.3571428571428572,0.3,0.2864583333333332,0.1435185185185186,0.0555555555555555,0.1176470588235294,0.0555555555555555,-0.0389105058365758,-0.0040322580645161,-0.1901639344262294,-0.1050724637681159,-0.012,-0.1302816901408451,-0.0919117647058823,-0.0608365019011406,-0.0643939393939394,0.0977777777777777,0.0786026200873362,0.1932367149758453,0.2864583333333332,0.3423913043478261,0.496969696969697,0.5732484076433122,0.6143790849673203,0.2048780487804877,0.1330275229357798,0.0122950819672131,-0.0275590551181101,-0.0851851851851851,0.1542056074766356,0.1176470588235294
55044,0.9086706478,0.0949320359,-5.023291573,0.0446927881,0.4364187996,2.1798024344,0.1422230821,0.1346203568,0.5144851701,0.0,0.4319237584,0.0261997239,10.0,0.0316998893,-0.01641791,0.2742576792,-0.166994636,0.085399449,-0.079304376,0.0532497753,0.0317368247,0.6051121914,0.0,2.9673530889,-0.228137824,1.4825174825,34.844377042,4.5133730243,0.2988913176,0.0,0.0,1.0,0.0,0.0,0.6751408684,4.0,0.0154894481,-0.155716194,0.266923955,-0.273961393,1.247848673,-2.39621924,-141.8068717,0.0309805399,11.450424866,0.0024270487,0.0274318936,0.0388400038,0.0166912597,0.0276612887,0.0206351344,2.0,0.0098983052,1.5570776256,0.0659278352,3.0,10.33141922,0.231969449,0.0,0.0672268942,0.0170710887,0.0125102138,0.940674209,1.4940881197,1.221827e-07,1.0500000971,0.4698818303,0.2207889345,0.2993501516,0.0252338346,0.3661278193,0.108801998,-0.0331491712707182,-0.0056818181818182,-0.0168539325842697,-0.0489130434782608,-0.054054054054054,-0.0591397849462365,-0.0277777777777777,-0.0277777777777777,-0.0223463687150837,-0.0384615384615384,-0.054054054054054,-0.054054054054054,0.1146496815286624,0.0802469135802468,0.1290322580645162,0.0606060606060605,0.0542168674698795,0.0869565217391303,-0.0223463687150837,0.10062893081761,-0.0591397849462365,0.0115606936416186,-0.0056818181818182,0.0057471264367816,0.0057471264367816,-0.0591397849462365,-0.0437158469945355,-0.0112994350282485,-0.0277777777777777,-0.0641711229946524,0.1217948717948718,0.1437908496732025,0.09375,0.2237762237762237,0.3358778625954197,0.3461538461538462,0.3888888888888888,0.4112903225806452,0.3358778625954197,0.3358778625954197,0.3565891472868217,0.3779527559055118,0.2962962962962963,0.286764705882353,0.2962962962962963,0.286764705882353,0.2589928057553956,0.09375
55108,0.5925200146,0.1132844488,-6.424268617,0.0230277185,2.6299676375,3.9460881674,0.085197669,0.891687747,0.3845924548,0.0434361233,1.2068574601,-0.10460538,11.0,0.1291256103,0.8273214286,0.0341242885,0.1035462019,0.0399260658,-0.577879712,0.6471387746,0.158203872,0.537285919,0.0,1.2674338825,-0.019936434,0.8039214299,24.927751619,4.6195987107,0.0838259118,0.0,0.0,1.0,0.0,0.0,1.1972426102,2.0,-0.034779034,0.7681746212,-0.450799533,-1.085011578,-0.672379041,-0.23784585,99.228964166,0.0261787142,11.275113925,-0.025379591,-0.003880748,-0.020795474,0.4032389711,0.0286981846,-0.241777331,0.0,-0.015440603,0.6564417178,-0.116603773,2.0,8.2501304062,0.0647712552,0.0,0.039682541,0.0154441019,0.0112760597,1.133043555,0.2343309314,1.5323485e-06,4.0357311e-07,1.1065501727,1.2244532846,0.1253214188,0.046497362,0.677765695,0.0738213172,0.0,0.0743801652892561,0.0317460317460318,-0.0647482014388489,-0.0298507462686566,-0.0909090909090909,-0.037037037037037,0.0924369747899158,0.1206896551724137,-0.0076335877862595,0.0236220472440944,0.1016949152542372,0.2745098039215685,0.1504424778761062,0.3,0.2037037037037037,0.4285714285714286,0.4444444444444444,0.3131313131313131,0.0483870967741935,0.2037037037037037,0.2380952380952381,0.015625,-0.0441176470588234,-0.0225563909774436,-0.5666666666666667,-0.5373665480427046,-0.5112781954887218,-0.5131086142322097,-0.5,-0.406392694063927,-0.1666666666666666,-0.1558441558441559,0.0236220472440944,0.1818181818181818,0.2264150943396226,0.3,0.3402061855670102,0.1607142857142858,0.2380952380952381,0.368421052631579,0.1016949152542372,0.015625,0.015625,-0.0647482014388489,-0.0151515151515151,0.1607142857142858,-0.0151515151515151
52003,0.57237786,0.0834403081,9.4914611006,0.0082156611,0.6835460243,2.1910594276,0.1285118902,0.3231031136,0.5046059854,0.0059400826,0.5014928344,-0.018832591,11.0,0.0147794047,0.16,0.1919730518,0.0111223127,0.1511444453,0.0971677088,0.1709544493,0.1587024978,0.3661921574,0.0,1.1952057737,0.0353140225,0.6562419452,91.765338393,30.517669331,0.3117034679,0.0,0.0,1.0,0.0,0.0,0.8818062307,3.0,-0.206274595,-0.053371012,-0.03822452,4.0140846425,0.6572639854,-0.15861142,-82.67052149,0.055552445,11.211887937,-0.004768813,0.02176501,0.0477572559,-0.02646668,0.0220684315,0.0015815603,1.0,-0.006017611,0.1212675198,0.0559176672,5.0,9.5367622727,0.8364569961,0.0,0.1428571492,0.0583146639,0.0619466823,1.2629482496,8.9105780583,1.673866e-07,1.1584381e-08,1.1127946286,1.2383118855,-0.28004593,0.0546364551,0.8067402984,-0.072842726,-0.1739130434782608,-0.1617647058823529,-0.1617647058823529,-0.2597402597402597,-0.3048780487804878,-0.3294117647058824,-0.3294117647058824,-0.1857142857142857,-0.2297297297297297,-0.25,-0.2297297297297297,-0.2597402597402597,-0.1363636363636363,-0.1971830985915492,-0.123076923076923,-0.1617647058823529,-0.109375,-0.109375,-0.1739130434782608,-0.2962962962962963,-0.1971830985915492,-0.1971830985915492,-0.2875,-0.3048780487804878,-0.625,-0.4519230769230768,-0.4411764705882353,-0.3666666666666667,-0.3666666666666667,-0.2875,-0.4183673469387755,-0.3448275862068966,-0.2692307692307693,-0.25,0.0363636363636363,0.2391304347826086,0.2954545454545454,0.2127659574468086,0.2954545454545454,0.1632653061224489,0.425,0.3902439024390243,0.2954545454545454,0.2954545454545454,0.3255813953488371,0.0961538461538462,0.3902439024390243,0.2391304347826086
41419,0.4539857939,0.0555441309,2.1058005953,0.0,0.4358589422,2.9432903931,0.0458350969,0.0762032086,0.6619556914,0.0034904014,0.0105794616,-0.007521688,11.0,0.0103220059,0.0,0.0024003283,0.0044799848,0.1241137818,0.0298704183,0.0591049817,0.1477590301,0.4713259609,0.0,1.4650566257,0.0661624476,0.7637208402,34.732542173,21.034271799,0.1831408444,0.0,0.0,1.0,0.0,0.0,1.3632619613,3.0,-0.077902648,-0.150664753,0.1774668844,-0.692324632,0.4634277228,0.032985206,-48.16287526,0.1306978641,11.626282052,-0.017325423,0.0076062559,0.0149940884,-0.132798806,0.0849229723,-0.006524594,0.0,-0.001176471,0.162765139,-0.033613443,4.0,10.577279881,0.9621011319,0.0,0.1923076957,0.0793427584,0.1034372476,0.9043163636,11.32386961,7.7099607e-08,1.0564909e-08,2.6357286632,6.9470655861,0.1687323783,0.0588483842,0.8409586148,0.2551552483,-0.0555555555555555,-0.15,-0.1904761904761904,-0.2272727272727273,-0.3703703703703703,-0.3703703703703703,-0.4516129032258065,-0.3461538461538461,-0.3928571428571429,-0.3928571428571429,-0.3461538461538461,-0.3461538461538461,-0.2272727272727273,-0.2608695652173913,-0.2916666666666666,-0.3928571428571429,-0.4848484848484848,-0.5,-0.5405405405405406,-0.5142857142857142,-0.5526315789473684,-0.5405405405405406,-0.6046511627906976,-0.6046511627906976,-0.6304347826086957,-0.6666666666666667,-0.6730769230769231,-0.5641025641025641,-0.5853658536585367,-0.5641025641025641,-0.6046511627906976,-0.5952380952380952,-0.6382978723404256,-0.5,-0.2916666666666666,-0.4333333333333333,-0.2916666666666666,-0.2608695652173913,-0.15,-0.2608695652173913,0.0625,0.0625,0.0,-0.1052631578947368,-0.1904761904761904,-0.1904761904761904,0.0,-0.1904761904761904
