firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
50906,0.5795619329,-0.906307584,0.4651682176,0.0,0.3261124233,0.8292912279,-0.320999075,-0.542265072,0.1480577669,0.0095959596,-0.320468415,24.0,-0.087104476,-0.368875602,-0.563967038,-0.065926426,-0.033137251,0.5062862669,0.5715862886,-0.236948434,-0.613288264,0.4742980248,0.0,1.7252388135,-0.207701391,1.486676722,-0.152611233,3.7498210451,7.4357700497,-2.04320927,0.0,0.0,1.0,0.0,1.0,0.1933558678,2.0,-0.419498462,-0.156340185,-0.363330226,0.4346458092,-0.847276265,-17.4676039,0.0348870825,14.70055827,-0.035342827,-0.001996218,-0.00285114,-0.059796284,0.5777468491,0.5338893051,4.0,0.0319634703,0.129528562,0.008790127,2.0,16.521588081,5.018006211,0.0,0.0640569627,0.0375679452,0.0476526371,0.4347179712,12.679509059,6.085834e-10,6.8236689e-09,2.186970829,4.7828414069,-0.017809493,0.098570143,0.0599698562,1.5253166908
10568,1.8422037811,-0.146800885,-5.570678558,0.0403832422,4.5529939061,6.4140894186,-0.000466207,-0.18851783,0.1102033186,0.0017188037,-0.229203955,21.0,-0.151004165,0.1086956522,-0.369150913,-0.420805878,0.1221751821,0.0432521592,-0.382471226,-0.138166504,-0.066772027,0.5119795656,0.0,1.6433625337,0.1673062756,1.6009939353,0.8367396013,14.349554091,5.8826100779,0.003214555,0.0,0.0,1.0,0.0,0.0,0.3097150885,3.0,-3.837687045,0.0415254865,0.0582466401,2.5562843948,-3.117442258,-392.7419328,0.0685032728,9.414307566,-0.000204134,-0.008564034,-0.029729984,-0.566109034,0.057225819,-0.138582804,0.0,-0.015701244,12.749199478,0.0040331371,3.0,5.9959544291,0.0381512971,0.0,0.0331632942,0.0211611179,0.0534845585,0.6094014699,0.0999501702,1.61263e-05,11.052633066,0.0537411509,0.0028881113,0.6942816058,0.0411579933,0.1391445644,1.0855792963
50032,0.6497874469,0.108152038,-12.07407407,0.0372593148,1.2520630158,4.4543635909,0.1180809356,-0.047347655,0.710903739,-0.085995086,-0.003780342,29.0,-0.014304959,-0.081818182,-0.060768237,-0.010841659,0.0197105366,0.1069885923,-0.032097355,-0.004446671,-0.121386306,0.4655414503,0.0,1.2378190255,-0.037997885,0.3755800464,-0.047892621,219.91358025,55.063369397,0.1824977574,0.0,0.0,0.0,0.0,0.0,1.8473372781,5.0,0.2829873734,-0.003242759,-0.164948422,-0.056634286,-0.039044217,5230.6042528,0.0825519833,16.021320477,-0.003706781,0.0107256356,0.0311718299,0.0039008209,0.0081139917,-0.003459282,0.0,0.0010604454,1.4265793539,0.0881573935,7.0,16.27942431,1.245822911,0.0,0.0188525002,0.0114801798,0.0260192735,0.3894486375,2.0180671648,1.948128e-10,1.9780015e-08,0.7571371909,0.5732567258,0.1772483848,0.0450630251,0.059321421,0.4383320418
88851,1.7620527458,-0.453075932,-0.977394137,0.0,0.5046887299,0.011166885,-0.521885522,-0.192774006,-0.161542192,6.67334e-05,-0.148828663,21.0,-0.009016503,-0.5,-0.812962083,-1.728653736,-7.851099624,3.6703910615,0.3109611452,-0.014161009,-0.204537071,0.8525185942,0.0,4.34430653,0.0045732982,4.3264975715,0.0130449275,0.0086161606,0.0127171216,-0.765756824,0.0,0.0,0.0,0.0,0.0,-0.204782983,2.0,-27.25133196,-0.075434867,-0.509084913,130.82991999,3.861412872,-1458.870287,0.0516979083,9.2579298553,0.0066440349,-0.0873701,-0.109375,-0.000544726,0.5717632923,-0.827858416,0.0,-0.086339087,0.5401577338,0.0795540698,2.0,9.3319028785,1.1101801514,0.0,0.0847457871,0.0410378514,0.060591536,0.8452646362,2.9124077484,1.7177958e-06,3.5245945e-08,0.6820023137,0.4651271559,3.5152877087,0.146854446,-0.286117701,0.9212620439
13777,0.8898215187,0.0670859437,-0.206320617,0.0,0.2092320598,0.7230699074,0.1064578741,0.0017520573,0.3479798248,-0.023567244,-0.274817225,21.0,0.0,-0.069486405,-0.082438496,0.0080034361,-0.114645909,0.2013904463,-0.267260197,-0.018826653,0.0987849496,0.7643145007,0.0,4.1606060606,0.5110837892,4.1606060606,0.5110837892,0.9926516128,5.583992467,0.3575435416,0.0,0.0,0.0,0.0,0.0,0.4934128311,4.0,-1.177683571,-0.218502336,-0.205285861,15.633014156,0.7563037266,-837.8219377,0.037523938,11.850467394,0.0,0.0119567522,0.015456713,-0.011316598,0.6555555556,-0.010422251,0.0,0.0010792396,1.4193790337,-0.055588726,5.0,12.769675472,1.6810565035,0.0,0.0426136628,0.0240878641,0.0513668605,0.6934098748,4.6055212775,2.2978009e-08,2.076358e-08,1.230282832,1.5135958467,0.0431112926,0.0878743145,-0.09681985,1.3897541043
38746,1.5151338992,0.1012963609,-5.05478319,0.0,1.0579842137,1.1915765609,0.0710411958,0.0645208701,0.0836406392,0.0021296015,0.1656140476,29.0,0.0050997625,0.6378378378,-0.115268869,-0.134917366,0.4791032914,0.1252558084,-0.292933822,0.0591430175,0.0037334589,0.5653022228,0.0,3.2145288545,-0.089128518,1.5499116025,-0.082696534,4.4876847291,1.7447155625,0.1372579625,0.0,0.0,1.0,0.0,0.0,0.1246376191,5.0,34.390675931,0.0169062408,0.6623494811,26.520120873,-3.006521894,-35.27937126,0.0487469954,11.540509887,0.0102579424,0.0221593262,0.0376326896,0.2154657595,0.1025892427,-0.089937827,1.0,0.0334818151,-0.708812261,0.0307667803,5.0,7.4120697802,0.0354652925,0.0,0.019480532,0.0086277055,0.0043281358,1.6937018996,0.3514821565,5.6907289e-07,2.2105268027,0.5455047432,0.2975754248,0.3651763335,0.0445903996,-0.609494354,0.5794122871
60871,0.2979444535,0.0108183034,2.0799378059,0.0,0.2137148911,0.1754274935,0.0472882111,0.0195149792,0.2222492217,-0.000173434,0.0187762294,28.0,0.0120706891,-0.044444444,-0.250078286,-0.296775298,0.0112938108,0.3047775399,0.3165247115,-0.000112593,0.020045543,0.7322338013,0.0,7.4937194372,0.1517867494,6.8602024254,0.1360583545,0.5891975322,7.4779843916,0.1665696267,0.0,0.0,1.0,1.0,0.0,0.3656311972,5.0,0.0426059547,-0.132341438,-0.038899069,0.1530283299,-0.760259337,8452.5759961,0.0348870825,16.741433,0.0027909675,0.0153751096,0.0258373597,0.0053868699,0.6153435893,0.0067232322,5.0,0.0,0.1741933473,-0.003242876,6.0,17.283278689,1.793281716,0.0,0.044347845,0.0210818559,0.0282988744,0.3006875361,3.2781746993,1.003474e-10,1.288384e-08,2.1538978708,4.6392760379,0.1631306834,0.0560531606,-0.187007512,1.5253166908
14198,0.5456532665,0.0757535025,1.1303495148,0.0065430089,0.1528416257,0.7216778056,0.2207108838,0.0429283119,0.4851527686,0.0165774998,-0.261588743,29.0,0.0098885303,-0.032258065,0.5402873327,0.6588102143,0.1939467544,0.1979839382,0.0961123278,0.0572567929,0.1791361696,0.6560937628,0.0,3.7768303672,0.3231270728,2.9934557333,0.3067967402,2.6495805261,8.7521484919,0.562405094,0.0,0.0,1.0,0.0,1.0,0.7009667572,7.0,-0.503526459,0.2333256251,-0.105238584,2.6941331543,4.5548429225,-710.8151548,0.0505077949,13.248086331,-0.002266962,0.0036468522,0.0047450997,-0.011087148,0.3899446727,-0.015713402,0.0,0.0022713194,1.3303579643,-0.004620546,5.0,13.551880402,1.2615686275,0.0,0.0769042,0.0207489586,0.028450168,0.43544442,1.8754921197,4.3040077e-09,2.4357735e-08,0.5815179864,0.3381631685,0.4989240444,0.0467484728,-0.305876524,1.2993820115
45583,0.8246241778,0.0649850616,-2.11097655,0.0174005975,0.5232814917,2.1458119295,0.0923195538,-0.215154797,0.399834975,0.0141728625,-0.406645644,29.0,-0.00275836,-0.228571429,0.0381531324,-0.014924158,0.0844469429,0.1588736267,0.0975877536,0.0090351194,-0.013031434,0.4843015717,0.0,2.1880414769,0.6176145731,1.2981296637,0.2949304798,20.005449741,10.290491562,0.1973737841,0.0,0.0,0.0,0.0,0.0,0.8037581976,6.0,-0.00866923,0.2626522657,-0.193223972,-0.43013994,-2.156172206,-1018.859377,0.1356021867,12.251083757,0.0110052233,0.0165813962,0.0252642579,-0.104564167,0.0194324053,0.0633330256,2.0,-0.003149606,-0.088925364,0.0605257619,4.0,12.034809716,0.8059763358,0.0,0.0371919684,0.0140280783,0.020007969,0.4478852347,1.0083481538,3.1422481e-08,4.9997739e-08,0.4017794051,0.1614266904,0.052221422,0.0526711757,0.136980968,1.479095241
14702,0.3237664132,0.0108601337,3.0670187844,0.0,0.0890241578,0.2043738571,0.0218171456,0.0403168944,0.2486833711,1.0202115792,-0.007497166,28.0,-0.013881124,-0.074172185,-0.310616773,-0.657792577,-0.017719497,0.2195693104,-0.031730043,0.0069557848,0.0542824078,0.7157568988,0.0,5.3766430718,0.0590105704,4.5282559063,0.0897770788,1.0269368698,4.839612396,0.2966101025,0.0,0.0,1.0,0.0,0.0,0.3148301302,5.0,-1.805765533,-0.200111721,-0.078692354,48.193188628,-0.710631186,23387.20425,0.0358486298,17.394120732,-0.006230766,-0.003708423,-0.004636226,-0.011270745,0.5326784195,-0.009838627,2.0,0.0005138746,0.1753019519,0.0653292546,7.0,17.909495582,3.5944581733,0.0,0.047752738,0.0174844351,0.0321999304,0.3471844945,7.9839153545,1.971667e-11,6.4097711e-09,2.0827320967,4.3377729866,0.1075327462,0.0516160157,-0.683977993,1.071633495
15537,1.9184615892,-0.124154765,-2.733301527,0.044991259,0.404327605,3.2307286341,-0.058298056,-0.08316842,0.5070305177,0.0007030701,-0.121793953,23.0,-0.036433287,-0.094594595,-0.00846308,0.0816829846,-0.053036823,0.188681812,-0.083135093,-0.014503698,-0.074590294,0.6278255325,0.0,4.071463534,-0.098447927,2.6191874694,-0.07696899,6.6757088332,5.8671378939,-0.075526396,0.0,0.0,0.0,0.0,1.0,0.6196022275,3.0,-1.787045801,0.103253991,-0.099114763,49.787883804,-0.618082174,-1367.49809,0.0358486298,11.146763639,0.004218389,0.0225425804,0.0277245345,0.0292390516,0.2241439694,-0.001747644,2.0,0.0181876342,4.2575644753,0.2993460454,5.0,11.629762425,1.7185216414,0.0,0.0617732145,0.0301113604,0.0585802926,0.8692918169,5.5744406165,9.2838043e-08,1.9192067e-08,0.4907430306,0.2408287221,0.7897233218,0.107474216,-2.198145422,1.071633495
