firms,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19
68806.0,0.0017507355,0.0161916201,0.0448056929,0.034901027,0.0066745668,-0.095184171,0.0,0.0020435045,2.5349430277,0.0293781795,-0.0227272727272727,-0.0337078651685393,0.162162162162162,0.2835820895522387,0.1466666666666667,0.2112676056338027,0.186206896551724,0.5087719298245614,0.3650793650793651,0.421487603305785,0.2463768115942028,0.2554744525547445,0.2112676056338027,0.1025641025641026,0.131578947368421,0.0117647058823529,0.2647058823529411,0.1025641025641026,0.186206896551724
66755.0,0.0086085674,0.0206414394,0.0458147893,0.2020047806,0.0537945317,0.006075505,1.0,0.0030534351,-0.35391924,0.1020433437,-0.175,-0.2079999999999999,-0.0388349514563106,0.1511627906976744,-0.0294117647058823,0.1511627906976744,0.03125,-0.0294117647058823,-0.2611940298507462,-0.2611940298507462,-0.2928571428571428,-0.3888888888888888,-0.4438202247191011,-0.5416666666666667,-0.5619469026548672,-0.5619469026548672,-0.4948979591836735,-0.5099009900990099,-0.5540540540540541
15763.0,-0.002401754,-0.004902895,-0.010104267,-0.005642885,0.0369258156,0.005519058,0.0,-0.006694463,0.7657519104,0.0,0.0222222222222221,0.069767441860465,0.1896551724137931,0.1499999999999999,0.1129032258064515,0.0534351145038167,0.0298507462686568,0.1499999999999999,0.0534351145038167,0.1499999999999999,0.069767441860465,0.2432432432432432,0.1999999999999999,0.078125,0.078125,0.0952380952380953,-0.034965034965035,0.0298507462686568,0.104
21020.0,-0.00162967,0.0114458146,0.0341130549,0.0540729813,0.22675318,0.0773778716,1.0,0.0004761905,0.4835936854,-0.035760771,0.0059880239520957,0.1200000000000001,0.1626297577854671,0.2923076923076924,0.2972972972972973,0.5342465753424657,0.5203619909502262,0.5555555555555556,0.3770491803278688,0.3333333333333332,0.2584269662921348,0.2173913043478261,0.3770491803278688,0.2173913043478261,0.1626297577854671,0.1351351351351351,0.2824427480916029,0.5272727272727273,0.3548387096774192
10429.0,0.00415362,0.0328839681,0.0437784633,0.0058781743,0.6396146824,-0.004916381,0.0,-0.003678161,1.0964002408,0.0692982469,-0.0113636363636363,-0.074468085106383,0.2794117647058822,0.3181818181818181,0.403225806451613,0.3384615384615383,0.144736842105263,0.3181818181818181,0.3181818181818181,0.4745762711864407,0.359375,0.6111111111111112,0.4262295081967213,0.2794117647058822,0.2985074626865671,0.144736842105263,0.1599999999999999,0.1012658227848102,-0.3507462686567164
62500.0,-0.000550221,0.0292060783,0.0497275479,0.046488671,0.4592168463,-0.010383415,2.0,0.0019138762,-0.217588102,0.010309278,-0.1441441441441441,-0.0952380952380952,0.1875,0.0674157303370786,-0.0104166666666666,0.0919540229885058,-0.0306122448979592,0.1309523809523809,-0.0306122448979592,0.1728395061728396,-0.05,-0.1441441441441441,-0.2016806722689075,-0.2083333333333333,-0.2803030303030303,-0.246031746031746,-0.2083333333333333,-0.3402777777777778,-0.3708609271523179
28636.0,0.0061051104,-0.015393595,-0.058369578,0.8571490729,0.2215505241,-0.058367764,0.0,-0.072313795,-0.000384468,-0.098055601,-0.1294117647058823,-0.119047619047619,-0.119047619047619,-0.1494252873563218,-0.308411214953271,-0.1777777777777778,-0.097560975609756,0.0422535211267605,-0.1395348837209302,-0.2210526315789474,-0.1294117647058823,-0.1777777777777778,-0.1685393258426966,-0.2884615384615384,-0.3451327433628318,-0.408,-0.2673267326732673,-0.3781512605042016,-0.3211009174311926
55335.0,-0.00221914,0.006055544,0.0097315436,0.0322227093,0.4552862371,-0.012798307,1.0,0.0033976326,-0.691348304,0.0010080636,0.0,-0.0588235294117647,0.0,-0.0588235294117647,-0.2727272727272727,-0.1578947368421053,-0.2195121951219512,-0.2195121951219512,-0.4754098360655737,-0.4754098360655737,-0.4285714285714286,-0.5,-0.7355371900826446,-0.6701030927835052,-0.7142857142857143,-0.73109243697479,-0.728813559322034,-0.7355371900826446,-0.6631578947368422
56899.0,-0.015778548,0.0007310962,0.001545045,-0.038142376,0.0902776981,-0.03171678,0.0,-0.021912211,0.2853246045,-0.084990531,-0.2604166666666666,-0.2717948717948718,0.0142857142857142,-0.0138888888888888,-0.0838709677419354,-0.0657894736842105,-0.303921568627451,-0.0897435897435897,-0.1234567901234567,-0.144578313253012,-0.1647058823529411,-0.1497005988023951,-0.2446808510638297,-0.2604166666666666,-0.3456221198156681,-0.3660714285714286,-0.144578313253012,-0.3574660633484162,-0.3205741626794258
27991.0,0.0017853669,0.0126819679,0.0268607115,0.0244999474,0.001318159,0.2378479665,0.0,0.0004371585,-0.083437945,0.0312522613,0.0828402366863905,0.076470588235294,0.0397727272727272,0.095808383233533,0.1090909090909091,0.1226993865030674,0.2364864864864864,0.4076923076923078,0.326086956521739,0.3357664233576642,0.4186046511627908,0.2708333333333332,0.2119205298013244,0.1883116883116882,0.1806451612903226,0.0397727272727272,-0.046875,-0.046875,-0.0615384615384615
