firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
54594,0.8509081913,-0.16165706,-3.705092405,0.0121505416,1.0970156295,1.7518749685,0.0027424346,0.0118899372,0.1599249986,0.1831310094,0.1059666742,28.0,-0.048159665,-0.12,-0.269411099,0.0575268371,-0.031005246,0.2192784942,0.2855123523,-0.054373132,-0.088112706,0.4246758176,0.0,2.9020629519,-0.251021954,0.9973681412,-0.243268513,18.50185389,8.2385847694,-0.095700402,0.0,0.0,1.0,0.0,0.0,0.271730568,1.0,2.2172197258,-0.153722407,-0.106338979,-0.150009621,-0.294347341,-77.72936433,0.1366127341,12.007632396,0.0022440565,-0.003838241,-0.008420364,-0.202135094,0.048608911,0.0034011906,0.0,-0.009606643,1.6140110221,0.0705439392,3.0,11.148894964,0.6289724909,0.0,0.0465116762,0.0271678652,0.0493621033,0.4622084931,0.8985214874,5.898298e-08,5.2375266e-08,1.4391128734,2.0710458624,-0.046844722,0.0826650946,-0.631501266,-0.065976587
11624,0.3111624722,0.0304913542,12.831811798,0.0,0.0597671632,0.3764595104,0.1311510256,0.1506077988,0.6931537126,0.0106585459,0.2458957887,19.0,-0.000831947,-0.239130435,0.2244682036,0.1403738352,-0.024723236,0.2220782376,0.1143998206,0.2810608851,0.1365057529,0.5874709353,0.0,2.6762611276,-0.081131763,1.9415430267,-0.040189915,7.7208567416,7.7181467181,1.437470205,0.0,0.0,0.0,0.0,0.0,0.8180965483,5.0,6.5755625666,0.0148068752,-0.347281094,-55.37160175,-0.861348337,-3331.021297,0.0250682817,10.575819593,0.0010524654,0.022178163,0.0269452692,0.008508817,0.1302538303,-0.141524717,0.0,0.0031159048,0.3680984574,0.2648327108,6.0,8.9912386858,0.2756024096,0.0,0.0336102135,0.0279270947,0.035600345,1.3455019543,2.0438169445,5.1473648e-07,5.3771278e-08,0.7148695617,0.5110384902,-0.608996756,0.0977304529,0.0264639624,-0.268429429
11790,0.5609353405,0.0800169337,2.7393996473,0.0350030506,0.3312440078,0.2719808748,-0.025852564,0.0127660056,0.09391325,0.0024188958,-0.09304387,27.0,0.0074829359,0.0416666667,0.2108425721,0.3372944526,0.1372340389,0.0671279742,0.3750284939,0.0161808272,0.0877009996,0.5697451293,0.0,7.976205955,0.7405040602,4.953582109,0.7643286708,2.1885620391,4.322041947,0.3291213467,0.0,0.0,0.0,0.0,0.0,0.1294799363,6.0,0.0584156707,0.0949195965,0.1529680495,-0.367341472,-0.165580335,-477.3751914,0.2248013571,12.149465271,0.0009313275,0.0022969026,0.0037842869,-0.0148745,0.1529975794,0.0297981299,0.0,-0.012703843,-0.404907106,-0.020616378,5.0,9.8713093395,0.1431386348,0.0,0.0542516299,0.026403963,0.0279496813,0.8578091114,0.465981425,2.2941352e-07,1.5416267e-07,0.2835500752,0.0804006451,0.2162810402,0.0538984834,-0.021216803,0.042139815
12320,1.6128917401,-0.518459409,-14.47006542,0.0328828178,4.7917875337,7.3916245857,-0.010004305,-0.045163681,0.1660435566,0.0203426124,0.0577809834,27.0,-0.0411447,-0.116997792,-0.133106255,0.1095178912,-0.152748723,0.1399220775,-0.038082889,0.0626183944,-0.259320056,0.4850563801,0.0,1.1407864999,-0.204066275,0.7023881272,-0.14611745,35.336292637,8.2190566389,-0.009673312,0.0,0.0,1.0,0.0,0.0,0.3990471549,2.0,3.904208253,0.0389277672,-0.116204095,46.225378537,-0.020821271,-3677.86942,0.0686654204,9.6029701529,0.0115598712,0.0043022829,0.0176977634,-0.621573486,0.0100919031,-0.035448094,4.0,0.6390203122,-0.324788121,0.155615095,3.0,8.7305206996,0.2885259631,0.0,0.036649242,0.0356630078,0.0571836918,0.8897931899,1.9419120112,1.9415248e-06,5.3048573e-08,0.4693024119,0.2202447538,3.9595041617,0.0892311935,-0.480122032,0.0573245792
13056,1.0278249851,-0.139306989,-8.753236118,0.0157564622,1.9505666455,2.7754870315,0.089991074,-0.035795115,0.6152251008,0.0042842067,0.0286458396,28.0,-0.027939191,-0.028423773,-0.032541903,0.2217532044,0.0640305278,0.2024274584,-0.014899966,-0.046569526,-0.138247118,0.2636690521,0.0,1.4889978214,0.3723526443,1.0828696721,0.4317085264,24.132215609,8.43240503,-0.022503301,0.0,0.0,0.0,0.0,0.0,1.5182889447,5.0,-0.600667756,-0.047926951,-0.077270506,2.0637398315,-0.749027937,-56.07420734,0.0461940736,13.782451491,0.0282694144,0.0170176234,0.0493130131,0.0246294853,0.0655469076,0.0105412599,1.0,0.0038703435,1.4496552965,-0.005313109,1.0,14.355656471,1.8142301309,0.0,0.0229244642,0.0127005129,0.0224236675,0.5607193692,6.2858776792,1.5220382e-09,1.4136608e-08,0.6915940281,0.4783022996,0.0490441674,0.0679571477,-0.260619191,-0.080282207
50091,0.7948172098,0.1079527446,-8.034418913,0.0192821401,1.0928478826,2.1457305625,0.0494971135,0.0138593664,0.3275521529,0.0010338589,-0.051300761,27.0,0.0208898746,-0.064516129,0.0013347595,0.0298998598,-0.008285981,0.1277974774,0.0296128358,0.0427819893,0.119591076,0.4888846747,0.0,2.4328224285,0.182854725,1.5855811313,0.1212111555,48.731418471,4.0554856836,0.1607830085,0.0,0.0,0.0,0.0,1.0,0.8016554295,5.0,-1.210643207,0.0295353173,-0.102595182,0.3694029835,-1.642817964,-766.7481516,0.1011532727,12.290007489,0.0016477425,0.0157277571,0.0368637086,-0.019985794,0.0150151943,0.0174222262,1.0,0.0017506852,0.5142857143,0.0342033124,3.0,11.389881825,0.5510480054,0.0,0.0415162295,0.0195208527,0.0276523872,0.6879258998,2.4971736731,2.5648147e-08,2.8510294e-08,0.8288324413,0.6869632158,0.0280931999,0.0514041634,-0.280867788,0.1140337148
14286,0.6085082124,0.0341225104,-3.895428625,0.01697224,0.6835183919,1.6666027537,0.1400942227,-0.236032168,0.3243439352,0.013552759,-0.413185246,28.0,-0.083880367,-0.669291339,-0.290037162,0.0122459435,0.3298743235,0.2096165933,0.3612696767,-0.202714959,0.0564599217,0.3966278444,0.0,1.7655826558,-0.276645683,1.0597899729,-0.185694137,17.476042315,7.3518324607,0.1225839594,0.0,0.0,0.0,1.0,1.0,0.9919637338,6.0,2.4295338393,-0.278192202,-0.950527171,7.8633034137,-0.535078014,-6652.773377,0.0255505566,9.0384839221,-0.000158153,-0.017175195,-0.031561341,-0.017736649,0.4606022919,-8.03758992,0.0,-0.001349528,-0.400667084,0.0718400484,5.0,6.7941049849,0.083968254,0.0,0.2165725231,0.0713184999,0.0686275964,1.4039724316,0.6817770643,3.48874e-05,10.000000278,0.8883506597,0.7891668946,-1.60207727,0.1729746922,-0.173939367,-0.257509949
14526,0.5362509117,0.0820121879,-1.384057028,0.0190677866,0.7472200654,2.517007443,0.1093776587,-0.054458386,0.4963541101,0.0182929021,-0.162472265,28.0,-0.010482362,-0.099966171,-0.072682617,-0.02079765,0.0798862411,0.2103567677,-0.092956662,-0.060557596,0.1526852426,0.4550280214,0.0,1.3760246465,0.0794886686,1.0929196237,0.1146552262,52.230649046,6.9670195122,0.2035176216,0.0,0.0,1.0,0.0,0.0,1.3990100612,7.0,-2.295370578,0.1093882473,-1.369509865,1.8176484003,-1.394679967,-417.4627366,0.0589170452,12.415595689,-0.001586762,0.010789116,0.0258228322,-0.167824231,0.0108000317,-0.00371651,1.0,0.005734767,-0.212867623,0.0949121248,4.0,12.401833695,0.8767663569,0.0,0.0940540433,0.0399980657,0.064912918,0.6166696302,2.71486191,3.6003914e-08,2.3271409e-08,-0.009714154,9.43648e-05,0.6191285567,0.0860797356,-0.28552075,0.023377833
11581,-0.721163889,0.1433020234,5.7615323492,0.0,2.8387980799,2.8356737369,0.2247993117,-0.17810164,0.4354826719,-0.67602393,-0.168063373,15.0,-0.028592979,0.0295081967,-0.282446601,0.2454845608,-0.011496304,0.479079074,0.0445835881,-0.065717623,-0.14237673,0.3443574884,0.0,1.1116410436,-0.311108219,0.6888195009,-0.361138447,18.149393688,8.7671499518,0.0814566183,0.0,1.0,1.0,0.0,1.0,-0.816108742,4.0,1.6409664422,0.6785358319,-0.023110344,0.2320159807,-0.448023889,-1527.413411,0.0310388259,13.19877345,-0.004236903,-0.002885732,0.0254775496,-0.013189848,0.0861631352,0.0198062719,0.0,0.0,0.0091815114,-0.031047105,4.0,13.353014961,1.5267376617,0.0,0.0386440456,0.0173054777,0.0228178363,0.5930337896,3.3718232237,5.384857e-09,1.5666675e-08,0.9249782542,0.8555847708,0.3048216646,0.0722785546,-0.101617995,-0.131179733
15748,1.1159530843,-0.160677768,-2.463237696,0.0,0.5384779073,1.8498681757,-0.134233444,-0.155556067,0.2074924638,0.0077279753,-0.220772443,19.0,-0.097836664,0.2802547771,-0.521168837,-0.088436858,-0.022251083,0.0862401543,-0.005906342,-0.070506478,-0.120018486,0.5748601793,0.0,2.608199155,0.037185821,1.6373187165,0.1215085689,8.5930890052,5.8516828294,-0.182678205,0.0,0.0,1.0,0.0,0.0,0.3029613566,3.0,0.3991396929,-0.734809247,0.3104160807,2.2070720571,-0.719733046,-2213.740935,0.0309927413,9.0730533519,0.0039579354,-0.006937645,-0.009977069,-0.145619863,0.1301196283,-0.028912272,2.0,0.0082304527,-0.151587213,0.2382107079,3.0,8.2426247394,0.3518558873,0.0,0.0558138974,0.0408642081,0.0415024357,1.402025026,2.2601304917,4.6106165e-06,2.0000000548,1.4147032292,2.0013852268,-0.055635325,0.0878252245,-0.661795956,-0.246975215
