firms,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24
50906.0,0.0093096713,0.0387852129,0.0576140543,0.0274347658,0.1802818658,0.0167319298,0.0,0.0052156407,-0.794780619,-0.011197734,-0.3119266055045872,-0.2424242424242424,-0.1666666666666666,-0.1071428571428571,-0.0384615384615384,-0.0259740259740259,0.0416666666666667,-0.0384615384615384,0.0416666666666667,0.0869565217391303,0.2096774193548387,0.3157894736842106,0.2820512820512821,0.4423076923076923,0.4150943396226414,0.6666666666666667,0.6666666666666667,0.5625,0.4150943396226414,0.4150943396226414,0.5625,0.5625,0.875,0.875
18980.0,0.0067182197,0.0155123762,0.0465677943,0.0168892542,0.2847571537,-0.004782935,2.0,0.0059345808,0.3457292643,0.0325529538,0.087719298245614,0.0,0.3191489361702126,0.2916666666666667,0.5897435897435896,0.7222222222222223,1.2962962962962965,1.0,0.9375,0.8787878787878789,0.9375,0.9375,0.9375,0.6756756756756757,0.8787878787878789,1.3846153846153846,1.6956521739130437,1.6956521739130437,1.6956521739130437,1.3846153846153846,1.9523809523809528,1.3846153846153846,1.2962962962962965,5.888888888888889
65840.0,-0.001283246,0.0145730265,0.0374257699,0.0175996175,0.0299072946,0.023607241,1.0,0.0020507569,-0.527819052,0.0001983829,-0.0208333333333333,-0.1075949367088607,0.0522388059701492,-0.0070422535211267,0.175,0.2368421052631579,0.2702702702702702,0.4242424242424243,0.5326086956521738,0.6206896551724137,0.6785714285714286,0.855263157894737,0.5842696629213484,0.5,0.3557692307692308,0.7407407407407407,0.4842105263157894,0.205128205128205,0.0681818181818181,-0.0275862068965517,0.165289256198347,0.119047619047619,0.1370967741935485,0.1557377049180328
11181.0,0.0013638419,0.0177005885,0.0530664234,0.0216924235,0.0009015035,-0.272121087,0.0,0.0013211136,-0.579173634,0.014337102,0.1123188405797102,0.3119658119658119,0.4212962962962963,0.5989583333333333,0.7848837209302326,0.9935064935064934,0.8719512195121952,0.7443181818181819,0.1043165467625899,0.0886524822695036,0.19921875,0.2379032258064515,0.2231075697211155,0.2134387351778657,0.3008474576271187,0.4902912621359223,0.5349999999999999,0.5198019801980198,0.6868131868131868,0.764367816091954,1.2408759124087592,1.1319444444444446,1.3984375,1.1027397260273974
39116.0,0.0,0.0210078411,0.0257545932,-0.130338849,0.0243488257,-0.038305461,1.0,-0.093333333,0.274537968,-0.089285718,-0.1176470588235294,-0.2105263157894736,-0.1176470588235294,0.1111111111111111,0.3636363636363635,0.3636363636363635,0.3636363636363635,0.1999999999999999,0.3636363636363635,0.3043478260869565,0.25,0.3636363636363635,0.3636363636363635,0.25,0.3043478260869565,0.3636363636363635,0.1999999999999999,0.3636363636363635,0.3043478260869565,0.1538461538461537,0.1999999999999999,0.3636363636363635,0.1111111111111111,-0.032258064516129
50032.0,0.0055850521,0.0223098373,0.048370088,0.0646112846,0.2125205945,0.0005810949,0.0,0.0003816254,1.6628281009,0.0665007103,-0.0566666666666666,0.071969696969697,0.1011673151750973,0.0884615384615383,0.1319999999999999,0.2042553191489362,0.2805429864253392,0.2633928571428572,0.1991525423728812,0.10546875,0.1319999999999999,0.1742738589211618,0.1551020408163266,0.145748987854251,0.2412280701754385,0.2198275862068965,0.2412280701754385,0.2466960352422906,0.2577777777777779,0.2805429864253392,0.3804878048780487,0.4009900990099009,0.4894736842105263,0.3940886699507389
49330.0,0.0031910311,-0.002847737,-0.006918975,0.0317612217,0.0469992996,-0.014641606,0.0,-0.001898305,-0.772991851,-0.018987341,-0.0264026402640263,0.0172413793103447,-0.0231788079470198,-0.0514469453376206,0.271551724137931,0.3111111111111111,0.5128205128205128,0.4750000000000001,0.4750000000000001,0.6032608695652173,0.586021505376344,0.6761363636363635,0.6388888888888888,0.5691489361702127,0.6032608695652173,0.7987804878048781,0.6666666666666667,0.6032608695652173,0.5608465608465609,0.5526315789473684,0.4750000000000001,0.4182692307692308,0.5364583333333333,0.4532019704433496
69171.0,0.0507432603,0.0741870675,0.0982943902,0.0399978652,0.1515305474,0.0132515124,1.0,0.0053879447,-0.040047018,0.039609177,0.1799999999999999,-0.1259259259259258,-0.5021097046413502,-0.4129353233830846,-0.2337662337662337,0.6857142857142857,0.388235294117647,0.2826086956521738,0.5526315789473684,0.6388888888888888,0.3409090909090908,0.4936708860759493,0.4936708860759493,0.4047619047619046,0.4567901234567901,0.6164383561643836,0.5945945945945945,0.873015873015873,1.0701754385964914,1.0701754385964914,1.4583333333333337,1.2692307692307692,1.4583333333333337,1.2264150943396226
17304.0,0.0012658546,0.0074614804,0.0164342416,0.0366362087,0.0113294035,-0.017694736,0.0,0.0018641164,0.6671354899,0.0942168753,-0.4708818635607321,-0.4682274247491639,-0.4401408450704225,-0.4044943820224719,-0.3942857142857142,-0.3234042553191489,-0.2621809744779582,-0.2933333333333333,-0.2964601769911504,-0.3347280334728033,-0.3219616204690831,-0.2901785714285714,-0.3056768558951965,-0.2756264236902049,-0.2355769230769231,-0.196969696969697,-0.1928934010152284,-0.2535211267605634,-0.1804123711340206,-0.1609498680738786,-0.0755813953488372,-0.0535714285714286,0.0063291139240506,-0.0185185185185184
66229.0,0.0202567664,0.0097149527,0.024494446,0.2919655837,0.2564328895,0.4316905547,2.0,0.0109778891,0.0042194093,-0.024325237,0.0,0.3478260869565217,0.1481481481481481,0.2916666666666667,0.4090909090909091,0.3478260869565217,0.3478260869565217,0.4090909090909091,0.2916666666666667,0.1923076923076923,0.1481481481481481,0.24,0.24,0.24,0.1071428571428572,0.1923076923076923,-0.03125,-0.0606060606060605,-0.088235294117647,0.1481481481481481,-0.03125,0.0333333333333334,-0.1842105263157895,-0.1621621621621621
47730.0,-0.000163229,0.0121041943,0.0252790495,0.161504633,0.008620817,0.0020809911,2.0,-0.000141395,0.2495149399,2.23555e-05,0.096938775510204,0.2285714285714286,0.2146892655367231,0.0749999999999999,0.1436170212765957,0.1684782608695652,0.0749999999999999,-0.0227272727272727,-0.0611353711790393,0.0046728971962617,0.0189573459715639,0.0436893203883494,0.038647342995169,0.0749999999999999,0.0749999999999999,0.1139896373056994,0.1944444444444444,0.2356321839080459,0.2797619047619046,0.1082474226804124,0.2215909090909091,0.131578947368421,0.1684782608695652,0.162162162162162
13777.0,0.0183675044,0.0363636364,0.0459475746,0.034151392,0.4957608824,-0.045301672,1.0,0.0018604661,0.6387758067,0.0410172623,0.0238095238095237,0.162162162162162,-0.2321428571428571,-0.14,-0.0444444444444444,0.162162162162162,0.048780487804878,-0.1730769230769231,-0.2321428571428571,-0.14,-0.1224489795918367,-0.1041666666666666,-0.4487179487179487,-0.4266666666666666,-0.3768115942028985,-0.3064516129032257,-0.1886792452830188,-0.2456140350877192,-0.3174603174603174,-0.3384615384615385,-0.1224489795918367,-0.2181818181818181,-0.1730769230769231,-0.1730769230769231
13793.0,0.0414437881,-0.082417582,-0.218715393,-0.503142082,0.0115288976,-1.976688536,0.0,0.0059027125,1.6679925792,-0.223908979,-0.2105263157894736,-0.1176470588235294,-0.1176470588235294,-0.53125,-0.53125,-0.3181818181818182,-0.25,-0.5588235294117647,-0.5588235294117647,-0.6428571428571428,-0.7222222222222222,-0.7413793103448276,-0.7222222222222222,-0.7580645161290323,-0.7580645161290323,-0.6875,-0.765625,-0.7857142857142857,-0.7413793103448276,-0.7916666666666666,-0.7794117647058824,-0.7857142857142857,-0.8333333333333334,-0.84375
44652.0,0.0023623519,0.009332242,0.0315714498,-0.002469941,0.0129896811,-0.003344851,0.0,6.43478e-05,1.0862043796,0.0566134602,-0.0376569037656904,-0.1050583657587548,-0.1085271317829457,-0.1119691119691119,-0.1085271317829457,-0.0669371196754563,0.0109890109890109,-0.010752688172043,-0.0456431535269709,-0.1385767790262172,-0.0534979423868312,0.1165048543689319,0.07981220657277,0.0599078341013825,0.1471321695760599,0.4375,0.5231788079470199,0.5181518151815181,0.4330218068535825,0.5436241610738255,0.6312056737588652,0.7760617760617761,0.9574468085106382,0.8400000000000001
