firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
21020,0.2130213973,0.2800818482,-0.522702302,0.0105093076,1.6172236695,1.5495558254,0.177157189,0.1060976446,0.3558063558,-0.104452489,0.0246706587,0.0295272601,0.1788436268,0.2362326019,0.0295272601,41.0,-0.003059033,0.0458958517,-0.038921454,0.1564483939,0.224247582,0.0584151218,-0.1081649,0.1181147335,1.7882236517,0.4783184137,0.0,0.7339213524,-0.18591204,0.6704887909,-0.189051413,5.8986904591,28.764912281,0.2180764226,0.0,0.0,1.0,0.0,0.0,7.2449282533,4.0,0.1216875788,0.0011873865,9.9445794107,-0.01539403,1.1129692808,20461.355118,0.0730462427,16.861739834,0.008683749,0.014458329,0.1242236025,-0.016321205,0.1526979102,0.0072443727,0.0,0.0192635942,1.0150255314,-0.106951503,3.0,17.902282143,3.3482846803,0.0,0.0497592427,0.0190707835,0.0316991604,0.3514122933,5.7894620219,4.442151e-11,6.1247241e-09,1.343780398,1.8057457579,0.024377323,0.0513032558,0.4230731312,-0.036675081,0.0002439024390243,0.0518081559374197,-0.0316410861865408,-0.0060591371788657,-0.1127217654694937,0.0561421581251608,0.05207798871216,0.0226932668329176,0.0269187429573054,-0.0320981826764219,-0.1506679092885989,-0.2230011367942402,-0.1438413361169103,-0.1644254278728606,-0.2353160544471378,-0.1549556975066969,-0.0082224909310762,0.1558624577226606,0.0547568220981971,0.0555984555984554,-0.045391061452514,0.0211653386454184,0.1693755346449956,0.1204918032786883,0.1104792851340372,0.2223546944858421,0.624158415841584,169.875,116.17142857142858,127.15625,14.59315589353612,12.85472972972973,10.328729281767956,8.672169811320753,6.594444444444443,5.54066985645933,5.9863713798977845,5.348297213622291,5.084569732937685,4.817021276595745,4.264441591784339,3.790887850467289,4.197718631178708,5.54066985645933,5.700980392156862,4.792372881355932,5.048672566371681,4.346805736636245
11499,0.9180881403,-0.021505604,-4.567984208,0.0306230283,1.358200599,1.4105019827,0.0555292553,0.4451486009,0.2714997647,0.2912780295,0.5175280195,-0.036003332,-3.255801499,0.0485123742,0.0360033321,36.0,0.0550679837,0.3763188746,0.3958900831,-0.278562772,-0.103380892,0.3672661791,-0.381990236,0.1359212289,0.3196541297,0.2920552838,0.0,1.5418193598,-0.18738149,1.0310380434,-0.183759744,9.2987624326,3.7577164597,0.0372031847,0.0,0.0,1.0,0.0,0.0,0.5878691564,2.0,-5.631900625,0.3739180011,0.4466382164,-0.365665131,0.0371439745,-3779.876654,0.0400118084,12.726973999,0.0032221126,0.0051768564,0.0129624132,0.1052943459,0.0667127228,-0.107728728,2.0,0.0080515298,1.2938151876,0.2185200206,2.0,12.988484838,1.0151537328,0.0,0.0104464022,0.0103018129,0.0242860041,0.3986460449,1.0152210326,1.0680386e-08,3.7420999e-08,1.7501801483,3.0631305517,0.0823987464,0.0478471622,0.765969804,0.1277460519,0.0,-0.2038461538461538,-0.19140625,-0.2853855005753739,-0.3038116591928251,-0.2417582417582416,-0.3584710743801652,-0.31,-0.4518976169461606,-0.452863436123348,-0.4732824427480916,-0.414703110273327,-0.5635980323260716,-0.5473760932944607,-0.6003861003861004,-0.5614406779661016,-0.5663407821229051,-0.5365671641791045,-0.5583214793741109,-0.5427098674521356,-0.6016677357280308,-0.5663407821229051,-0.6091881686595343,-0.6256781193490054,-0.6154798761609908,-0.6003861003861004,-0.6155274888558693,-0.6101694915254237,-0.6481586402266288,-0.5589488636363636,-0.5337837837837838,-0.5351796407185628,-0.4951219512195122,-0.4855012427506213,-0.4651162790697674,-0.5197215777262181,-0.425,-0.4385171790235082,-0.3758793969849245,-0.3336909871244635,-0.2983050847457626,-0.3643807574206755,-0.3449367088607595,-0.22375,-0.2139240506329114,-0.1228813559322034,-0.2426829268292683,-0.1987096774193548
81912,1.0340706901,0.0482265758,-0.320872595,0.033485255,0.1105328323,0.5678462592,0.1099378036,-0.020006385,0.1333948756,-0.004150068,-0.288452601,-0.026661825,-0.63924755,0.0790552962,0.026661825,36.0,-0.021214114,-0.019230769,-0.116535425,0.0254706882,0.0012038159,0.1786759512,-0.154144136,-0.002574201,0.0211743825,0.617339728,0.0,9.3559195128,0.4281979382,6.6700480305,0.4696632752,1.2600405564,5.4324448362,0.5019463525,0.0,0.0,0.0,0.0,1.0,0.1536175815,5.0,45.008799628,-0.1391897,9.3277603347,-0.202348321,0.3549827321,-3103.676176,0.0587429544,14.668942908,0.0257233079,0.0138789512,0.0152438313,-0.00567215,0.393723346,0.0144047816,1.0,0.0015910899,0.0110431893,0.0630154876,5.0,12.839903483,0.1778078064,0.0,0.0202898346,0.0100090509,0.0155486115,0.3477196468,0.3450887415,4.8934686e-09,1.3207766e-07,1.1717908802,1.373093867,0.0383155124,0.022115712,0.081173435,0.1290453788,0.0706984667802386,0.0949477351916376,0.0354200988467874,-0.0681986656782801,-0.0688888888888888,-0.0397249809014514,-0.0375191424196018,-0.066815144766147,-0.0661218424962852,-0.1141649048625792,-0.0871459694989106,-0.1191310441485633,-0.1178947368421052,-0.0278422273781902,-0.102142857142857,-0.1203638908327501,-0.1295013850415511,-0.0534638554216866,-0.0878084179970971,-0.075735294117647,-0.0534638554216866,-0.067507418397626,-0.0584269662921347,-0.0462822458270105,-0.0202650038971161,-0.0270897832817337,-0.0976310122038764,-0.0838192419825073,-0.0513207547169811,-0.0426504188880426,-0.0233100233100231,-0.0172009382329944,0.0697872340425531,0.0492487479131886,0.1114058355437666,0.0563025210084033,0.067062818336163,0.1035996488147497,0.166048237476809,0.2323529411764706,0.277439024390244,0.310740354535975,0.2275390625,0.2905544147843941,0.175865294667914,0.1553308823529411,-0.0102362204724408,-0.0520361990950225
27991,0.640570591,0.0611036314,-111.6763726,0.037803153,1.4405834027,0.4884639029,0.0552290647,0.0499335873,0.0942481562,0.0036989807,0.0525166855,-0.044787315,-1.502708933,0.1529246043,0.0447873153,41.0,0.0016321431,0.006440465,0.0010914667,0.0703588114,0.0969257887,0.0418684346,0.1229905115,0.0587867481,0.0495533708,0.4507093628,0.0,0.6174204422,-0.01108265,0.4233362014,-0.080015897,88.519119733,9.5034964084,0.0926894786,0.0,0.0,0.0,0.0,0.0,0.264238546,5.0,0.143614738,-2.823635891,-211.6575512,-0.182617614,-50.61508721,737.07237144,0.0244389518,15.951303185,-0.000417922,0.0002963085,0.0009714399,0.0007129091,0.0009538297,-0.038808723,0.0,-0.001731717,1.0540490465,0.0252070887,5.0,16.292632717,1.3227558862,0.0,0.0205093678,0.0109447655,0.014916075,0.3308175586,2.2651973489,1.686879e-10,1.497473e-08,0.2476482875,0.0613296743,0.0803488724,0.0220389307,-0.099337882,0.1710700594,0.090658143251489,0.1321067712260593,0.1642369727047143,0.1848169191919191,0.1820185797512201,0.1704084814468349,0.261044851335461,0.2164965159617564,0.3195640710142378,0.2322718319107024,0.2266339869281044,0.1775686274509802,0.1715043695380773,0.0696779709318893,0.098960620699751,0.1872528862881544,0.2212461363266633,0.3739019033674962,0.3181738366988584,0.403439895307534,0.297890733056708,0.354565138939011,0.3417336907953527,0.3733991950237834,0.3489667565139263,0.4263727911837354,0.418556311413454,0.4068590704647674,0.3398179546671425,0.3713920350748994,0.3832688409802836,0.2745331069609507,0.3533441499909859,0.329143059490085,0.2326765188834154,0.2967697357056484,0.3419735430818733,0.4063319595354062,0.472538250294233,0.4588029537504856,0.4172172928072493,0.4217803030303029,0.4613587697099472,0.4021292491595067,0.4509083880943176,0.5202511138112593,0.5526370217166492,0.5672233820459289
10517,0.840729763,0.0834868232,-15.60721588,0.0041968264,0.7949836175,1.9561541765,0.0920861866,0.0822319203,1.142497855,0.0015450833,0.0477847247,-0.012139838,-0.228813122,0.1025897039,0.012139838,34.0,0.0024239017,0.0241935484,0.1667806016,-0.467966545,0.0172616047,0.9609573249,0.2205024576,0.0414544025,0.1169550829,0.3904345296,0.0,1.4559573699,0.4607270512,1.3910214356,0.4674430152,85.550904003,8.4029830236,1.131269649,0.0,0.0,1.0,0.0,0.0,2.2750733334,8.0,29.857621322,-0.079778838,-0.105994145,-0.579239694,-2.400454149,-1475.402889,0.138519725,14.402308269,0.0006046593,0.0186872267,0.0363576361,0.0178603515,0.0553259674,-0.090936099,1.0,-0.002390438,0.80624141,-0.005701825,5.0,14.926934226,1.6209825721,0.0,0.0751215592,0.0319558784,0.0264910706,0.5774021172,5.6513391089,1.0487852e-09,1.2380498e-08,0.9888356292,0.9777959015,-0.076727687,0.0447779636,-0.119762317,-0.104245168,0.0917790343627664,0.097027972027972,0.1210361768646717,0.0341985990935311,0.0174300770166193,-0.3049016892827471,-0.3333333333333332,-0.3212547322877229,-0.3068213200773266,-0.2834713103054525,-0.2617647058823529,-0.113387495584599,-0.1580006709157999,-0.2072015161086544,-0.178933595027805,-0.1155743481324875,0.0137318255250404,0.0320723684210526,-0.0202966432474629,-0.0485216072782409,-0.2957351290684623,-0.2356881851400731,-0.1482863929419747,-0.1699735449735449,-0.1832085909534656,-0.0665674972108589,-0.1462585034013604,-0.1236033519553072,-0.1152626013394431,-0.0938628158844764,-0.0727742888806797,-0.1242149337055128,-0.1038914673330952,-0.106443574225703,-0.1257401602229187,-0.1248256624825662,-0.0802491755221692,-0.1534569983136592,-0.1124469589816123,-0.1254355400696863,-0.1858579305870904,-0.0974469615246312,-0.1596919986608637,-0.1442209341970677,-0.113387495584599,-0.0546139359698681,-0.0761869709238129,-0.0308880308880308
20482,0.3207111976,0.0394028278,5.0222669633,0.0221357406,0.3012063443,0.3085244443,0.0897534779,-0.000678377,0.3072804361,-0.023454363,0.0145141577,-0.008724946,-0.138142748,0.0448460427,0.0087249461,41.0,-0.001066382,-0.038961039,0.0078036252,0.0546524819,0.0414187441,0.2568935428,-0.015075468,-0.007098728,-0.014633467,0.3165338813,0.0,1.5409318528,0.0634358347,1.2580013063,0.050029304,3.3314285714,5.9698654184,0.2061834821,0.0,0.0,0.0,0.0,1.0,0.5809253925,6.0,-0.739361224,-0.147487975,0.6214293186,-0.785604066,0.9788647134,63025.469174,0.0352290716,17.870466235,-0.00413041,0.0013576745,0.0026401396,-0.000195266,0.099830966,0.0196706078,0.0,0.0004781257,0.3054422765,-0.001585554,5.0,18.039279153,1.305471221,0.0,0.0182455238,0.016130985,0.0185558137,0.3563543017,3.0722880238,2.590093e-11,1.6308527e-08,0.8175515243,0.6683904948,0.0275416832,0.0222389233,0.1412122257,0.1505961579,0.0797625193598348,0.1051519154557463,-0.0685816076597639,-0.0687889581478183,-0.0662946428571428,0.0400298359025359,-0.0763965555310223,-0.1747879266127441,-0.147718011409943,-0.1393004115226338,-0.0988797931925894,-0.0971292898769695,-0.1169516571669833,-0.0654602323503127,-0.0708573967125723,-0.0602111884969669,-0.040376233080982,0.005770617937004,-0.0097064393939394,-0.0068850902184235,0.0227383863080683,0.0454886278430393,0.0797625193598348,0.0862113736691767,0.0515334338863748,0.1410256410256412,0.0913122880250456,0.0953129091385178,0.1444596443228454,0.2603193733052125,0.255025502550255,0.1419601419601417,0.1992545871559632,0.1407144805017723,0.1329902491874321,0.1843148357870894,0.2379402189997039,0.2346517119244391,-0.3613740458015267,-0.3564615384615385,-0.3613740458015267,-0.38987747957993,-0.3617638083613061,-0.3691750867139195,-0.3511710873274392,-0.3230296164427901,-0.3259748630357718,-0.3175069342470223
10656,0.3541082673,0.0466408106,8.7636662571,0.0098106869,0.3281321649,0.7618862712,0.1157121445,0.0465614209,0.3147180245,0.0130335048,0.0049616041,0.0524976038,0.7508287788,0.0116215477,0.0524976038,41.0,-0.010622725,0.0,0.0720766633,-0.272893723,0.1273451373,1.1332249426,0.6207133293,-0.012355123,0.0883065621,0.4459104648,0.0,2.48248,0.0646886857,1.717712,0.158918543,14.610294903,3.1775091209,0.1929173148,0.0,0.0,1.0,0.0,0.0,0.6136079526,7.0,-94.83255299,-0.028469549,0.763145576,-5.900494515,-0.154076999,-1694.349196,0.1242964792,13.219123719,-0.000197251,0.0198781832,0.0364657853,0.0174025921,0.1018857877,-0.000500231,1.0,0.0008488964,0.7134177338,0.0306762522,4.0,13.884739606,1.8012822646,0.0,0.0326488055,0.0147937562,0.0236396824,0.3196798384,1.6323401837,4.0032297e-09,2.0481396e-08,1.5428796311,2.3804775561,0.1213276972,0.051427463,0.0750015333,0.0167021486,0.0983682983682983,0.0310722100656453,-0.1267605633802817,-0.1648351648351649,-0.2188328912466843,-0.141712204007286,0.0513163766175814,0.0055484421681604,-0.0434429557450264,-0.0004242681374629,0.2156862745098038,0.0709090909090908,0.1004203643157402,0.2144329896907217,0.0857142857142856,0.1219047619047617,0.0360598065083552,0.2194616977225671,0.2258064516129032,0.4057279236276847,0.2987872105843439,0.3516924842226046,0.0767824497257769,0.1727227476356396,0.2881355932203389,0.1050656660412756,-0.0579768092762895,0.0942870413376681,0.477115987460815,0.5083226632522406,0.6027210884353742,0.518041237113402,0.6913137114142138,0.8507462686567162,1.265384615384615,1.128274616079494,1.2632084534101824,1.2567049808429118,1.3442786069651738,1.36308926780341,1.3512974051896207,1.4931216931216933,1.635346756152125,1.6833712984054672,1.6090808416389812,1.762016412661196,1.6177777777777775,1.482613277133825
60038,0.7412900479,0.0822930828,1.1323990107,0.0212341559,0.6563705901,1.8850162732,0.1001329198,0.0266429616,0.5297447925,0.0173199635,-0.041198596,0.0462144355,0.774718398,0.0185391175,0.0462144355,41.0,0.0228583516,0.1287128713,0.0241554905,0.0196373409,0.0239423017,0.2772598298,0.1304046353,0.0289630302,0.0952622502,0.4887852765,0.0,4.9961461126,0.3346280316,2.0212801609,0.3025556674,45.264633141,5.6126756964,0.1752755482,0.0,0.0,0.0,0.0,0.0,1.0511058131,4.0,0.0529909963,0.1425701375,12.735950365,-0.392890245,6.4180219572,-1869.127007,0.0502102314,11.193281779,0.000748731,0.0069392417,0.0130835495,0.0451263538,0.0166949824,0.01077628,1.0,-0.004283966,0.9316909295,0.0506123512,2.0,10.199997548,0.222556391,0.0,0.0467192605,0.0220988268,0.0237271212,0.783624201,0.3685496549,6.4823104e-07,1.8094871e-07,0.4511321601,0.2035202259,0.4364988437,0.0324301534,0.2754817732,0.1261614616,0.0693717277486911,0.1797833935018051,-0.0609195402298849,-0.0458282724469775,-0.0006116207951071,-0.051901708781804,-0.0554913294797688,-0.105373235658049,-0.0972375690607735,-0.0922222222222222,-0.1143631436314362,-0.1056376573617953,-0.1502860114404576,-0.1354268631445276,-0.1825912956478238,-0.0922222222222222,-0.0527536231884058,-0.0180288461538461,-0.0302670623145401,-0.0399529964747356,-0.0244776119402985,0.0018393623543839,-0.0291146761734996,-0.0048114988732566,0.0257376020087884,0.115358361774744,0.0966442953020134,0.1085481682496607,0.1033085752869682,0.0828363154406892,0.1474719101123596,0.1772334293948125,0.2705966516590075,0.2835820895522387,0.2765624999999998,0.3404429860541427,0.3030406941044188,0.3393442622950819,0.4800724637681159,0.4827586206896552,0.442061600917836,0.3824027072758036,0.5115633672525439,0.5073800738007379,0.6035328753680078,0.5517568850902186,0.5487858050084358,0.5386064030131827
10779,0.643621255,0.0192420944,3.1379610195,0.0,0.0855635494,0.5493885968,0.0423806786,0.0665927648,0.3567836479,0.0048298573,0.2334132694,0.1040622751,3.8203650336,-0.05426973,0.1040622751,38.0,0.1091123177,0.0594059406,-0.040328049,-0.302422354,-0.041497724,0.4967391304,-0.462599523,0.1389444655,0.0477537388,0.4437852417,0.0,6.6042692939,-0.278329962,2.7848932677,-0.514053759,6.3658170915,7.2105773896,0.4664757814,0.0,0.0,0.0,0.0,0.0,0.3970751963,1.0,45.073404142,-0.06055299,8.9373108996,-0.448389437,0.2216577057,-5154.950476,0.0587429544,11.176870704,0.001327986,0.0130041319,0.0147329121,0.0562643924,0.1385098998,-0.001739281,1.0,-0.000402809,-0.126456631,-0.053143363,6.0,8.8919351683,0.1197867442,0.0,0.0298507176,0.0153996762,0.0177509016,1.1620497297,0.3411113569,2.5563372e-06,3.4395587e-07,1.2152175113,1.4767535997,-0.111027559,0.0648830408,-0.079538277,0.1290453788,0.1740259740259739,0.147208121827411,0.147208121827411,0.102439024390244,0.0511627906976743,0.0272727272727271,-0.017391304347826,0.3216374269005846,-0.0831643002028398,-0.1598513011152417,-0.3233532934131736,-0.2590163934426229,-0.2721417069243157,-0.1613166586261922,-0.0583333333333333,-0.0905432595573441,-0.1855855855855857,-0.1240310077519381,-0.0583333333333333,0.102439024390244,0.1709844559585491,0.1771139873434202,0.4394904458598725,0.4349206349206349,0.4349206349206349,0.3216374269005846,0.3412462908011868,0.3412462908011868,0.7186311787072241,0.7121212121212119,0.7384615384615383,0.1299999999999999,0.5066666666666666,0.3865030674846625,0.8991596638655461,0.9925060612739692,1.0829493087557602,1.72289156626506,1.6904761904761902,1.6745562130177514,1.6904761904761902,1.5536723163841804,1.4634837584477869,1.825,1.7560975609756095,1.7702868350085803,2.074829931972789,1.7730061349693251
61487,0.9415871464,-0.00787177,-0.884267009,0.0229176545,0.5600069642,11.874661842,-0.017748351,-0.286370278,0.0918301478,0.0,-0.505201372,-0.091611889,-20.98196078,0.1572933954,0.0916118891,42.0,-0.019896272,-0.070114943,-0.529552176,-0.041229984,0.308452651,0.3971698903,0.3694172562,-0.030881947,-0.031664095,0.7450879345,0.0,2.2012918189,0.4789870471,2.1056398618,0.4950358691,21.161759744,26.132782258,0.1637970674,0.0,0.0,0.0,0.0,0.0,0.1986323549,4.0,-94.8390883,-0.098584492,1.3506244551,-6.07655077,-0.008405152,-2250.268606,0.1242964792,11.945523937,-0.00335812,0.0058795716,0.0093764343,-0.624186705,0.3492802051,0.0051217803,1.0,-0.009885218,-0.204278764,-0.085408489,3.0,10.160938219,0.1794689426,0.0,0.0461756699,0.0296118299,0.0376613923,0.3898642559,0.3755665407,1.9530936e-07,1.0515892e-07,1.3442676622,1.8070555476,0.2141072914,0.0595209064,0.0031662713,0.0167021486,0.221882640586797,0.1874071874071872,0.0411458333333332,-0.0684995340167755,-0.1007647323436797,-0.0248780487804878,-0.1234378425783819,-0.1630730584048567,-0.1035874439461884,-0.0680652680652681,-0.14206008583691,-0.4051480434459158,-0.4022129186602871,-0.3111647139903515,-0.1995995995995997,-0.0973131632422669,-0.0492271105826397,-0.0973131632422669,-0.390455862174112,-0.3881236608509336,-0.4882887495200307,-0.3677052032263166,-0.4451845684152096,-0.3097375690607735,-0.4567934782608696,-0.3989777510523151,-0.4163503649635037,-0.3012932541069556,-0.2277380722426116,-0.2797694109169519,-0.3425423450090447,-0.4021235232540752,-0.4196545217012629,-0.361749680715198,-0.1954115516200443,-0.2160784313725491,0.004270283848279,0.1202017371812833,0.1400057028799541,0.1458870736600743,0.3142669296515448,0.3108196721311473,0.1390313390313389,-0.038017324350337,-0.0462786259541986,0.1277856135401973,-0.3416762720237115,-0.3008044770898916
