firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,secured,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,chmom,turn,IPO,indmom,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol
54594,0.8509081913,-0.16165706,-3.705092405,0.0121505416,1.0970156295,1.7518749685,0.0027424346,0.0118899372,0.1599249986,0.1831310094,0.1059666742,-0.036293255,-0.434754577,-0.091375913,0.0362932553,28,-0.048159665,-0.12,-0.269411099,0.0575268371,-0.031005246,0.2192784942,0.2855123523,-0.054373132,-0.088112706,0.4246758176,0,2.9020629519,-0.251021954,0.9973681412,-0.243268513,18.50185389,8.2385847694,-0.095700402,0.0,0.0,1,0.0229077763,0,0.0,0.271730568,1.0,2.2172197258,-0.153722407,-0.106338979,-0.150009621,-0.294347341,-5.357310443,-1.023222297,-77.72936433,0.1366127341,12.45073114,0.0027089206,0.000894506,0.0021258253,0.0954938003,0.0491992603,0.0141556817,2.0,0.002247191,-0.577457592,-0.024148831,3.0,11.307494888,1.3259038211,0.4145654745,0,0.7010826259,0.0849314854,0.0355105375,0.0444405906,0.6251647297,1.2614501885,5.7502264e-08,5.1242696e-08,1.8778026657,3.5261428514,0.0418341285,0.0801323575
11624,0.3111624722,0.0304913542,12.831811798,0.0,0.0597671632,0.3764595104,0.1311510256,0.1506077988,0.6931537126,0.0106585459,0.2458957887,-0.144660859,-1.659741718,0.0810991269,0.1446608594,19,-0.000831947,-0.239130435,0.2244682036,0.1403738352,-0.024723236,0.2220782376,0.1143998206,0.2810608851,0.1365057529,0.5874709353,0,2.6762611276,-0.081131763,1.9415430267,-0.040189915,7.7208567416,7.7181467181,1.437470205,0.0,0.0,0,,0,0.0,0.8180965483,5.0,6.5755625666,0.0148068752,-0.347281094,-55.37160175,-0.861348337,-0.566822589,-5.084575083,-3331.021297,0.0250682817,10.487630103,-0.006455183,0.0126272912,0.0147908604,6.92741e-05,0.1616670284,-0.075969897,0.0,-0.006026844,0.1646987252,-0.094042665,6.0,9.3209734499,0.0492702352,0.258254865,0,0.8543088374,0.1198120341,0.0420985608,0.0380442806,1.0504763603,1.006946223,1.2394934e-06,7.5977665e-08,0.4269969873,0.1823264272,-0.596767471,0.0770595649
11790,0.5608994366,0.0373295523,1.9836422981,0.0349713749,0.3898523068,0.2436700771,-0.061065275,0.0713209106,0.0930030033,0.0049680625,0.1831960065,-0.010780393,-0.265428003,0.0472378608,0.0107803926,28,-0.008489559,0.0133333333,-0.099324287,-0.063550643,0.1022741397,0.0663341409,-0.01182567,0.0135540992,0.0052563351,0.5650245115,0,6.9440427539,-0.129405285,4.6730587865,-0.056630397,1.5586082327,4.0371829599,0.1999586777,0.0,0.0,1,0.2791651632,0,0.0,0.1235682702,4.0,-0.148397992,-0.075856417,-1.540154666,-2.033936965,0.2713174543,0.7209948876,-0.326137794,-333.6177274,0.2147677231,12.202305559,-2.6646e-05,0.0041036403,0.007066316,-0.001265759,0.1717662364,-0.085162506,2.0,-0.025225218,-0.029655707,-0.008864131,5.0,9.8456518236,0.2933896913,0.1364888204,0,0.321424189,0.0685512573,0.0273160711,0.0352091684,1.0392165706,1.0525088167,2.2281411e-07,1.069216e-07,0.3753498196,0.1408874871,0.3107470609,0.0560435712
13056,1.2462067784,0.1400725389,-4.763407031,0.0,1.7426149921,2.3084337488,0.0952229215,-0.011806906,0.4508226593,0.0335314691,-0.120239919,0.0169521159,0.3638795766,0.0891030028,0.0169521159,29,-0.004615016,-0.132978723,-0.180966224,-0.253568357,-0.112486839,0.1655732344,-0.182061388,0.0013311689,0.1939730879,0.3064914996,0,1.7650747716,0.1854112519,1.3664356581,0.2618652949,9.5741690372,6.4389435004,0.115503325,0.0,1.0,1,0.1623991268,1,0.0,1.2187287723,5.0,0.0760537961,-0.145442473,-0.062989707,0.5817494178,0.2269057786,0.2751709043,-0.019277747,-119.5019344,0.045841489,13.991494674,0.0144665669,0.0173766263,0.0444094457,-0.059941368,0.0806707893,0.0274243509,0.0,0.0,0.667577024,0.0238744132,1.0,14.197944131,0.6695414876,1.9888414746,0,0.188642983,0.0289700069,0.0146724202,0.0242149834,0.6063315555,7.5283492894,1.260765e-09,9.6616213e-09,0.9156637371,0.8384400794,-0.079661828,0.0645571187
50091,0.9416101762,0.1247280312,-13.04609459,0.0222971526,1.1162623144,2.3980685403,0.0495667084,-0.045637833,0.3307804898,0.0188484379,-0.105817336,-0.0560641,-0.947111444,0.2428593769,0.0560640998,28,-0.009522986,-0.034482759,-0.021623298,0.0127978313,0.0454752094,0.1278693491,0.0005623875,0.0292797064,0.0371070322,0.4969926146,0,2.4394107489,0.0027080975,1.5902640439,0.0029534361,52.072683398,4.1092372965,0.1753213184,0.0,0.0,0,,0,0.0,0.7512032,8.0,0.0213806345,-0.043078952,-0.159078559,4.8752544986,-0.492510996,-0.590621031,-0.24661908,-731.4634363,0.114522733,12.473830709,0.0005969143,0.0046982127,0.0102678614,0.0502730579,0.0270933116,0.0101734547,0.0,0.0020476172,2.1160311603,0.0971580083,5.0,11.562693042,-0.113461976,0.5722593417,0,0.5599566053,0.0417976677,0.0166387477,0.019783008,0.6195833363,1.7952127945,1.5325409e-08,3.2476214e-08,1.0533630948,1.1095738095,0.0205878768,0.0491222021
14286,1.2364989251,-0.26390659,-1.187326904,0.036303248,0.765071641,0.006565481,-0.371715818,-0.246309708,-0.103763505,0.0028653295,-0.484025004,-0.05659611,-0.611707317,-0.102472998,0.0565961096,29,-0.174625297,-0.166666667,-0.831397308,-0.010749464,-0.246223139,0.2096165933,0.3612696767,-0.354898047,-0.063292374,0.5220753479,0,4.8316032295,1.7365488744,4.8316032295,2.9711067961,0.006305638,1.0625,0.1225839594,0.0,0.0,0,0.0,1,0.0,-0.280670958,1.0,-34.21888625,-1.059220378,-1.540154666,21.165897153,-9.294527687,0.15198729,-0.219642915,-5129.880506,0.0255339296,9.2983512126,0.0184415687,-0.025720373,-0.037064113,-0.014032106,0.4246783933,3.8241104051,0.0,-0.035144634,-0.362765597,0.0080878902,2.0,8.9006853187,-0.306443123,1.2044444444,0,0.9941846864,0.0791366994,0.0345146478,0.0539603947,0.8748248971,0.8734520261,3.4577933e-06,1.0000000799,0.0350111913,0.0012257835,0.7474674017,0.0873698325
14526,0.8018501451,0.1185159802,-11.1483858,0.0281036755,0.9207305822,3.4728646775,0.1160152948,-0.064223839,0.5149321953,-0.039916708,-0.14086287,-0.035852957,-0.538990129,0.1823949236,0.0358529567,29,0.0019546516,0.003758692,-0.037985081,-0.037594317,0.0189174616,0.2034454757,-0.032855097,-0.004873923,0.0425661366,0.4541620856,0,1.423780184,0.0347054376,1.1182366227,0.0231645571,75.923568759,6.7049967858,0.2242029931,0.0,0.0,0,0.0,0,0.0,1.2063018475,8.0,-0.172725357,0.0622180417,-0.461479622,-95.30636405,0.048186725,6.8588900942,42.946592275,-555.4648865,0.0613087174,12.558579158,0.0007528427,0.019690038,0.0430688723,-0.190354482,0.0265541047,0.005060437,0.0,0.0036719706,-0.027565901,0.0870892119,5.0,12.286494328,0.5113567292,1.0877033591,0,0.4499666418,0.0456989445,0.0300139743,0.0576430253,0.4314792315,2.93475065,1.351126e-08,1.5260934e-08,0.4859616861,0.2361587603,-1.765846226,0.0802044748
11581,-0.098349807,0.0569368699,108.99794611,0.0,0.7626230599,1.0438350991,0.2431542556,-0.140364033,0.4929416777,0.4470235867,-0.298961593,-0.01408696,-0.177768098,0.0670584289,0.0140869601,16,-0.005774116,-0.035486806,-0.039401252,-0.100033222,-0.030256435,0.3356413598,-0.299403005,0.0022555119,-0.687887288,0.3206348235,0,1.1576434539,0.0413824324,0.6686441131,-0.029289803,152.13604995,7.9402785401,0.0916607774,0.0,0.0,1,0.3619100245,0,1.0,-0.974684088,5.0,-1.749323515,0.1998585175,-0.040006975,47.771072408,0.1995381765,0.6782621305,1.7034661,-939.1478398,0.0358486298,13.399720331,0.0049121825,0.019174236,-0.169877533,0.0778460699,0.0052165109,-0.025346273,1.0,0.0004054054,3.0209699982,-0.010527242,5.0,13.477355953,0.6448650061,0.7930141754,0,0.8723387263,0.0446688533,0.0167923319,0.0203589015,0.3571705364,4.0109758775,1.9487846e-09,8.5377868e-09,0.9013259584,0.8123884832,0.3525026557,0.0631133139
15203,0.4310973512,0.0782937736,24.9,0.0,0.383625731,1.4998280014,0.1472801916,-0.123464101,0.4473723168,0.4930662558,-0.44139451,-0.150836226,-1.680140598,0.2098383213,0.1508362259,29,-0.174625297,-0.094736842,0.0008263704,0.3576593422,0.1723102756,0.2584615385,-0.38288038,-0.143597335,0.7760770975,0.5028270562,0,2.0865384615,0.736267854,0.3668269231,0.7645833333,145.33333333,18.381112985,0.2110811158,0.0,0.0,1,1.1612284069,0,0.0,1.6167800454,7.0,-1.482419387,0.4882295569,-0.09925701,48.300519566,1.109224381,-0.68434564,1.8462459923,-1375.38909,0.0358486298,9.1386525096,0.000293772,0.0190846141,0.0360676668,-0.012348619,0.0109794857,-0.020445515,0.0,0.0238151941,-0.966666667,-0.021361796,4.0,6.3663845519,0.2325636503,0.1535947712,0,0.8723387263,0.0820454657,0.0413726041,0.0513161193,0.7601919276,1.2457486179,3.1599828e-06,1.0000000556,0.2656034959,0.070545217,0.6398633555,0.0683956425
15748,1.1159530843,-0.160677768,-2.463237696,0.0,0.5384779073,1.8498681757,-0.134233444,-0.155556067,0.2074924638,0.0077279753,-0.220772443,-0.177732864,-1.998597082,0.1604523503,0.1777328642,19,-0.097836664,0.2802547771,-0.521168837,-0.088436858,-0.022251083,0.0862401543,-0.005906342,-0.070506478,-0.120018486,0.5748601793,0,2.608199155,0.037185821,1.6373187165,0.1215085689,8.5930890052,5.8516828294,-0.182678205,0.0,0.0,1,1.0,0,0.0,0.3029613566,3.0,0.3991396929,-0.734809247,0.3104160807,2.2070720571,-0.719733046,-0.370103645,0.2614537063,-2213.740935,0.0309927413,9.3484104608,0.0014266931,-0.049056088,-0.071676994,0.0575713961,0.0339671613,-0.05223446,0.0,-0.156976744,-0.825992387,-0.028551541,3.0,7.3932508131,0.4934219976,0.2109849296,0,1.1502181929,0.1071428508,0.0460083205,0.0605822157,1.2758644142,1.0507614062,2.8140811e-06,1.0000000716,1.0562322427,1.1156265505,-0.007714844,0.0763960061
