firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,secured,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,chmom,turn,IPO,indmom,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48,mom49
21020,-0.403850055,-0.171320091,-0.942761726,0.0,6.3445167696,2.5686838661,-0.110357049,0.0719100761,0.030850858,0.0422346656,0.0716079855,-0.041984822,-1.353236327,0.0605164795,0.0419848219,47,0.0028176688,0.2015579357,0.7235969314,0.6021364247,-2.109827499,0.062454864,0.0494001629,-0.012191975,0.0688801514,0.5338135466,0,0.9121330106,0.3621569944,0.8176891508,0.4289939394,2.2265106922,19.855149502,0.0047938773,0.0,1.0,1,0.7535383229,1,0.0,-0.016455512,6.0,0.2485380201,0.1109336544,0.1132810034,-0.3152056,-1.678154108,-0.591377918,0.0095073088,5827.0706931,0.1173033624,16.053884717,0.001890594,0.0070622098,-0.053243848,0.7214294646,0.1989170578,0.0129869292,1.0,0.0031545741,0.1916164174,-0.099404132,2.0,18.549451707,-0.202676672,10.314954637,0,-0.164645557,0.0679542795,0.0259993606,0.0359289875,0.2606585086,8.3526542343,5.482969e-11,2.5932346e-09,2.1019809752,4.41832402,-0.009308589,0.081518081,0.08123028391167209,-0.2327923894795747,-0.2695791156100159,-0.24876712328767114,-0.2052173913043478,-0.16757741347905275,-0.23663697104677062,-0.2249858677218768,-0.28593749999999996,-0.33187134502923976,-0.31243731193580737,-0.3272816486751716,-0.3536067892503536,-0.43440594059405935,-0.3687845303867403,-0.4263598326359832,-0.3452722063037249,-0.2015142690739663,-0.13062777425491434,-0.02972399150743099,0.21542553191489366,0.11554109031733129,0.05057471264367819,0.23291366906474842,0.04896710022953332,0.3057142857142858,0.14154870940882613,0.12469237079573436,-0.28031496062992123,-0.4891952309985097,-0.5219665271966527,-0.522964509394572,-0.5439121756487025,-0.4916573971078976,-0.47890535917901933,-0.5506391347099311,-0.5795768169273229,-0.4965112008813808,-0.598888238736103,-0.5683249370277078,-0.6152119000841987,-0.6167179200447303,-0.573030208657739,-0.6586155378486056,-0.6091790193842646,-0.6682796999758045,-0.6613142292490117,-0.6532625189681336,-0.6388303477344572
11499,0.9373560542,0.0065345568,-3.795923113,0.0,0.9634117975,1.4853515033,0.0372806617,-0.00743357,0.247284851,-0.009585207,-0.025326491,-0.028418537,-8.325385694,0.0609372626,0.0284185367,42,0.0135007199,0.0,0.0257237881,-0.163741047,-0.06062699,0.3670876644,0.0213776724,0.0177766542,0.0093556632,0.33021047,0,1.6198397395,-0.034584873,1.0329519647,-0.063695708,10.130957962,4.3223853529,0.0529601379,0.0,0.0,1,0.8854969813,0,0.0,0.4970837569,5.0,-0.025791222,-0.019000614,-0.224334088,0.5866672646,-1.989054319,4.0503489448,0.1543045579,-10881.41507,0.0363924557,12.936882586,0.0040442949,0.009572572,0.0211265232,0.1292652697,0.0735953202,-6.2949e-05,3.0,0.016722408,1.1573023659,0.1339410171,2.0,13.438973552,0.8804528413,1.6834354635,0,-0.094673069,0.0470274799,0.0264160161,0.0669901644,0.5752565429,4.6469082004,9.6807036e-09,1.4074634e-08,1.3184493759,1.7383087568,-0.017821738,0.065104215,0.2959866220735785,0.23801916932907363,0.631578947368421,0.41165755919854274,0.4405204460966543,0.2282091917591127,0.2439807383627608,0.3069139966273189,0.12645348837209314,0.10085227272727271,0.026490066225165476,0.10085227272727271,0.08240223463687157,0.01572739187418093,0.06164383561643838,-0.022698612862547263,-0.05487804878048774,0.11832611832611839,0.11350574712643668,0.04729729729729715,0.09463276836158196,0.06310013717421126,-0.08554572271386429,0.15671641791044766,0.17602427921092567,0.4595103578154427,0.429889298892989,0.6595289079229123,0.14814814814814814,0.019736842105263275,0.011749347258485532,-0.015247776365946653,0.129737609329446,0.1095204008589834,0.1151079136690647,-0.16034669555796321,-0.19186652763295098,-0.12429378531073443,-0.0012886597938144284,0.07638888888888884,0.017060367454068137,0.12645348837209314,0.14814814814814814,-0.06738868832731659,0.04166666666666652,-0.016497461928933976,-0.08175355450236965,0.12809315866084425,0.26221498371335517
27991,0.7409129344,0.077616344,-82.66880877,0.0475578241,2.004858315,0.4771783129,0.0296460923,0.0990389263,0.0727349839,0.0021209002,0.1201414839,-0.011483726,-0.38998901,0.1078858651,0.011483726,47,0.0015643575,-0.025555924,0.0604555585,-0.114566919,-0.022199692,0.0392003685,-0.018570872,0.0823679982,0.0484062936,0.4295613531,0,0.8828774371,0.0023170795,0.673888036,0.0610603926,381.5663557,7.5993259401,0.083941858,0.0,0.0,0,,0,0.0,0.2133434561,5.0,-13.7655055,-0.036889562,-0.256952913,0.3734897688,-1.18164662,-0.443398148,-0.02449923,-4896.705132,0.0264525406,15.997184263,-0.000943519,0.0074011234,0.0277059372,0.0074310983,0.0012972036,-0.136111078,1.0,0.0004102845,0.7035318497,0.0370627228,4.0,16.346632451,-0.18926889,1.5249808497,0,0.064958637,0.0392212681,0.0166072561,0.0218860184,0.3299009891,2.7721881041,2.173245e-10,1.2950739e-08,0.8843088197,0.7820020885,0.0145181625,0.038298929,0.004786652078774489,-0.05383129426915656,0.031882022471910076,-0.059282970550576075,0.03727234222786957,0.05545180290188201,0.04079898002549931,0.1294388931591084,0.13924639478988987,0.015339966832504048,-0.04460338101430439,-0.12064631956912031,-0.10369647431987317,-0.13135493024355638,-0.13207324276432375,-0.09686539643515668,0.050622050622050496,-0.023654485049833918,-0.08105065666041278,-0.10238240684178368,-0.09930121368150047,-0.014486921529175079,0.0016359918200410384,-0.11567164179104472,0.0024559967253376946,-0.056867779204107904,-0.045720223405637084,-0.030610898535426978,-0.17901441501843773,-0.24792711638857612,-0.1830312465250752,-0.1592859594919327,-0.21940076498087557,-0.24312351910992058,-0.22914699401951533,-0.19458452093839074,-0.2191518758635349,-0.21765520178894682,-0.22882334417969974,-0.2313245448838669,-0.21623639854917853,-0.16625056740807997,-0.13767605633802826,-0.17782005371530885,-0.10674772036474167,-0.07211417024501143,-0.0646721833227244,-0.0865348750466245,-0.08800893743793448
10517,0.2668474945,0.0956605975,9.0465770838,0.0,0.3701230144,1.0517925053,0.223055631,0.2310278396,1.0746117969,-0.166590376,1.8446846662,-0.001635839,-0.009870379,0.0966048039,0.0016358388,40,0.0,0.0829764454,0.0778094619,-0.346222959,-0.002891637,2.070610687,-0.098204516,0.124220057,-0.311040262,0.442858806,0,26.93370206,0.3128595727,26.93370206,0.3128595727,15.737751162,13.393819053,1.5849950351,0.0,1.0,0,0.0,0,0.0,2.5709567443,5.0,9.3670197233,0.62386071,-0.314751288,-0.208360336,-19.03776292,-0.004862039,-0.041503121,-2715.219082,0.1037391425,13.800548986,-0.010654174,0.0123887199,0.0308030873,-0.012617174,0.0861342406,-0.076920677,0.0,-0.011515152,-0.122786603,0.0040783398,5.0,15.03335949,0.0276045773,3.2447917708,0,-0.279645858,0.0929411724,0.0349417972,0.0439702443,0.5418531241,6.9325679734,2.2810703e-09,7.8251668e-09,2.0602000609,4.2444242908,0.0137379707,0.0790836458,0.11636363636363645,-0.36896197327852,-0.30411786928598405,-0.359749739311783,-0.3988250652741514,-0.5373021853805576,-0.5916648193305254,-0.5917553191489361,-0.5446229913473424,-0.5615329683408712,-0.610735418427726,-0.5791638108293351,-0.6172865156866819,-0.6506069802731411,-0.6383981154299174,-0.5744975744975744,-0.6315999999999999,-0.6095803306485799,-0.658065713755337,-0.7072938185285238,-0.6475315729047072,-0.6748455428067078,-0.6704240472356414,-0.6469911843618243,-0.594273127753304,-0.5009482525060958,-0.4227514885615794,-0.19139596136962245,-0.5316552250190694,-0.6896900269541779,-0.6774645421117143,-0.6845890410958904,-0.754170559188576,-0.7133520074696545,-0.7126813289658399,-0.7078509119746232,-0.7000488519785051,-0.6541494555013143,-0.6692404381397019,-0.6498098859315589,-0.6607109965002762,-0.6320415501398322,-0.561950059453032,-0.6064102564102564,-0.6091661362189689,-0.6617701065001835,-0.6295253419147224,-0.5746940660355576,-0.5760644418872267
20482,0.1442018968,0.0284802975,18.668445768,0.0130298066,0.1577754511,0.173495802,0.133626883,0.0364999724,0.364558637,-0.004035614,-0.009432292,-0.046864847,-0.489605431,0.0424244059,0.0468648473,47,0.0019628547,0.0366972477,0.2446544152,0.2332730619,0.0080928376,0.3498813291,0.0653134547,0.0105860947,0.092057101,0.307436619,0,1.8495993895,0.0774022764,1.4560854636,0.1237027425,4.2028490584,6.6402034839,0.269547874,0.0,0.0,0,0.0,0,0.0,0.790477062,8.0,3.8870522759,0.0790206207,-0.141883229,-0.130839025,-3.590276583,0.0936546275,0.1340303276,239993.37241,0.0345323743,19.049682361,0.002388459,0.0272676909,0.0570072601,0.0054343812,0.1251987817,-0.011946942,0.0,0.0030372757,0.1418595753,0.0344562186,6.0,18.842082541,-0.01704155,0.7245269391,0,-0.338507523,0.0479590222,0.0155229308,0.0192552338,0.3164418261,1.151349805,2.290266e-11,3.3720637e-08,0.4967909436,0.2468012416,0.2759137341,0.0339433567,0.001748734468476787,-0.07338668482887789,-0.041057268722466955,-0.08043257857384245,-0.0976620792571713,-0.14608504628903174,-0.22665914262760112,-0.13461079748747706,-0.1555590038016913,-0.07864217387623795,-0.13871963282424626,-0.10034716482063155,-0.06115759510049168,-0.0669524217745392,-0.09360426382411724,-0.09178905206942589,-0.09133411253965606,-0.11934622542276885,-0.005936615216001417,0.00572907041212356,0.035486633051089456,9.188642837454353e-05,-0.005755001370238433,0.08147853736089039,0.19041889970469206,0.1466498103666245,0.18188728417852107,0.3792928652895704,0.41295599117227066,0.24902455818223546,0.2530508864839973,0.27372732592159155,0.3017581628991748,0.30082466833990673,0.2756680731364276,0.2495981630309989,0.2941736028537456,0.4296597924602654,0.3680241327300151,0.3615211408556418,0.40221592373099724,0.4913674979446423,0.504769805060141,0.46981769074949375,0.5787641427328112,0.4836423118865867,0.6283662477558347,0.6606652425999389,0.7845548450565667
60038,0.6496165019,0.1150873479,4.2745612224,0.0,0.5676580618,1.5345653927,0.0927891917,0.1122071042,0.5301577768,0.0545073375,0.0030677131,0.06208395,0.6235354423,0.0433263075,0.06208395,47,0.0207651309,0.1847826087,0.1102723731,-0.149102742,-0.023384487,0.1490959973,-0.099503093,0.0719197333,0.2290643536,0.5063241507,0,4.6979531443,0.1340545076,2.0566707768,0.2597194252,37.598182944,5.3209432804,0.2632557171,0.0,0.0,1,0.238388228,0,0.0,1.0831047898,5.0,-0.011098578,-0.11290677,0.0836200434,0.1210600821,1.0749394888,-0.699071326,0.0089072106,-3636.975465,0.0495151733,11.335099401,0.0063892942,0.0178864232,0.0352050197,0.1069499822,0.0098979276,0.0297005554,1.0,-0.003473319,0.821867354,0.0414549538,5.0,10.791564589,-0.205823068,0.4623290901,0,-0.155239584,0.0662366003,0.0279312687,0.0325333771,0.6503203673,1.0916687072,1.7440408e-07,4.8765561e-08,0.2968198188,0.0881020048,0.5991066681,0.0489019569,-0.09062203978528582,-0.1165644171779141,-0.1270081842982722,-0.1466666666666666,-0.1272727272727272,-0.1272727272727272,-0.1454005934718101,-0.1761330316301981,-0.22162162162162158,-0.12034208918753819,-0.28765767994063807,-0.31914893617021267,-0.3536804308797128,-0.3108399138549892,-0.3557046979865772,-0.2697768762677484,-0.17784755923494144,-0.08163265306122447,-0.044142051111848546,-0.13043478260869557,0.021276595744680993,0.25064594994810707,0.3067150635208713,0.32902630364559293,0.2532637075718016,0.3464235624123422,0.32657761400276364,0.42081894425259003,0.24031007751937983,0.20451693851944786,0.21059268600252223,0.29788192879675535,0.3939305938725133,0.43836745294091206,0.4194184327254806,0.3846153846153846,0.2754650132860941,0.4414414414414414,0.39332365747460085,0.8,0.6793002915451898,0.7235188509874326,1.0210526315789474,0.8,0.6589861751152075,0.35338345864661647,0.3138686131386861,0.32049518569463564,0.38795180722891565
10779,0.8032451933,-0.04188853,-0.652478743,0.0351410537,0.437527051,1.1171259719,-0.022384123,0.3439583889,0.4709255802,0.3466272379,0.1871575571,0.1047169275,2.7048794827,-0.155191956,0.1047169275,44,0.1715391181,0.1894736842,0.0277532341,-0.244903741,-0.119013271,0.2004313444,-0.037661112,0.2415844225,0.4481442017,0.58492857,0,3.0705669976,0.1810160985,1.6774431772,0.0467156964,4.2877126654,5.5126989914,-0.018757828,0.0,0.0,1,0.2105080028,0,0.0,0.7814775351,2.0,-0.983719925,-0.135547428,-0.535418721,0.6601601056,-0.987443385,0.2501659696,-0.036727163,-18801.92399,0.0740556467,10.75525768,-0.003505363,-0.091979881,-0.150293026,0.0173087947,0.1231924883,-0.000473198,0.0,-0.137667372,3.2847646805,-0.094059583,3.0,9.0447414534,-0.096732029,0.2534738577,0,-0.218824228,0.105660364,0.0480842417,0.0743882327,1.2631196799,1.1592744294,2.2725074e-06,8.2152986e-08,1.1395543606,1.2985841408,0.0554468643,0.0733941476,0.037735849056603765,0.061776061776061875,0.19047619047619047,0.07843137254901977,0.1802575107296136,0.17521367521367526,0.14103149246919222,0.2276785714285714,-0.06779661016949157,-0.026548672566371723,-0.15123456790123457,-0.1486068111455109,-0.12698412698412698,-0.2966751918158568,-0.40347071583514105,-0.3421052631578947,-0.3467933491686461,-0.19117647058823528,-0.0924092409240923,-0.09836065573770492,-0.07407407407407418,-0.05821917808219179,-0.09836065573770492,-0.12140575079872207,-0.1887905604719764,-0.02135231316725983,-0.024822695035460973,0.6566265060240966,0.20350109409190376,-0.03508771929824561,-0.11290322580645162,-0.09983633387888713,-0.23012318029115342,-0.18154761904761907,-0.2948717948717948,-0.2948717948717948,-0.36046511627906974,-0.30379746835443044,-0.32098765432098764,-0.35597189695550346,-0.2912371134020618,-0.32098765432098764,-0.2666666666666667,-0.24242424242424243,-0.3176178660049628,-0.32098765432098764,-0.2763157894736842,-0.22535211267605626,-0.2567567567567568
61487,1.3242723401,0.098156632,-2.226864802,0.0339518902,1.7695688845,9.2334105328,0.0595244328,0.2650892848,0.1676542184,0.0261545712,0.4569971787,-0.206108304,-5.815780619,0.5686273686,0.2061083039,48,-0.001174559,-0.022038567,0.9807907107,0.7055336077,0.1586750368,0.2080631431,0.144722569,0.031091844,0.0757518847,0.725098849,0,1.4687841042,-0.102748708,1.3669514169,-0.068947889,18.871231958,14.042949763,0.1753400551,0.0,0.0,1,0.6620123203,0,0.0,0.3280591849,7.0,-0.001907724,0.62386071,-0.231317463,0.8178188957,0.9671926304,0.6279995468,0.7409881902,-3723.464693,0.130812276,11.457911534,-0.002282154,0.005266774,0.014958827,0.7214294646,0.1497771604,-0.000122657,0.0,-0.002174588,-0.074237121,0.0107879024,5.0,10.38016578,-0.298071723,1.1986133768,0,0.0784909453,0.0917572901,0.0268959476,0.0429258174,0.653281321,3.3255826845,2.515353e-08,1.8500901e-08,1.1463322077,1.3140775303,0.0763974569,0.0641807484,0.056228642435539156,-0.07331698010357035,-0.12528942629277073,-0.11665367627955314,0.06549670949545594,0.13371123707902632,0.22258180510607706,0.2477064220183487,0.15843270868824533,0.11952584787619358,0.12545514730221785,0.27245508982035926,0.22788010111953771,0.2536873156342183,0.28301886792452824,0.2138521956444126,0.16838487972508576,0.4043783560512184,0.41078838174273846,0.28301886792452824,0.7819706498951784,0.7085427135678393,0.5984955336154207,0.6060462919225318,0.2700784460216661,0.29597865446922045,0.21711115088598532,0.44680851063829796,0.1204481792717087,-0.038461538461538436,-0.10690832676648276,0.057871810827629044,0.1333333333333333,0.09677419354838701,0.1078491109510884,0.041985902543671294,-0.008168028004667427,-0.001468428781204012,-0.05947441217150762,-0.1295442908346135,-0.1444388525415199,-0.14206409285894528,-0.12167398605011626,-0.16049382716049387,-0.16152897657213316,-0.19924634950541686,-0.2592592592592592,-0.15000000000000002,-0.2093023255813954
61241,0.0431637777,0.0182051307,44.794151885,0.0,0.0283382838,0.0946183169,0.4074452389,0.3857397902,0.917763892,-0.003303055,0.57504,-0.033581217,-0.113535737,0.0202720636,0.033581217,48,0.0520087929,0.2301587302,0.6832940694,0.3788624702,0.1188531698,0.2768942937,0.0833329741,0.1113590716,0.2843926675,0.5785908688,0,2.0242924528,-0.203530057,1.5632075472,-0.203568162,4.5548780488,6.0686853767,0.859450727,0.0,0.0,0,0.0,1,0.0,1.403289361,6.0,-1.003243186,0.2369670738,-0.494733675,-0.09992131,-2.517545067,-0.574538106,0.1387368561,154844.76824,0.0740556467,18.645160936,-0.005518661,0.0066801166,0.0080783619,0.0219032034,0.0887677402,-0.038327967,0.0,0.0002615405,0.313131704,0.0383014586,7.0,19.266921534,0.1189470761,10.989906489,0,-0.218824228,0.1426903158,0.0429437479,0.0470319603,0.3677881233,16.795355657,5.848465e-12,1.9993777e-09,1.1248706806,1.2653340481,-0.008425101,0.0599093519,0.23538642604943116,-0.07255055959159629,0.10465388213283444,-0.13599780501188952,-0.23406842873358202,-0.173129102844639,-0.3435023866228205,-0.40348550861905663,-0.21425600931547872,-0.08192419825072894,-0.1467666184971098,-0.11036820792918356,0.005748961992973367,0.1796953046953047,0.1574369027199216,0.20343949044585985,0.11785587504437345,0.10310602522185897,0.030094864245992836,0.01953377940859058,0.2547483065480143,0.15221368459568252,0.040189385597886096,0.2200697404106935,0.7956662231514922,0.7559479553903345,0.8032067188394731,1.0771767810026387,1.0771767810026387,1.0099999999999998,1.0599651112080246,1.4130268199233718,1.7842617152961981,2.2587098999655053,2.0038155802861684,2.1024630541871923,2.1106354955548237,2.4465523531557825,2.419109663409338,2.7018025078369905,3.0148746281342964,2.870135190495698,4.1175514626218845,3.4352112676056334,4.187808896210873,2.058271285205568,2.7532777115613825,4.153846153846154,5.302201467645096
28222,0.238787052,0.0357800521,6.4640197335,0.0227963798,0.2252337347,0.1820571163,0.0861087952,0.0671752389,0.1771341161,0.0017193248,0.003599101,-0.050476957,-0.64722989,0.0589379712,0.0504769575,47,0.0018874561,0.0830090791,0.165610921,-0.002090504,-0.099871774,0.0956022806,-0.004324434,0.101360828,0.1208546499,0.5445660258,0,2.9924975885,-0.167293933,2.830338323,-0.173913525,1.7795821266,6.2370853725,0.2627879796,0.0,0.0,1,0.0010583117,0,0.0,0.3549810427,6.0,-10.47290388,-0.026006525,-0.235565351,-0.116333185,-2.130637789,-0.022518227,0.2015145244,50876.453068,0.02204135,18.04691718,0.0012379962,0.0212060605,0.0417123489,0.010960245,0.120593692,-0.112100624,1.0,8.3167e-05,0.3002015341,0.0744836684,6.0,17.781696247,0.4111230364,1.0063476753,0,-0.262854063,0.0768853873,0.0242429895,0.0239692647,0.4366202176,2.293786539,4.466808e-11,1.785716e-08,0.682244774,0.4654579317,-0.01336559,0.0325975884,0.03222721224218228,0.008409164770880606,0.06049467849384027,-0.006722420071225699,0.050486669487938896,-0.12012618743796966,-0.18415173916545924,-0.13641107709435019,-0.17204229345251998,-0.030767991518019233,-0.07895814333575224,-0.14706387657629794,-0.1371315050448938,-0.17162784489087646,-0.1395244335994026,-0.11768678467334892,-0.028910100931069604,-0.06946322276716077,-0.0914647536783546,-0.1139073636786121,-0.10139730312037731,-0.16662187492855285,-0.15065355674216263,-0.1339706241496006,0.02803772765519219,0.027229506609952603,0.10040783757425298,0.24357497119382776,0.13032193433814476,0.03988098362527803,0.056342778146185823,0.05035331951085342,0.16397829710111123,0.11885873974578542,0.09875177053824369,0.08744031191133295,0.09656756637363606,0.2192642074758091,0.20622971020116188,0.2999056713497239,0.3700740352176859,0.5100066914045867,0.5509528272414868,0.5430471809535649,0.6082279489324296,0.4859622867404967,0.4927537129565045,0.5120302125845162,0.5939767546394401
