firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
50906,0.1769007746,0.0527234396,9.2387848914,0.0,0.0642447349,0.1996882812,0.1943202232,1.3739498687,1.028861084,2.551498847,1.4949407752,22.0,0.0858468032,0.6684253548,0.7062742255,0.0707885598,0.0200413528,0.2402234637,-0.265691298,0.4157572156,1.3328642562,0.6186682282,0.0,2.5457601076,0.0212191695,2.0789397868,0.0928647999,2.4279279279,4.6029679406,1.3690309884,0.0,0.0,0.0,0.0,0.0,1.3749538465,6.0,0.7393503917,0.1919575027,-2.816092785,4.7739164132,13102.526412,0.0287729298,15.053664739,-0.010085317,-0.001914117,-0.002609263,0.0191198199,0.1912144009,-0.004684335,0.0,-0.024034335,-0.055464296,0.0009322539,5.0,16.254314445,2.6014659253,0.0,0.1459330469,0.0443023595,0.0645339845,0.4192341007,4.3985328086,9.428376e-10,8.9654142e-09,1.502123095,2.2563737925,0.2461024542,0.0925543139,0.1210532472,-0.384500575
10568,2.029609446,0.214986376,-5.489888568,0.042688465,7.3115349682,15.815894641,0.0874478169,-0.184622581,0.1702092236,0.0,-0.21738285,18.0,-0.07928238,-0.6,-0.076139089,0.2834836734,0.123816231,0.049921083,0.0339083095,-0.112714357,-0.039831564,0.5421426599,0.0,1.5037243948,0.2155098236,1.3942271881,0.4478085717,23.955564727,8.6931755779,0.0592822862,0.0,0.0,1.0,0.0,0.0,0.6910583079,6.0,-4.496076675,-0.739453658,2.8278166118,0.732994369,-366.3263462,0.0277086383,9.3319174796,-0.003840072,-0.007874448,-0.036796444,-0.220482794,0.1005727071,-1.162802228,0.0,-0.053004622,-0.966825902,0.0169398934,4.0,7.0817253975,0.063216434,0.0,0.0427135862,0.0145112819,0.017560077,0.0401935766,0.2246603105,5.1175219e-06,16.434782829,0.0791643625,0.0062669963,0.771443417,0.0660448487,0.049159791,0.2249103557
11157,0.2768384213,0.0096137629,28.128133705,0.0,0.1758728285,0.5201551695,0.0542753481,-0.057126548,0.4198208483,0.0007658923,-0.176505429,24.0,-0.029696929,-0.069343066,0.060203687,0.1151672316,0.0163642671,0.1306230455,0.0996981677,-0.018398173,0.0385162923,0.5754865645,0.0,4.2367745249,0.5124568192,1.6818181818,0.5328212569,22.908077994,4.8807121662,0.1081637072,0.0,0.0,1.0,0.0,0.0,0.7189180639,7.0,10.409087881,-0.240213179,0.009101757,-1.734763507,-1045.36404,0.047419855,11.197444519,0.0097040485,0.0202693322,0.0344909048,0.0120382864,0.0501560099,0.0086906438,1.0,0.009255355,-0.405963303,-0.035919229,5.0,9.3955078957,0.2255393879,0.0,0.0134408595,0.0096337928,0.0085431646,0.8513180107,0.7076858511,2.0207669e-07,9.0155353e-08,0.5480593175,0.3003690155,-0.0655445,0.0546559498,-0.133153708,-0.011442483
50032,0.4959174342,0.066627474,23.609649123,0.0276090317,0.9043917521,3.2017767326,0.1132888084,0.0240168184,0.7301485761,-0.04416884,0.038463554,27.0,-0.007356639,0.0,-0.019106609,-0.012292299,0.0403066651,0.1040324257,0.0168908157,0.0720740207,-0.001319997,0.4640952233,0.0,1.2665684831,0.120771965,0.2756995582,0.0151274025,644.94736842,63.056603774,0.1732783578,0.0,0.0,0.0,0.0,0.0,1.9394807636,6.0,-0.045555471,-0.057437292,-3.401680865,0.0410151872,7835.9331829,0.0764734645,16.46755619,-0.001585194,0.0138251744,0.0389380531,-0.030909574,0.0035452171,-0.004146834,1.0,0.0035273369,0.4439201748,-0.035777783,5.0,16.017415143,0.7469006136,0.0,0.0383414477,0.0152507049,0.0242394241,0.3221200928,1.188997795,2.083819e-10,2.2565386e-08,-0.023526447,0.0005534937,0.8032757443,0.0580447788,-0.152769857,0.1777900596
47730,0.4922832459,0.06901263,18.68028125,0.0226275766,0.4969008963,2.8131669571,0.1199728529,0.1395158542,0.4563193133,0.0264203151,0.1401370553,26.0,0.0036785416,0.0526315789,0.109123921,-0.101174605,-0.023803939,0.5775028232,-0.018401448,0.0270845462,0.1421117815,0.4599437697,0.0,2.0544586586,0.0245214539,1.9344652432,0.0299565304,903.7785,5.0184824255,0.2264841676,0.0,0.0,0.0,0.0,0.0,0.9162739979,3.0,5.354853809,-0.396580844,0.5434611372,-0.917095494,-735.1788813,0.0396758292,13.624375938,0.0002518504,0.0130906485,0.0260420379,0.058963912,0.0031148304,-0.00403164,0.0,-0.000329489,-0.096444706,-0.042481872,4.0,12.888571816,0.5244170096,0.0,0.0191518683,0.0129458158,0.0182220316,0.4388707192,0.894102828,6.2364139e-09,4.1657208e-08,0.290566615,0.0844289578,-5.911266349,0.0452788709,-0.129251149,-0.338096214
13777,0.4104819951,-0.007313842,1.6782087468,0.0,0.2266878662,0.6213232047,-0.088780237,0.0529909276,0.4716928408,0.0465933253,0.0933284103,18.0,0.0,-0.008797654,-0.03358766,-0.000512161,0.0931348839,0.3253465134,1.1088879405,0.1161441159,0.0373379764,0.5209720736,0.0,1.6515598237,-0.254094128,1.6515598237,-0.254094128,3.0700963133,5.1781507656,0.1306306306,0.0,0.0,1.0,0.0,0.0,0.7278003482,5.0,1.0894241647,-0.338877148,0.2314215989,-0.318314963,-1972.286678,0.0452414988,10.529479458,-0.022133128,-0.004377517,-0.007867202,-0.151271131,0.3035161406,-0.128444953,1.0,-0.068,-0.394984486,-0.073309924,3.0,8.5971128295,0.3317469654,0.0,0.2038215995,0.0632962293,0.0913828642,1.1546617059,3.0271640526,1.4940994e-06,3.1081795e-08,2.3121073269,5.3458402909,0.1014671122,0.1391813097,0.6769777039,-0.338096214
78120,2.3920562756,-1.409145537,-21.27195494,0.0,9.6455331629,23.937059405,-0.13273716,0.0103442829,0.5246327888,0.0082096189,0.193366855,26.0,-0.043945877,-0.073654391,0.0306096029,0.3571845772,-0.117808504,0.1362940443,0.0441337009,0.0226138489,-0.375722926,0.3818977014,0.0,1.1349132444,-0.211489289,0.2015818268,-0.104377606,79.752316071,197.51108584,-0.108149469,0.0,0.0,1.0,0.0,0.0,1.4928282011,2.0,-4.798984173,-0.459666888,1.4392471741,-0.642097447,-7541.411919,0.1781995881,10.289022025,0.0026664385,-0.062029334,-0.264967279,0.3218082981,0.024933771,-0.02181664,0.0,-0.346666667,1.5594965295,-0.318077706,2.0,12.185662866,3.6107861806,0.0,0.0863309428,0.0419319037,0.084963531,0.6448243088,10.855994608,6.8784119e-08,6.4463054e-09,1.533870001,2.3527571799,0.2805132988,0.1517743948,-0.611695929,0.1046058901
38746,2.540560696,0.032288358,-8.111875677,0.0,2.2222068775,3.3098467063,0.0220874973,-0.208199213,0.0327123617,-0.017370064,-0.36248019,26.0,-0.099730147,-0.12605042,-0.37026449,-0.212628565,-0.243443351,0.1229666391,0.1630571272,-0.103293736,0.0044115881,0.5800418126,0.0,5.3114583333,0.0799981197,2.600617284,0.0665888458,9.264960569,2.1998200977,0.0328954054,0.0,0.0,1.0,0.0,0.0,0.0306518012,5.0,-0.297988372,-0.282606916,2.8856923965,-0.865218874,-92.80399746,0.0437552573,10.249797004,-0.024689392,0.0077850297,0.0150735462,-0.166513252,0.054440975,0.0074884397,2.0,0.0802500917,-0.538738739,-0.058837761,3.0,6.6164666704,0.0475610993,0.0,0.0168539975,0.0133183382,0.0144948722,1.3698754126,0.3586498425,3.8732307e-06,4.5652176898,0.5695149795,0.3243473118,0.4717910169,0.0633725794,-0.121313022,0.1076497244
60871,0.0990175826,0.0260963006,8.9773172308,0.0,0.0905945224,0.1107904729,0.3247328213,0.9885631419,0.7292334767,1.0466015198,2.4992636841,26.0,0.0250865387,0.2297297297,0.7771541094,0.0404820395,0.1187353319,0.2010597696,-0.067043772,0.1585819937,0.4254986445,0.7175836732,0.0,4.8746401353,0.6940161808,4.3636453161,0.8504528906,1.1531281526,5.556111935,0.5636901709,0.0,0.0,1.0,1.0,0.0,0.9974171288,6.0,0.6206450178,-0.246738122,-2.893975977,4.7595805674,19902.423912,0.0287729298,16.664044075,0.0213892637,0.0431563039,0.0826414603,0.0125200649,0.5012135278,0.0720922756,0.0,0.0,-0.097363835,0.0443875547,7.0,17.256263469,1.8794672844,0.0,0.0869565234,0.0361689737,0.0451789107,0.2371584237,2.0177344555,1.797472e-10,9.4662959e-09,1.8714337192,3.5022641652,-0.037461525,0.0946856387,0.9122337356,-0.384500575
14198,0.4688471627,0.0237427291,2.2760410401,0.0060597467,0.0863758663,0.4921746557,0.0560785476,0.0577372997,0.3891172745,0.0128981518,0.1893273834,26.0,0.0305547242,0.0639534884,0.0682187866,-0.056550717,-0.061765108,0.2170360809,0.1821310041,0.0444426103,0.0387433106,0.6897011624,0.0,5.9633418784,-0.142014795,4.5108599394,-0.170065291,2.5055510681,4.5963869666,0.5913713667,0.0,0.0,1.0,0.0,0.0,0.4566362878,5.0,10.378531885,-0.106916625,0.2011104984,-1.531996076,-500.3620403,0.047419855,13.11012151,0.0046320755,0.0122753474,0.0149362776,0.0446491565,0.330351735,0.0237817569,0.0,0.0002305476,1.8327421967,0.1100076241,7.0,11.713210228,0.2273391813,0.0,0.0298701692,0.018210458,0.030201335,0.8537536797,1.1678845972,3.398081e-08,8.5940183e-08,0.609567017,0.3715719482,0.2951905202,0.0634418659,-0.130679919,-0.011442483
