firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
10074,0.2093318901,0.0663416793,154.42227503,0.0224472684,0.9568148143,1.4281518876,0.1239377447,0.1804606429,0.330549228,0.0,0.1867613108,-0.093789901,-1.522613065,0.167354387,0.0937899013,11.0,0.0337911911,0.4503311258,0.4192203633,0.329153331,-0.134630199,0.1084748484,0.0361756031,0.1766078911,0.1524931172,0.5410718744,0.0,1.15949833,0.1586002599,0.7972871652,0.1547997887,611.98809524,5.7476520572,0.1604109546,0.0,0.0,1.0,0.0,0.0,1.505812175,7.0,0.0351597942,0.4127282129,-0.530592306,-1.422262467,-1.933073088,0.1685672432,-320.3375274,0.0498427902,11.073070755,0.0019733056,0.0057651992,0.0321167883,0.110930622,4.41569e-05,0.108056023,0.0,0.0038615969,-0.537001253,0.0573827252,6.0,9.2179116375,0.2079044603,0.0,0.0833333358,0.0323233937,0.0422009674,1.4307601471,2.504693673,2.7420083e-06,7.4012348e-08,0.3388155229,0.1147959586,0.9929153893,0.0554941469,-0.159629664,0.3927087994,0.0363636363636363,0.0857142857142856,0.0,0.0,0.0178571428571427,0.0,0.0178571428571427,0.0,0.1399999999999999,-0.0172413793103448,0.0363636363636363,0.2666666666666666,0.425,0.5,0.425,0.6285714285714286,0.6764705882352942,0.9655172413793104,1.4782608695652173,1.375,1.1923076923076923,1.2799999999999998,1.4782608695652173,1.7142857142857144,1.7142857142857144,1.4255319148936172,1.375,1.1923076923076923,1.1923076923076923,0.7272727272727273,0.78125,0.7272727272727273,0.8387096774193548,0.7272727272727273,1.1111111111111112,1.1111111111111112,1.0,1.0357142857142856,1.0357142857142856,0.8387096774193548,0.7272727272727273,0.8999999999999999,0.7014925373134329,0.78125,0.8387096774193548,-0.40625,-0.3936170212765957,-0.2297297297297297
50906,0.3692781677,0.0426177506,13.02043058,0.0,0.1187240619,0.641508019,0.2013274135,-0.025921535,0.7163721988,0.0134782932,-0.34034574,-0.05627435,-0.652953486,0.0704451595,0.0562743503,14.0,-0.005590954,-0.051482702,0.077106851,-0.068906249,0.0317740914,0.2699628958,0.0797021643,0.0376179861,0.1503655903,0.4433965742,0.0,2.8787651918,-0.023994316,1.903920541,-0.024608676,15.450888498,6.6751592357,0.4976487592,0.0,0.0,1.0,0.0,0.0,1.1059454203,6.0,-0.071393971,-0.15624073,-0.261735388,58.052051308,0.7439306628,0.0083388577,-143.2590934,0.0688191184,13.817784221,0.0161996043,0.0218473015,0.0288712758,0.0216474515,0.0875450242,-0.007179083,0.0,-0.000314439,-0.016725815,0.0065725413,7.0,13.557064258,1.1059953946,0.0,0.0705394223,0.0217812401,0.0374488353,0.9357018873,6.6156682524,2.9724532e-09,1.2658049e-08,0.8125415593,0.6602237855,0.498489768,0.0568448274,0.5981990557,0.5771223655,0.0108108108108107,0.0331491712707181,0.289655172413793,0.289655172413793,0.2941176470588236,0.3501805054151625,0.3453237410071943,0.375,0.7155963302752293,0.6403508771929824,0.8155339805825244,0.7980769230769231,0.8067632850241546,0.8700000000000001,0.917948717948718,1.010752688172043,0.7314814814814814,0.654867256637168,0.1761006289308175,0.1265060240963855,0.3357142857142856,0.3955223880597014,0.4841269841269842,0.7809523809523808,0.9081632653061223,1.010752688172043,1.8549618320610688,1.876923076923077,1.460526315789474,1.3375,1.0326086956521738,1.101123595505618,1.2000000000000002,1.125,1.1744186046511629,1.6714285714285713,1.54421768707483,1.6524822695035462,2.040650406504065,1.75,1.9682539682539684,1.81203007518797,2.2241379310344827,1.992,2.9368421052631577,3.065217391304348,2.895833333333333,2.4953271028037385
10568,1.5549992877,0.0831145573,-11.37196284,0.0485174105,4.7675682276,6.7555609826,0.0371183951,0.0138631439,0.2291857035,0.0,0.0109787675,-0.039488183,-2.983349657,0.3310743432,0.0394881834,10.0,0.0156734122,0.0418994413,0.0764391522,0.3070697828,0.0677866038,0.0379598694,0.1468238483,0.0776701564,0.0228100236,0.5191134444,0.0,1.1864052816,-0.003178056,0.8348154136,-0.118746645,39.536445927,8.4499541798,0.0520532894,0.0,0.0,1.0,0.0,0.0,0.6965624331,5.0,5.4660376367,0.0188615437,1.0337559583,74.124011952,-0.828339673,0.2691233458,-86.05216504,0.1068068556,9.8013198511,-0.000599322,0.0002956248,0.0012418504,-0.044029602,0.0506263111,0.1220108238,0.0,-0.006415971,0.684249491,0.0147058824,5.0,7.6787889982,0.1167891338,0.0,0.0454545468,0.031680919,0.0434379858,1.6407486342,2.0033649799,1.00883e-05,6.6818182888,0.1582344777,0.0250381499,0.4303894179,0.0399658268,0.3216491607,0.2651174015,-0.0428571428571428,0.046875,0.0151515151515151,-0.0147058823529411,-0.0147058823529411,0.0151515151515151,-0.0147058823529411,-0.0694444444444444,0.0151515151515151,-0.0428571428571428,-0.0289855072463768,-0.1184210526315789,0.0307692307692306,0.046875,0.0151515151515151,0.046875,0.1166666666666667,0.3400000000000001,0.2884615384615385,0.3958333333333332,0.3400000000000001,0.1166666666666667,0.1166666666666667,0.2884615384615385,0.3958333333333332,0.098360655737705,0.1964285714285714,-0.0428571428571428,-0.0428571428571428,-0.0428571428571428,-0.1184210526315789,-0.0694444444444444,-0.2023809523809523,-0.2023809523809523,-0.2209302325581394,-0.1184210526315789,-0.1184210526315789,-0.0694444444444444,-0.1184210526315789,-0.0945945945945946,-0.2872340425531915,-0.3020833333333333,-0.3020833333333333,-0.2717391304347826,-0.2023809523809523,-0.2209302325581394,-0.2386363636363636,-0.3020833333333333
10998,0.952334501,0.0581740788,-7.012711864,0.0,0.3322839534,2.1791335964,0.0453580526,-0.081303907,0.857623034,0.0035933207,-0.345730749,-0.067627421,-1.55945122,0.148893717,0.0676274212,9.0,-0.006478482,-0.087301587,-0.086505576,0.0482952624,-0.000456817,0.7131147541,0.1106700177,0.0064687976,0.0695149885,0.4255080768,0.0,3.0791171477,0.3721346679,1.7904923599,0.3091962243,69.415254237,5.9542040223,0.3588769263,0.0,0.0,1.0,0.0,0.0,1.329449258,5.0,-0.378433273,-1.377156003,0.4099235572,0.8034062452,0.8756991947,0.0992385665,-414.4379772,0.0781024639,9.2818700231,0.007628294,0.0140688392,0.0188629584,0.0809157569,0.0053749171,0.0770746728,0.0,0.0,0.3591838054,0.0754985772,5.0,8.8161118958,0.7151934087,0.0,0.1333333403,0.059396485,0.075880955,1.2166093373,3.1830087811,4.0751799e-06,2.8447909e-08,1.481982437,2.1962719436,0.2973372723,0.0830236751,-0.668888898,0.104200112,0.2272727272727273,0.2272727272727273,0.8,0.588235294117647,0.5,0.588235294117647,0.9285714285714286,0.588235294117647,0.4210526315789473,0.2857142857142858,0.6875,0.5,1.076923076923077,0.2857142857142858,0.3500000000000001,0.125,0.1739130434782609,0.2272727272727273,0.125,0.125,0.2857142857142858,0.1739130434782609,0.588235294117647,0.8,0.9285714285714286,0.6875,0.8,0.588235294117647,0.4594594594594594,0.5,0.5,0.4210526315789473,0.8620689655172413,0.7419354838709677,0.588235294117647,0.8620689655172413,0.8,0.8620689655172413,0.9285714285714286,0.2857142857142858,0.588235294117647,0.3500000000000001,0.3846153846153846,-0.0999999999999999,-0.15625,-0.2058823529411765,0.0,0.1739130434782609
11181,0.8109153004,0.0867742467,-153.5799173,0.0,1.2857727274,1.7127251526,0.0926257682,0.0736020009,0.4140895788,-0.001258257,0.1986791626,-0.220141704,-5.136855885,0.5325210464,0.2201417036,10.0,0.0,0.0,0.2331163593,0.0593670317,-0.209336406,0.2043793078,-0.007327453,0.0240589895,-0.078808141,0.515008459,0.0,0.2414859899,0.3496870524,0.2367947248,0.3496870524,239.84960231,10.134799878,0.3819436083,0.0,0.0,0.0,0.0,0.0,0.8773124523,5.0,-38.31478379,-0.155429068,0.6869151585,-0.190386584,0.7351538328,0.4343232655,-2858.938068,0.0544796062,12.44666311,-0.004053014,0.0047735586,0.0107716006,0.0366593569,0.0034057664,-0.266423707,0.0,-0.011705178,1.3760014295,0.0138888881,5.0,11.155509175,0.3724187631,0.0,0.0588235296,0.0274238197,0.0398952648,0.9986067679,1.5077536248,7.6385462e-08,4.1032709e-08,1.5205726668,2.3121412349,-0.154675413,0.0542126297,0.3567978023,0.4379620345,-0.0161290322580645,-0.1029411764705882,0.0701754385964912,-0.1029411764705882,-0.1159420289855072,-0.2375,-0.2179487179487179,-0.2738095238095238,-0.3068181818181817,-0.2179487179487179,-0.39,-0.3296703296703297,-0.2375,-0.2988505747126436,-0.2823529411764706,-0.3711340206185567,-0.3369565217391305,-0.1643835616438356,-0.0317460317460317,-0.2179487179487179,-0.1285714285714285,-0.1029411764705882,-0.0615384615384615,-0.0317460317460317,0.1090909090909091,0.0517241379310344,0.150943396226415,-0.1527777777777778,-0.2823529411764706,-0.4403669724770642,-0.4454545454545454,-0.4351851851851852,-0.4077669902912622,-0.3645833333333333,-0.4403669724770642,-0.2375,-0.3440860215053763,-0.4351851851851852,-0.3775510204081632,-0.4504504504504504,-0.5234375,-0.5763888888888888,-0.61875,-0.6453488372093024,-0.5704225352112676,-0.5933333333333333,-0.4553571428571429,-0.4916666666666667
39116,0.9696514012,0.0346548189,-14.875,0.0,0.3319207109,2.1914217362,0.0203897892,0.122329296,0.8849202841,0.0024495949,0.4672911316,-0.022689087,-0.805719921,0.0625768968,0.0226890873,18.0,0.0566532902,0.0,-0.012200946,0.8247398911,-0.077390662,0.1061540815,-0.14852916,0.2852680282,0.0387347148,0.5272573259,0.0,3.2383144476,0.0433653311,0.2648725212,-0.693141177,200.378125,169.60409556,0.379156206,0.0,0.0,1.0,0.0,0.0,1.0911620414,4.0,-0.080401518,0.0246746534,0.1184417701,0.5030394956,-2.008291095,-0.050805811,-291.7550206,0.0478616102,10.057200637,0.0,-0.075701082,-0.101614268,0.022081089,0.0107208316,0.0320601339,0.0,-0.07732975,-0.353658537,0.0204081628,4.0,9.870021251,0.5849716033,0.0,0.1176470593,0.0477117372,0.0458236668,0.8047792619,1.5919433158,6.3515212e-07,4.0386364e-08,0.8215180233,0.6748918626,-0.89862747,0.1046652674,-0.261538485,0.1435454807,-0.1551724137931034,-0.3098591549295775,0.1136363636363635,0.1951219512195121,-0.0576923076923077,0.0,-0.1403508771929824,-0.1833333333333333,-0.5242718446601942,-0.6549295774647887,-0.6370370370370371,-0.72,-0.6711409395973154,-0.6230769230769231,-0.631578947368421,-0.5663716814159292,-0.5196078431372548,-0.4842105263157894,-0.3636363636363636,-0.2686567164179104,-0.02,0.53125,0.75,0.8846153846153846,0.96,1.0416666666666663,0.8846153846153846,1.4500000000000002,1.227272727272727,1.7222222222222223,1.3333333333333337,1.7222222222222223,1.5789473684210529,2.0625,1.8823529411764703,1.7222222222222223,1.7222222222222223,1.227272727272727,1.1304347826086958,0.8846153846153846,1.3333333333333337,1.4500000000000002,1.227272727272727,0.8148148148148149,0.75,0.75,0.96,0.6896551724137931
50032,0.2146750449,0.0426859823,101.92577009,0.0130854201,0.2407616187,1.5730267266,0.1752506511,0.3290815509,1.1845773508,0.0014985128,0.5314247218,-0.087013883,-0.813456488,0.0774091715,0.0870138827,19.0,0.0840219148,0.1833333333,0.1720194317,-0.456797619,0.0130166952,0.0934754601,-0.027569493,0.3510069049,0.1575519487,0.5247566032,0.0,1.2422645219,0.0785018057,0.2247765742,0.0619823271,257.2943527,111.86624883,0.3485232756,0.0,0.0,1.0,0.0,0.0,2.1489605253,5.0,-0.001072411,-3.022154188,-0.530496553,-0.117821204,-0.610107607,0.4946525022,5438.9683737,0.0559065843,15.75581287,0.0071359375,0.0359355963,0.0811598097,0.0755803576,0.0134238737,-0.054144311,3.0,0.0006138107,1.3398617512,0.0433153431,6.0,14.534850567,0.3963082919,0.0,0.0547263697,0.0193817046,0.0236574428,0.5558604525,1.2276291863,1.1671152e-09,4.4006051e-08,0.7781261881,0.6054803646,0.3047134442,0.0341963901,-0.128920804,0.3030099471,-0.0321782178217822,0.0051413881748072,0.0653950953678474,0.1045197740112995,0.130057803468208,0.1366279069767442,0.1706586826347305,0.2492012779552714,0.1777108433734939,0.1235632183908046,0.1366279069767442,0.221875,0.2452229299363058,0.4481481481481482,0.3254237288135593,0.2904290429042904,0.1399416909620991,0.2694805194805194,0.1920731707317073,0.1466275659824047,0.0208877284595301,0.0398936170212766,0.2694805194805194,0.2612903225806451,0.3390410958904108,0.5155038759689923,0.5959183673469388,0.582995951417004,0.4923664122137405,0.4014336917562724,0.3576388888888888,-0.2580645161290322,-0.1462882096069868,-0.1349557522123894,-0.0509708737864077,-0.0668257756563246,-0.1193693693693693,-0.1481481481481481,-0.1680851063829787,-0.1272321428571429,-0.0928074245939675,-0.069047619047619,0.0235602094240838,0.0712328767123287,0.1014084507042254,0.1741741741741742,0.225705329153605,0.1636904761904762
69171,0.4035885167,-0.336842105,-134.7045455,0.0,1.9424641148,4.8535885167,-0.090089629,-0.201482295,1.1483079095,0.0,-0.125101018,-0.156375371,-1.2734375,0.0921052632,0.1563753707,9.0,-0.089220304,-0.014409222,-0.096685144,0.1489552645,0.0206431162,0.3320984964,1.9428290119,-0.037645583,-0.454927302,0.4600296616,0.0,0.7163431434,-0.587404658,0.3458359424,-0.594462705,461.09090909,8.0860900757,-0.074252874,0.0,0.0,0.0,0.0,0.0,4.5751211632,6.0,-3.295804172,-0.193699157,0.0285513845,16.160789491,-0.751754794,0.0781571376,-1491.649729,0.0292355627,9.3041494257,0.0,-0.091588346,-0.543957577,-0.088274838,0.0107022353,0.0120650588,0.0,-0.052732878,1.269984917,0.0433333367,4.0,7.2522311155,0.1329911534,0.0,0.1052631587,0.0504451858,0.0450390004,1.6704886945,0.8725328723,5.27142e-05,2.8636365274,2.1099045252,4.4516971056,-0.281698824,0.1613268601,-0.067911716,0.1076762754,-0.05,0.1176470588235294,0.5833333333333333,0.4615384615384614,0.1875,-0.05,0.0555555555555555,-0.1363636363636363,-0.2083333333333333,-0.2692307692307693,-0.5,0.2666666666666666,0.0555555555555555,0.4615384615384614,0.4615384615384614,0.3571428571428572,0.0555555555555555,-0.05,0.0555555555555555,0.1875,0.1875,0.1875,0.1875,0.3571428571428572,0.1875,-0.05,0.0555555555555555,-0.05,-0.4411764705882353,-0.525,-0.4411764705882353,-0.4411764705882353,-0.2692307692307693,-0.2692307692307693,-0.3214285714285714,-0.2692307692307693,-0.3666666666666667,-0.40625,-0.3214285714285714,-0.4722222222222222,-0.5681818181818181,-0.6041666666666667,-0.6346153846153846,-0.7205882352941176,-0.7121212121212122,-0.703125,-0.6607142857142857,-0.6346153846153846
68814,0.0102678571,-0.13203869,5.3713393626,0.0,0.4589285714,0.1531696429,-0.278617031,0.4886446589,0.1665179658,0.2760139754,0.2633648765,-0.091094272,-0.315000564,-0.090446429,0.091094272,13.0,0.1700643689,0.0,0.6217110446,-2.345561683,-0.064047919,0.1727125068,-0.785816619,0.4095628194,-1.933694181,0.4922443948,0.0,1.8351858601,-0.06472928,1.2561953353,-0.286799539,1.1082041344,3.1448212649,-0.28654685,0.0,1.0,1.0,1.0,1.0,-1.317997294,3.0,-0.026276125,0.0680180168,0.1495214169,10.063017089,-3.419610331,-0.244396455,-442.2835596,0.0438376077,11.486586623,0.0,-0.145797056,-0.671989873,0.0668407373,0.1497763142,0.0069119747,0.0,-0.029024986,1.3817081056,0.1430735961,4.0,10.511206194,0.7788096114,0.0,0.1126760542,0.0372403528,0.0446740404,1.0721890683,5.8848126771,7.7532826e-08,1.654788e-08,2.0023732616,4.0094986789,-0.230333996,0.0984536705,-0.431818193,0.3687384563,0.2666666666666666,0.3818181818181818,0.4074074074074074,0.2881355932203389,0.1875,0.1343283582089551,0.5833333333333333,0.3571428571428572,0.1875,-0.1058823529411764,-0.2549019607843137,0.0133333333333334,0.4901960784313726,0.4901960784313726,0.6888888888888889,1.375,1.375,1.1714285714285713,1.2352941176470589,1.0,1.1714285714285713,1.8148148148148149,2.8,3.75,3.4705882352941178,2.8,4.428571428571429,4.846153846153846,3.4705882352941178,3.0,3.75,3.4705882352941178,2.619047619047619,4.066666666666666,5.909090909090909,4.846153846153846,3.75,4.066666666666666,3.0,3.4705882352941178,3.2222222222222223,1.054054054054054,0.9487179487179488,0.9487179487179488,0.6521739130434783,0.6521739130434783,0.4901960784313726,0.6170212765957446
47730,0.6625040452,0.0787974065,-24.82758985,0.0271178199,0.8247378649,4.9786990083,0.0896439335,0.0693969346,0.5716222856,1.0615012107,0.0279857164,0.0322380317,0.5887258172,0.032407339,0.0322380317,18.0,0.0020959287,0.0294117647,0.0255488136,-0.068710365,0.0451243782,0.4420014658,-0.011045501,0.0058870221,0.1258570248,0.46115262,0.0,1.9573565926,0.1075117787,1.7816132934,0.112947452,320.37928118,6.2679157877,0.1504444435,0.0,0.0,0.0,0.0,0.0,1.3279585501,5.0,-8.332613254,-0.043744942,0.5388944724,-1.153641729,0.3091021075,-0.045173108,-286.2025058,0.1271810515,11.781885239,0.0008201423,0.0104223734,0.023396975,0.030514389,0.0252835487,0.0025692049,0.0,0.0016662245,-0.546165884,0.0254787412,3.0,10.558984786,0.2378970089,0.0,0.0252100844,0.0135703546,0.0154373466,0.8522207005,1.2419410661,1.0897373e-07,6.8836178e-08,0.6623786226,0.4387454397,-0.234498166,0.0334480257,-0.362160145,0.2723389575,-0.11875,-0.0662251655629139,-0.0139860139860139,0.0071428571428571,-0.0342465753424657,0.1015625,-0.5171232876712328,-0.5220338983050847,-0.4946236559139785,-0.53,-0.555205047318612,-0.5315614617940199,-0.5052631578947369,-0.4854014598540146,-0.4797047970479705,-0.4555984555984556,-0.4738805970149253,-0.4679245283018868,-0.4173553719008265,-0.4125,-0.4291497975708502,-0.419753086419753,-0.4426877470355731,-0.4173553719008265,-0.3188405797101449,-0.3619909502262444,-0.381578947368421,-0.4555984555984556,-0.4777777777777777,-0.5252525252525253,-0.5236486486486487,-0.5451612903225806,-0.5361842105263157,-0.5407166123778502,-0.5220338983050847,-0.4738805970149253,-0.4679245283018868,-0.4699248120300752,-0.4659090909090909,-0.5087108013937283,-0.5154639175257731,-0.5,-0.4909747292418772,-0.5187713310580204,-0.4891304347826086,-0.4758364312267658,-0.3948497854077253,-0.4050632911392405
