firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
65832,0.3625611725,0.0332487625,8.203578824,0.0069158557,0.7591945078,0.9203742319,0.0847750697,0.071811088,0.406605911,0.0031024264,0.0453324575,12.0,0.0224695662,-0.010996807,0.1100001492,0.0001869081,0.0257054464,0.1040881155,0.1514442757,0.0786688907,0.1318454614,0.460021805,0.0,1.6710833338,0.0316729311,0.961714998,0.0313950183,28.384393221,3.9412686042,0.0973054373,0.0,0.0,1.0,0.0,0.0,1.2054245179,8.0,-0.732429117,-0.610978003,0.0494332612,-3.717332292,-1193.632346,0.0295281844,12.405289728,0.0105872184,0.009400859,0.0282272922,0.0090521024,0.0289059042,3.0133e-05,0.0,0.0,0.2837581859,-0.038764142,5.0,11.879046652,0.7933674099,0.0,0.0405405387,0.023843168,0.0239259472,1.3892165505,3.8077220234,5.0799879e-08,3.0094354e-08,0.9158488075,0.8387790382,-0.490040291,0.0458734135,-0.790427569,0.432850727,0.2011494252873562,0.0885416666666667,0.1176470588235294,0.244047619047619,0.412162162162162,0.3933333333333333,0.412162162162162,0.094240837696335,0.1420765027322403,0.2822085889570551,0.3397435897435896,0.2901234567901234,0.5144927536231885,0.4615384615384614,0.536764705882353,0.685483870967742,0.9174311926605504,0.8999999999999999,0.8495575221238938,0.7863247863247864,0.6328125,0.7131147540983607,0.7131147540983607,0.8660714285714286,0.8999999999999999,0.6456692913385826,0.4822695035460993,0.4315068493150684,0.7863247863247864,-0.0368663594470045,-0.05,0.244047619047619,0.094240837696335,0.2366863905325444,0.0195121951219512,0.0096618357487923,0.1875,-0.0412844036697247,0.1,0.2151162790697673,0.3312101910828025,0.4026845637583893,0.1117021276595744,0.1358695652173913,0.1358695652173913,0.1942857142857144,0.1297297297297297,0.0663265306122449
66413,0.7998387099,0.1756511378,-0.453961475,0.0361868846,1.8667417975,2.9190615707,0.1096612837,0.0416497099,0.2403526201,0.0023745738,-0.019415999,12.0,0.0,-0.005840686,-0.038792891,0.0291640518,-0.137994007,0.1059184578,-0.078811063,0.0973336046,0.2112465456,0.5673702011,0.0,2.463668773,0.173940509,2.463668773,0.173940509,4.0224823155,65.873075128,0.1744689836,0.0,0.0,1.0,0.0,0.0,0.6621026014,6.0,-0.103950795,-0.636543062,0.2757251812,1.1984898918,-158.1612371,0.3143699447,11.512715443,0.0003870276,0.0098469062,0.0313077893,0.0319593551,0.0488725935,0.0497327778,0.0,0.0017112299,1.7008172796,0.0826635063,5.0,12.906110717,2.0843398053,0.0,0.0282485876,0.026206173,0.0312430171,0.9074739899,7.8497766531,2.8322922e-08,1.0255548e-08,0.996096773,0.9922087811,-0.000407287,0.045813526,-0.509189317,0.1133608997,0.0747126436781608,0.289655172413793,0.3169014084507042,0.4384615384615384,0.5847457627118644,0.6260869565217391,0.7641509433962264,1.125,0.9893617021276596,1.010752688172043,1.010752688172043,1.2804878048780486,1.1744186046511629,1.0326086956521738,0.9479166666666669,0.9479166666666669,0.8700000000000001,0.9278350515463918,0.9479166666666669,1.3670886075949369,1.2000000000000002,1.125,0.8700000000000001,0.7314814814814814,0.8700000000000001,0.7155963302752293,0.7980769230769231,0.9278350515463918,1.3375,1.460526315789474,1.8333333333333333,2.0161290322580645,1.921875,2.1166666666666667,2.895833333333333,2.74,2.816326530612245,3.3488372093023253,4.054054054054054,3.155555555555556,2.462962962962963,2.74,3.25,3.3488372093023253,4.054054054054054,4.194444444444445,4.054054054054054,4.5
21020,0.6420223174,0.0345514482,-7.58190899,0.0008814145,2.7916159853,2.9809438186,0.0796684072,0.0035923227,0.14405214,0.0065876153,-0.016763939,21.0,-0.004559193,0.0018214936,0.0479023362,0.0918492683,0.0585225751,0.0928123848,0.0294545284,-0.006466181,0.1029678982,0.4758055328,0.0,0.668442361,0.0534720211,0.5429362881,0.0934380818,18.768035516,14.666088465,0.0911026235,0.0,0.0,0.0,1.0,0.0,0.6429436705,7.0,-0.092661614,-0.117651454,0.1463826045,-0.31408632,4552.7697398,0.0789059458,15.770640042,-0.003027815,-0.013454256,-0.071090047,0.0340225995,0.0460728165,-0.067975867,0.0,0.0002693603,-0.017328813,0.0108259097,4.0,15.933969667,1.4892908854,0.0,0.0363924056,0.0212946729,0.0308874704,0.4289107352,3.5197045643,3.247182e-10,9.9857115e-09,1.4398753352,2.073240981,0.1271933773,0.0298476736,0.0244956175,0.2394381962,-0.0294117647058823,0.125,0.0294627383015597,0.053191489361702,-0.01,-0.0050251256281407,0.0919117647058822,0.1020408163265305,0.1467181467181466,0.2147239263803682,0.3229398663697105,0.3943661971830985,0.4630541871921183,0.346938775510204,0.441747572815534,0.2323651452282158,0.296943231441048,0.2505263157894737,0.3438914027149322,0.2222222222222223,0.3026315789473683,0.1739130434782609,0.0348432055749128,0.1082089552238805,0.127134724857685,0.0588235294117647,0.1401151631477926,0.1082089552238805,0.133587786259542,0.1739130434782609,0.0494699646643108,0.1061452513966481,0.1423076923076922,0.2452830188679244,0.1785714285714286,0.1,0.1511627906976744,0.1832669322709164,0.2997811816192559,0.3378378378378379,0.1228733459357278,0.148936170212766,0.1739130434782609,0.11864406779661,0.006779661016949,-0.027823240589198,0.0494699646643108,0.053191489361702
62500,0.8320511324,0.1182617126,-0.366610949,0.0,0.459473774,1.276748925,0.1178569642,0.0129548271,0.3760279374,-0.001277574,-0.186134521,19.0,-0.024581678,-0.071428571,0.0840065852,-0.040606602,0.0588994709,0.2260624865,0.0165484721,-0.010814464,0.1711606985,0.5509917844,0.0,3.47667295,0.0453164901,2.5082469369,0.1510069622,5.9434183034,3.7629907927,0.3408313902,0.0,0.0,1.0,1.0,1.0,0.637840843,8.0,0.2130884652,-0.251893464,0.5163722517,-0.770070322,-516.4478517,0.0686646617,11.14327383,0.0007568537,0.0141307734,0.0211056127,-0.012394322,0.1356835185,-0.066040685,1.0,-0.001882353,0.7581037595,-0.033333335,5.0,11.0927115,1.1745631173,0.0,0.1025641039,0.0481987965,0.0484645824,0.660735654,1.9645909284,2.5294598e-07,2.7124594e-08,1.8236385114,3.3256574204,0.1293482812,0.05172936,0.6666666596,0.4238391691,-0.0285714285714285,-0.0555555555555555,-0.15,-0.1707317073170732,-0.0555555555555555,-0.1052631578947368,-0.0285714285714285,0.0625,0.0625,0.0625,0.096774193548387,0.1333333333333333,0.096774193548387,0.2142857142857142,0.0625,0.0625,0.1333333333333333,0.0625,0.0,-0.0555555555555555,-0.0285714285714285,-0.0555555555555555,-0.0555555555555555,0.2142857142857142,0.3076923076923077,0.2142857142857142,0.1724137931034481,0.4166666666666667,0.7,0.8888888888888888,1.0,1.0,1.4285714285714284,1.2666666666666666,1.2666666666666666,1.125,1.2666666666666666,1.0,1.8333333333333333,1.6153846153846154,1.6153846153846154,1.6153846153846154,1.4285714285714284,1.2666666666666666,1.125,1.2666666666666666,0.7894736842105263,1.8333333333333333
10496,0.2988961349,-0.335434253,3.644302664,0.0,0.2590624219,0.4906137901,-0.879146141,-0.338205303,0.181339225,0.1462288353,-0.001104972,15.0,-0.16520252,-0.288135593,-0.27472993,-0.082211682,-0.249991673,0.4544095665,0.5368233654,-0.198334466,-0.487972509,0.6091219825,0.0,1.6881009615,-0.409147141,1.1033653846,-0.298539201,4.0329799764,3.8689265537,-1.126036484,0.0,0.0,1.0,0.0,0.0,0.2373588611,3.0,0.8815228454,-1.236195899,0.1309204373,-1.515443853,-614.7014045,0.089235159,8.9261937093,0.0212440517,-0.194426985,-0.310160428,-0.141137437,0.218027735,-0.229886235,0.0,-0.10144701,-0.832520146,0.0206164233,1.0,8.9582184749,0.9330150163,0.0,0.1000000015,0.0684216978,0.1047578921,0.995682095,6.0364589118,3.8565027e-06,0.9545454749,1.5415849874,2.3764842735,2.1961862514,0.1389776981,-0.436274512,0.3964218485,0.0,-0.21875,-0.1071428571428571,0.6666666666666667,0.3888888888888888,0.5625,0.2986959015235262,0.1363636363636364,-0.0384615384615384,-0.1071428571428571,0.0416666666666667,0.1363636363636364,-0.1071428571428571,0.6666666666666667,0.3157894736842106,0.0416666666666667,0.5625,0.0,-0.0384615384615384,-0.1379310344827586,-0.1071428571428571,-0.3055555555555556,-0.4186046511627906,-0.5,-0.537037037037037,-0.6212121212121212,-0.5967741935483871,-0.5967741935483871,-0.6062992125984252,-0.5535714285714286,-0.5833333333333333,-0.6527777777777778,-0.691358024691358,-0.7093023255813953,-0.6875,-0.7282608695652174,-0.5689655172413793,-0.5192307692307692,-0.5535714285714286,-0.4791666666666666,-0.6323529411764706,-0.7093023255813953,-0.7448979591836735,1.0833333333333337,0.5625,0.4705882352941177,0.3888888888888888,0.6666666666666667
27991,0.7476245834,0.0869374445,-24.77095513,0.0397399134,1.9265660739,0.6636492805,0.0830015016,0.0126344658,0.1167065379,0.0009836441,-0.003570567,21.0,-0.003682515,-0.014112903,-0.009269494,0.0255106181,0.0550705357,0.052503655,0.0229834737,0.013641304,0.0589219761,0.393399771,0.0,0.8532724934,0.042384937,0.6550675629,0.1245017607,20.993449754,9.0302305962,0.0952888219,0.0,0.0,0.0,0.0,0.0,0.3265815403,7.0,-0.499723643,-0.025149687,0.5334063286,-0.202871332,936.38237453,0.0120998436,14.719710085,0.0031740656,0.0033043991,0.0106204939,0.0034565605,0.0113675033,0.0496003935,0.0,0.003826087,0.1671935371,0.0256969919,3.0,14.199572494,0.4905557525,0.0,0.0264317188,0.0114030147,0.0168984893,0.6657949104,1.2716348445,2.3093678e-09,3.9881289e-08,0.3373710642,0.113819235,0.5366599113,0.0278695388,-0.256435318,0.2316789413,0.0550458715596329,0.0454545454545454,0.0952380952380953,0.1557788944723617,0.1794871794871795,0.1734693877551021,0.25,0.3372093023255813,0.3772455089820359,0.3372093023255813,0.3855421686746987,0.4649681528662419,0.4838709677419355,0.5436241610738255,0.6083916083916083,0.554054054054054,0.6312056737588652,0.7557251908396947,0.6546762589928057,0.393939393939394,0.4375,0.3450292397660819,0.2849162011173185,0.2849162011173185,0.3609467455621302,0.25,0.1794871794871795,0.1616161616161615,0.1734693877551021,0.2432432432432432,0.2994350282485876,0.2994350282485876,0.329479768786127,0.3372093023255813,0.4197530864197532,0.4110429447852761,0.4649681528662419,0.4375,0.4838709677419355,0.4743589743589744,0.4743589743589744,0.5862068965517242,0.6083916083916083,0.619718309859155,0.6312056737588652,0.5972222222222223,0.5862068965517242,0.6546762589928057
10517,0.5250858869,0.0569504969,151.41836735,0.0042194093,0.3893788476,1.0273224044,0.1150132137,0.007097196,0.9779910745,-0.018533605,-0.069237765,14.0,0.0,-0.02,-0.22136204,-0.190972336,0.0103896091,0.3141087632,-0.22208037,0.2018051712,0.0723122741,0.5329680626,0.0,0.4451788899,3.1898127322,0.4451788899,3.3848665826,1818.6122449,21.90560472,0.7946791125,0.0,0.0,0.0,0.0,0.0,1.7861708514,4.0,0.1674822202,-0.124887127,-0.066426535,1.9163215178,-1350.021151,0.115464599,11.675465144,0.0018469352,0.0215745574,0.0375721251,0.0205552097,0.0006177314,0.0348267176,1.0,0.0028071753,-0.996089565,0.0,6.0,10.697593701,0.2080937446,0.0,0.0442477874,0.0310857506,0.0323860048,1.1557451484,0.6898023774,1.2910368e-06,0.9545455936,0.7801152195,0.6085797558,-0.116207522,0.0357349779,0.5425473134,0.1506935854,0.0212765957446807,0.0140845070422535,0.0212765957446807,0.006993006993007,-0.0136986301369863,0.1338582677165354,0.2100840336134453,0.1999999999999999,0.2413793103448276,0.2203389830508475,0.3090909090909091,0.411764705882353,0.4399999999999999,0.4845360824742268,0.5319148936170213,0.3846153846153846,0.4399999999999999,0.4399999999999999,0.3980582524271845,0.4399999999999999,0.3584905660377357,0.2203389830508475,0.2413793103448276,0.4399999999999999,0.6363636363636365,0.6551724137931034,0.3090909090909091,0.3211009174311927,0.7142857142857142,0.7142857142857142,0.6363636363636365,0.7560975609756098,0.6744186046511629,0.4693877551020409,0.4693877551020409,0.894736842105263,0.9726027397260272,0.125,0.1612903225806452,0.1707317073170731,0.1612903225806452,0.3846153846153846,0.3584905660377357,0.3714285714285714,0.3090909090909091,0.3846153846153846,0.2413793103448276,0.5652173913043479
20482,0.1341661613,0.0515292883,75.370598628,0.0203348297,0.1530509574,0.3055138455,0.2509603564,0.1042802418,0.7335774833,-0.019884723,0.1210035304,21.0,0.010342153,0.015708394,0.0935107207,0.0291472361,0.0087566019,0.1332904895,0.0237177683,0.0940419939,0.0858020941,0.4583713208,0.0,1.1151347883,-6.9371e-05,0.8220347971,-0.000298865,31.714568083,6.4055985843,0.4752601591,0.0,0.0,0.0,0.0,0.0,1.5269620191,5.0,0.2126507597,-0.164756499,-0.181512719,-1.075016773,14555.576311,0.0686646617,16.748651414,0.0015995358,0.0513088263,0.1088291289,0.0035036376,0.0335399009,-0.009238759,1.0,-0.00012012,0.9112338953,-0.027783761,7.0,16.056909744,0.3520279634,0.0,0.0524781346,0.0177679764,0.0205369489,0.5719683534,1.0550368171,2.530464e-10,5.1285889e-08,0.37027623,0.1371044865,5.4677708871,0.0285323759,-0.029258763,0.4238391691,0.0246153846153847,0.0471698113207548,-0.0234604105571847,0.0741935483870968,0.0406249999999999,0.0277777777777776,0.0406249999999999,0.0571428571428571,0.1643356643356643,0.1725352112676057,0.1766784452296819,0.2758620689655173,0.3058823529411765,0.342741935483871,0.3266932270916334,0.3874999999999999,0.48,0.4353448275862068,0.3933054393305439,0.4669603524229075,0.5633802816901408,0.5067873303167421,0.4110169491525424,0.4050632911392404,0.4230769230769231,0.4669603524229075,0.5205479452054795,0.6009615384615385,0.665,0.6243902439024391,0.5345622119815667,0.4932735426008969,0.616504854368932,0.5933014354066986,0.5136363636363637,0.3703703703703704,0.3536585365853659,0.4353448275862068,0.4734513274336283,0.3647540983606556,0.3703703703703704,0.3991596638655461,-0.375234521575985,-0.3693181818181817,-0.3176229508196722,-0.3457760314341846,-0.3483365949119373,-0.395644283121597
10656,0.8424569998,0.1086426765,-1.169098046,0.0259280034,0.3523182824,2.3082086329,0.1238544511,0.0527885767,0.3072569011,-0.032967033,0.0423107206,21.0,0.0518122372,0.0,0.0996750018,-0.020280616,-0.013359303,0.2969215492,0.008590659,0.0547079391,0.0579988038,0.560574121,0.0,3.0437193161,0.0237758626,1.7332825461,-0.020123867,14.565809246,6.0464169082,0.3268875677,0.0,0.0,0.0,0.0,0.0,0.438676424,6.0,-0.062709719,-0.12852147,0.2533581325,103.97770357,-366.3419107,0.0556966258,11.236835939,0.002656366,0.0257480615,0.0350760656,0.1069208903,0.1137022216,-0.000377915,1.0,0.0040229331,1.2690560243,0.0355351493,3.0,9.3485140973,0.1747622719,0.0,0.0327868834,0.0176242061,0.0145810796,1.2878759086,0.8016996734,6.9862818e-07,2.8636365228,0.2308805937,0.0533058485,1.4010640006,0.0282659037,-0.345909961,0.1267804309,-0.0656934306569343,0.0,0.0078740157480314,0.0406504065040651,0.1130434782608695,0.0847457627118644,0.1130434782608695,0.0756302521008402,0.0491803278688525,0.0158730158730158,0.1130434782608695,0.1428571428571428,0.0847457627118644,0.0847457627118644,0.1531531531531531,0.1034482758620689,0.0,0.0491803278688525,0.0078740157480314,0.0847457627118644,0.0491803278688525,0.1034482758620689,0.1428571428571428,0.1851851851851851,0.2307692307692308,0.1851851851851851,0.2549019607843137,0.1636363636363635,0.1428571428571428,0.1531531531531531,0.1636363636363635,0.1636363636363635,0.1034482758620689,0.1428571428571428,0.1034482758620689,-0.072463768115942,-0.1999999999999999,-0.0857142857142857,0.0,0.024,-0.0153846153846153,-0.0153846153846153,-0.0153846153846153,-0.0153846153846153,0.0847457627118644,0.1428571428571428,0.2190476190476191,0.3473684210526315
10123,-0.34532439,-0.01227481,41.475120698,0.0019545339,1.2172660325,0.8736303256,0.2054878148,0.1118319739,0.2650380893,0.0066606311,0.083354265,7.0,0.0,0.0314033366,0.1144264973,0.0900568876,0.051000007,0.0922844361,-0.160483707,0.1334793276,0.0326705434,0.4272112681,0.0,1.3015787478,-0.085616532,1.3015787478,-0.085616532,32.299797539,4.7579031888,0.016537224,1.0,0.0,1.0,0.0,0.0,-0.21107151,5.0,2.6534014292,-0.233161702,1.638728875,-0.144944327,-3678.770215,0.0495920069,12.897504293,0.0018327351,-0.045471863,0.0889580639,0.0161249048,0.0338157382,-0.019525665,0.0,-0.053273686,0.7594025798,0.0528587112,2.0,11.195636056,0.2015016364,0.0,0.0357142873,0.0225434944,0.0284599656,1.2506384075,1.5699271455,6.8090409e-08,6.6385862e-08,1.6072724977,2.5833248818,-0.323221892,0.0550805202,0.0730401538,0.3554493705,0.0,0.1192660550458715,0.0,0.0338983050847456,0.0990990990990992,0.2448979591836735,0.5443037974683544,0.4698795180722892,0.4698795180722892,0.7681159420289856,0.967741935483871,1.259259259259259,1.30188679245283,1.30188679245283,1.5957446808510638,1.392156862745098,1.7111111111111112,1.5416666666666663,1.3461538461538465,0.9365079365079364,1.0677966101694911,1.0,1.392156862745098,1.8372093023255816,1.5416666666666663,1.489795918367347,2.588235294117647,2.3424657534246576,2.388888888888889,2.2972972972972974,2.4857142857142858,3.0666666666666664,2.8125,3.206896551724138,3.206896551724138,4.809523809523809,5.421052631578948,5.256410256410256,7.7142857142857135,7.133333333333333,6.625,11.2,7.7142857142857135,7.7142857142857135,6.176470588235294,7.7142857142857135,5.1,7.7142857142857135
