month,invested,first,second,number of clusters
1990-01,1953,91,75,100
1990-02,1958,70,58,100
1990-03,1921,66,63,100
1990-04,1927,67,64,100
1990-05,1951,68,63,100
1990-06,1969,80,68,100
1990-07,1981,102,74,100
1990-08,2009,74,72,100
1990-09,2005,92,64,100
1990-10,2021,84,69,100
1990-11,2037,72,66,100
1990-12,2126,98,85,100
1991-01,2149,80,77,100
1991-02,2166,83,73,100
1991-03,2112,81,72,100
1991-04,2139,96,74,100
1991-05,2159,83,77,100
1991-06,2183,81,80,100
1991-07,2216,79,78,100
1991-08,2240,93,74,99
1991-09,2219,87,78,100
1991-10,2230,89,65,100
1991-11,2233,105,77,100
1991-12,2295,106,85,100
1992-01,2288,94,80,100
1992-02,2284,79,78,100
1992-03,2232,90,86,100
1992-04,2237,82,80,100
1992-05,2244,98,80,100
1992-06,2276,82,80,99
1992-07,2295,96,81,100
1992-08,2305,83,79,100
1992-09,2279,76,75,100
1992-10,2284,95,89,100
1992-11,2294,87,78,100
1992-12,2349,87,84,100
1993-01,2343,101,79,100
1993-02,2358,99,76,100
1993-03,2293,97,94,100
1993-04,2306,78,76,100
1993-05,2314,77,72,100
1993-06,2317,81,77,100
1993-07,2334,96,93,99
1993-08,2339,81,80,100
1993-09,2302,95,92,100
1993-10,2306,85,80,98
1993-11,2315,90,87,100
1993-12,2375,79,75,100
1994-01,2390,92,86,100
1994-02,2389,82,80,100
1994-03,2331,114,82,99
1994-04,2335,86,82,99
1994-05,2355,102,89,100
1994-06,2345,85,74,100
1994-07,2365,101,84,100
1994-08,2382,91,72,100
1994-09,2349,87,70,100
1994-10,2341,81,74,100
1994-11,2337,89,73,100
1994-12,2376,83,82,100
1995-01,2382,138,86,100
1995-02,2380,90,87,99
1995-03,2351,93,85,99
1995-04,2359,85,67,100
1995-05,2378,111,98,100
1995-06,2347,93,85,100
1995-07,2372,91,73,99
1995-08,2395,86,85,100
1995-09,2382,106,73,100
1995-10,2393,92,89,100
1995-11,2416,96,91,99
1995-12,2672,118,88,100
1996-01,2686,99,93,100
1996-02,2708,92,87,100
1996-03,2494,99,88,100
1996-04,2537,109,84,100
1996-05,2560,96,94,100
1996-06,2576,89,79,100
1996-07,2867,116,93,100
1996-08,2895,103,99,100
1996-09,2808,137,83,100
1996-10,2832,107,84,100
1996-11,2861,104,86,100
1996-12,2985,113,102,100
1997-01,2991,125,122,100
1997-02,2991,102,101,100
1997-03,2847,98,84,100
1997-04,2895,106,92,100
1997-05,2904,120,94,99
1997-06,2930,103,99,100
1997-07,2965,108,97,99
1997-08,3001,98,87,100
1997-09,2938,86,83,100
1997-10,2963,101,82,99
1997-11,2979,126,101,100
1997-12,3136,108,92,100
1998-01,3187,111,107,100
1998-02,3217,105,90,100
1998-03,3180,135,105,100
1998-04,3201,119,111,100
1998-05,3220,111,105,100
1998-06,3163,152,109,100
1998-07,3168,114,110,100
1998-08,3177,133,115,100
1998-09,3116,145,120,100
1998-10,3124,108,106,100
1998-11,3146,136,123,100
1998-12,3145,100,99,100
1999-01,3156,94,92,100
1999-02,3161,103,94,100
1999-03,3317,123,111,100
1999-04,3316,134,120,100
1999-05,3314,114,110,100
1999-06,3269,118,114,100
1999-07,3297,133,100,100
1999-08,3314,102,93,100
1999-09,3312,134,113,100
1999-10,3343,140,117,99
1999-11,3391,113,101,100
1999-12,3578,113,102,100
2000-01,3609,173,111,99
2000-02,3608,143,127,100
2000-03,3061,136,109,100
2000-04,3082,116,94,100
2000-05,3110,128,125,100
2000-06,3071,121,112,100
2000-07,3102,105,101,100
2000-08,3122,122,115,100
2000-09,3045,98,91,100
