month,invested,first,second,number of clusters
2000-10,3064,86,75,99
2000-11,3096,134,111,100
2000-12,3579,163,134,100
2001-01,3587,112,111,100
2001-02,3606,128,114,100
2001-03,3461,134,124,100
2001-04,3469,141,130,100
2001-05,3479,129,122,100
2001-06,3444,116,101,100
2001-07,3449,148,97,100
2001-08,3477,120,109,100
2001-09,3377,134,119,100
2001-10,3406,135,105,100
2001-11,3442,138,136,100
2001-12,3496,117,107,99
2002-01,3518,160,135,100
2002-02,3532,167,142,100
2002-03,3425,150,143,100
2002-04,3452,145,121,100
2002-05,3485,129,126,100
2002-06,3466,113,102,100
2002-07,3498,136,109,100
2002-08,3525,169,125,100
2002-09,3445,149,145,100
2002-10,3447,123,113,100
2002-11,3452,141,127,99
2002-12,3439,176,137,100
2003-01,3446,156,116,100
2003-02,3453,151,138,100
2003-03,3360,125,121,99
2003-04,3363,139,123,100
2003-05,3381,111,110,100
2003-06,3377,131,102,100
2003-07,3405,125,105,100
2003-08,3433,121,111,100
2003-09,3382,124,114,100
2003-10,3390,142,139,100
2003-11,3420,119,105,100
2003-12,3469,135,115,100
2004-01,3496,124,123,100
2004-02,3499,145,129,100
2004-03,3422,131,112,100
2004-04,3442,116,107,100
2004-05,3477,114,109,100
2004-06,3458,143,106,100
2004-07,3480,158,114,100
2004-08,3511,132,124,100
2004-09,3471,124,112,100
2004-10,3486,113,105,99
2004-11,3499,122,121,100
2004-12,3526,103,102,100
2005-01,3530,122,119,99
2005-02,3531,127,118,99
2005-03,3439,165,144,100
2005-04,3441,141,118,99
2005-05,3451,163,108,100
2005-06,3399,123,104,100
2005-07,3398,153,98,100
2005-08,3405,121,119,100
2005-09,3329,129,112,100
2005-10,3325,110,109,99
2005-11,3328,154,110,100
2005-12,3354,137,120,100
2006-01,3360,131,104,100
2006-02,3362,127,118,100
2006-03,3280,162,141,99
2006-04,3280,147,130,100
2006-05,3286,119,112,100
2006-06,3252,125,122,100
2006-07,3258,131,110,100
2006-08,3266,135,108,100
2006-09,3191,104,98,100
2006-10,3192,126,116,100
2006-11,3202,112,97,100
2006-12,3199,131,114,98
2007-01,3201,144,100,100
2007-02,3207,142,138,100
2007-03,3102,133,129,100
2007-04,3101,135,119,100
2007-05,3097,127,108,100
2007-06,3036,131,109,100
2007-07,3039,106,99,100
2007-08,3043,113,104,99
2007-09,2998,124,98,100
2007-10,3001,123,115,100
2007-11,3004,101,100,100
2007-12,3001,88,82,100
2008-01,3014,116,113,100
2008-02,3023,95,92,100
2008-03,2968,92,87,100
2008-04,2976,90,88,100
2008-05,2981,106,104,100
2008-06,2963,138,111,100
2008-07,2983,102,94,100
2008-08,2997,123,97,100
2008-09,2941,127,105,100
2008-10,2944,129,109,100
2008-11,2958,123,90,100
2008-12,2668,92,79,99
2009-01,2688,126,94,100
2009-02,2691,85,82,99
2009-03,2935,111,110,100
2009-04,2935,126,96,100
2009-05,2942,131,108,100
2009-06,2918,131,110,100
2009-07,2942,114,87,99
2009-08,2955,87,83,99
2009-09,2920,98,89,100
2009-10,2924,107,86,100
2009-11,2930,92,89,100
2009-12,2730,123,82,100
2010-01,2744,96,82,100
2010-02,2750,129,100,100
2010-03,2658,87,76,100
2010-04,2662,98,74,99
2010-05,2672,122,93,100
2010-06,2640,101,93,100
2010-07,2653,111,99,100
2010-08,2663,90,87,100
2010-09,2614,114,90,100
2010-10,2613,100,93,100
2010-11,2626,136,89,100
2010-12,2669,129,89,100
2011-01,2680,144,95,100
2011-02,2687,140,87,100
2011-03,2845,127,92,100
2011-04,2854,147,98,100
2011-05,2860,121,105,100
2011-06,2834,88,87,100
2011-07,2851,113,110,100
2011-08,2865,84,77,100
2011-09,2830,116,88,100
2011-10,2832,108,84,100
2011-11,2845,129,115,100
2011-12,2569,106,102,100
2012-01,2583,97,90,100
2012-02,2583,93,88,100
2012-03,2778,117,106,100
2012-04,2783,141,91,100
2012-05,2786,119,100,100
2012-06,2760,115,107,100
2012-07,2768,139,102,98
2012-08,2772,139,112,97
2012-09,2753,118,94,100
2012-10,2749,116,107,100
2012-11,2750,130,105,100
2012-12,2750,132,108,100
2013-01,2751,120,80,100
2013-02,2752,92,83,100
2013-03,2680,114,99,100
2013-04,2676,110,102,100
2013-05,2677,104,89,99
2013-06,2654,74,66,100
2013-07,2655,125,104,100
2013-08,2658,118,103,100
2013-09,2608,105,86,100
2013-10,2617,117,88,100
2013-11,2626,106,98,100
2013-12,2655,119,95,100
2014-01,2662,121,105,100
2014-02,2665,121,83,100
2014-03,2620,85,80,99
2014-04,2635,122,108,100
2014-05,2643,96,87,100
2014-06,2623,106,97,100
2014-07,2631,112,101,100
2014-08,2640,111,90,100
2014-09,2603,88,87,100
2014-10,2601,105,81,100
2014-11,2604,103,99,100
2014-12,2623,125,99,100
2015-01,2640,134,80,99
2015-02,2642,126,87,100
2015-03,2608,121,93,100
2015-04,2613,88,85,99
2015-05,2618,106,102,99
2015-06,2584,136,86,100
2015-07,2585,107,91,100
2015-08,2598,107,84,100
2015-09,2538,103,79,100
2015-10,2538,102,100,100
2015-11,2542,94,91,100
2015-12,2532,102,85,100
2016-01,2533,109,84,100
2016-02,2536,128,95,99
2016-03,2494,109,89,100
2016-04,2507,103,84,100
2016-05,2512,85,78,100
2016-06,2483,99,98,100
2016-07,2485,116,93,100
2016-08,2494,124,79,100
2016-09,2454,136,76,100
2016-10,2457,102,90,100
2016-11,2471,103,102,100
2016-12,2468,91,84,100
2017-01,2470,93,73,100
2017-02,2473,93,92,99
2017-03,2411,110,87,100
2017-04,2415,87,81,100
2017-05,2426,98,89,100
2017-06,2390,93,76,100
2017-07,2402,84,83,100
2017-08,2410,82,70,100
2017-09,2383,85,83,100
2017-10,2398,125,97,100
2017-11,2412,83,82,100
2017-12,2433,98,91,100
2018-01,2437,99,98,100
2018-02,2451,91,87,99
2018-03,2391,93,81,100
2018-04,2411,91,81,100
2018-05,2429,107,93,100
2018-06,2404,105,95,100
2018-07,2415,98,91,100
2018-08,2434,101,88,100
2018-09,2395,103,88,100
2018-10,2403,110,89,99
2018-11,2416,72,70,100
2018-12,2432,121,80,100
2019-01,2440,83,81,98
2019-02,2445,108,87,100
2019-03,2360,107,101,100
2019-04,2359,89,82,100
2019-05,2362,103,76,100
2019-06,2358,97,84,100
2019-07,2367,88,85,100
2019-08,2396,94,91,100
2019-09,2363,96,89,100
2019-10,2367,103,87,99
2019-11,2375,91,87,99
2019-12,2391,112,93,100
2020-01,2396,103,89,100
2020-02,2395,84,83,100
2020-03,2324,115,100,100
2020-04,2319,82,75,100
2020-05,2319,105,100,99
2020-06,2303,109,102,100
2020-07,2299,93,83,100
2020-08,2299,103,80,100
2020-09,2272,101,97,99
2020-10,2270,101,90,99
2020-11,2270,89,84,99
2020-12,2276,94,90,99
2021-01,2274,99,85,100
2021-02,2273,90,89,100
2021-03,2206,129,89,99
2021-04,2205,92,71,99
2021-05,2204,107,95,100
2021-06,2171,102,61,98
2021-07,2166,102,94,100
2021-08,2168,91,76,100
2021-09,2144,87,79,99
2021-10,2144,84,77,97
2021-11,2143,78,74,99
2021-12,2155,84,65,98
2022-01,2155,85,72,100
2022-02,2155,80,79,100
2022-03,2084,95,86,100
2022-04,2082,92,83,97
2022-05,2081,73,67,100
2022-06,2062,82,71,99
2022-07,1911,75,58,99
2022-08,1845,83,74,99
