month,invested,first,second,number of clusters
1996-11,2861,152,134,30
1996-12,2985,193,153,30
1997-01,2991,197,141,30
1997-02,2991,196,165,30
1997-03,2847,166,161,30
1997-04,2895,180,152,30
1997-05,2904,155,151,30
1997-06,2930,192,177,30
1997-07,2965,175,154,30
1997-08,3001,168,159,30
1997-09,2938,179,171,30
1997-10,2963,143,138,30
1997-11,2979,153,139,30
1997-12,3136,191,170,30
1998-01,3187,178,156,30
1998-02,3217,188,164,30
1998-03,3180,192,161,30
1998-04,3201,159,153,30
1998-05,3220,179,149,30
1998-06,3163,165,150,30
1998-07,3168,155,145,30
1998-08,3177,153,147,30
1998-09,3116,170,167,30
1998-10,3124,213,182,30
1998-11,3146,162,158,30
1998-12,3145,161,157,30
1999-01,3156,165,163,30
1999-02,3161,169,158,30
1999-03,3317,191,190,30
1999-04,3316,174,168,30
1999-05,3314,174,171,30
1999-06,3269,194,165,30
1999-07,3297,228,166,30
1999-08,3314,173,169,30
1999-09,3312,203,159,30
1999-10,3343,164,158,30
1999-11,3391,188,177,30
1999-12,3578,211,183,30
2000-01,3609,188,173,30
2000-02,3608,182,165,30
2000-03,3061,157,154,30
2000-04,3082,159,157,30
2000-05,3110,181,165,30
2000-06,3071,180,174,30
2000-07,3102,179,148,30
2000-08,3122,197,185,30
2000-09,3045,182,158,30
2000-10,3064,170,154,30
2000-11,3096,182,171,30
2000-12,3579,186,180,30
2001-01,3587,194,180,30
2001-02,3606,218,213,30
2001-03,3461,164,157,30
2001-04,3469,194,183,30
2001-05,3479,210,202,30
2001-06,3444,207,174,30
2001-07,3449,210,190,30
2001-08,3477,210,168,30
2001-09,3377,184,166,30
2001-10,3406,186,168,30
2001-11,3442,230,167,30
2001-12,3496,197,164,30
2002-01,3518,194,183,30
2002-02,3532,218,188,30
2002-03,3425,173,164,30
2002-04,3452,203,174,30
2002-05,3485,186,176,30
2002-06,3466,210,171,30
2002-07,3498,182,166,30
2002-08,3525,179,173,30
2002-09,3445,212,187,30
2002-10,3447,213,174,30
2002-11,3452,204,180,29
2002-12,3439,212,200,30
2003-01,3446,176,143,30
2003-02,3453,216,171,30
2003-03,3360,186,164,30
2003-04,3363,191,162,30
2003-05,3381,201,168,30
2003-06,3377,175,149,30
2003-07,3405,185,171,30
2003-08,3433,200,157,30
2003-09,3382,181,174,30
2003-10,3390,179,175,30
2003-11,3420,190,184,30
2003-12,3469,211,178,30
2004-01,3496,201,184,30
2004-02,3499,198,174,30
2004-03,3422,190,176,30
2004-04,3442,184,166,30
2004-05,3477,209,160,30
2004-06,3458,226,169,30
2004-07,3480,210,190,30
2004-08,3511,205,170,30
2004-09,3471,185,180,30
2004-10,3486,201,185,30
2004-11,3499,167,164,30
2004-12,3526,183,179,30
2005-01,3530,196,165,30
2005-02,3531,235,189,30
2005-03,3439,215,193,30
2005-04,3441,172,168,30
2005-05,3451,204,177,30
2005-06,3399,196,165,30
2005-07,3398,194,169,30
2005-08,3405,200,177,30
2005-09,3329,173,164,30
2005-10,3325,190,180,30
2005-11,3328,189,183,30
2005-12,3354,204,157,30
2006-01,3360,197,178,30
2006-02,3362,206,195,30
2006-03,3280,190,188,30
2006-04,3280,197,170,30
2006-05,3286,191,161,30
2006-06,3252,199,158,30
2006-07,3258,182,163,30
2006-08,3266,179,162,30
2006-09,3191,183,180,30
2006-10,3192,235,157,30
2006-11,3202,195,181,30
2006-12,3199,213,147,30
2007-01,3201,210,174,30
2007-02,3207,194,167,30
2007-03,3102,188,160,30
2007-04,3101,179,161,30
2007-05,3097,179,153,30
2007-06,3036,192,176,30
2007-07,3039,164,151,30
2007-08,3043,161,159,30
2007-09,2998,153,148,30
2007-10,3001,164,140,30
2007-11,3004,180,148,30
2007-12,3001,163,162,30
2008-01,3014,187,168,30
2008-02,3023,185,164,30
2008-03,2968,175,135,30
2008-04,2976,191,147,30
2008-05,2981,190,164,30
2008-06,2963,146,142,30
2008-07,2983,176,143,30
2008-08,2997,199,139,30
2008-09,2941,176,153,30
2008-10,2944,169,165,30
2008-11,2958,176,158,30
2008-12,2668,139,131,30
2009-01,2688,151,134,30
2009-02,2691,146,139,30
2009-03,2935,191,157,30
2009-04,2935,146,135,30
2009-05,2942,180,160,30
2009-06,2918,195,149,30
2009-07,2942,166,144,30
2009-08,2955,168,141,30
2009-09,2920,147,146,30
2009-10,2924,151,140,30
2009-11,2930,163,137,30
2009-12,2730,207,129,30
2010-01,2744,154,150,30
2010-02,2750,156,127,30
2010-03,2658,167,132,30
2010-04,2662,167,131,30
2010-05,2672,160,133,30
2010-06,2640,148,122,30
2010-07,2653,152,124,30
2010-08,2663,169,168,30
2010-09,2614,166,146,30
2010-10,2613,173,134,30
2010-11,2626,155,142,30
2010-12,2669,191,152,30
2011-01,2680,141,133,30
2011-02,2687,179,144,30
2011-03,2845,177,171,30
2011-04,2854,200,159,30
2011-05,2860,149,139,30
2011-06,2834,158,148,30
2011-07,2851,157,134,30
2011-08,2865,143,141,30
2011-09,2830,169,140,30
2011-10,2832,186,136,30
2011-11,2845,153,148,30
2011-12,2569,159,140,30
2012-01,2583,158,132,30
2012-02,2583,155,148,30
2012-03,2778,145,134,30
2012-04,2783,194,174,30
2012-05,2786,174,166,30
2012-06,2760,165,148,30
2012-07,2768,162,158,30
2012-08,2772,168,134,30
2012-09,2753,160,144,30
2012-10,2749,184,134,30
2012-11,2750,149,133,30
2012-12,2750,174,168,30
2013-01,2751,157,149,30
2013-02,2752,165,134,30
2013-03,2680,182,152,30
2013-04,2676,180,135,30
2013-05,2677,158,133,30
2013-06,2654,164,145,30
2013-07,2655,161,138,30
2013-08,2658,175,155,30
2013-09,2608,137,136,30
2013-10,2617,168,156,30
2013-11,2626,161,138,30
2013-12,2655,154,151,30
2014-01,2662,145,129,30
2014-02,2665,150,128,30
2014-03,2620,181,128,30
2014-04,2635,151,140,30
2014-05,2643,149,145,30
2014-06,2623,154,132,30
2014-07,2631,146,134,30
2014-08,2640,169,156,30
2014-09,2603,158,146,30
2014-10,2601,152,137,30
2014-11,2604,162,123,30
2014-12,2623,154,147,30
2015-01,2640,179,157,30
2015-02,2642,176,135,30
2015-03,2608,190,145,30
2015-04,2613,178,132,30
2015-05,2618,172,122,30
2015-06,2584,165,137,30
2015-07,2585,162,151,30
2015-08,2598,174,122,30
2015-09,2538,162,124,30
2015-10,2538,151,150,30
2015-11,2542,151,125,30
2015-12,2532,143,128,30
2016-01,2533,128,126,30
2016-02,2536,142,130,30
2016-03,2494,144,141,30
2016-04,2507,154,135,30
2016-05,2512,153,129,30
2016-06,2483,145,129,30
2016-07,2485,131,129,30
2016-08,2494,116,115,30
2016-09,2454,161,144,30
2016-10,2457,130,123,30
2016-11,2471,173,125,30
2016-12,2468,157,128,30
2017-01,2470,132,117,30
2017-02,2473,146,129,30
2017-03,2411,130,115,30
2017-04,2415,150,119,30
2017-05,2426,125,113,30
2017-06,2390,148,131,30
2017-07,2402,124,118,30
2017-08,2410,144,135,30
2017-09,2383,134,128,30
2017-10,2398,156,137,30
2017-11,2412,157,131,30
2017-12,2433,146,142,30
2018-01,2437,122,115,30
2018-02,2451,137,129,30
2018-03,2391,110,106,30
2018-04,2411,134,133,30
2018-05,2429,133,125,30
2018-06,2404,147,121,30
2018-07,2415,126,123,30
2018-08,2434,129,122,30
2018-09,2395,129,113,30
2018-10,2403,129,123,30
2018-11,2416,122,118,30
2018-12,2432,143,137,30
2019-01,2440,145,126,30
2019-02,2445,137,116,30
2019-03,2360,132,125,30
2019-04,2359,130,122,30
2019-05,2362,142,134,30
2019-06,2358,141,127,30
2019-07,2367,149,132,30
2019-08,2396,148,120,30
2019-09,2363,133,119,30
2019-10,2367,159,134,30
2019-11,2375,144,142,30
2019-12,2391,157,135,30
2020-01,2396,154,139,30
2020-02,2395,143,119,30
2020-03,2324,127,115,30
2020-04,2319,139,123,30
2020-05,2319,149,110,30
2020-06,2303,128,115,30
2020-07,2299,148,143,30
2020-08,2299,127,124,30
2020-09,2272,141,113,30
2020-10,2270,123,122,30
2020-11,2270,159,131,30
2020-12,2276,137,122,30
2021-01,2274,137,130,30
2021-02,2273,127,118,30
2021-03,2206,147,141,30
2021-04,2205,138,118,30
2021-05,2204,134,124,30
2021-06,2171,149,108,30
2021-07,2166,130,124,30
2021-08,2168,147,129,30
2021-09,2144,141,123,30
2021-10,2144,132,128,30
2021-11,2143,130,122,30
2021-12,2155,135,120,30
2022-01,2155,129,118,30
2022-02,2155,116,115,30
2022-03,2084,121,120,30
2022-04,2082,121,119,30
2022-05,2081,115,111,30
2022-06,2062,121,105,30
2022-07,1911,98,91,30
2022-08,1845,107,101,30
