month,invested,first,second,number of clusters
1990-01,1953,105,100,30
1990-02,1958,112,107,30
1990-03,1921,111,105,30
1990-04,1927,102,88,30
1990-05,1951,127,101,30
1990-06,1969,113,98,30
1990-07,1981,102,97,30
1990-08,2009,109,98,30
1990-09,2005,129,99,30
1990-10,2021,129,114,30
1990-11,2037,125,110,30
1990-12,2126,125,121,30
1991-01,2149,123,108,30
1991-02,2166,128,103,30
1991-03,2112,100,99,30
1991-04,2139,115,112,30
1991-05,2159,132,99,30
1991-06,2183,114,110,30
1991-07,2216,128,124,30
1991-08,2240,124,114,30
1991-09,2219,124,121,30
1991-10,2230,119,117,30
1991-11,2233,127,116,30
1991-12,2295,112,108,30
1992-01,2288,123,121,30
1992-02,2284,127,116,30
1992-03,2232,146,107,30
1992-04,2237,116,111,30
1992-05,2244,130,123,30
1992-06,2276,130,119,30
1992-07,2295,126,123,30
1992-08,2305,139,125,30
1992-09,2279,116,108,30
1992-10,2284,144,119,30
1992-11,2294,112,108,30
1992-12,2349,140,108,30
1993-01,2343,124,121,30
1993-02,2358,131,129,30
1993-03,2293,121,119,30
1993-04,2306,120,112,30
1993-05,2314,144,112,30
1993-06,2317,119,117,30
1993-07,2334,147,132,30
1993-08,2339,116,112,30
1993-09,2302,124,120,30
1993-10,2306,124,118,30
1993-11,2315,140,120,30
1993-12,2375,142,127,30
1994-01,2390,127,125,30
1994-02,2389,124,122,30
1994-03,2331,138,131,30
1994-04,2335,124,115,30
1994-05,2355,124,113,30
1994-06,2345,124,122,30
1994-07,2365,126,124,30
1994-08,2382,141,131,30
1994-09,2349,132,128,30
1994-10,2341,153,120,30
1994-11,2337,121,105,30
1994-12,2376,161,135,30
1995-01,2382,129,122,30
1995-02,2380,160,132,30
1995-03,2351,154,122,30
1995-04,2359,142,132,30
1995-05,2378,126,125,30
1995-06,2347,141,116,30
1995-07,2372,148,115,30
1995-08,2395,143,131,30
1995-09,2382,154,130,30
1995-10,2393,145,136,30
1995-11,2416,131,124,30
1995-12,2672,146,142,30
1996-01,2686,156,136,30
1996-02,2708,185,167,30
1996-03,2494,146,139,30
1996-04,2537,135,133,30
1996-05,2560,125,123,30
1996-06,2576,136,126,30
1996-07,2867,137,132,30
1996-08,2895,149,134,30
1996-09,2808,143,142,30
1996-10,2832,149,145,30
