Firm Name,Momentum_1,Long Short
DA1Od-L,-0.65,1
N4P-L,-0.649438202247191,1
TIA-L,-0.5652173913043479,1
ITXI-L,-0.5311096514350695,1
PHEG-L,-0.3867924528301887,1
SFES-L,-0.3548689138576778,1
MTL-L,-0.3461538461538461,1
HAYD-L,-0.3428571428571427,1
MCLSM-L,-0.3170454545454545,1
DKLD-L,-0.2887323943661971,1
SAVS-L,-0.2816326530612244,1
GWMO-L,-0.2608695652173913,1
WAND-L,-0.2335600907029478,1
GOODG-L,-0.21875,1
EYE-L,-0.2144846796657381,1
QBTQ-L,-0.2117647058823528,1
RUR-L,-0.206896551724138,1
FDEV-L,-0.1941391941391941,1
B90-L,-0.1904761904761904,1
JUSTJ-L,-0.1881559220389805,1
GRIT-L,-0.1878172588832487,1
ROCKR-L,-0.1829268292682926,1
SMSS-L,-0.1792828685258963,1
CNSP-L,-0.1771428571428571,1
TERNT-L,-0.1724137931034483,1
NSCI-L,-0.168646080760095,1
ESOE-L,-0.1640378548895898,1
PRIMP-L,-0.1621621621621621,1
TPK-L,-0.1620071684587812,1
MUL-L,-0.1605301914580265,1
GHT-L,-0.1569620253164556,1
MRIT-L,-0.1568627450980392,1
SAE-L,-0.1567164179104477,1
GDRG-L,-0.1527777777777776,1
BWNG-L,-0.1511967308814945,1
AVCT-L,-0.1448275862068966,1
MACT-L,-0.1428571428571428,1
CLCO-L,-0.14,1
ALTNA-L,-0.1363636363636363,1
GLR-L,-0.1352313167259786,1
CGNR-L,-0.1333333333333333,1
BRD-L,-0.1304347826086956,1
PRES-L,-0.1270491803278688,1
C3U-L,-0.1218749999999999,1
BEM-L,-0.1214953271028036,1
HUMR-L,-0.1212121212121212,1
IKA-L,-0.120708777353061,1
TITN-L,-0.1171875,1
COGC-L,-0.1160714285714286,1
VRS-L,-0.1159420289855072,1
NTQ-L,-0.1142857142857143,1
HWDN-L,-0.111531190926276,1
ABF-L,-0.1110294117647059,0
CAPX-L,-0.1098901098901099,0
BCEB-L,-0.108695652173913,0
GRL-L,-0.1081081081081082,0
MSYS-L,-0.1081081081081082,0
HVO-L,-0.1058394160583942,0
BAB-L,-0.1058254896972781,0
JOG-L,-0.1038647342995169,0
SYS1-L,-0.1034482758620689,0
MAFL-L,-0.1019108280254776,0
CEPS-L,-0.1014492753623188,0
GLDP-L,-0.0999999999999999,0
WSBN-L,-0.0999999999999999,0
PETSP-L,-0.0988416988416988,0
LSAI-L,-0.0983606557377048,0
GBGP-L,-0.0969899665551839,0
CNA-L,-0.0947732997481108,0
UFO-L,-0.0943396226415095,0
ARKA-L,-0.0909090909090909,0
EEEE-L,-0.0878048780487805,0
CTID-L,-0.087719298245614,0
DSG-L,-0.0873015873015873,0
BOOT-L,-0.086206896551724,0
HTGR-L,-0.0856313497822931,0
MLVN-L,-0.0855263157894736,0
SWGS-L,-0.0833333333333333,0
BLPU-L,-0.0833333333333332,0
EOG-L,-0.0833333333333331,0
SISS-L,-0.0828025477707006,0
TSTL-L,-0.0824261275272162,0
CNKS-L,-0.0817307692307692,0
TOME-L,-0.0816326530612244,0
TRFT-L,-0.0809716599190283,0
INCH-L,-0.0802872062663185,0
DLAR-L,-0.0799999999999999,0
GLEG-L,-0.0792079207920791,0
GLEN-L,-0.0785857429144001,0
CNIC-L,-0.0775862068965517,0
SDV-L,-0.0772357723577236,0
CMH-L,-0.0769230769230768,0
NIOX-L,-0.0745920745920745,0
LTGL-L,-0.074074074074074,0
TEKT-L,-0.0714285714285714,0
PLAZ-L,-0.0714285714285714,0
ECOB-L,-0.0704225352112675,0
IDSI-L,-0.069865488857659,0
CPI-L,-0.0697455230914231,0
JIM-L,-0.0695296523517382,0
ECORE-L,-0.0694444444444444,0
SHOE-L,-0.068421052631579,0
888-L,-0.0681818181818182,0
ANP-L,-0.0673684210526316,0
HPAC-L,-0.0645161290322581,0
JLP-L,-0.0638297872340425,0
