firms,clusters,mom1
47730,8,-0.0290697674418605
13777,21,0.1188118811881187
60871,53,-0.0027076423204492
14702,36,0.1202780996523755
15537,13,0.0093896713615022
68830,30,0.0412413229889752
85631,85,-0.0914063339228401
85914,78,0.0904900290610279
49373,4,0.0863808322824717
18973,21,-0.1308216584627035
19271,69,-0.0806805708013171
29938,80,-0.1000408329930583
10866,61,-0.0345047923322684
25320,55,-0.0049638055842813
21742,93,0.0496025081177917
11267,68,0.1856100104275286
86474,30,0.1955193482688391
26201,38,0.031416143064282
65541,79,0.001981724045422
27562,6,0.0256973923590055
27909,57,-0.0277252678008821
49154,37,0.0262844842236447
19350,71,0.0734064327599492
49429,44,0.3927042030134815
93096,36,-0.074607703281027
61313,74,0.0637079455977092
12008,98,0.0744173728813559
33209,89,0.119047619047619
77462,82,0.3368888888888888
62228,44,-0.024567788898999
59010,66,0.0029717682020802
21055,69,0.2897972748421402
83233,40,-0.036689419795222
32678,1,-0.1107250083629161
27828,21,-0.0101667344448963
66181,5,0.0195768767412092
32870,55,0.0053636558678396
42922,50,-0.0193333333333333
47571,61,0.0557044027672251
16678,77,0.0862720403022669
48347,93,-0.0281124497991969
64282,84,0.0959935466523258
27617,82,0.263041065482797
60097,93,-0.0495987707017244
53197,56,-0.0138453500522466
57809,1,-0.1092808658870364
57817,62,0.1358538929830184
79611,89,0.2430806257521058
59185,40,0.0173122065727699
34948,38,-0.0041215081666922
13936,7,-0.0919160719991478
64785,77,-0.0283209710047203
62033,76,-0.0247809005741915
91556,84,-0.0938034362022636
50948,15,-0.0158135663753641
42585,39,0.0070069204152249
76081,56,0.3013227228734274
60580,1,-0.0062210037958667
80179,5,-0.0658174097664543
80857,62,-0.0448776065276518
59627,61,0.0869565217391306
81190,82,0.5028248587570623
55976,5,-0.0253900815393742
82924,67,-0.001095050372317
83011,36,0.2659073055773762
15456,76,0.0835806132542038
40539,98,-0.0622345877873773
10501,14,-0.0782099094299413
70228,55,0.175523349436393
10514,87,1.63568010936432
10645,37,0.0201834862385321
11154,95,-0.0053763440860215
11343,76,0.0301815431164902
11174,71,0.0813911143481427
12266,19,0.2642980935875216
12146,37,0.0176088971269694
13628,83,-0.050415258127791
14609,19,-0.0017094017094018
14182,71,-0.0483655151353665
14141,11,0.0146872358410818
14231,37,0.0153902662993572
14296,99,0.2877358490566035
75905,6,0.139005897219882
76052,91,0.0
14544,65,0.2800185442744551
15145,69,-0.0393351800554017
14939,36,0.0719206601559543
76076,59,-0.0037988826815642
15489,45,0.2602150537634409
15535,90,0.1584933349639232
90751,23,0.6013071895424835
77007,32,0.2050209205020918
76839,43,0.78492332155477
15582,54,-0.0645833333333333
77357,97,-0.0146196194499158
77584,65,0.3465753424657534
77606,69,0.0828213320226101
77699,87,0.8585496866606985
15729,21,0.0229986731534719
78034,95,0.0691866351670604
15707,92,0.0413502109704642
15837,6,0.1808712121212121
78975,71,-0.0490193484528275
79007,84,0.1993363961204697
78963,23,0.3899371069182389
79881,30,0.0714843749999998
80114,61,1.2744599745870393
80274,77,0.0854700854700856
80233,68,0.0256410256410257
80320,36,-0.1375245579567779
93397,57,-0.0408408408408407
80432,14,0.1305430991529645
81165,23,-0.0446428571428572
81481,93,-0.0590522028878194
15014,62,0.133244503664224
82598,98,0.0030193236714977
88988,31,0.1351132686084142
83399,89,0.2085042894442372
83391,12,0.1858974358974359
83822,84,0.0265251989389918
83976,84,0.1331041257367387
84084,37,0.2223906453009962
84275,45,0.6956793988728864
84255,23,-0.1571428571428571
84588,21,-0.0466016649914563
84519,15,0.0102175969725637
12493,1,0.0254827477049699
85390,61,0.4664670658682635
13687,32,0.0622095115795833
89606,5,-0.0670422535211268
86580,37,-0.0049980466296813
86594,35,0.0482758620689656
89416,35,-0.0657364341085271
87432,83,0.0141784116803105
89301,32,16.25053078556263
89397,74,0.0989877939863053
89447,6,0.0967881319314416
89449,32,0.4239373601789711
89540,31,0.1921366304927949
89908,62,0.3455945252352439
90215,78,0.0136161416438234
90679,44,0.2369791666666667
90371,6,0.3138173302107729
90715,15,0.1712887438825447
90706,19,0.1876006441223832
13379,15,-0.0286067455412324
13511,36,-0.0130561070076224
