mom1,firms,clusters
0.115819209039548,11499,6
-0.0174632352941177,81912,1
0.0477926285945726,27991,2
0.0662900188323916,10517,4
0.0433727140313966,20482,4
0.0586166471277842,10656,2
-0.0322886989553655,60038,4
0.0051483206668301,10779,9
0.1825105782792664,61487,8
-0.0575657894736841,61241,3
-0.0518464172169234,88845,7
0.0213815789473683,28222,7
-0.0389010989010988,11368,3
0.0466472303206997,28804,2
0.0204609946731715,11587,6
0.0437083496667973,11691,2
0.2506142506142506,11790,4
0.0326747720364741,71271,3
0.0032339202299678,10145,4
0.0171258376768428,45911,8
0.023391812865497,24643,1
-0.005720823798627,28484,0
0.0083207261724658,90893,5
0.0695435092724678,81073,6
0.0318692206076618,10225,2
0.0307960488088319,12758,3
0.0360945209036613,24109,7
0.0426294107110871,59176,6
0.0997258396161755,66800,5
0.0431791569086652,13507,1
0.1651186790505676,58560,1
0.0257556270096463,13769,4
-0.0133580705009276,11144,5
-0.0157759810688228,85257,2
0.0487629459148446,14008,4
-0.2417647058823531,64864,9
0.180296200901481,18075,1
0.1142857142857143,14219,5
0.0155440414507772,14227,2
-0.0204362801377726,83112,2
0.0799950847874171,39490,3
0.010852855515651,14593,5
-0.0212121212121213,14761,5
-0.0740276035131743,10516,3
0.0567066521264993,14868,3
-0.0039525691699605,77595,0
-0.0324388086110289,29209,2
0.0841545440325355,24272,6
0.1065830721003133,15457,8
0.0338847385272145,15553,3
-0.0096833289714733,15721,4
0.0673058485139022,44644,4
0.296,16030,9
-0.0608038474750944,44601,1
0.0121351262709086,27684,2
-0.0205438066465256,40416,0
0.039878150096926,53110,3
0.1318872017353578,52484,1
-0.0150970524802299,75034,1
0.1229338842975207,10318,2
0.0270202651988991,57568,3
0.0877537655533726,16505,5
-0.0084160552438498,16548,1
0.0780943025540275,49656,1
0.1054635250540179,46877,2
0.0438332617103567,39693,2
0.0567651632970451,47423,6
0.0499802449624655,27887,3
-0.0228056218509679,29612,6
0.0221523314645153,39642,7
0.0510737086477073,17444,1
0.0672430355427473,65875,4
0.1141868512110726,65509,6
0.0322793148880105,43772,7
0.0512831299957929,17778,3
-0.0144400785854617,61508,7
-0.2543145105619219,18033,9
-0.000310752019888,61946,7
0.0756240822320117,65154,4
0.0673753771009912,19561,4
0.0390143737166324,42024,0
0.2134195634599838,18650,2
0.0052779732582688,52230,4
-0.0349865436370626,60898,3
0.0349112426035502,17961,7
0.0782843431313737,19393,6
0.0146118721461188,10874,8
0.0425531914893617,55597,7
-0.0801223241590215,19880,4
0.2444302991725015,10890,5
0.0739161336176261,20117,2
-0.0226460071513708,45655,2
0.002049647005238,64186,2
0.0793067226890757,67838,7
-0.0783410138248847,20336,3
0.0703685974150309,62148,0
0.0042643923240937,28564,7
0.0806722689075629,86290,5
0.0767195767195769,46690,6
-0.065040650406504,20504,3
0.0608845491097069,20750,0
0.0149830836152731,21371,7
0.0200076952674106,27334,6
0.0616955170883266,20618,6
-0.0319051959890611,30402,9
-0.0309290116411778,18542,6
0.2166073546856466,89792,5
0.0009142160597288,22437,2
0.0242409402546521,64557,2
0.0068842427332993,60599,5
0.0749347877638131,90011,7
0.1152368758002562,22921,0
0.088028802880288,64194,2
0.0345480359678183,23182,7
0.073135998372495,14541,4
-0.0646059889079319,30509,4
-0.013618074899412,23297,8
0.0418858001502628,23393,3
-0.0201666666666666,79026,6
-0.1346153846153845,68320,0
0.0508474576271187,47677,2
0.0535055350553503,86685,5
-0.0221417069243156,23916,7
0.0316031812473838,27422,9
0.0531976744186046,46578,7
-0.0876580898386393,24193,0
0.0491268157336379,11995,4
0.0463000133815065,11308,4
0.0390532544378698,24441,5
-0.023108291798822,24476,2
0.0877944325481798,30648,1
0.0590030518819939,18729,4
0.0060215053763441,61735,3
0.105845728121757,89525,8
-0.0216830149716056,25129,1
0.0498120300751878,25452,7
0.0235690235690235,25487,5
0.0892641737032569,25778,2
-0.0683183183183183,40125,0
0.2317173377156942,26084,8
0.1188524590163935,79618,4
0.0428211586901763,26463,7
0.0303180914512921,11404,2
0.0214992927864214,41929,7
-0.0130019410186486,26607,5
0.0371171171171171,26650,0
0.0085836909871244,23229,2
0.0566801619433199,30840,0
-0.085643700247049,91983,8
0.1330749354005167,27430,6
0.0821846553966187,59248,1
-0.0046189376443418,22293,1
0.212259835315645,27474,3
-0.0398522037476906,20204,7
0.136111111111111,27618,3
-0.0403706154864328,38420,6
-0.0256663376110564,53575,6
0.0117336462305661,17726,4
0.0202578268876612,59256,6
0.1078341013824883,31077,2
0.0105466690103708,27888,7
-0.0004125838060856,41080,6
0.0217176702862784,18091,1
0.028322440087146,19828,1
