mom1,firms,clusters
-0.0245520902455209,54594,5
-0.1273885350318471,13056,7
-0.062869697481832,50091,8
-0.0805970149253731,14526,5
0.0016313213703098,11581,7
0.4278092783505156,15203,0
0.1235046880051728,16126,6
-0.0619469026548671,17137,7
-0.085461177696717,85914,0
0.3125,20670,3
-0.0212765957446808,64899,1
0.0877800036423237,22905,6
-0.0923616523772409,23660,5
-0.0778635778635777,23975,8
0.2251308900523558,82542,5
0.1404569892473117,30680,9
0.0502824858757062,56274,8
-0.0350877192982456,31668,8
0.0083594566353186,32046,9
0.2000000000000001,47511,2
-0.0879783067188911,53866,6
-0.0094710507505361,60628,9
0.1377245508982034,57330,6
-0.0362400906002264,37875,5
-0.1625000000000001,20765,7
0.0096666009074768,17144,8
0.0110216193302246,39328,0
-0.4604904632152589,26657,3
0.2119122257053292,41452,8
-0.1511752136752135,89888,4
0.046875,84226,2
-0.1940298507462686,64020,1
-0.1393700787401575,51423,2
0.036332767402377,52090,8
0.0368852459016393,53613,1
-0.0430396772024208,54114,1
-0.1953125,55213,4
0.122069523039612,51377,9
0.0872879740804268,57665,0
0.3368791777474305,67010,9
-0.0635922330097088,35107,0
0.0122176971492038,61621,5
0.0695187165775399,51692,4
-0.0526315789473683,64742,7
0.1085383502170767,65307,5
0.0944444444444443,66852,2
0.2888888888888887,46922,4
0.0100263852242745,67193,9
-0.0065889508362898,77354,5
-0.0484384958572339,69199,5
-0.0414857694163048,38850,9
0.1643059490084988,72128,0
0.162673392181589,72486,5
0.0152905198776758,44951,2
0.2014134275618373,65429,1
0.0355029585798816,74500,1
0.0568819263921194,74740,2
-0.0153096729297146,65752,2
0.0641025641025641,40694,2
0.0666666666666668,76129,6
-0.0842048806650577,65306,8
0.0307692307692308,92874,1
-0.039911308203991,81294,8
-0.0521794463888005,19502,0
0.1828571428571428,81614,2
-0.1293984108967083,51086,7
-0.0610738255033557,83601,5
0.3646532438478747,62042,7
-0.0761203192142417,88867,2
0.0517241379310344,21785,7
0.3408885298869144,10044,2
0.0129265770423991,10104,6
0.0303473491773307,75510,8
-0.0196078431372549,11161,3
0.0467625899280577,75033,1
-0.2199999999999998,75110,3
-0.1811873554356206,12211,6
-0.1938775510204081,75434,3
0.0285714285714286,80297,3
-0.0277900308778121,75976,6
0.0305152671755724,77488,2
-0.0281690140845071,76355,3
-0.0625,76858,0
0.1816283924843424,76279,8
-0.1364468864468865,76568,2
0.0370141887723625,76990,0
-0.0855821263297071,76605,6
0.0580462482302972,76752,8
0.0169286577992746,77163,6
-0.0683453237410072,77478,1
0.0514285714285713,79580,4
0.3452380952380953,77637,8
-0.1870588235294117,77669,4
-0.0333333333333333,79094,1
-0.0016460905349794,87055,0
0.1004842615012104,79866,6
-0.1887861616462869,80032,8
0.0342560806369147,80393,4
-0.203125,80553,3
-0.1163337250293772,80719,7
0.1761764705882351,80763,3
-0.0216391668920745,81655,6
-0.1094247246022032,82777,8
0.0029585798816569,83148,5
-0.0128755364806867,83597,6
-0.079335096335474,20598,4
-0.1214733542319748,89508,2
-0.0499999999999999,84746,3
0.0104166666666667,84785,8
-0.0232312565997887,85040,3
-0.0729200128493414,85982,0
-0.0969997087095834,85272,3
-0.0661064425770308,85394,6
0.0662251655629138,85796,7
0.1289631533847473,85972,2
0.0490506329113924,87092,8
0.1551823972206136,87184,6
0.0546218487394958,87214,4
0.1620591039084842,87800,4
0.5454545454545454,88193,0
-0.0322770644363292,88668,6
-0.0521739130434781,88841,5
0.121646912039925,88873,8
-0.0241187384044526,89271,5
-0.0542797494780793,89216,2
0.2020436600092892,89900,6
0.3522867737948083,90386,4
-0.0292028413575374,90179,5
-0.0448369565217391,50906,9
-0.0530973451327432,10568,1
-0.0764840182648401,47730,0
-0.0918918918918918,13777,5
-0.2253899946207638,38746,7
0.1470864661654134,60871,8
0.0024725274725274,14198,5
-0.0778050778050778,14702,5
0.1324863883847551,15537,9
-0.146218487394958,68830,9
