mom1,firms,clusters
0.1521739130434782,39116,8
-0.0140845070422535,50032,2
-0.0208816705336426,17304,0
-0.0545454545454545,47730,5
-0.0833333333333333,48581,0
-0.0196078431372549,44652,6
0.045267489711934,44548,6
-0.048780487804878,60871,4
-0.1544117647058823,45583,8
-0.0309278350515463,57920,2
0.0874999999999999,10559,8
0.0428571428571429,58018,8
0.0519877675840978,49373,5
0.1216216216216217,27289,6
-0.078125,47642,2
-0.0551181102362204,29938,7
-0.5394736842105263,10866,2
0.0676691729323308,29970,0
-0.0192307692307692,44257,0
0.0076335877862594,45655,0
-0.223076923076923,49402,2
-0.0245098039215686,25320,4
-0.0568561872909698,30314,8
-0.050561797752809,60062,8
-0.0734463276836158,40352,5
-0.0654761904761904,26841,6
-0.0494505494505495,48047,0
0.0102040816326529,60417,8
-0.028169014084507,30568,9
0.0418250950570342,43000,0
0.148936170212766,41152,8
0.0318471337579617,31026,8
0.0,19828,9
0.0357142857142858,59707,3
0.0288461538461537,22699,2
-0.5117056856187291,49154,7
0.0182481751824816,19350,1
0.036697247706422,57883,3
-0.0436781609195402,49429,6
0.2926829268292683,44943,6
0.25,43211,2
0.0867052023121386,19254,7
0.0394736842105263,31421,0
-0.0141843971631205,28644,5
-0.042016806722689,31595,8
-0.1163793103448276,40141,1
-0.1764705882352941,31579,8
0.0456140350877192,19713,4
-0.0224719101123596,50788,5
0.0357142857142858,53196,9
0.1589403973509933,58405,6
-0.0950570342205323,18550,4
-0.05,18569,4
0.0084033613445377,51107,2
-0.0830564784053156,46295,6
-0.0350877192982456,26382,3
0.0149253731343284,47036,8
-0.1707317073170732,60070,3
-0.0583333333333333,54500,9
0.0123456790123457,59010,6
-0.037037037037037,44628,6
-0.0329670329670329,41304,7
-0.1228070175438597,40838,9
-0.0945945945945946,21055,0
-0.0157894736842105,59547,6
-0.0495049504950495,55474,6
-0.0335570469798657,53794,2
0.0140845070422535,58261,7
-0.0555555555555555,49189,6
-0.0611353711790393,32475,9
-0.150943396226415,32571,3
-0.0384615384615384,39765,8
-0.0666666666666666,32600,3
-0.1030927835051546,21653,5
-0.0112359550561798,32678,9
-0.0344827586206896,23077,1
-0.0631868131868131,27828,0
0.0,32782,8
-0.0865384615384615,32803,1
0.0304347826086957,32870,4
-0.0958904109589041,42366,8
0.1714285714285714,32926,6
0.2089552238805969,12503,3
-0.4722222222222222,48100,8
-0.0784313725490196,33267,8
-0.0261282660332541,12626,4
-0.068100358422939,12749,4
0.0963455149501661,57437,6
-0.0212765957446808,60513,3
0.1237113402061855,40459,6
-0.1888888888888888,48717,9
-0.0633802816901408,28337,0
-0.070631970260223,26294,2
-0.0386740331491712,40053,4
-0.0521739130434782,12976,9
-0.0427807486631015,13012,8
-0.1279461279461279,51270,9
-0.2315789473684211,39538,3
-0.0477178423236515,13100,0
-0.0776255707762557,60097,5
-0.0270270270270269,22891,9
-0.0786516853932584,60548,1
0.0693069306930693,52636,9
0.0162601626016261,55191,9
-0.1264367816091953,20095,0
-0.0389610389610389,47773,1
0.0684931506849315,34665,2
-0.0344827586206896,54586,9
0.0,27318,7
-0.0562770562770562,53639,6
-0.0842105263157895,45313,1
0.0280373831775699,13653,2
-0.1097560975609756,35051,2
-0.5346534653465347,54949,7
0.0292397660818712,35182,0
-0.0168067226890756,18403,0
-0.0877862595419847,35238,3
-0.1159420289855072,27713,1
-0.04,49576,5
-0.0259259259259259,13936,8
-0.2244897959183673,53153,4
0.016,43748,1
0.028169014084507,42884,8
0.078125,42307,3
0.0074074074074073,52097,0
0.0135135135135135,44935,5
-0.04,21119,1
0.0572687224669603,25312,8
-0.5087719298245614,20343,0
-0.3884892086330935,38711,4
-0.0056497175141242,40723,0
-0.1041666666666666,41320,7
0.0175438596491228,58544,2
-0.0760626398210291,42999,8
-0.1746031746031746,47191,3
-0.0097560975609756,39773,6
-0.0598290598290598,58798,6
-0.0384615384615384,36396,9
-0.0405405405405405,50948,9
-0.0454545454545454,36409,8
0.2073170731707316,38949,6
-0.0592334494773518,42585,2
-0.0576923076923077,36740,2
-0.0930232558139535,36927,5
-0.1346153846153845,45735,8
0.0337078651685394,23421,4
-0.4558823529411765,36986,6
-0.1023622047244094,48645,7
0.0023364485981307,37065,6
-0.0721311475409836,43983,0
-0.0126582278481012,53751,6
0.1904761904761904,57162,6
0.0078125,48573,6
-0.1414141414141414,60580,2
-0.328125,61065,9
-0.1111111111111111,56530,3
0.0,58333,3
-0.1041666666666666,25937,0
0.0811965811965811,46260,8
0.1650485436893203,55298,8
0.0561224489795917,58130,6
0.0402684563758388,37807,6
-0.0866666666666666,44492,0
0.0303030303030302,59627,8
-0.0847457627118644,42948,7
0.0541871921182266,28388,9
-0.4760383386581469,55976,9
-0.0844444444444444,51932,7
-0.0192307692307692,46068,9
-0.0423728813559322,45292,7
-0.0572519083969466,44783,2
-0.1309523809523809,38113,9
0.018181818181818,43406,4
-0.0909090909090909,44476,0
-0.0294117647058823,40539,8
-0.0276162790697674,47335,6
-0.1547619047619047,32563,3
-0.3150684931506849,56354,5
-0.0144927536231883,10006,7
0.0152671755725191,15763,7
-0.1262458471760797,21020,6
0.1139240506329113,28636,8
-0.4052478134110787,56899,2
0.0103896103896103,20482,5
-0.1274509803921568,10057,7
-0.2063492063492064,60038,1
-0.7120253164556962,51510,6
0.1020408163265305,57306,6
0.2307692307692308,17224,6
-0.0530973451327433,47650,2
-0.0490196078431373,57461,7
0.0,28716,0
0.0042372881355932,50569,6
0.0470588235294118,57349,0
0.1228070175438595,57613,6
-0.0261780104712041,28222,5
-0.135,51721,0
0.0,28804,6
-0.1428571428571429,49584,6
-0.0597014925373133,42083,2
0.0340136054421769,44740,1
-0.0597014925373133,26331,3
0.0423940149625934,10145,9
-0.1205673758865247,10153,3
0.1686746987951808,49103,9
-0.2319587628865979,45911,7
0.0540540540540539,24643,2
0.0,10161,3
0.0212765957446807,28484,2
-0.172093023255814,60046,3
-0.0075187969924812,15843,2
0.0,39482,3
0.0729166666666667,10225,1
-0.0734126984126983,10233,4
-0.0391304347826086,56119,0
-0.0542857142857142,10241,1
-0.0158311345646438,23341,4
-0.1363636363636363,49269,1
0.06993006993007,24109,1
0.0510948905109489,50112,4
-0.5306122448979591,60409,8
0.0300429184549355,29049,1
-0.127659574468085,46527,2
0.0142857142857142,58560,2
-0.0495049504950495,15974,7
0.0152671755725191,10372,7
-0.1235294117647058,42905,0
-0.0393700787401575,10401,1
0.0048543689320388,23544,0
-0.4972972972972973,10460,7
-0.0904977375565611,45217,1
-0.0785714285714286,27051,0
-0.0315533980582524,19553,1
0.0,18075,3
-0.0236220472440944,10479,5
-0.0307017543859648,10487,7
-0.04,17240,0
-0.1111111111111111,54375,8
-0.0875,22277,1
-0.0595238095238095,29073,6
-0.0992366412213741,29145,0
-0.0085470085470085,39490,3
-0.1223021582733813,52804,8
-0.1386138613861386,10516,1
0.0434782608695651,48004,6
-0.0408163265306122,19764,9
-0.2635658914728682,29380,6
0.0139860139860139,17566,3
-0.0930930930930931,27270,4
-0.0170940170940171,19692,4
0.0425531914893617,60230,4
-0.1111111111111111,31472,2
0.0422535211267605,21143,0
0.0649350649350648,29225,6
0.0,10364,5
-0.1894736842105263,24272,7
0.0103092783505154,29276,7
0.0526315789473683,47140,1
-0.0357142857142857,10604,1
0.0185185185185186,20458,0
-0.0454545454545454,59846,1
