mom1,firms,clusters
0.068359375,50906,4
0.0571428571428571,10568,9
0.1499999999999999,11157,4
-0.1839762611275964,50032,5
0.0545454545454544,68814,4
0.0444444444444445,47730,1
0.3170731707317074,12627,4
-0.0842105263157895,13232,2
-0.1698113207547169,13777,7
0.034375,44652,6
0.0256410256410255,38746,9
-0.0414746543778802,60871,6
-0.043859649122807,14198,6
-0.0982658959537572,45583,7
-0.0429864253393664,14702,9
-0.028169014084507,15537,7
-0.1363636363636363,68830,3
-0.1159420289855072,85631,1
-0.0249307479224376,16185,8
-0.0659340659340659,17057,7
-0.1638655462184873,49373,1
-0.0654205607476635,18570,1
-0.097560975609756,18711,0
0.0218579234972677,47642,6
-0.0597014925373133,18973,9
-0.088235294117647,19271,7
0.1103896103896104,29938,2
-0.1129032258064516,10866,9
0.0,20240,3
0.0133333333333334,20248,2
0.0256410256410255,25320,8
0.09375,21726,7
0.0285714285714284,21742,5
-0.125,11267,1
-0.0625,22825,8
-0.0256410256410256,26841,1
-0.0247349823321554,65533,5
0.0222222222222221,24572,0
-0.0575539568345323,24951,0
-0.0326086956521739,25217,1
-0.3855799373040752,25487,9
-0.25,69307,4
0.0952380952380953,65541,0
-0.1043956043956043,27562,9
0.0769230769230768,27677,5
-0.1034482758620689,31026,4
0.0,27800,1
-0.0178571428571429,27909,6
-0.1333333333333333,28311,9
-0.0006574621959237,28522,2
-0.0714285714285714,10731,3
0.0162601626016261,63546,8
0.0492424242424243,49154,1
-0.0029761904761904,19350,9
0.1388888888888888,76769,0
-0.0155038759689922,49429,7
0.0588235294117647,61313,2
0.1092436974789916,19254,8
-0.0784313725490196,12008,0
0.1254019292604502,31500,8
-0.3333333333333333,21039,3
-0.1538461538461538,87581,0
0.0,32839,2
0.020979020979021,33209,8
0.0809248554913295,50788,8
-0.1617647058823529,33690,4
-0.0086956521739129,34121,2
-0.0549450549450549,34287,4
-0.0149253731343284,77462,6
0.0975609756097561,46295,6
-0.0869565217391304,37058,2
0.0847457627118644,46164,6
0.0650406504065039,26382,6
-0.05,47036,4
0.0102040816326529,31974,8
-0.0512820512820513,62228,4
-0.0950226244343891,40838,6
-0.0454545454545454,19174,3
-0.04,21055,0
0.0,38608,7
0.0727272727272727,59547,8
-0.0526315789473684,47888,7
0.088,62367,6
-0.0428571428571428,39670,7
-0.0273972602739726,40628,2
-0.05078125,40644,0
0.1304347826086955,39765,9
-0.0555555555555555,32678,6
0.0518518518518518,23077,5
-0.0948717948717948,27828,9
-0.0954545454545454,32803,7
-0.0351648351648351,66181,8
0.0106951871657754,32870,2
0.0228310502283104,32926,5
0.0270270270270269,66587,8
-0.0749999999999999,42922,5
