firms,clusters,mom1
54594,30,0.0618556701030927
10154,2,0.0249999999999999
10285,42,3.5
10867,23,0.0727272727272727
11010,42,0.75
11790,41,0.25
12117,34,0.2727272727272727
12320,16,0.0588235294117647
13056,15,0.055944055944056
13283,36,0.1352201257861636
50091,25,0.1331269349845201
14286,7,0.15625
14526,9,0.1864406779661016
15828,31,-0.0689655172413793
15991,34,0.08
16126,45,0.3235294117647058
17137,35,0.028169014084507
85885,38,0.2380952380952381
42438,15,0.0247933884297519
85914,24,0.0806451612903225
55044,25,-0.0382978723404255
18092,33,0.0693069306930693
18244,5,0.0
55108,1,0.625
20336,45,0.125
20670,6,0.0434782608695651
64899,9,0.2021276595744681
41419,12,0.064516129032258
22905,15,0.117117117117117
23115,30,-0.0869565217391304
47175,38,0.0869565217391303
23660,15,0.1262135922330096
23975,35,0.0416666666666667
24548,22,-0.0909090909090909
30680,18,0.1458333333333332
53401,48,0.0952380952380953
56274,15,0.0771704180064307
48637,6,0.0
26658,42,0.5
36150,26,0.1090909090909091
64565,36,0.1744186046511628
12044,19,0.1061946902654866
87207,13,0.2142857142857142
63554,15,0.1801242236024844
65218,38,0.0
55589,47,-0.2222222222222222
31318,38,0.0769230769230768
21872,42,1.3076923076923077
31536,18,0.0842105263157895
54391,43,0.1683673469387754
31748,45,0.2727272727272727
32046,35,0.0344827586206897
32054,40,0.1219512195121952
62172,42,0.5
47511,45,0.1096774193548386
33188,36,0.0909090909090908
33639,34,0.2727272727272727
48143,9,0.032846715328467
34041,12,0.2903225806451612
60628,18,-0.0350877192982456
63597,36,0.0762711864406779
57330,30,-0.1368421052631578
37875,48,0.0441176470588235
51051,4,0.1923076923076923
20765,13,0.1833333333333333
66923,24,0.125
17144,45,0.1432360742705569
88357,33,-0.063157894736842
38907,29,0.0625
32205,21,-0.0209205020920502
39328,10,0.0333333333333334
26657,21,0.1018276762402088
22250,19,0.1194029850746267
64979,43,0.0880829015544042
41452,29,0.0266666666666666
27879,45,0.0640394088669951
50382,1,0.0379746835443037
52716,33,0.0709677419354839
62287,26,0.1111111111111111
18278,42,0.3332859276114626
44821,23,0.0793650793650793
44856,6,0.0285714285714284
45103,23,0.0867579908675799
53129,43,0.1
51828,49,0.5192307692307692
46739,38,0.2372881355932203
46843,46,0.1971830985915492
47563,2,1.2608695652173911
89392,33,0.172093023255814
61137,40,0.1076923076923077
50462,16,0.1290322580645162
52708,35,0.0723684210526316
49227,10,0.0344827586206897
49585,26,0.2380952380952381
64020,1,0.1338028169014085
59926,15,0.1448275862068966
67328,10,0.144736842105263
45022,15,0.1111111111111111
67002,1,0.0555555555555555
52090,5,0.1499999999999999
59942,29,0.0444444444444445
53613,46,0.2525252525252526
54114,18,0.1641791044776119
55213,16,0.0923076923076922
64442,7,-0.0999999999999999
65373,30,0.3181818181818181
56363,4,0.0681818181818181
52337,23,-0.0084985835694051
51377,1,0.1702127659574468
22066,9,0.0
57665,32,0.0052356020942407
67010,40,0.0
59601,24,0.1166666666666667
25232,17,0.0
34948,16,0.046875
35107,26,0.1374999999999999
58675,24,0.4583333333333332
61621,5,0.1052631578947369
45823,4,-0.0769230769230768
51692,8,-0.1914893617021277
63096,25,0.2101910828025477
40571,46,0.1386138613861385
64064,43,-0.0702247191011236
64355,34,0.0666666666666666
65058,46,0.2285714285714286
79733,49,0.25
66588,19,0.3999999999999999
66852,30,0.1698113207547169
46922,43,0.0377358490566037
67732,19,0.2083333333333332
67970,38,-0.0789473684210526
68340,6,0.6599999999999999
91679,28,0.1481481481481481
69199,21,0.0833333333333332
69220,20,0.1644736842105263
69682,2,0.0338983050847456
70018,23,0.0076335877862594
70288,5,-0.1666666666666666
38850,33,-0.0583941605839416
71002,19,-0.0666666666666666
41216,34,0.1818181818181818
25283,25,0.0363636363636363
72013,22,0.125
72128,42,0.75
72291,19,-0.2272727272727273
72486,46,-0.0444444444444444
72710,30,0.326086956521739
27764,23,0.0869565217391303
73147,46,0.0
54471,16,0.0923076923076922
44951,50,0.0355329949238578
58625,20,0.0380952380952381
76022,22,0.196078431372549
74500,28,0.1428571428571428
60353,18,-0.1170212765957446
65752,20,-0.3727272727272727
74975,49,0.0661157024793388
40061,46,0.0126582278481013
75433,42,0.0714285714285714
40694,26,0.3223140495867769
76129,22,0.2203389830508475
48709,40,0.0380952380952381
92524,34,0.25
47183,38,0.1343283582089551
61217,19,0.5416666666666667
65306,26,0.1311475409836064
37612,29,0.0769230769230768
78749,17,0.2682926829268293
79039,47,0.1951219512195121
79303,26,0.1780821917808219
65103,14,-0.0161290322580645
47917,26,0.1428571428571428
80013,45,0.1726190476190476
58069,13,0.0909090909090908
61698,26,0.0
92874,2,0.1538461538461537
81294,45,0.0980392156862746
19502,15,-0.4456762749445676
81614,17,0.0526315789473683
81702,9,0.1323529411764705
64506,8,-0.0799999999999999
82449,19,0.0384615384615385
51086,30,0.4482758620689655
53671,31,0.3157894736842106
83601,25,0.0055555555555555
88381,1,0.1142857142857143
62042,43,0.25
88445,46,0.1176470588235294
87426,20,0.3333333333333332
90107,34,0.2352941176470588
68670,8,0.0
88867,20,0.0
21785,22,0.4285714285714286
91695,33,0.0849056603773585
10079,28,0.1875
10048,22,0.0819672131147541
85650,42,0.1999999999999999
10361,34,0.1428571428571428
10397,43,-0.0259740259740259
10279,20,0.2950819672131148
69825,5,0.1599999999999999
10434,47,0.1558441558441559
69868,42,0.4285714285714286
69235,42,1.1818181818181817
70148,20,0.0588235294117647
10634,8,-0.0909090909090909
69489,29,0.1176470588235294
10763,28,-0.0625
10914,13,0.0465116279069768
10972,38,0.1428571428571428
11020,32,0.0833333333333332
10087,6,-0.044776119402985
75110,42,-0.1666666666666666
50906,23,0.1999999999999999
18980,19,0.0
10998,10,0.1333333333333333
11181,4,0.0317460317460318
39116,6,0.0769230769230768
50032,46,-0.0064516129032258
69171,42,0.1428571428571428
68814,34,0.25
47730,21,0.0454545454545454
13232,1,0.0833333333333332
13777,6,-0.2238805970149253
44652,21,0.1172962226640159
44548,42,0.0833333333333332
38746,30,0.0285714285714284
60871,10,0.2539682539682539
14198,21,0.0657894736842106
14331,46,0.1935483870967742
45583,43,0.0
14702,48,0.0
15537,5,0.1142857142857143
68830,24,0.1764705882352941
85631,36,0.0714285714285714
16185,49,0.2142857142857142
16791,42,0.7777777777777777
17057,13,0.4482758620689655
17903,38,0.1499999999999999
49373,15,-0.0105820105820105
18570,21,0.1451612903225807
18623,45,-0.1186440677966101
18834,38,0.1875
47642,18,0.2159090909090908
18973,43,0.2452830188679244
19271,46,0.0283018867924529
29938,15,0.096085409252669
10866,16,0.1071428571428572
19880,28,0.0416666666666667
20240,24,0.3588235294117647
20248,15,0.0689655172413792
49402,4,0.2123893805309735
25320,23,0.1731958762886598
21726,18,0.2794117647058822
21742,2,0.1666666666666667
22753,46,0.1397849462365592
26841,31,0.3404255319148936
48047,42,0.3
65533,36,0.136890951276102
24126,47,0.4054054054054055
24572,35,-0.0416666666666666
24951,28,0.631578947368421
25049,12,0.0769230769230768
25217,18,0.0793650793650793
25487,6,0.1044776119402985
69307,22,0.3333333333333332
27124,42,0.1
65541,47,0.0571428571428571
27562,23,0.0803212851405623
31026,4,0.0
27800,5,0.1492537313432835
27909,31,0.2142857142857142
28207,8,0.0789473684210526
19828,13,0.2083333333333332
28311,10,0.0185185185185186
28522,28,0.1470588235294117
10731,47,-0.125
59707,22,0.1875
63546,48,0.0238095238095237
29023,2,0.1739130434782609
49154,15,0.0419847328244273
19350,24,-0.0549199084668192
49429,36,0.0694444444444444
30227,42,0.1666666666666667
43211,28,0.0344827586206897
61313,36,0.0
19254,1,0.1739130434782609
12008,12,0.2380952380952381
31500,45,0.3194444444444444
32839,30,-0.024390243902439
87645,42,-0.1538461538461538
69358,10,0.0
33209,4,0.1111111111111111
50788,10,-0.0136986301369863
53196,32,0.1578947368421053
44708,13,0.2222222222222223
58405,21,0.1818181818181818
46295,25,0.0641711229946524
63589,47,0.5714285714285714
26382,20,0.2809667673716012
37103,29,0.09375
31974,30,0.15625
62228,30,-0.1818181818181817
59010,6,0.0705882352941176
60935,17,0.0
40838,45,0.0887573964497041
19174,46,0.1403508771929824
21055,1,0.0606060606060605
59547,45,0.1269841269841269
47888,40,0.3561643835616439
62367,29,0.1848739495798319
39670,40,0.3255813953488371
49189,2,0.0666666666666666
32475,29,-0.0116279069767442
40628,15,0.0611111111111111
40644,31,0.2121212121212121
39765,26,-0.1226415094339622
41420,30,0.2142857142857142
32678,2,0.0
23077,29,0.048148148148148
41663,2,0.0909090909090908
27828,10,0.1993569131832797
88701,42,0.3333333333333332
32803,6,0.0471698113207548
66181,23,0.1271676300578035
42366,32,0.01171875
32926,24,0.03
66587,26,-0.02
42922,12,0.1944444444444444
43474,42,0.3333333333333332
43781,46,0.0555555555555555
44135,2,0.125
44389,21,0.2525252525252526
12503,26,0.2173913043478261
45560,2,0.4210526315789473
45699,15,0.2592592592592593
12040,42,0.0
46149,12,0.1818181818181818
46237,26,0.1551724137931034
48100,34,0.1428571428571428
33267,34,0.4545454545454546
47133,30,0.0
47141,36,0.1428571428571428
57437,38,0.0
47571,40,0.4375
53495,45,0.0
50374,29,0.0444444444444445
48208,42,0.2727272727272727
48291,42,0.0749999999999999
48347,35,0.0839160839160839
64282,45,0.0561797752808987
24731,42,0.1111111111111111
26294,25,0.0045523520485584
53612,35,0.0830188679245282
50092,34,0.0909090909090908
61399,9,0.1421568627450979
62316,40,0.0638297872340425
50519,1,0.1142857142857143
66253,6,0.0654205607476634
64039,42,0.1999999999999999
51960,43,-0.1636363636363637
13100,43,0.0945945945945945
64637,43,-0.183673469387755
60097,33,0.1707317073170731
22891,31,0.0436363636363636
53050,36,0.0617283950617284
60548,25,0.0232558139534884
53189,23,0.096774193548387
53381,12,0.3157894736842106
55191,43,0.007462686567164
48063,22,0.2666666666666666
45233,42,0.0833333333333332
54843,24,0.5384615384615385
68582,10,0.3157894736842106
47773,15,0.1125265392781316
56339,24,-0.0217391304347825
56419,8,-0.0999999999999999
56777,8,0.263157894736842
57171,13,0.2708333333333332
34665,24,0.0163934426229508
57534,29,0.1159420289855073
57809,43,0.0698924731182795
57817,35,0.2545454545454546
57884,29,0.3333333333333332
58473,42,-0.1363636363636363
53639,23,0.0091185410334346
58801,4,0.4444444444444444
59185,35,0.125
45313,26,0.2916666666666667
59767,41,0.0238095238095237
59775,15,0.076086956521739
60055,30,0.0454545454545454
60679,10,0.1576354679802956
35051,15,-0.2366863905325443
61525,42,-0.5384615384615384
18403,18,0.0415647921760391
35238,10,0.0843373493975903
27713,9,0.0465116279069768
61823,38,0.0909090909090908
49576,35,0.0192307692307691
62384,16,0.0476190476190476
13936,15,0.0540540540540539
64338,34,1.0
62958,43,0.0240963855421687
63686,6,0.75
63715,49,0.1200000000000001
91193,34,0.1818181818181818
43748,34,0.2906976744186047
64697,18,0.2272727272727273
42307,6,0.2403846153846154
