month,1,2,3,number of clusters
2001-03,186,114,72,25
2001-04,131,73,58,25
2001-05,141,71,70,24
2001-06,153,92,61,25
2001-07,149,92,57,25
2001-08,128,65,63,25
2001-09,175,91,84,25
2001-10,136,74,62,25
2001-11,114,66,48,25
2001-12,137,82,55,25
2002-01,134,69,65,25
2002-02,133,82,51,25
2002-03,166,90,76,25
2002-04,155,80,75,25
2002-05,130,66,64,25
2002-06,151,94,57,25
2002-07,207,131,76,25
2002-08,197,131,66,25
2002-09,170,88,82,25
2002-10,162,84,78,24
2002-11,145,74,71,25
2002-12,162,92,70,25
2003-01,125,72,53,25
2003-02,146,79,67,25
2003-03,247,135,112,25
2003-04,287,207,80,25
2003-05,155,78,77,25
2003-06,179,108,71,25
2003-07,147,74,73,25
2003-08,152,97,55,25
2003-09,159,85,74,25
2003-10,198,130,68,25
2003-11,175,97,78,25
2003-12,186,94,92,25
2004-01,152,83,69,25
2004-02,194,125,69,25
2004-03,111,62,49,25
2004-04,140,78,62,25
2004-05,147,76,71,25
2004-06,155,87,68,23
2004-07,143,72,71,25
2004-08,162,95,67,25
2004-09,166,94,72,25
2004-10,124,64,60,25
2004-11,138,81,57,25
2004-12,159,88,71,25
2005-01,105,55,50,25
2005-02,152,100,52,25
2005-03,171,92,79,25
2005-04,118,80,38,25
2005-05,110,57,53,25
2005-06,178,113,65,25
2005-07,148,75,73,25
2005-08,124,63,61,25
2005-09,137,69,68,25
2005-10,164,106,58,25
2005-11,140,72,68,25
2005-12,136,77,59,25
2006-01,171,88,83,25
2006-02,184,101,83,25
2006-03,232,119,113,25
2006-04,154,82,72,25
2006-05,118,67,51,25
2006-06,130,69,61,25
2006-07,121,64,57,25
2006-08,99,51,48,24
2006-09,262,208,54,25
2006-10,173,119,54,24
2006-11,173,108,65,25
2006-12,151,82,69,25
2007-01,145,87,58,25
2007-02,117,62,55,25
2007-03,128,65,63,24
2007-04,116,64,52,25
2007-05,144,83,61,24
2007-06,154,81,73,25
2007-07,173,102,71,25
2007-08,194,108,86,24
2007-09,153,86,67,25
2007-10,118,63,55,25
2007-11,184,129,55,25
2007-12,122,76,46,25
2008-01,131,87,44,25
2008-02,166,101,65,24
2008-03,108,58,50,25
2008-04,137,70,67,25
2008-05,147,88,59,25
2008-06,181,107,74,25
2008-07,163,96,67,25
2008-08,104,54,50,25
2008-09,133,73,60,25
2008-10,161,82,79,24
2008-11,112,58,54,25
2008-12,232,143,89,25
2009-01,153,83,70,25
2009-02,128,73,55,25
2009-03,131,69,62,24
2009-04,136,74,62,24
2009-05,170,94,76,24
2009-06,195,101,94,25
2009-07,218,118,100,25
2009-08,187,101,86,25
2009-09,202,118,84,25
2009-10,110,61,49,25
2009-11,134,68,66,25
2009-12,132,74,58,25
2010-01,119,61,58,25
2010-02,142,72,70,25
2010-03,189,100,89,25
2010-04,143,81,62,25
2010-05,129,65,64,25
2010-06,128,78,50,24
2010-07,160,84,76,25
2010-08,118,60,58,25
2010-09,130,75,55,24
2010-10,126,66,60,24
2010-11,133,67,66,22
2010-12,159,93,66,25
2011-01,127,66,61,25
2011-02,130,68,62,25
2011-03,138,79,59,25
2011-04,122,62,60,25
2011-05,147,84,63,25
2011-06,133,71,62,25
2011-07,135,68,67,25
2011-08,155,79,76,25
2011-09,163,85,78,25
2011-10,165,85,80,25
2011-11,124,64,60,25
2011-12,146,75,71,25
2012-01,277,143,134,25
2012-02,297,152,145,25
2012-03,290,159,131,25
2012-04,328,177,151,25
2012-05,329,183,146,25
2012-06,331,167,164,25
2012-07,299,163,136,25
2012-08,276,145,131,25
2012-09,309,155,154,25
2012-10,332,185,147,25
2012-11,376,210,166,25
2012-12,266,150,116,25
2013-01,361,184,177,25
2013-02,292,155,137,25
2013-03,407,220,187,25
2013-04,234,123,111,25
2013-05,304,155,149,25
2013-06,265,140,125,25
2013-07,330,191,139,25
2013-08,334,173,161,25
2013-09,359,192,167,25
2013-10,280,150,130,25
2013-11,265,136,129,25
2013-12,365,189,176,25
2014-01,384,198,186,25
2014-02,329,179,150,25
2014-03,295,149,146,25
2014-04,284,144,140,25
2014-05,376,193,183,25
2014-06,349,192,157,25
2014-07,293,153,140,25
2014-08,302,163,139,25
2014-09,263,138,125,25
2014-10,321,164,157,25
2014-11,296,156,140,25
2014-12,365,197,168,25
2015-01,325,165,160,25
2015-02,225,114,111,25
2015-03,293,153,140,25
2015-04,271,161,110,25
2015-05,246,131,115,24
2015-06,357,184,173,25
2015-07,341,199,142,25
2015-08,297,151,146,25
2015-09,377,217,160,25
2015-10,328,178,150,25
2015-11,365,204,161,25
2015-12,305,163,142,25
2016-01,370,206,164,25
2016-02,477,288,189,25
2016-03,457,232,225,25
2016-04,235,118,117,25
2016-05,297,171,126,25
2016-06,346,194,152,25
2016-07,330,199,131,25
2016-08,307,175,132,25
2016-09,377,193,184,25
2016-10,260,135,125,25
2016-11,283,143,140,25
2016-12,420,222,198,25
2017-01,279,150,129,25
2017-02,291,167,124,25
2017-03,300,157,143,25
2017-04,339,198,141,25
2017-05,360,198,162,25
2017-06,274,138,136,25
2017-07,459,246,213,25
2017-08,326,168,158,25
2017-09,424,239,185,25
2017-10,256,129,127,25
2017-11,322,163,159,25
2017-12,295,150,145,25
2018-01,254,132,122,25
2018-02,373,241,132,25
2018-03,314,167,147,25
2018-04,349,193,156,25
2018-05,333,192,141,25
2018-06,350,218,132,25
2018-07,290,161,129,25
2018-08,329,186,143,25
2018-09,389,213,176,25
2018-10,438,224,214,25
2018-11,402,228,174,25
2018-12,528,283,245,25
2019-01,367,225,142,25
2019-02,364,201,163,25
2019-03,348,193,155,25
2019-04,345,177,168,25
2019-05,316,166,150,25
2019-06,305,163,142,25
2019-07,349,192,157,25
2019-08,441,236,205,25
2019-09,360,186,174,25
2019-10,284,149,135,25
2019-11,292,153,139,25
2019-12,354,179,175,25
2020-01,448,246,202,25
2020-02,515,274,241,25
2020-03,357,207,150,25
2020-04,352,200,152,25
2020-05,435,248,187,25
2020-06,392,205,187,25
2020-07,433,245,188,25
2020-08,504,260,244,25
2020-09,490,251,239,25
2020-10,559,288,271,25
2020-11,477,286,191,25
2020-12,373,193,180,25
2021-01,452,255,197,25
2021-02,334,173,161,25
2021-03,334,179,155,25
2021-04,291,148,143,25
2021-05,262,139,123,25
2021-06,299,157,142,25
2021-07,311,163,148,25
2021-08,450,277,173,25
2021-09,306,156,150,25
2021-10,308,157,151,25
2021-11,354,193,161,25
2021-12,524,266,258,25
2022-01,340,195,145,25
2022-02,290,148,142,25
2022-03,439,258,181,25
2022-04,454,263,191,25
2022-05,320,168,152,25
2022-06,384,197,187,25
2022-07,296,152,144,25
2022-08,340,172,168,25
2022-09,386,200,186,25
2022-10,357,186,171,25
2022-11,318,165,153,25
2022-12,378,210,168,25
2023-01,409,214,195,25
2023-02,274,143,131,25
2023-03,336,173,163,25
2023-04,392,226,166,25
2023-05,346,177,169,25
2023-06,379,195,184,25
2023-07,367,187,180,25
