mom1,firms,clusters
0.0178571428571427,10074,4
-0.0035971223021582,50906,4
-0.0833333333333333,18980,3
-0.0294117647058823,10568,0
0.2142857142857142,10998,0
0.0256410256410255,11181,7
-0.1403508771929824,39116,4
0.0299401197604789,50032,0
-0.0211267605633802,49330,3
0.1111111111111111,69171,3
0.3958333333333332,68814,5
-0.5616438356164384,47730,1
0.1,13232,6
0.1428571428571428,13777,0
0.0955882352941177,44652,1
-0.0217391304347825,38746,2
0.0129870129870128,60871,8
0.069767441860465,14198,8
0.0294117647058822,45583,2
0.1,14702,0
-0.0806451612903226,15537,4
0.25,68830,9
0.1074918566775244,85631,4
0.020979020979021,16185,5
-0.1999999999999999,16791,3
-0.1666666666666666,17057,6
0.0576923076923077,17903,9
0.0073260073260073,49373,0
0.1094890510948904,18570,8
-0.0625,18834,3
0.1176470588235294,47642,4
0.0073529411764705,18973,8
-0.0606060606060605,19271,0
0.0501567398119122,29938,8
0.043956043956044,10866,2
0.1176470588235294,19880,3
-0.0808080808080807,20240,5
-0.0919540229885057,20248,7
0.1043478260869565,49402,9
0.0484429065743945,25320,7
0.0625,21726,8
-0.0333333333333333,21742,9
0.2079207920792078,11267,5
0.1200000000000001,50366,5
0.117391304347826,22753,5
0.1818181818181818,26841,2
0.0748502994011977,65533,9
-0.1956521739130434,24572,8
0.1176470588235294,24951,4
0.0,25049,6
0.036764705882353,25217,2
-0.3430962343096234,25487,6
0.0,69307,6
-0.0909090909090909,27124,5
0.05,65541,3
0.0806451612903225,27562,9
-0.0123456790123457,27800,9
-0.2380952380952381,27909,2
0.0102040816326529,28207,4
-0.0389610389610389,19828,5
0.032258064516129,28311,0
0.0136986301369863,28522,6
-0.0909090909090909,10731,6
-0.05,59707,6
0.1441441441441442,63546,4
0.125,29023,1
-0.0205223880597015,49154,8
-0.0146627565982404,19350,1
0.0203389830508473,49429,1
-0.3846153846153846,43211,3
-0.3005780346820809,61313,8
0.0119760479041917,19254,7
0.3571428571428572,12008,1
0.03125,31500,4
-0.0333333333333333,87581,3
0.1935483870967742,33209,5
0.0149253731343284,50788,7
-0.3333333333333333,34113,3
0.2432432432432432,44708,0
0.015625,58405,0
0.0,37058,4
-0.0062499999999999,26382,0
0.0384615384615385,37103,0
-0.0197368421052631,31974,1
0.3571428571428572,62228,6
0.0362318840579709,59010,6
0.1333333333333333,60935,0
0.0680628272251309,40838,6
0.171875,19174,9
0.175,21055,8
-0.131578947368421,38624,3
0.0952380952380953,59547,0
0.0370370370370369,47888,7
-0.0444444444444444,62367,1
0.0263157894736842,39670,1
0.0,49189,0
0.0055096418732782,32475,0
0.0892857142857141,40628,9
-0.0972222222222222,40644,4
0.1132075471698113,39765,0
0.1999999999999999,32600,3
0.263157894736842,41420,2
-0.0471698113207547,32678,2
0.0325732899022801,23077,0
0.0671506352087114,27828,4
-0.025,32803,0
-0.2527881040892193,66181,4
0.0249999999999999,32870,2
0.0085470085470085,42366,3
-0.0491803278688525,32926,9
-0.0425531914893616,66587,7
-0.1911764705882352,42922,1
0.2105263157894736,43474,5
0.0,44135,1
-0.0333333333333333,44389,9
0.0,12503,7
-0.04,45560,6
0.0579710144927536,45699,9
-0.125,12040,3
-0.125,46149,1
0.0,46237,2
0.0294117647058822,48100,6
0.0862068965517242,47133,7
-0.0307692307692307,47141,0
0.0454545454545454,57437,4
0.0370370370370369,47571,0
-0.088235294117647,53495,3
-0.0465116279069767,50374,1
-0.125,48208,3
0.0,48291,3
0.0157068062827225,48347,8
-0.0384615384615384,64282,0
-0.3333333333333333,24731,3
-0.0267379679144385,26294,1
0.1273408239700375,53612,2
0.2038216560509553,61399,0
-0.0344827586206896,62316,0
-0.0714285714285714,50519,3
0.0454545454545454,66253,0
-0.0232558139534884,51960,7
0.0812641083521443,13100,9
0.0,51984,0
0.0,27617,1
0.0,64637,0
-0.036697247706422,60097,9
0.0073800738007379,22891,2
0.09009009009009,53050,9
-0.0824742268041237,60548,7
-0.0175438596491228,53189,5
0.1794871794871795,55191,2
-0.1333333333333333,54843,6
0.1157894736842104,68582,4
0.0615079365079365,47773,8
0.1980198019801979,56339,8
0.0,56419,3
0.0,56777,6
0.1527777777777776,57171,0
0.0843373493975903,34665,4
-0.0652173913043477,57534,3
0.0461538461538462,57809,8
0.0176991150442478,57817,0
0.0666666666666666,57884,8
0.0869565217391303,58473,6
-0.0052910052910053,53639,1
0.0234375,59185,7
-0.01,45313,2
0.2794117647058822,59767,4
-0.0508474576271186,59775,7
0.0,60055,3
0.0,60346,5
0.0483271375464684,60679,9
0.0576923076923077,35051,2
0.009433962264151,75310,9
0.0247787610619469,18403,9
-0.1052631578947368,61460,1
0.0494505494505495,35238,4
0.0208333333333332,27713,8
-0.0140845070422535,61823,2
0.028735632183908,49576,8
-0.0884955752212389,62384,2
-0.0111731843575418,13936,9
-0.25,64338,6
0.0845588235294116,49971,8
0.0163934426229508,62958,7
0.2962962962962963,63686,4
-0.0178571428571429,63715,6
0.0,91193,5
0.0749999999999999,43748,3
0.0434782608695651,64697,2
-0.0303030303030302,64769,9
0.0155440414507772,42307,9
0.0702702702702702,62033,4
-0.0149253731343284,61620,9
0.0749999999999999,67177,2
0.0609756097560976,25312,3
-0.0606060606060605,67620,1
0.1153846153846154,62682,7
-0.088235294117647,68065,8
-0.0617283950617284,68428,8
0.0897435897435896,39773,7
0.0,50948,1
-0.125,70106,3
0.1042944785276074,70376,4
0.1551724137931034,70923,0
0.0724637681159421,42585,1
-0.0869565217391304,72005,6
-0.0999999999999999,36740,3
0.0900473933649288,72961,2
-0.0555555555555555,73083,7
0.0,73171,3
-0.1081081081081081,54981,6
0.0,73796,4
-0.0833333333333333,74123,6
0.0060975609756097,74230,0
-0.0666666666666666,75345,6
0.1272727272727272,53751,9
-0.1111111111111111,62447,1
0.1,57162,3
-0.0258620689655172,76081,4
-0.0545454545454545,60580,7
0.0,63036,4
0.0416666666666667,76743,9
0.0338983050847456,50278,5
0.2307692307692308,63386,3
0.01,25937,7
0.0454545454545454,79338,5
0.1525423728813559,46260,4
0.0625,66368,4
-0.0652173913043477,79840,9
0.0468085106382978,37807,0
-0.0735294117647058,80179,4
0.1144578313253013,80347,9
0.0533333333333332,80654,9
0.0,80857,3
0.0,59627,2
0.03125,81190,0
0.0395348837209301,55976,4
0.0546448087431694,51932,2
0.2608695652173913,81510,4
0.0909090909090908,67803,3
0.0125786163522012,82924,0
0.0588235294117647,82991,1
-0.1702127659574468,83011,3
0.0599078341013825,15456,7
0.1559633027522935,44476,4
0.0933333333333332,40539,9
-0.0789473684210526,89245,9
0.0638297872340425,91572,5
0.1,72996,4
-0.0285714285714285,91636,0
0.0606060606060605,34228,5
-0.2083333333333333,91994,6
0.0348837209302326,10025,2
-0.131578947368421,86511,1
0.0328638497652582,90609,4
0.0238095238095237,69411,7
-0.021505376344086,67467,5
0.2131147540983606,10182,4
0.2105263157894736,10222,6
0.1379310344827586,10248,2
0.1499999999999999,10247,6
-0.04,10256,3
0.0238095238095237,10259,3
-0.1999999999999999,10282,3
-0.0357142857142857,75500,6
-0.1612903225806451,10501,1
0.1351351351351351,10185,9
0.1428571428571428,70076,3
-0.0268456375838925,10514,7
-0.1111111111111111,10531,6
-0.0799999999999999,10578,6
0.1774193548387097,10178,8
0.6923076923076923,10622,6
0.131578947368421,10633,4
0.0666666666666666,10709,4
0.1408450704225352,10010,5
