mom1,firms,clusters
-0.2004482071713147,21020,1
-0.187725631768953,11499,1
-0.0751970891449362,81912,7
-0.046553267681289,27991,5
-0.1014957264957264,10517,6
-0.0232275489534098,20482,8
-0.109375,60038,1
0.0330578512396695,10779,9
-0.0441975308641975,61487,9
-0.1333333333333333,61241,4
-0.0050972835208552,28222,5
-0.1865869853917663,11368,5
-0.1693966693966694,28804,1
-0.0415663734085915,11587,8
-0.1862770012706479,11691,7
-0.107413010590015,11790,9
-0.0996933560477001,10145,5
-0.0790160780541432,45911,9
-0.24846910372982,28484,1
-0.0529369879365858,81073,7
-0.1780787348586811,93330,8
-0.0960241136787714,12758,6
-0.0385901723694366,24109,5
-0.1509753273358867,59176,5
-0.0028994592900243,13507,2
-0.048,13769,9
-0.0915071770334927,11144,7
-0.0780335012937492,85257,2
-0.0652100840336135,14008,5
-0.2790697674418604,18075,0
-0.0958862673926195,83112,1
-0.2527754056362084,39490,3
-0.116698342479561,14593,5
-0.1612903225806452,14761,3
-0.1097348978704911,10516,7
-0.1490312965722802,77595,6
-0.1041964401714953,29209,2
-0.1334717303700086,24272,1
-0.0619223659889094,15457,1
-0.1105684439017771,44644,6
-0.0681535269709544,44601,2
-0.1761752624372432,27684,1
-0.2830188679245283,40416,0
-0.1133333333333332,53110,9
-0.0963091118800462,10318,2
-0.0637344736306252,57568,1
-0.1627659574468085,16505,6
-0.1558620689655173,16548,7
-0.0826349639446502,49656,7
-0.1070774354704413,39693,2
-0.0398249452954049,27887,2
-0.1730798712248966,29612,2
-0.1085261721068249,39642,6
-0.2142857142857143,17444,1
-0.0676616915422885,65875,5
-0.0586546349466775,43772,7
-0.0613496932515337,17778,6
-0.1608902166767524,61508,6
-0.0518048633136987,61946,2
-0.0699619601464425,19561,8
-0.0748827430050136,52230,6
-0.2771194165907019,12437,5
-0.1233243967828418,17961,1
-0.0276842499064722,19393,9
-0.1242458521870285,10874,7
-0.1492057488653555,55597,2
-0.1004657351962741,19880,6
-0.139792899408284,10890,5
-0.1832980972515855,20117,8
-0.1497895962037784,64186,6
-0.1725092250922508,67838,0
-0.1476976542137271,20336,5
-0.144568360181743,62148,8
-0.1075491209927611,28564,2
-0.2446808510638298,86290,0
-0.1272357723577236,46690,7
0.0424321959755029,20750,8
-0.186576691592194,21371,3
-0.0473843821076572,27334,7
-0.1733983286908077,20618,7
-0.0633891059187734,18542,6
-0.20770539620807,89792,6
-0.1941489361702127,60599,3
0.0434702861335289,90011,9
-0.1057516257339478,64194,8
-0.0550906555090656,23182,2
-0.2694300518134715,88208,4
-0.0853371447788799,14541,5
0.008,30509,2
-0.1389976507439311,23297,9
-0.0064964496147452,23393,4
-0.1217598242453981,79026,8
-0.3735909822866344,47677,4
