mom1,firms,clusters
-0.0043330238316311,47730,7
0.0155555555555555,13777,6
0.0113636363636362,38746,1
-0.0484879202568,60871,7
-0.0002531325148716,14198,2
-0.0335221907459868,14702,8
0.0353535353535354,15537,9
-0.0198305390301063,68830,0
-0.0110974106041923,85914,9
-0.2339137017411053,49373,5
-0.0246305418719211,18570,2
-0.0130402384500745,18973,2
-0.0091896272285251,19271,4
-0.0279313900084356,29938,9
-0.1088723930717567,10866,9
-0.0326069916914876,25320,8
-0.0116484292269678,21742,0
-0.0508430609597923,11267,7
-0.0734814814814815,86474,1
-0.0612387892376682,22825,0
0.0355156183140779,26201,5
-0.0057803468208091,65541,9
-0.0410034715399226,27562,0
0.0007627765064834,27909,8
-0.1463784081520242,63546,1
-0.0337870685464268,49154,9
0.092479542797766,19350,6
-0.1702979625485807,49429,5
0.0241303666562207,61313,2
-0.2034358047016274,30737,3
0.0916963043142105,12008,4
0.0301312649164677,31500,6
0.0945054945054946,33209,0
-0.1020639600816512,77462,5
0.0150300601202404,62228,6
-0.21156462585034,59010,3
-0.0424913494809687,21055,6
0.0595419847328244,83233,5
0.0196241476800265,32678,7
-0.0040584415584415,27828,3
0.0034475757661376,66181,0
-0.1084643848288622,32870,2
-0.0184904516520157,42922,7
0.2052715654952077,12503,1
0.0695623775310254,89757,1
0.0042042042042043,47571,9
-0.0747712418300653,16678,6
-0.0950920245398772,48291,2
-0.0325355272999251,48347,8
-0.1084158979615077,64282,9
-0.0296697144989737,27617,0
0.0553333333333334,60097,9
-0.0181997048696506,52813,6
0.0167578659370726,53197,0
0.0090741714886901,57809,9
-0.1062751267260968,57817,3
0.0247003269160914,79611,5
-0.0124333925399645,59185,7
-0.0120481927710843,34948,6
-0.034928326266909,13936,2
-0.0005014206919605,49971,0
-0.0278725824800909,64785,0
0.0043695380774033,62033,5
-0.0193436960276338,91556,6
-0.0159163256025465,50948,2
-0.0220271102895871,42585,9
0.003920338717265,76081,8
0.0038318625174176,60580,0
-0.0030835357877032,37807,0
0.0224578914535245,80179,8
0.009933774834437,80857,5
0.0551948051948052,59627,9
-0.00265604249668,81190,5
-0.0236530880420497,55976,6
0.0143178564123542,82924,2
0.0738034344172451,83011,2
-0.0474418604651163,15456,0
-0.0322910019144863,40539,9
-0.0662121212121211,10025,9
-0.1052494463983326,10182,9
-0.0691176470588235,10259,6
-0.0234615900254725,10501,4
-0.0160965794768611,77420,6
0.0412087912087912,10514,6
-0.2917685411572942,10645,9
0.3254511512134412,89105,1
0.0861553784860558,71837,6
0.0163304514889528,11154,8
0.0172987358616099,11343,8
0.0386847195357833,11379,6
0.0627999999999999,11174,3
-0.0276642136822022,75100,2
-0.1179443701698894,89609,3
-0.1579072532699167,12266,1
-0.0752493200362647,75489,5
-0.0744528533442422,75905,6
-0.0028571428571427,76052,5
-0.0344221988057604,76076,9
-0.1208544125913433,79315,6
-0.1110709117221417,90751,3
0.3162393162393164,77007,1
0.1044423440453685,76839,4
0.0176211453744492,76847,1
-0.0592255125284737,77082,4
-0.0189925681255159,77357,7
0.0878661087866108,77478,1
0.0380281690140846,77501,6
-0.0268156424581004,77516,1
-0.1455565397106583,77584,3
0.0642857142857142,77897,4
-0.1196454948301328,77699,4
0.2364394993045897,77862,3
0.0,78216,3
-0.0683430045132172,78034,6
-0.0299971156619556,78975,9
0.0190058479532162,78990,3
-0.0493323442136499,79007,9
-0.0497362471740768,78963,5
0.0347637153720803,79195,6
0.2573099415204678,79307,3
-0.0493527508090614,79667,3
-0.0837110909640375,79881,6
-0.0068027210884353,80114,3
-0.0096618357487922,80274,6
0.10126582278481,80233,5
0.0507726269315673,80320,9
0.1769736842105265,93397,5
-0.1415716856628674,80432,6
0.215686274509804,81165,1
-0.1337486258702821,82598,5
-0.0160359204618345,88988,6
0.0414937759336098,83399,3
0.0425531914893617,83391,3
-0.0223761321257324,83822,5
-0.1525047558655674,83976,3
0.0055710306406686,84084,5
-0.1148883374689825,84275,3
-0.3242753623188406,84255,3
-0.0303664921465969,84588,0
-0.1151419558359622,84519,6
0.0268747290853923,85019,9
-0.0771764705882352,12493,7
-0.0666107583562957,85390,0
-0.1799398948159279,89606,4
-0.0028066236317709,86580,4
-0.040650406504065,86594,9
-0.0916824196597354,86881,9
