mom1,firms,clusters
0.0404858299595141,10006,2
-0.0168067226890756,15763,1
-0.2222222222222222,21020,5
-0.0357142857142857,28636,3
-0.1408450704225352,56899,7
-0.0054644808743169,27991,8
-0.0035714285714285,20482,0
-0.0792682926829267,10057,1
0.0,28695,6
0.0270270270270269,60038,2
0.3142857142857143,51510,6
0.0,57306,5
-0.0847457627118644,17224,8
0.1592356687898088,47650,5
-0.0507246376811594,57461,3
0.05,28716,8
0.4230769230769231,28740,4
0.0602409638554217,50569,6
0.0696517412935322,57349,8
-0.0857142857142857,57613,0
-0.0358744394618834,28222,1
0.0306122448979591,51721,0
-0.0188679245283018,28804,5
0.096774193548387,49584,8
-0.0491071428571429,57998,2
-0.0373831775700934,42083,8
0.1506024096385543,48514,4
-0.1896551724137931,18817,0
-0.0114942528735632,10137,5
-0.0769230769230768,44740,2
0.0,26331,3
-0.1075268817204301,10145,2
-0.0285714285714285,10153,3
0.0769230769230768,41443,9
0.1999999999999999,49103,5
0.0740740740740741,45911,6
0.0,44580,3
-0.0995670995670995,24643,7
-0.0454545454545454,10161,3
0.0773480662983425,28484,0
0.0198019801980198,60046,4
-0.074468085106383,15843,7
0.0416666666666667,39482,7
0.0286532951289397,10225,1
0.0557103064066852,10233,5
0.2452830188679244,56119,5
-0.028,10241,2
0.1266666666666667,57621,5
0.0082987551867219,23341,9
0.0786163522012579,49269,5
-0.0137931034482758,24109,2
-0.023972602739726,27190,9
0.0428571428571429,50112,2
0.0204081632653061,60409,4
0.0,10321,0
0.1,24141,1
0.072892938496583,29049,4
0.127906976744186,46527,8
-0.0333333333333333,58560,3
0.0533333333333332,15974,1
0.0869565217391303,10372,7
-0.097560975609756,42905,5
0.0,23544,5
-0.0042918454935622,10460,9
0.0584795321637428,45217,2
-0.0769230769230768,27051,8
0.0156739811912225,19553,1
-0.0392156862745097,18075,3
-0.0279329608938547,10479,2
-0.0171428571428571,10487,7
0.0423728813559323,17240,2
-0.1111111111111111,54375,0
-0.0634920634920634,22277,2
0.1499999999999999,29073,6
-0.1136363636363636,29102,3
-0.0576923076923077,29145,1
-0.1789473684210526,39490,3
0.0195121951219512,48813,6
-0.0866141732283464,52804,8
0.1355932203389831,10516,0
-0.0350877192982456,48004,1
0.0330578512396693,29196,7
-0.024390243902439,19764,5
0.04,29380,6
-0.0692307692307692,17566,7
0.0186335403726707,27270,2
0.1833333333333333,19692,9
