mom1,firms,clusters
0.067179358577837,11157,4
-0.0490797546012268,47730,7
0.0138364779874213,13777,6
0.0115702479338843,38746,3
0.0374303159012476,60871,4
0.0325806451612902,14198,8
-0.0484927916120576,14702,1
0.025753768844221,15537,2
-0.0957991803278689,68830,4
-0.1369274809160305,85914,3
0.0093867334167707,49373,7
-0.0417910447761193,18570,6
-0.0356234096692111,18973,7
0.0249671484888305,19271,1
-0.0421052631578947,29938,6
0.0658404337722695,10866,6
-0.0080886758538047,25320,7
0.0012752391073327,21726,6
0.0074588913375148,21742,8
-0.0807616546290217,11267,6
0.0475321336760925,86474,0
-0.0414678899082568,22825,8
-0.0440867739678095,26201,7
-0.0564192577733199,65541,8
-0.0022292993630573,27562,8
-0.024390243902439,27909,6
-0.1232876712328766,63546,3
0.0422753050352293,49154,6
-0.0500803759119575,19350,4
0.0243404522613066,49429,5
0.0227749475576866,61313,9
-0.0150375939849625,30737,0
-0.2311212814645309,80971,3
-0.0639441160666307,12008,8
-0.0155844155844154,31500,0
-0.1017964071856286,33209,3
-0.0582197273456295,50788,6
0.043377001455604,77462,8
0.0288461538461537,37058,2
0.0957055214723925,62228,8
0.0778508771929824,59010,8
0.0551219512195122,83233,7
-0.0969129554655872,32678,1
0.0152629643251194,23077,4
-0.0929885629040279,27828,3
-0.0152859030005662,66181,8
-0.0825115055884286,32870,1
-0.0043923865300146,42922,4
-0.1328868523087768,12503,3
-0.1710217755443885,89757,9
0.036745406824147,47571,1
-0.0439844760672704,16678,1
-0.1253731343283581,48291,0
-0.0268510984540275,48347,8
0.1180343287091463,64282,5
0.0399783900594272,27617,4
0.0178156467854377,60097,1
0.0186666666666666,52813,6
-0.017372421281216,60548,7
0.0340775558166863,53197,7
0.0788483044306886,56777,4
-0.0005849093390524,57809,4
0.0895552425035219,57817,8
-0.0631494804156673,79611,5
0.0013698630136986,59185,2
-0.032662192393736,34948,5
-0.0956521739130433,60709,0
-0.0255427841634738,35051,6
-0.0343200343200341,18403,9
-0.0838383838383838,35238,2
0.0210824013369328,13936,8
-0.0127368748058401,49971,2
0.1309012875536481,64785,5
-0.5296738037074293,62033,1
0.0635505042420361,91556,4
-0.0176809210526315,50948,6
-0.1447064262598243,70923,2
0.0169491525423728,42585,6
-0.0154738878143133,72005,9
0.0481576067128786,76081,2
-0.4869695729294583,60580,7
-0.0436273575919222,37807,8
-0.0025231286795627,80179,9
0.0868631062001228,80857,4
0.0060240963855422,59627,3
0.0675559380378658,55976,4
-0.0273525209226372,82924,2
-0.0062911066628538,83011,8
0.0797907128842383,15456,5
0.1226765799256506,79672,0
0.0314465408805031,40539,4
0.078760045924225,10025,5
0.0400664313888312,10182,4
0.0658307210031348,10259,9
-0.0251461988304093,10501,7
-0.0712884238064094,77420,2
-0.0322580645161291,10514,5
-0.0582191780821917,10659,4
-0.0794979079497908,10645,9
0.2403433476394849,75527,1
-0.0662080825451419,10942,3
-0.0844350431870262,89105,4
0.06,71837,9
-0.040983606557377,11154,4
-0.1962025316455696,11343,0
0.0468319559228649,11379,4
0.1809523809523809,11174,5
0.0373937677053823,75100,6
-0.0503597122302157,11081,1
0.0,89609,4
2.1093836757357023,12266,0
-0.0237547892720306,75489,9
0.0371464753060362,75905,4
-0.0071022727272727,76052,7
-0.0710541642399535,76076,1
0.2155762081784387,84184,0
0.0623774029030992,76671,5
-0.1315372424722661,76217,9
0.0867647058823528,90751,5
-0.0961538461538462,77007,0
-0.0294511378848727,76839,4
-0.1549295774647887,76847,0
-0.0393811533052039,77045,2
0.8474576271186443,77478,3
-0.0064635272391505,77501,4
-0.0227445034116754,77584,4
0.0348258706467663,77699,3
0.0604938271604937,77830,5
0.0198163363943935,77862,7
-0.0523809523809524,78216,6
-0.0107339715694806,78034,2
-0.2670807453416149,78050,3
0.058695652173913,78200,8
-0.0364931019136627,78881,5
-0.0224094355518112,78975,8
0.0330386226151699,79007,4
0.032345013477089,78963,8
-0.0915662650602409,79195,6
-0.0860869565217391,79307,8
-0.03036080962159,79411,5
-0.1938031591737545,79667,0
0.1072852482783617,79881,1
-0.0303282828282828,79797,9
0.1438127090301002,80114,9
0.0417910447761193,80274,0
0.1186685962373372,80233,7
0.00295483326298,80320,9
0.0552458185504307,80432,8
-0.0047103155911446,80544,4
0.0412492634060108,81165,5
0.0267127592708988,82598,1
0.0316004077471965,88988,0
-0.1822222222222221,83399,1
0.1729729729729729,83391,5
-0.1894736842105262,83704,3
-0.0088903523213698,83822,7
-0.1356818181818181,83896,3
-0.0099589923843,83976,1
0.0530237393865882,84084,5
-0.010207801676996,84275,8
-0.0801944106925881,84255,7
0.172161172161172,84416,3
-0.0087859424920127,84588,6
-0.0207697006719609,84519,4
-0.0726141078838175,85019,4
0.0194661850290989,85390,4
-0.1367521367521367,85464,1
0.0306748466257669,86189,3
0.2161348585189644,89606,5
-0.020260492040521,86580,1
-0.0829268292682926,86594,7
-0.0129032258064516,91014,9
0.0081135902636917,86881,7
0.0,89416,7
-0.1149999999999999,90539,5
0.0520581113801452,87255,0
-0.1373873873873874,87310,0
-0.018595041322314,87343,0
-0.1691176470588236,87390,0
-0.0242099898063201,87432,6
-0.1071428571428571,90640,3
-0.0453834115805946,88172,5
0.050974512743628,88458,1
-0.1274509803921568,89301,9
-0.0542189088444595,89397,1
0.0547302580140736,89447,8
0.0233333333333332,89540,8
0.2060810810810811,89908,5
-0.1005351584359292,90215,8
0.3074712643678161,90387,4
-0.0423728813559322,90679,5
0.0967059534602596,90657,5
-0.08234402626926,90715,5
-0.0265544041450777,90706,9
-0.0880044843049328,90807,3
-0.0453795379537953,91547,9
0.1188340807174888,76020,5
-0.1121246674268339,91733,7
-0.0578073089700997,91888,5
-0.0528257588462184,92203,5
-0.0910259156136217,92322,0
-0.0635495554823839,92471,5
-0.0057485628592852,48020,3
-0.0548098434004474,92635,2
0.0373944511459589,77186,4
0.1543269230769228,91964,3
0.0126582278481011,11499,8
-0.088868101028999,81912,9
0.0347893312717433,27991,6
0.0360296714941716,10517,4
0.0285404063905692,20482,4
-0.0276854928017719,10656,6
0.0637880274779196,60038,4
-0.0243902439024389,10779,0
-0.0085877862595419,61487,5
-0.2914485165794067,61241,3
-0.0698994067578024,88845,2
-0.0037160906726123,28222,2
-0.0121198262062657,11368,1
-0.0292479108635096,28804,2
0.0049760952288029,11587,6
-0.5387793427230048,11691,7
-0.0428945645055663,11790,1
0.0178366445916113,71271,1
0.0395773638968479,10145,4
0.058931185944363,45911,5
-0.0319999999999999,24643,9
0.0853855005753738,28484,9
-0.1402850712678168,90893,5
0.0381238190507948,81073,8
0.0062409985597695,10225,2
0.0992108229988726,12758,1
0.0586466165413535,24109,2
-0.0085895894176258,59176,8
-0.0255531318167654,66800,0
-0.0117861652869368,13507,7
0.0104517271922053,58560,9
-0.0439171185856244,13769,4
-0.1203459947348627,11144,5
-0.3788819875776397,85257,7
0.1329035797558633,14008,8
22.557020946470136,64864,0
-0.1429350791052918,18075,7
-0.0128205128205127,14219,5
0.0239795918367347,14227,2
-0.1099390529770276,83112,2
-0.0201388098759812,39490,1
0.0458219349315067,14593,5
-0.0196078431372548,14761,5
-0.1161924119241192,10516,9
-0.0044719642242861,14868,1
0.0865079365079364,77595,9
0.0286498018896677,29209,6
0.0155821670754581,24272,8
0.065155807365439,15457,8
0.0451612903225806,15553,0
0.1767970401691332,15721,4
0.0159899389148401,44644,4
-0.1508916323731137,16030,3
0.126188734455011,44601,7
0.0207388204795853,27684,2
-0.0444170265268353,40416,9
-0.0974700399467376,53110,1
-0.0333461096205442,52484,7
0.127007299270073,75034,1
0.0220791168353264,10318,6
0.0124238733252133,57568,1
-0.0927152317880793,16505,0
0.0165397170837866,16548,7
-0.030523917995444,49656,9
-0.0947505584512284,46877,2
-0.017702758336764,39693,6
-0.0198675496688741,47423,6
0.1008466603951081,27887,1
0.0084124830393486,29612,6
0.0128428093645485,39642,7
-0.0149088901159579,17444,7
0.0157515751575159,65875,4
0.0636645962732918,65509,4
-0.018825781748564,43772,2
0.0200088038737045,17778,1
-0.0307983653941992,61508,1
0.1664506572856878,18033,3
-0.009947155735157,61946,7
-0.0293515358361774,65154,4
-0.0052489905787348,19561,4
-0.1126482213438734,42024,3
-0.0306462358427713,18650,6
-0.0546027301365067,52230,4
0.0207171314741034,60898,1
-0.0028587764436819,17961,7
-0.0097357440890125,19393,4
-0.0103510351035103,10874,5
-0.1476335214937039,55597,1
0.0611702127659574,19880,4
-0.0061381074168798,10890,0
0.1098610191925877,20117,6
-0.0146341463414633,45655,2
-0.0845454545454544,64186,6
-0.0880778588807786,67838,7
0.0249999999999999,20336,1
0.0259391771019679,62148,9
-0.0552016985138004,28564,7
-0.1493001555209953,86290,5
-0.0417690417690418,46690,6
-0.2391304347826086,20504,3
0.0,20750,9
0.0259523809523809,21371,2
-0.0477178423236515,27334,6
0.0004180602006689,20618,8
-0.3135593220338982,30402,3
-0.0082440230832646,18542,4
-0.0666926677067083,89792,4
-0.0100471913533262,22437,2
0.0461391345923978,64557,6
0.051911876424411,60599,0
0.0633134789322744,90011,2
-0.1171067738231917,22921,9
0.0385506287227002,64194,6
0.0462031107044831,23182,2
0.0386729857819905,14541,4
-0.0001026916009079,30509,4
0.016943834326953,23297,8
0.0385794122949341,23393,1
-0.0586834495662527,79026,6
-0.2501481481481482,68320,3
0.0349462365591397,47677,6
0.0507880910683011,86685,0
0.0144092219020173,23916,7
-0.1704199634814364,27422,0
