,3,5,10,20,30,40,50,60,70,FTSE 100
count,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0
mean,0.5745942577469715,0.6171041753487775,0.4806683737455701,0.35536633827148995,0.37549161596083397,0.32708353524591477,0.2705850630721371,0.09850663808816892,0.2698997627280149,0.004138802167680815
std,3.709947536401666,4.144028397996102,3.5790860679392518,3.0184880731624295,3.4434787187256526,3.41669185482123,2.9972683821181074,0.36142513965927,2.9836235917889913,0.04282821528394495
min,-2.2541447413902143,-1.9758107146505037,-1.9816198951188073,-2.6256027273891127,-2.277253985087693,-2.660301606940933,-3.7279122906968696,-3.683149421986632,-1.104526619562338,-0.19307872225054834
25%,0.001910196568916932,0.0029158034735397294,0.003115660863962362,0.004797127298455125,0.004863791837812078,0.0014696325251489098,0.0004547426408189047,3.844129328863594e-05,0.0025713246658805645,-0.017163499946843075
50%,0.0509878168789646,0.05204523874544345,0.04709439378583043,0.04804781872183955,0.0447979173470448,0.04555035867931699,0.03663244470697335,0.03950063119740968,0.03656490429163184,0.008147550277063043
75%,0.24393946068923372,0.24112098758040787,0.236444711017941,0.20175332681216276,0.17382282039668548,0.15909462853527712,0.13525752433590124,0.12850593264291435,0.12975933478169654,0.0313553084553575
max,67.3505041084914,67.3505041084914,67.3505041084914,58.97381238055763,67.362928434923,67.362928434923,58.936905834148426,3.39309461743546,58.96544124658927,0.13490760075991903
