,3,5,10,20,30,40,50,60,70
Number of clusters,3.0,5.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0
Number of stock in clusters,0.9494633583233637,0.9493376452843671,0.9493373325653647,0.9493465449807494,0.9493373547039129,0.9493373318425277,0.9493373317856586,0.9493373317855172,0.9493373317855168
Number of outliers,0.050536641676636254,0.050662354715632865,0.050662667434635336,0.05065345501925051,0.05066264529608712,0.05066266815747229,0.05066266821434141,0.05066266821448287,0.050662668214483224
Number of stock traded,0.1682746416831476,0.16891537064172668,0.16991316933526346,0.17057193077273872,0.1725285455493637,0.17326819174514993,0.17449605096241563,0.17404880063323286,0.17575573324576868
