Firm Name,Momentum_1,Long Short
LSAI-L,-0.4933333333333334,1
KBT-L,-0.3527054108216432,1
KWG-L,-0.3260869565217391,1
BIDS-L,-0.2941176470588236,1
XTR-L,-0.2857142857142858,1
AVGRq-L,-0.27,1
POWP-L,-0.2678571428571429,1
WEN-L,-0.2521739130434782,1
PERE-L,-0.25,1
DELT-L,-0.1769230769230769,1
UFO-L,-0.1764705882352941,1
HNG-L,-0.1724137931034483,1
TOME-L,-0.1666666666666666,1
CNKS-L,-0.165938864628821,1
SLPL-L,-0.1634615384615384,1
EDENE-L,-0.1630434782608695,1
PHWK-L,-0.1627906976744185,1
MPL-L,-0.1587301587301586,1
CGH-L,-0.1520467836257309,1
BIOM-L,-0.1507177033492822,1
GFRD-L,-0.1497948016415868,1
MTL-L,-0.1481481481481481,1
CAPX-L,-0.1442953020134229,1
SCLP-L,-0.1428571428571429,1
TPT-L,-0.1390887290167866,1
JOG-L,-0.1386986301369863,1
AEO-L,-0.125,1
ECOB-L,-0.1222222222222221,1
PLAZ-L,-0.1168831168831169,1
ALBA-L,-0.1153846153846154,1
COGC-L,-0.1153846153846154,1
BCEB-L,-0.1136363636363636,1
AFN-L,-0.1111111111111109,1
EOG-L,-0.1094591578489208,1
GOODG-L,-0.1086519114688129,1
TRIN-L,-0.1083333333333332,1
CYAN-L,-0.1081081081081078,1
ARKA-L,-0.1060606060606059,1
RQE-L,-0.1046511627906977,1
OVB-L,-0.1025641025641025,1
GPEG-L,-0.1022454196721102,1
PHARP-L,-0.1006825938566553,1
IES-L,-0.0999999999999999,1
CNDR-L,-0.0992366412213741,1
ANIC-L,-0.0961538461538461,0
PHEG-L,-0.0937500000000001,0
CASPC-L,-0.0930232558139535,0
HVO-L,-0.0923076923076923,0
TERNT-L,-0.0897435897435897,0
BZT-L,-0.088888888888889,0
MAB-L,-0.0880479580367179,0
CLLN-L,-0.0856014047410008,0
EVRE-L,-0.0853371051390853,0
HTG-L,-0.0849909584086798,0
BLVN-L,-0.0827067669172932,0
ZIOC-L,-0.0816326530612244,0
PREM-L,-0.08,0
LTGL-L,-0.0790697674418604,0
CAML-L,-0.0762711864406779,0
JLP-L,-0.0756756756756755,0
KIE-L,-0.0750371471025259,0
MVCT-L,-0.0749999999999999,0
SMSS-L,-0.072310405643739,0
CAPD-L,-0.0717299578059071,0
MLVN-L,-0.0714285714285714,0
ALTNA-L,-0.0694087403598971,0
STBS-L,-0.0690584819576939,0
DUKE-L,-0.0689655172413793,0
CMX-L,-0.0680272108843538,0
KLR-L,-0.0645161290322581,0
DLN-L,-0.0605801223608482,0
DPP-L,-0.0603015075376884,0
AVG-L,-0.0596421471172962,0
BOY-L,-0.0591073582629674,0
SWGS-L,-0.0581395348837209,0
ILND-L,-0.056,0
DSG-L,-0.0555555555555555,0
LPA-L,-0.0551948051948052,0
RCH-L,-0.0547945205479453,0
ARBB-L,-0.0531199999999999,0
JAY-L,-0.0526315789473684,0
KEFI-L,-0.0526315789473683,0
GLDP-L,-0.0517241379310344,0
EUZ-L,-0.05,0
BRLA-L,-0.0494821634062139,0
TW-L,-0.0485728592889334,0
MIG1-L,-0.048,0
BWY-L,-0.0477157360406091,0
CRU-L,-0.0476190476190476,0
BSRT-L,-0.0476190476190476,0
SOM-L,-0.0454545454545454,0
SNXS-L,-0.0454545454545454,0
FIPPG-L,-0.0448717948717948,0
HAYS-L,-0.0447761194029847,0
VAST-L,-0.0434782608695651,0
FRAS-L,-0.043450064850843,0
GRIO-L,-0.043010752688172,0
GMAA-L,-0.0419426048565121,0
AAL-L,-0.0417052826691383,0
BKGH-L,-0.041641701617735,0
HBR-L,-0.0413223140495867,0
INCH-L,-0.0407925407925408,0
RNWH-L,-0.0404255319148936,0
IBT-L,-0.040066777963272,0
ANCR-L,-0.04,0
GLEN-L,-0.0396172570085614,0
PRES-L,-0.0376175548589341,0
CHG-L,-0.0372340425531915,0
GWMO-L,-0.037037037037037,0
ORCP-L,-0.036697247706422,0
AGY-L,-0.036036036036036,0
TRFT-L,-0.0324748040313549,0
IQG-L,-0.032258064516129,0
C1Y-L,-0.0322033898305085,0
SEED-L,-0.0309278350515463,0
HTGR-L,-0.0301003344481605,0
ACCI-L,-0.0294117647058823,0
CEY-L,-0.0288184438040345,0
CHLV-L,-0.0285714285714285,0
KMR-L,-0.0285467128027682,0
GCPI-L,-0.0279069767441859,0
IPU-L,-0.0274390243902439,0
