Firm Name,Momentum_1,Long Short
LPA-L,-0.3026315789473685,1
RUA-L,-0.2850877192982456,1
CKT-L,-0.25,1
GFM-L,-0.217391304347826,1
AEGR-L,-0.1999999999999999,1
HWDN-L,-0.1352941176470588,1
EUA-L,-0.1333333333333333,1
MUL-L,-0.1151079136690647,1
CRGT-L,-0.1111111111111111,1
CML-L,-0.1092436974789916,1
IBT-L,-0.1065573770491803,1
PCT-L,-0.1041095890410959,1
RS1R-L,-0.0985324947589099,1
OXB-L,-0.0961538461538462,1
BT-L,-0.0959780621572211,1
BWNG-L,-0.0944123314065509,1
BIOM-L,-0.0875,1
ACRM-L,-0.0841121495327102,0
NAIT-L,-0.0822122571001495,0
AZN-L,-0.0793192962215171,0
HAYS-L,-0.0793010752688176,0
GHH-L,-0.0766129032258065,0
JDW-L,-0.0759330759330759,0
ANTO-L,-0.0685483870967741,0
CNA-L,-0.064977973568282,0
AV-L,-0.0637720488466755,0
PAGPA-L,-0.0619136960600374,0
RNWH-L,-0.0617283950617284,0
BVC-L,-0.06,0
TOME-L,-0.0588235294117647,0
SHEL-L,-0.0573965036310484,0
CPI-L,-0.0569306930693068,0
IMI-L,-0.0558615263571991,0
PHARP-L,-0.0523012552301255,0
JGGI-L,-0.0500963391136801,0
PSON-L,-0.0494382022471909,0
C1Y-L,-0.0465116279069767,0
HRI-L,-0.0462962962962962,0
TET-L,-0.0434782608695651,0
KBT-L,-0.0416666666666667,0
TITN-L,-0.0396475770925109,0
GLEG-L,-0.0373443983402489,0
CRPR-L,-0.0351351351351351,0
BWS_p-L,-0.0341880341880341,0
TRFT-L,-0.0326797385620915,0
KPCK-L,-0.0316333118140736,0
RCH-L,-0.031413612565445,0
BAG-L,-0.0303030303030304,0
ADIG-L,-0.0300353356890459,0
DSCV-L,-0.0290456431535269,0
EDIN-L,-0.0285374554102258,0
CLDN-L,-0.0266272189349111,0
HILS-L,-0.0250000000000001,0
HRN-L,-0.0249999999999999,0
ATST-L,-0.0223509933774831,0
MNKS-L,-0.0213567839195979,0
BUT-L,-0.0140252454417952,0
CGT-L,-0.0119521912350597,0
RIICi-L,-0.009009009009009,0
NICL-L,-0.0089686098654708,0
JMG-L,-0.0056074766355139,0
SBRY-L,-0.0037290242386576,0
NWB_pa-L,-0.0034965034965035,0
BRLA-L,-0.0025316455696202,0
HVT-L,0.0,0
JD-L,0.0,0
FTF-L,0.0,0
SNXS-L,0.0,0
ECORE-L,0.0,0
TV1-L,0.0,0
HID-L,0.0,0
HDT-L,0.0,0
GBGP-L,0.0,0
HWC-L,0.0,0
CEPS-L,0.0,0
ELL_p-L,0.0,0
N4P-L,0.0,0
BMT-L,0.0,0
BRSD-L,0.0,0
REDD-L,0.0009930486593843,0
CDFF-L,0.0027272727272726,0
GRG-L,0.0034364261168386,0
DGE-L,0.0038824181919023,0
DIG-L,0.005753739930955,0
DIAL-L,0.007194244604316,0
ALUG-L,0.0075471698113207,0
UBGU-L,0.0078308535630384,0
HAN-L,0.0081300813008129,0
TW-L,0.0083732057416268,0
BOY-L,0.0086021505376348,0
AJG-L,0.0089285714285713,0
ATRAS-L,0.0093749999999999,0
CFYN-L,0.0108108108108107,0
BTW_pa-L,0.0109090909090909,0
CMH-L,0.0122249388753055,0
BKGH-L,0.0127388535031844,0
MKS-L,0.01294498381877,0
CRU-L,0.0138888888888888,0
IPU-L,0.0152505446623094,0
SMDS-L,0.0154320987654321,0
JET2-L,0.0157068062827225,0
DLAR-L,0.0157563025210085,0
DPLM-L,0.0173160173160173,0
MRCH-L,0.0173210161662817,0
HSBA-L,0.0176322418136021,0
BLPU-L,0.0186335403726707,0
COA-L,0.018939393939394,0
CCP-L,0.0194174757281553,0
CHG-L,0.0220994475138123,0
CTY-L,0.0233739837398374,0
BPFU_u-L,0.0256410256410255,0
BAES-L,0.0263929618768328,0
MTU-L,0.0276923076923076,0
FGP-L,0.028052805280528,0
BAB-L,0.0288461538461537,0
CGS-L,0.0308123249299718,0
AURT-L,0.0330578512396693,0
TPK-L,0.0338433008808529,0
BRSC-L,0.0345821325648414,0
FSV-L,0.0360655737704918,0
ABD-L,0.0404761904761905,0
HBR-L,0.0439560439560438,0
GNC-L,0.0465116279069768,0
JMI-L,0.0496453900709219,0
ARBB-L,0.0496894409937886,0
BNZL-L,0.0516066212268742,0
NETC-L,0.0526315789473683,0
CNN-L,0.0530973451327434,0
GFRD-L,0.0588235294117647,0
GHT-L,0.0588235294117647,0
CRDA-L,0.0637898686679179,0
AEI-L,0.0652631578947369,0
AAS-L,0.0678733031674205,0
CFX-L,0.0680272108843538,0
TPT-L,0.0716981132075471,0
HTG-L,0.0720221606648199,0
RTN-L,0.072289156626506,0
BGFD-L,0.0737327188940091,0
KIE-L,0.0756040530007793,0
FJV-L,0.078125,0
GPEG-L,0.0811287477954143,0
LSC-L,0.0818713450292398,0
BATS-L,0.0828313253012047,0
TYMN-L,0.0833333333333332,0
NWMS-L,0.0833333333333332,0
VIP-L,0.0834697217675941,0
KLR-L,0.0839694656488549,0
BWY-L,0.0846938775510204,0
ELM-L,0.0862068965517239,0
CNSP-L,0.0869565217391303,0
NWG-L,0.0874164810690425,0
AIEA-L,0.088,0
PZC-L,0.0886850152905198,0
DLN-L,0.0949453551912569,0
BARC-L,0.0987996306555865,0
LLOY-L,0.0999999999999998,-1
DCC-L,0.1027397260273972,-1
BOOT-L,0.1111111111111111,-1
NWF-L,0.1134903640256959,-1
CNE-L,0.1245847176079733,-1
FTV-L,0.1304347826086958,-1
RFGR-L,0.1555555555555559,-1
HSX-L,0.1753731343283582,-1
INCH-L,0.175886524822695,-1
CTID-L,0.186046511627907,-1
LOOK-L,0.1987577639751552,-1
ABF-L,0.2137998056365404,-1
ANEA-L,0.247191011235955,-1
KMR-L,0.2807017543859651,-1
C3U-L,0.3611111111111111,-1
BZT-L,0.54,-1
OVB-L,0.6111111111111112,-1
