Firm,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
ASPL,0.0095238095238094,-1.3052154887237226,-0.05393845909674132,0.10771411885579975,0.2020551705938648,-0.3533161499101761,0.018592609788161563,-0.08464927994840457,0.0735638640610972,-0.03651102583445533,-0.08315919851376595,-0.08661145668614752,-0.044264857247179816,0.026434625320764765,0.13132908542936542,-0.04243002193336402,0.007270631991260254,0.020922720140466797,0.05476055058056404,-0.13111423801121241,-0.03832263943594837
AUTO,-0.0166933426699343,-2.296051157309517,-0.03172767286053485,-0.7774224661414623,-0.17417969332411107,-0.08511680403564056,0.2027926171343659,-0.28456576980172743,0.2351572918906271,0.2122936229027615,-0.0002167450219759838,0.0928912123034152,0.012271655316730546,0.037040486195114804,0.019082338932120167,0.050916744273677504,0.046430611079036385,0.018677026628201334,0.05770287288419133,-0.07347882385878139,0.040985597279670286
AV,-0.0126713877582536,-0.9297856413787093,0.02099325268040734,0.20115276068215543,0.14846673573900165,0.15558487407477248,0.07972247587399423,-0.345012224203385,-0.030516072560694458,-0.13737830769418113,0.03389778951692012,0.12279111431051618,0.05192001460446297,0.010965499925188539,-0.06569511960312056,0.017078008877588213,-0.06425043081912925,-0.048510159488483307,-0.01782798194617084,0.026674045847763145,0.0006871642602896518
AVAP,0.0044948681585461,1.9596408342234566,-0.16506290002361884,0.0975778758056194,0.1963529927573873,0.04914355848227865,0.6048601494303083,-0.3225449127499658,0.22213367810887033,-0.061431109162447796,0.147339943447697,0.10522697033813423,-0.14589851669922788,0.09549979400502846,0.28994597437722003,-0.01764390266166648,0.2841270970087048,-0.07229730437925064,0.2430676837201292,-0.11334153492990857,-0.06012757301318664
AVON,0.177354220485306,0.029291876296815938,-1.1305004993656065,-0.12223978739516021,0.2283407668954896,-0.19743030286692656,-0.10259276027398569,-0.12888604693539868,0.145431625451822,0.03798991270606975,-0.10972525905945385,0.28903719603388256,-0.09849224408975446,0.010930368808572186,0.03964607001109794,-0.30304338568742256,0.15840616668037452,-0.061255778723556434,0.18369157242328316,-0.035600580382249995,-0.09987947208557013
AZN,-0.0752667898142317,-0.019817082680999035,-0.32088588690181435,0.02804637225773342,0.23732346437495855,0.5473558533235883,-0.04409938684447603,-0.11552964091094395,0.23080883552680398,0.029382600077098836,-0.053507762600759595,0.13737481642212526,-0.28238162037532466,-0.06408002575670871,-0.08441137170791274,-0.04997500159074575,-0.03246832008674313,-0.01861848728083216,-0.12161888378090235,0.014982447011221981,0.018973159378310712
BA,-0.0515472325268194,0.09636702692088572,-0.5865842876637634,-0.36031345355555205,0.2898763889268742,-0.01298789602631231,0.36460557635745544,-0.0351440453484249,-0.04964648284337954,-0.06655136657914827,0.166631353663305,0.13331714962327648,-0.0784034108120743,-0.006827717637047364,-0.019333326111179803,0.005064527757920166,-0.010897292903593677,-0.07234445176751651,-0.08835834336961679,-0.022074615733438153,0.068309410555649
BAB,-0.1347960840952899,-3.3589449896889074,0.4545848399784735,-0.5492764925731856,0.14696806319378977,-0.054679984272398924,0.006892629459461972,-0.037736700662174924,0.026210706679321915,0.051319420126774026,-0.029228761691007226,0.000708496410434259,-0.05274901347803048,-0.022289409291468883,0.038644888638557404,-0.00037878770401958753,-0.06127438272081734,-0.05089661112602991,0.017645536711084688,0.02777553188635711,-0.06969849473056505
BAF,0.0260314736870324,-2.5614296081951218,-0.12722562219683115,-0.5916531291819604,0.14998556582528527,-0.3222712077600643,0.00835623761382806,-0.08703794948406457,-0.031154024942627798,-0.06614906068452459,0.2982353774154521,0.12179101464640307,-0.14874003447861167,-0.000595979498005005,0.01240478523250695,0.06974028753796767,-0.01905066367758324,-0.10209780374031634,0.148375289499704,-0.11910346532060931,0.03426816825980848
BAG,-0.0230714166746401,-1.2143724372073004,0.44409742491104015,0.30442154548135847,0.04136604146633936,0.3490985130771503,0.029519377782342572,-0.09396048197763097,-0.03794996930229033,-0.020399483169365216,0.14029382059108575,-0.012411011570832683,-0.008506914324696436,0.07507997365607617,0.058199117649385644,0.09765168115792329,-0.023431083389344656,0.09136303994915393,-0.059529874867492755,-0.026276217175723017,0.005059080962297831
BARC,0.0287874324987726,-3.0082938555230734,0.5978905302670624,0.12448985028292925,0.3191976329484664,-0.5579035206419451,0.06723478811584335,-0.3554311367640032,-0.17194701560908793,-0.026135766134702573,-0.10778257289494243,0.23921073658724046,-0.0026730909592156786,0.0033262532498322065,0.027841618120217553,-0.0229582343736385,-0.0058529571535238705,0.05053563890477489,0.14220312782921204,-0.07848486137419905,-0.03457361259563158
BATS,-0.0217749691095683,0.651196738582573,-0.7025837174098669,-0.5748848306760406,0.19785658904765993,0.15267748904247946,0.09663061933601348,0.00951896397379774,0.25614969769579005,0.04171901809130144,0.16925497712597581,0.08988700749582819,0.05906499121887493,-0.13126079237519245,-0.17159723588044165,0.01137193170829393,0.0025372517585889836,-0.06175193430659853,-0.15695225909732077,0.01558448953032533,0.09907405986130105
BBOX,-0.0271514960850112,0.1868670803740833,-0.4692771990416069,-0.4042609168924274,-0.3824915705457954,-0.3828688546912071,0.3927763152823395,0.27156743719679344,0.1028792916613648,-0.0012657983568364697,0.07797204581872572,-0.1604927437814134,0.19525587150676882,-0.08928952962231665,-0.2801160058340386,-0.0015751447806064743,-0.15906618063327724,-0.10903526645874975,0.0175006714282471,0.015373911278661638,0.2504582655306089
BBY,-0.0581715536140634,-1.1506315015194042,0.09709033752729686,-0.3166963967547806,-0.45383220680093395,-0.30037108158368264,-0.28195564279614316,0.09038222852728657,-0.3738106390488307,-0.013481333005258124,-0.01971665781238661,0.047515212984181585,-0.042868492338632956,0.21309705991482167,-0.2259220114179111,-0.15790488888713852,0.05794118371026594,0.21852986616393996,0.05318842568674341,-0.001572919363802352,0.13928934256772496
BCPT,-0.0078043322756369,-0.8478909928217371,-0.36881096005750025,0.08295845097131263,0.2051920715627365,-0.06906076507312425,0.1162766722901778,-0.15026988322528523,-0.03635592032864238,0.07165975456520382,0.06135339411657279,0.01969634585086812,0.00890593533065389,0.042412628518523655,0.018057566552902794,0.09525552691622247,0.038821115994438736,-0.008637547018858542,0.05168183498524811,-0.036936176849580664,0.05879788079190605
BDEV,-0.0880126182965299,1.227363264318492,-1.7082400935846782,0.8592011397004475,-0.15056104028568681,0.04450940469945609,-0.14851711923724117,-0.14234207618739989,-0.3629400325603621,0.2369979494104157,-0.1266157445962605,-0.21055091501134693,-0.02047859363993641,0.02348366475243324,0.13905921387988,-0.019866015689219807,-0.05520828019786395,0.11670737504376505,0.021049529104145558,0.10956189554627764,-0.09805608347733029
BEZ,-0.0444452213739122,3.3675577144794224,-2.0109430329466202,-0.06683762784987396,-0.30264093343638887,0.08244310366695556,-0.08601908514424708,0.001163997154528629,0.1556616412026827,0.13485019391314218,0.033145974530478094,0.11502445250133435,-0.21179556050028628,-0.12837309177268466,0.152186812870817,0.035508868603233754,0.0908667617276184,-0.011701550261282901,-0.07442530976350217,0.08214306856425004,0.07328704101645102
BGEO,-0.0765538615417298,2.5508595817130177,0.6652157690705446,-0.7569550303339989,-0.10544819696000399,0.3671508102556023,-0.06469493090868554,-0.1200380859382274,0.7284002944014669,0.06680624867591345,-0.09928042778543919,0.26062449015456346,0.10020573520983919,-0.18309438096831077,0.20405104994840426,0.15797788973974405,-0.01651540568755082,-0.13846852469779988,0.018063983238089915,-0.09129184319592977,-0.04176863581557861
BIH,0.0,-2.2252489562185733,0.180729341697396,-0.2610908481442912,0.021549744507078725,0.019214899080757648,0.0965402851079988,0.003981023220677812,0.04891874902409175,0.021681047163134372,-0.014689559660535787,-0.04980983659870135,4.85974646685455e-05,-0.004434338518883574,0.0012038657671387168,0.0022846084823662325,0.027242163126688826,-0.04027649844325068,0.008936446954743375,-0.03439121525250432,0.051187835611337315
BISI,-0.053699763417501,-2.1557698030003976,0.9274664366914104,-0.03686764675114357,-0.20147710499132518,-0.36301746003312035,-0.1074757399330069,-0.3035816137537214,0.04576598820060181,-0.03812247608418699,-0.07440247929498799,-0.14815062822325553,0.03154918250251107,0.06818692727560764,-0.04603125969807269,-0.0011875930886588353,-0.09667546397034185,0.04794644234442746,0.09231892892303048,0.01146463054348163,-0.04849846248001641
BKG,0.0268889070673274,1.3221563103058687,-1.2880794099714792,0.5398054305043334,-0.661248730073771,-0.061391776354518396,-0.13892644561636378,-0.0750103667637472,-0.17496423080204832,0.05366984059838301,0.07358584890585232,-0.1583147204443048,-0.005069543051388032,0.03463629247381853,0.22267834551230792,0.016076827248916275,0.0403592360788256,0.16582321638933137,-0.1040800857611624,-0.11890832635239333,-0.06072399067328051
BLND,0.0615518632466507,-2.74577456566325,-0.2757149928988825,0.06936115287114814,0.2663388490724709,0.07946942112604392,-0.008953056847300703,-0.06615089448350742,0.011164703656566423,0.03759597908924332,0.06515865677936156,7.89043109805228e-05,0.009920997430584756,-0.007972940450429553,-0.00024025169974597397,0.002800640482697989,-0.026400179193210204,0.05250818216752834,0.03551884220418352,0.009012029043194467,-0.007321887724782004
BME,-0.0417983256527325,0.057835913764106905,0.9400726548641151,0.7557926047627128,-1.034321555266871,-0.29055944154748237,-0.2516687947818322,0.33694054293891923,-0.270713825233688,0.12778572522826154,-0.11903130724015665,0.3270890571488134,0.19315887109174174,0.10178498503130169,-0.08371184219123134,0.10872247186746717,-0.0552602311826839,0.01592066821131739,-0.17305571736747524,0.08344928889444245,-0.031413027377649436
BMS,0.0025112946199545,-3.719919904281671,0.2996964815306874,-0.10624297817847717,-0.18880579475459716,0.1694945616106817,-0.015306150957177123,0.25661404850816444,0.10517358486797843,-0.013106596877462873,0.02521069063966988,-0.24667329385843761,0.050103630055053236,-0.06207965232601944,0.017687575801873842,0.07280124956028756,-0.09593113703227632,-0.017931358972769634,0.05617849089265137,-0.09585259816159539,-0.011725600585303931
BMV,0.0,-2.4750960377275044,-0.06765455695493777,-0.6421320808776771,0.05084695625601212,0.2063293667569596,0.012327867417600096,0.3936304600096471,0.20929454195376582,0.06201762393203962,0.24433878955135324,0.022238266951018118,0.2917326279829289,-0.008583893571012151,0.23551708974924287,0.16521909854794992,-0.12650380850251844,-0.010095021760002936,0.1479990391412763,-0.1835288236462531,0.06317894551151386
BMY,0.1052273017585194,-1.2372756816664077,0.25155158640461095,-0.15452876555623388,-0.06653332924238686,-0.11629340034696412,0.0271705751809206,-0.0035882724690497,0.17692278132943093,-0.04073049559509553,0.046031730032502854,-0.08556677823688291,0.0068059033003933945,-0.0261498881642486,0.10633941206076014,-0.09086274619532735,0.05365892240685011,-0.0010309013013631127,-0.027340781620695483,0.017780016813469645,0.026300331346434547
BNZL,-0.0927340236213444,0.01306304536228073,-0.7756734668280979,-0.3941693522700972,0.3086831117857892,0.31266743260740737,-0.042501533782461874,0.06308282847207163,0.12512689249881012,0.0976226685762548,0.09686439656552796,0.11534828432003506,-0.05347702768818159,-0.07820288167972045,-0.09199468194087812,0.012963463700261855,0.017554656460653083,-0.024451112354726728,-0.09984517808399775,0.013814710221743886,0.027916441994783908
BOOT,-0.0782806306703073,1.9980951792379085,-0.33583206794903386,0.9713927739923929,-0.6904357992228249,0.15710501187980402,-0.15916725680342847,0.029944596172077453,-0.24034288186809438,0.06157300071042502,0.03420503662470406,0.04221873188586259,-0.03171655564828064,0.049521550985168306,0.10398342339781792,0.06251537857779978,-0.08757736334964646,-0.07936556281694387,0.0002982916539500023,-0.033195712349832894,-0.001792566289805627
BOWL,0.0300544460208325,-2.1812236199649218,0.20113678256903486,-0.03012878905704338,-0.12589557814716856,0.1722066526572439,0.09697487208395557,0.13786004750519304,0.09079234308862819,-0.011317310291739645,-0.08878541379954497,-0.1345764640001645,0.015919633310397814,-0.011537275252676686,0.004840526719028575,0.004201679427506886,0.016569987276738016,-0.007712477623734398,-0.032003747447450576,-0.03765352159713326,0.026239678692991056
BOY,-0.0738570776012067,1.2334916987432571,0.7436184803047696,0.6906776605386825,-0.10958816655542722,0.35972644588817343,-0.08780541491343723,-0.09065203030178588,-0.3117747579659169,-0.08790538494532342,0.04228674693200776,0.08280830875500451,0.10049429489674051,0.16751764179805895,-0.041869672043071945,0.11359552109805272,-0.15028476628873194,0.12221569586024728,-0.26688998928320906,0.08111557386436286,0.05167103090429829
BP,-0.0290111744755414,0.4031711742847815,0.7701315276175175,-0.15644651740802137,0.05597727309561709,0.18197720256830086,0.045917502718634616,0.13105601188564558,0.0626324733275072,-0.2944013068726511,-0.15767856749290915,0.13974174054921998,-0.08272710814275536,0.04315555891509644,-0.03176479549053263,-0.25576747832910324,0.04704806757465337,-0.059297713557512656,-0.09209261364033186,-0.007936353623628904,0.01372994639847597
BPCR,-0.0253142185859384,-2.223126333399955,0.18218354903954473,-0.24804832437646132,0.012988932147147724,0.03191744462522518,0.0957143576068732,0.0215335892693924,0.05359737307614252,0.014022031444962346,-0.017701269964389494,-0.056482909609034126,-0.015154490369778803,0.012459274419700612,0.00205120210005894,0.011062777952108785,0.017131551582304547,-0.05897166849455395,0.03623192586612501,-0.035127578145257375,0.05605607290837246
BRBY,-0.0965519926887448,0.26744665405302087,0.6350867908761362,0.6111594893039529,0.35053801208177104,0.004568459839239116,0.3068425580188343,-0.004314555219432697,-0.25687854341066557,0.01222519771780303,-0.09236269727440391,0.042386977292746375,-0.13032080631020387,0.07507903509233217,-0.2150671076925689,-0.006332303765079517,0.21810270388167355,-0.12051974865301963,-0.18826876288666042,0.04800168100741649,0.0762548919643479
BREE,0.0087728575117744,2.155082470118408,-1.6383568093273846,-0.6052880692334238,-0.3383360536966124,0.33802299938414254,-0.1456109975194941,-0.07202595062780763,0.07544578341025658,0.17102707600415015,-0.0003545926261943835,0.1702676065023694,0.06369451784732888,0.0069966642030888804,-0.014568010321151095,0.28189290519353,-0.0019640132256526013,-0.07757903009244606,0.11449301285782934,-0.10643905641559889,0.16900853574966507
BT-A,-0.0130529193365451,-4.099045401883081,-0.23692634996805384,-0.576843041655644,0.2490728554496998,-0.07717240653293585,0.022279743683281384,0.004661146789887623,-0.07970951790414726,0.03356980341938761,0.10130980354111614,-0.08785125895901542,-0.040617458033454505,0.004688644083704928,-0.029058324655533017,0.01904738048757691,0.01336703081039951,-0.05820951171358447,0.0664840486300096,-0.031401298320061014,0.03199345812475918
BVC,-0.0144044106227674,1.3225901458884777,0.36045874288428603,0.5936257531066095,-1.0564165243397383,0.0626163674088543,0.09682466976175322,0.016185215493417913,0.6033200932017777,-0.15549584728420052,-0.47682298685695357,-0.11096522165991951,0.18926734868983916,-0.12684809835587713,-0.11590532167632904,-0.06754531908362027,0.3015708224630206,0.3021977840579141,-0.1693242269946603,0.01498533600402278,-0.003545938927336211
BVIC,0.0509138525198504,-0.9476810075409463,0.06615591340644236,0.3501936324402355,-0.3175263288126228,0.39427002000651434,-0.021295617939508935,0.008729514697354264,-0.1343925518052644,-0.040229652058191755,0.0920774545572265,0.009564023122558543,0.02125499697088654,0.002571682847837884,0.04245523339757771,0.06535801193880306,-0.03244823250800198,0.05247609700687957,-0.09533807074001747,0.05793310819856269,-0.022625341407810914
BWY,-0.0301634231753655,4.241923439247102,-2.6072262894320506,0.71445651705275,-0.4343539284661982,-0.015491781513471605,0.0891294400261825,-0.11295961978753608,-0.2520522802716853,0.12013208295219178,-0.15910063257019505,-0.32184129688933655,0.0173946656781541,0.02329174182390565,0.24816035207513384,-0.11625971829833465,-0.006006185679463912,0.17404343322522353,0.06562805064336376,-0.06360037676589106,-0.041370091040492794
BYG,0.0603342976534877,0.0810565699538681,-1.442354907232072,-0.13697556768398012,-5.337098575907328e-05,0.1916038788459906,-0.043066328790640235,0.09279654076713237,-0.03926808195185297,0.2178563361167879,0.07185779542955395,0.05141984145880607,-0.013724313630756107,0.002463345178487676,0.07431768417908932,-0.033443928548832116,-0.1087230757755785,0.018634733336074943,-0.0012526676006726308,0.04242997560172483,0.012399421893041995
CAD,0.1,-3.6271869823407568,0.45675608706366744,-0.3505129728771285,0.20385119037943872,-0.3600180311475351,0.2268845677605488,-0.2945602882525365,0.024219730482295122,0.09664042458624743,0.07474317438095321,-0.149897287837303,0.16778823850401617,0.13837034855689956,0.02849948183702282,0.08411793638099747,0.2325659234443902,-0.08570788917422686,0.2154962845611636,-0.1406148386101116,0.16341111109808004
CAL,-0.042053647003882,-1.4289218093035647,-0.892477821196331,-0.22403191126308697,0.03348055574924249,-0.07603090934638587,-0.08817443152089098,-0.07019378270538788,0.01307458610782885,0.12658525631395862,0.024219072474406387,-0.08642115674824341,-0.04589716911246481,-0.027973812033170203,0.04022702057744473,0.01269040088872877,0.026434415298210456,0.01749725932328874,0.0719763666487673,0.11000137698806371,0.027276005275747285
CAPD,0.0,2.335738958627257,-0.2776920960657218,-1.8933028279887192,0.38490727715064993,-0.22698194433676805,-0.4636468703123086,-0.16318264288799142,0.15490357025642912,-0.14591468925220816,0.19041949753585444,0.09718330101010508,0.300199327872283,-0.30914165352787226,0.07547437873035089,-0.0024828545258696664,-0.0236465460808826,-0.1389682795263915,-0.012292261571897285,0.15294560565644166,-0.07381858758725778
CAR,-0.0673758865248227,-1.7939080140677295,0.48528578517352733,-0.4635904110328097,-0.8297917270991684,-0.7825972115443833,-0.08877223138108292,0.528714881735152,-0.40324195763358733,-0.2553763730560114,0.3616778504456627,-0.19985472107138824,0.04870875425066578,-0.04977150830277505,0.14845738387265026,-0.00800381018439983,-0.33748113967873067,0.09440772473878276,-0.08311795869970232,-0.06155735941758489,0.2973032997367809
