firms,mom1,clusters
65832,0.1534090909090908,18
21020,0.0238095238095237,9
85041,0.3732718894009217,18
62500,0.0,3
27991,-0.101123595505618,16
10517,0.0142857142857142,20
20482,0.0315186246418337,20
10656,-0.0119047619047618,24
10664,0.0106382978723404,4
10057,-0.1363636363636363,12
63837,-0.0238095238095238,24
60038,0.1351351351351351,17
51510,-0.2068965517241379,28
10752,0.3571428571428572,28
85113,-0.024390243902439,9
64514,0.1,1
61241,0.1142857142857143,12
11149,-0.0142857142857142,5
61081,0.0672268907563025,29
11341,-0.0222222222222222,19
28222,0.020979020979021,22
11376,-0.0535714285714286,15
51721,0.0303030303030302,20
28804,0.1023622047244094,8
11587,0.0961538461538462,2
49584,0.25,4
42083,0.2429906542056075,4
48514,0.0192307692307691,23
63845,0.0511363636363635,14
11691,0.0113636363636364,25
10137,-0.0133779264214046,14
44740,-0.0729166666666666,8
11851,0.0654205607476634,17
26331,0.0,11
10145,-0.0270270270270269,10
41443,0.05019305019305,5
45911,0.0526315789473683,15
12205,0.0,8
24643,0.0501138952164008,5
64856,0.1628571428571428,18
10161,0.1655172413793104,9
28484,-0.0748129675810473,26
12424,-0.0425531914893616,2
60046,0.018018018018018,10
39482,-0.0512820512820513,28
10225,0.0246913580246914,13
56119,0.0,8
23341,0.0767263427109974,9
12758,-0.1818181818181817,2
24109,-0.0088495575221239,14
12811,-0.125,5
12918,0.0,8
66771,-0.0451977401129943,21
66421,0.0,0
15667,0.0169082125603865,2
65859,-0.011111111111111,20
10488,0.1999999999999999,27
13291,0.1666666666666667,4
50112,0.1691176470588236,23
13304,0.1240310077519379,19
64143,-0.0149253731343284,4
29049,0.0204081632653061,22
13603,0.0,27
46527,0.0,9
65111,0.0598290598290598,15
13638,-0.3170731707317072,11
58560,-0.0625,5
13769,-0.3076923076923077,11
15974,-0.1666666666666666,3
69200,0.0,1
10401,-0.0622568093385214,9
23544,0.032258064516129,14
10460,-0.0129870129870129,25
14008,0.0732758620689655,18
14059,0.1282051282051282,0
19553,-0.0094562647754137,20
64864,0.0,17
18075,0.1063829787234043,12
64151,-0.0666666666666666,27
14219,0.0754716981132075,26
14227,-0.1999999999999999,1
54375,-0.1999999999999999,7
87119,-0.09375,19
14323,0.1298701298701299,22
65867,0.0,11
29102,0.0465116279069768,18
59184,0.0749999999999999,22
64397,0.0923076923076922,26
29145,-0.0999999999999999,12
14593,0.1700680272108843,19
14622,0.0217391304347827,28
52804,-0.1066666666666666,28
10516,-0.0162162162162161,5
14833,0.1904761904761904,2
14868,-0.0652173913043477,17
29380,-0.1666666666666666,27
17566,0.2424242424242424,12
19692,0.0810810810810811,10
15035,0.0676691729323308,23
29209,0.09375,2
15131,-0.4,11
31472,-0.037037037037037,0
21143,0.0703125,8
10364,0.0533980582524271,14
24272,-0.0878661087866108,25
15246,-0.3125,11
15262,0.0,12
15334,0.2340425531914893,4
15449,0.1818181818181818,16
15457,-0.2340425531914893,27
15502,0.0555555555555555,1
47140,0.0,15
85607,-0.1830985915492957,1
15553,-0.0121457489878542,23
10604,-0.0388726919339164,19
15684,0.1680672268907563,26
20458,-0.0147058823529411,1
15721,-0.0619469026548672,17
49701,-0.0379746835443037,10
15820,0.0,27
69542,-0.1428571428571429,11
44644,-0.0046403712296984,22
15975,0.3125,21
16011,-0.081081081081081,12
16030,-0.074074074074074,16
27684,0.0454545454545454,14
40416,0.0730593607305936,5
58376,0.0392156862745098,24
65496,-0.0303030303030302,16
64717,-0.0217391304347825,24
85711,-0.0476190476190476,3
53110,0.0277777777777776,8
62797,0.1764705882352941,3
52484,0.2268041237113403,19
10318,0.0303030303030302,5
58755,-0.0364963503649634,10
57568,-0.0182648401826484,20
58480,-0.3199999999999999,7
16468,0.03125,12
24221,-0.0303030303030302,8
16564,-0.1397849462365591,20
55781,0.0467289719626167,22
16599,0.0317460317460318,14
29532,-0.1525423728813559,27
16890,0.075268817204301,23
46877,0.0149253731343284,24
39693,-0.0095693779904306,8
42358,0.2239583333333332,18
85842,-0.1666666666666666,7
47423,-0.074074074074074,12
17065,0.1200000000000001,26
26518,0.1137254901960784,26
27887,-0.0088888888888888,22
29612,0.0287769784172662,16
39642,0.0170648464163822,22
17444,-0.05,1
10743,-0.131578947368421,12
65875,-0.0137931034482758,24
29639,-0.1496062992125983,8
65883,0.0233644859813084,23
65509,0.1082251082251082,8
43772,0.0171673819742488,14
19377,0.0205882352941175,9
10786,0.2553191489361701,20
17815,0.0576923076923077,9
47992,0.0952380952380953,4
54164,0.1448275862068966,8
17962,0.1511627906976744,26
17989,0.1999999999999999,5
61508,0.125,5
18156,0.0980392156862746,21
18287,0.1428571428571428,12
18316,0.32,18
20220,-0.1573033707865169,27
61946,0.0704845814977974,23
18391,0.0,4
38527,0.146341463414634,5
18455,0.1481481481481481,22
62519,0.0526315789473683,24
19561,0.0254237288135592,20
42024,0.0505050505050506,12
51393,0.0285714285714284,1
18754,0.0175438596491228,26
18762,-0.0869565217391304,16
16571,0.0575221238938052,25
25144,0.0457516339869281,5
66130,0.0119047619047618,10
39757,0.4285714285714286,1
19079,0.1363636363636364,17
19159,0.131578947368421,20
17961,0.0047846889952152,9
19393,0.0190114068441065,26
42606,0.1267605633802817,15
53786,0.0532544378698225,24
19589,-0.0390625,22
10874,0.1428571428571428,12
55597,-0.0344827586206896,15
19677,-0.1666666666666666,3
67176,0.0506329113924051,2
50227,0.0900473933649288,25
19888,-0.0416666666666666,15
10890,-0.1304347826086956,11
67432,-0.0588235294117647,12
19976,0.1,11
19992,-0.0847457627118644,16
59686,-0.0182926829268292,22
20730,-0.0021676300578035,9
24600,-0.25,7
20117,-0.0956521739130434,20
20125,-0.1714285714285713,1
45655,-0.15625,12
48282,0.1999999999999999,3
10989,0.0309597523219813,26
58181,-0.0999999999999999,16
62148,0.0672268907563025,14
28564,0.1,10
20459,0.3333333333333332,11
46690,-0.0086206896551723,8
20512,0.1428571428571428,4
20571,-0.086206896551724,15
56602,0.0,24
20678,0.0,4
20723,0.0363636363636363,5
20750,0.009433962264151,20
11017,0.1224489795918366,3
51414,-0.174863387978142,16
64880,-0.03125,3
20918,-0.1999999999999999,11
30330,0.0899109792284866,23
21371,-0.0092592592592593,26
56303,-0.1333333333333333,11
27334,0.0085106382978723,14
53524,0.1818181818181818,28
23114,0.0361111111111112,23
20618,0.1222570532915361,14
21638,0.0263157894736842,17
26374,0.009433962264151,23
86431,0.0,1
56952,-0.0136986301369863,23
30402,0.0476190476190476,24
40707,-0.08203125,29
18542,0.1428571428571428,10
21945,-0.0344827586206896,18
47052,-0.048,15
53831,0.2645502645502646,5
22016,-0.043010752688172,18
22437,0.076086956521739,14
64557,0.0284697508896796,5
63503,0.0436893203883494,14
58173,-0.0833333333333333,9
60599,0.0285714285714284,22
22374,0.1290322580645162,17
22382,0.0,27
21397,0.0199004975124377,10
22585,-0.16,27
22681,0.0,18
53364,0.032258064516129,17
22913,0.0,4
22921,-0.0405405405405405,9
64194,-0.0875,12
23035,0.1066666666666666,18
23051,-0.1428571428571429,3
21960,-0.0521739130434782,25
23182,0.0947368421052632,10
14541,0.0393559928443649,26
30509,-0.0064935064935064,20
23297,0.2202643171806166,22
23318,0.1069182389937106,18
