firms,mom1,clusters
39116,0.0454545454545454,29
50032,-0.0172413793103448,0
17304,0.0505050505050506,14
47730,0.0362694300518133,13
44652,0.253125,21
44548,0.0976744186046512,9
60871,0.1375661375661376,17
45583,0.176056338028169,24
57920,0.0719424460431654,2
10559,0.1439024390243901,5
58018,0.0638297872340425,27
49373,0.1123595505617978,8
27289,0.1136363636363635,11
47642,0.0166666666666666,1
29938,0.1312217194570135,0
10866,0.0684931506849315,2
29970,-0.1019607843137254,18
44257,0.0882352941176469,14
45655,0.2268907563025211,19
49402,0.139240506329114,4
25320,-0.1079136690647482,14
60062,0.0529801324503311,26
40352,0.1428571428571428,14
26841,0.0441176470588235,27
48047,0.1185770750988142,18
60417,0.0566037735849056,29
30568,0.1194029850746267,14
45460,0.089430894308943,4
41152,0.2222222222222223,7
31026,0.0041841004184099,18
19828,0.1666666666666667,11
59707,0.0,0
22699,0.1239669421487603,14
49154,0.1428571428571428,28
19350,0.0756302521008402,1
57883,0.1111111111111111,7
49429,0.1470588235294117,19
44943,0.25,18
61313,0.1428571428571428,13
19254,0.1369863013698631,2
56960,0.073394495412844,6
31421,0.150943396226415,9
28644,0.1224489795918366,20
31595,0.1923076923076923,15
40141,0.0956521739130433,5
31579,0.0,3
50788,-0.0796019900497512,15
53196,0.0,15
44708,-0.0258064516129031,4
58405,0.2469135802469135,20
18550,0.0605326876513316,20
46295,0.0568720379146918,21
26382,0.271186440677966,1
31974,0.0122699386503066,17
60070,0.4666666666666665,7
54500,0.0606060606060605,29
62228,0.3134328358208955,29
59010,0.2121212121212121,14
41304,0.0555555555555555,7
40838,0.1401869158878503,29
62244,0.2195121951219512,3
21055,0.1555555555555554,28
59547,0.1568627450980393,4
47888,0.2362204724409449,4
62367,0.4337349397590362,18
55474,0.4074074074074074,21
53794,0.2740740740740741,17
49189,0.4571428571428571,18
39765,0.1572327044025157,18
32600,0.0,7
21653,0.1149425287356322,6
32678,0.2359550561797752,26
23077,0.0,24
27828,0.1070110701107012,29
32782,0.2307692307692308,5
32803,-0.046875,27
32870,0.0655737704918033,20
42366,-0.0131578947368421,19
32926,0.2624999999999999,18
12503,0.323076923076923,19
61583,-0.0434782608695651,28
48100,0.183673469387755,26
33267,0.05,18
53567,0.3773584905660376,26
12749,0.1347517730496454,26
60513,-0.0999999999999999,7
40459,0.0,18
50374,0.1818181818181818,9
45815,0.1399999999999999,21
26294,0.0982658959537572,24
61399,0.1212121212121211,6
40053,0.0839160839160839,17
12976,0.1253822629969418,28
13012,0.0413223140495868,0
51270,0.3114754098360655,9
13100,0.1901639344262295,20
60097,0.1157407407407407,16
22891,0.0663716814159292,10
60548,0.4109589041095891,26
52636,0.1309523809523809,18
55191,0.072,1
47773,0.1714285714285714,24
34665,0.2307692307692308,15
54586,-0.15,3
27318,0.2682926829268293,3
53639,0.1594202898550725,0
45313,0.1623931623931624,22
35051,0.143939393939394,24
35182,-0.0138888888888888,15
18403,0.0539083557951483,17
61460,0.0520833333333332,9
35238,0.2033898305084744,0
27713,0.1100478468899521,24
61823,0.1914893617021276,26
49576,0.2079999999999999,5
13936,-0.005,20
43748,0.1586206896551725,20
42884,0.1948051948051947,21
42307,0.2580645161290322,29
52097,0.0234375,24
62033,0.0582524271844659,26
61620,0.1616161616161615,19
44935,0.0769230769230768,17
25312,0.2034883720930231,18
20343,0.2222222222222223,4
38711,0.1111111111111111,10
25718,0.3902439024390243,19
41320,0.1097560975609757,15
42999,0.0522648083623693,1
39773,0.1700680272108843,19
36249,0.1060606060606059,9
36396,-0.018348623853211,16
50948,0.3157894736842106,12
51625,0.1681034482758621,28
36409,0.1830985915492957,4
38949,0.0240963855421687,19
49082,0.1304347826086955,3
42585,-0.009090909090909,5
36740,0.1006711409395972,2
62412,0.0694444444444444,29
36927,0.0833333333333332,22
45735,0.3953488372093023,18
23421,0.1071428571428572,28
36986,0.0419161676646706,5
54981,0.048780487804878,18
48645,0.1940298507462685,1
37065,0.1111111111111111,21
43983,0.2124999999999999,28
53751,0.4285714285714286,3
62447,0.0749999999999999,7
48573,0.0263157894736842,3
60580,0.1747572815533979,26
61065,-0.2071197411003236,29
58333,0.0909090909090908,11
25937,0.0657276995305164,2
46260,0.0460829493087557,28
58130,0.1796875,4
37807,0.2658227848101266,19
44492,0.2592592592592593,20
59627,0.0769230769230768,18
28388,-0.0105633802816901,19
55976,0.2013201320132014,4
51932,0.1434262948207172,4
46068,0.1176470588235294,29
45292,0.2131147540983606,27
38113,0.435483870967742,19
44476,0.0672268907563025,5
40539,0.2078651685393258,26
32563,0.3,4
56354,0.2749999999999999,17
15763,0.1120689655172413,15
21020,0.0380622837370241,21
56899,0.3928571428571428,4
20482,0.1317365269461077,8
10057,0.4326923076923077,16
60038,0.0641025641025641,27
51510,0.0672268907563025,18
17224,0.094488188976378,18
61487,0.3333333333333332,7
57461,0.1612903225806452,1
28740,-0.0185185185185184,6
61241,0.1906779661016948,19
57349,-0.1968503937007873,17
61081,-0.1384615384615384,29
28222,0.0434782608695651,24
51721,0.2027027027027026,6
28804,0.1983471074380165,18
49584,0.263157894736842,11
42083,0.1636363636363635,26
48514,0.1193415637860082,20
18817,0.2359550561797752,16
44740,0.0875912408759123,13
26331,0.0256410256410255,18
10153,0.3191489361702126,12
41443,0.1036269430051812,20
61268,0.0816326530612245,16
45911,0.032967032967033,3
24643,0.0337837837837837,24
10161,0.1615384615384616,27
28484,0.0512820512820513,2
60046,0.1775700934579438,29
39482,0.125,4
10225,-0.0077821011673151,24
10233,0.0138613861386138,14
56119,0.0783132530120482,20
57621,0.0268456375838925,4
23341,0.0725,14
49269,0.2407407407407407,1
24109,0.0118343195266272,24
27190,0.1130434782608695,29
50112,0.056,20
10321,0.1428571428571428,29
29049,-0.002061855670103,15
46527,0.0725806451612902,4
58560,0.1111111111111111,29
10372,0.1440329218106995,5
10401,0.0448717948717949,3
23544,0.1433447098976108,18
10460,0.1632653061224489,28
45217,0.2709677419354839,2
19553,0.0851063829787233,24
18075,0.109375,9
10487,0.0204081632653061,8
17240,0.1677018633540372,2
54375,0.0,4
22277,-0.0070422535211267,20
61276,0.0714285714285714,12
29073,0.1975308641975308,9
29102,0.1111111111111111,7
59184,0.0258620689655173,8
29145,0.107843137254902,14
39490,0.0370370370370369,27
48813,0.2103004291845494,26
10516,0.1045751633986928,17
61719,0.1034482758620689,3
48004,0.2913385826771653,21
19764,0.053763440860215,4
29380,0.0740740740740741,11
17566,0.0769230769230768,12
27270,0.2416107382550336,15
19692,0.0892193308550186,26
60230,-0.0389610389610389,15
29209,0.096774193548387,28
21143,0.1592356687898088,20
29225,0.0701754385964912,27
10364,0.2171052631578947,27
24272,0.1927083333333332,15
47140,0.1111111111111111,2
10604,0.0311614730878186,16
20458,-0.0338983050847457,27
59846,0.1142857142857143,29
49701,0.0391061452513965,29
44644,0.1314102564102564,14
27684,0.010752688172043,0
40416,0.0457142857142858,25
58376,0.2485207100591715,22
53110,0.3108108108108107,5
52484,0.1794871794871795,19
28134,0.0075187969924812,27
58755,0.0848484848484849,13
57568,0.0944444444444445,19
58480,0.2365591397849462,12
55781,0.1023809523809524,19
29532,0.1111111111111111,24
57971,0.0344827586206897,0
46877,0.0666666666666666,22
29559,0.3333333333333332,11
39693,0.1213872832369942,20
42358,-0.0153846153846153,12
47423,0.0606060606060605,0
29567,0.2640449438202248,8
29591,-0.0235294117647059,1
61292,0.1058823529411765,26
26518,0.0922330097087378,22
27887,0.1523809523809522,12
29612,0.1231343283582089,20
16651,0.0434782608695651,16
39642,0.1293375394321767,28
57488,0.1956521739130434,27
10743,-0.072463768115942,26
22322,0.1084905660377357,20
29639,0.0338983050847456,17
43772,0.0521327014218009,2
29663,0.28125,0
38471,0.3076923076923077,11
10786,0.05,1
47992,0.1587301587301588,4
54164,0.1366120218579234,18
44409,0.1137724550898202,2
54033,0.0898876404494382,16
61508,0.1666666666666667,5
20220,0.0797872340425531,14
61946,0.0277777777777776,9
48610,0.2440944881889764,11
38527,0.2752808988764044,18
19561,0.1015452538631347,18
42024,0.0461538461538462,24
51393,0.2321428571428572,19
16571,-0.0115830115830115,14
17590,0.128654970760234,25
39757,0.3636363636363635,0
47618,-0.055045871559633,3
17961,0.0560344827586207,24
19393,0.0381861575178996,9
50737,0.1376811594202898,8
42606,0.3382352941176469,19
53786,0.0743243243243243,20
10874,0.1402214022140222,26
55597,0.1050724637681159,15
20677,0.1034482758620689,13
50227,0.199468085106383,9
27721,0.1724137931034481,2
10890,0.1233480176211454,6
30031,0.0724637681159421,20
20730,0.0259067357512954,17
43043,0.2307692307692308,3
61612,0.0454545454545454,3
10989,-0.03125,13
58181,-0.0476190476190476,3
28564,0.1018867924528301,8
46690,0.1549295774647887,17
56602,-0.2380952380952381,19
11017,0.0862068965517242,29
51262,0.1808510638297873,13
61954,0.1200000000000001,3
30330,0.0690964312832194,26
27334,0.136531365313653,6
53524,0.0955056179775279,6
20618,0.14375,20
26374,0.0271493212669682,26
30402,0.1484375,20
40707,0.0,2
18542,0.0766129032258065,27
28142,0.0864197530864196,13
19027,0.1124807395993836,6
47052,0.0730897009966777,24
53831,0.1584699453551912,2
58173,-0.1348314606741573,3
60599,0.0945945945945945,20
25750,0.1225806451612903,16
48522,0.0666666666666666,20
21397,0.0786516853932584,9
61727,0.0654205607476634,2
26622,0.1515151515151516,13
53364,1.0,7
40715,0.1527777777777776,26
21960,0.0408921933085502,24
28505,0.0966542750929368,13
14541,0.096,0
54009,0.0684563758389262,18
11164,0.1708860759493671,5
30509,0.0652173913043479,17
58384,0.0,3
59854,0.0266666666666666,19
30533,0.1585365853658535,16
11260,0.0390625,18
59205,0.1203319502074689,4
47677,0.0558823529411764,20
22680,0.2559523809523809,2
18446,0.2311557788944722,28
30584,0.1300813008130081,18
27422,0.1751824817518248,16
23595,0.1956521739130434,21
46578,0.0652173913043479,26
11295,0.0224215246636771,6
56741,0.1870503597122301,19
38893,0.0575221238938052,15
11308,-0.0380761523046092,17
39140,0.0990566037735849,13
18729,-0.0100502512562814,24
11332,0.1432038834951456,5
18999,0.0466926070038911,25
48127,0.1666666666666667,7
41064,0.1932367149758453,1
30736,-0.1126760563380281,11
53508,0.0539419087136929,19
40125,0.1160714285714286,28
60900,0.1744966442953019,5
30760,-0.0645161290322581,5
60425,0.0833333333333332,8
30779,0.0,27
41929,0.1956521739130434,0
23229,0.3783783783783783,7
30840,0.3028169014084507,21
39335,0.0449438202247192,24
11498,-0.0580912863070539,0
21979,0.1233480176211454,2
27430,0.0719424460431654,13
21258,0.2525252525252526,29
45997,0.0437158469945355,19
22293,0.088768115942029,24
30912,0.3709677419354837,18
40854,0.1063291139240505,20
49496,0.1698113207547169,9
20204,-0.0285714285714285,13
62164,0.3785714285714285,18
38420,0.1005917159763314,24
53575,0.0324074074074074,0
31042,0.0,3
17726,0.0773480662983425,14
59256,-0.0784313725490196,11
55714,0.2808988764044944,21
17128,0.0,28
58165,-0.0909090909090909,7
31069,0.1153846153846154,7
31077,0.28,22
12044,0.0869565217391303,28
41080,0.1175523349436393,26
59264,-0.099099099099099,2
20589,0.2229299363057324,21
40897,0.1282051282051282,26
57701,0.21875,3
11607,0.1173708920187792,24
49285,0.2558139534883721,0
61970,0.0058651026392961,20
57592,0.2148936170212765,21
47116,0.1557377049180328,11
60273,0.1219512195121952,18
45110,0.146788990825688,6
26112,-0.0143266475644698,17
61743,0.0855263157894736,21
31181,0.2044198895027624,10
22867,0.0555555555555555,26
11674,-0.046875,28
51449,0.0818181818181817,15
45874,0.2272727272727273,2
27350,0.1090909090909091,17
24715,0.056338028169014,1
43916,0.0835214446952596,26
31288,0.1923076923076923,7
38682,0.0382653061224489,20
31341,0.2041884816753927,13
25953,0.1751824817518248,14
20626,0.0772727272727273,15
58990,0.1137724550898202,0
46471,0.0549450549450549,1
31376,-0.0459183673469387,21
11703,0.042929292929293,24
48506,0.0666666666666666,9
31456,0.1348314606741574,14
31464,0.0549450549450549,18
46025,-0.0491803278688525,24
42200,0.1581027667984189,4
43342,0.1666666666666667,16
18251,0.1615384615384616,16
20976,0.1515151515151516,11
31480,0.1448275862068966,5
26075,-0.0485436893203883,25
11754,0.0191304347826086,15
11762,0.1294117647058823,26
31552,0.0373134328358208,16
44185,0.1940298507462685,1
38543,0.1153846153846154,3
31632,0.1492537313432835,0
23245,0.1844660194174756,1
60927,0.1999999999999999,0
22103,0.0953237410071943,14
60177,0.1999999999999999,11
31659,0.1223021582733812,6
58843,0.0889830508474576,25
61540,0.375,9
50710,0.0185185185185186,13
52476,0.0915750915750914,14
31683,0.0476190476190476,18
31691,0.1867469879518073,11
31720,0.0493827160493827,13
42550,0.125,19
17435,0.5862068965517242,7
62180,0.0909090909090908,16
11850,0.0666666666666666,4
19166,0.188470066518847,21
58851,0.074468085106383,5
24897,0.0522388059701492,22
31798,0.631578947368421,11
24918,0.1833333333333333,19
23552,0.1363636363636364,9
21338,0.2419354838709677,14
25371,0.0059523809523809,1
47706,0.175,2
21135,0.087179487179487,2
58296,0.1267605633802817,25
28441,0.123076923076923,1
31915,0.1428571428571428,17
49242,0.0740740740740741,2
54244,0.0985915492957747,11
47271,0.0476190476190476,4
44193,0.0585774058577406,20
49875,0.0288808664259927,5
27748,0.0836363636363637,17
43246,0.1775700934579438,16
54543,0.2647058823529411,3
49031,0.0977443609022556,15
46164,0.1442307692307691,20
41726,0.0024509803921568,17
26243,0.15625,28
25785,0.0684931506849315,26
45241,0.1417322834645669,11
54754,0.095137420718816,5
18112,0.2134831460674158,2
27860,0.0124999999999999,1
60636,0.0079365079365079,26
40387,-0.1351351351351351,27
21522,0.1933701657458564,13
25961,0.0476190476190476,14
41953,0.1224489795918366,18
40192,0.2448979591836735,4
32037,0.0416666666666667,0
21004,0.043076923076923,24
32061,0.1666666666666667,29
57226,0.01,9
61348,0.0,12
