firms,mom1,clusters
21020,-0.0574699079537407,14
11499,-0.0017621145374449,7
81912,-0.0514446793516559,3
27991,-0.0661523309258043,7
10517,0.0336854125035683,20
20482,0.0098765432098764,27
10656,0.0449724225710648,26
60038,0.0055555555555555,15
10779,-0.0836431226765799,26
61487,0.0396270396270397,7
61241,0.0526315789473683,13
88845,0.0804441807239129,26
28222,-0.067661424615796,15
11368,0.0650737163192678,26
28804,-0.0032487623762375,27
11587,0.0464948783610754,24
11790,-0.0806647750304013,4
10145,-0.0214011516314779,4
45911,-0.0480980248719824,2
24643,-0.1079999999999999,1
28484,-0.0094786729857819,1
81073,-0.006352583586626,26
12758,0.0566037735849056,6
24109,-0.0589802806892876,5
59176,-0.0250878073256397,7
13507,-0.0086231954267997,3
58560,0.1196013289036543,22
13769,0.0326530612244897,9
11144,0.0014513788098695,22
85257,0.0189732142857144,28
14008,-0.0175348148940748,8
18075,-0.0836363636363637,22
83112,-0.1204330175913397,13
39490,-0.0369318181818182,13
14593,-0.0372658888547743,13
14761,0.0989810771470158,6
10516,-0.0876064333017976,15
77595,-0.0699034805498682,20
29209,-0.0820858693864122,11
24272,-0.043171114599686,17
15457,0.0143081985977966,26
15553,-0.0756402620607503,1
15721,-0.1407214819629508,18
44644,-0.0617471640743773,11
16030,-0.0620104438642298,9
44601,-0.015667905023421,17
27684,-0.0658941149738695,5
40416,-0.0684523809523809,18
16249,4.967741935483871,14
53110,-0.0159640421574704,17
75034,-0.0428172510083771,27
10318,-0.0131066241586964,4
57568,-0.0118326524862655,17
16505,-0.1117266851338874,19
16548,0.0622909032977536,28
49656,-0.0320571955719557,15
46877,0.0022310355665196,15
39693,-0.0315449577744658,28
27887,0.0498423660111095,5
29612,-0.064196365352844,1
39642,0.0081133021217922,17
17444,-0.0997217068645639,9
65875,-0.0572411003236246,21
43772,-0.020243796255986,11
17778,-0.0463221601489758,27
61946,-0.0864378401004605,1
65154,-0.0561797752808989,22
19561,-0.0128095644748079,20
52230,-0.0154337413517827,20
12437,-0.0585774058577405,22
60898,-0.0364372469635627,21
17961,0.0089051859612363,5
19393,0.030030959752322,20
10874,-0.003526645768025,10
19880,0.1251415628539072,22
10890,-0.0267770204479065,22
20117,0.0609535304767652,1
45655,0.0509296685529507,22
64186,0.1503230845700489,26
67838,0.0964117433852844,28
20336,-0.0486301369863012,12
62148,-0.0419600938967136,11
28564,0.0222811671087532,17
86290,0.0362116991643455,0
46690,-0.1007957559681698,22
20750,-0.0435328589367935,1
21371,-0.0512646024724963,20
27334,0.0097831568330812,24
20618,-0.0528893241919687,22
30402,0.0283333333333333,18
18542,-0.0058602906704172,21
89792,0.0401213291051978,17
64557,-0.0073732718894008,12
60599,-0.1161251504211794,22
90011,0.0360786633150969,15
22921,0.0419651995905834,22
64194,0.0556406312907642,10
23182,0.0231806954208626,3
88208,-0.048582995951417,29
14541,-0.0633980582524271,21
30509,-0.0728443708609271,7
23297,0.0447625951431678,20
23393,-0.0338216029534358,28
79026,0.0029675970484439,6
47677,0.0437158469945353,27
27422,-0.1845574387947268,25
46578,-0.0338101430429128,4
11995,0.3301929206656688,2
11308,-0.0422363281250001,21
24441,0.0477064220183485,18
24476,0.0199228791773777,27
30648,-0.0134228187919462,28
18729,-0.0206617757149275,21
61735,-0.0152143845089902,17
89525,0.0287375983578515,20
25081,0.0484167517875382,28
25129,0.0484196368527236,3
25452,-0.0767663103154455,22
25487,-0.1356862745098039,6
25778,-0.038095238095238,5
40125,-0.0431486880466471,17
26084,0.0390309555854644,22
79618,0.0015349194167306,2
26463,-0.0309219858156029,3
11404,-0.0640362225097024,1
26607,0.1711341625538747,5
26650,0.036877136175571,8
23229,-0.067369654364382,12
30840,-0.0896701455465813,21
91983,-0.0695785776997366,25
27430,-0.0784527376736584,17
59248,-0.0486508585445624,27
22293,-0.0568833652007648,11
20204,-0.029737320337023,3
27618,0.1563786008230452,11
38420,0.0198126801152735,4
17726,-0.0430457587267137,4
59256,-0.0022449488650536,15
31077,-0.004602510460251,3
27888,0.0704263724288245,12
41080,-0.03216525267429,11
18091,0.0048550423082256,20
19828,0.0035587188612098,10
92570,-0.0546623794212218,12
28629,0.0721003134796238,4
91926,-0.0428704566635601,26
29285,-0.0256907416383905,22
61743,-0.0286699044336519,10
11674,-0.0579326012873911,5
76708,-0.0575290789060043,1
29867,16.580882352941174,14
40440,0.023990637799883,3
79322,-0.0022935779816515,9
44943,-0.0895015105740181,3
26403,0.0341578327444052,26
10886,0.0824742268041238,8
64936,-0.0517583664208733,7
38682,-0.0912408759124088,27
25953,-0.0692307692307692,1
20626,-0.017284424812752,4
30681,-0.0676237756608078,5
11703,-0.0994226165328827,7
63132,0.1021897810218979,11
27959,-0.0674765614683744,16
88590,-0.046353474556398,27
30940,-0.0425454545454545,22
31051,0.0986394557823129,14
12486,0.0064935064935065,16
