firms,mom1,clusters
54594,-0.0238335011748909,25
11790,-0.091152302694439,15
13056,-0.0266444629475437,12
50091,-0.083922151977191,8
14526,0.1024697845507094,23
11581,0.0484032938341032,9
15203,0.1499272197962153,23
16126,0.0117411941044216,25
17137,-0.0037878787878787,21
85885,-0.1578125000000001,18
85914,-0.0777777777777778,17
18092,-0.0007082152974504,2
84839,-0.0983606557377048,26
20670,0.1168341708542715,16
64899,-0.049837925445705,3
22905,-0.0708565459610027,14
47175,-0.0690837824595786,17
23660,-0.0187120291616037,28
23975,-0.1064627813040969,12
82542,-0.064873417721519,23
30680,0.0169679085208409,17
56274,-0.0194476857253986,12
31318,-0.0072951739618405,20
31668,-0.0103359173126614,3
54391,-0.030660021144842,24
32046,-0.0293554562858965,17
32054,0.0252501191043355,15
47511,0.0242159587137753,24
33188,-0.0056741573033707,26
60628,0.0346920289855072,20
57330,-0.0349152542372881,27
37875,-0.0347893312717434,1
20765,-0.0735294117647059,0
17144,-0.0160726764500349,28
39328,-0.0128617363344051,4
26657,0.1014894354000692,22
40540,-0.133774834437086,26
22250,-0.0544412607449857,27
41452,-0.0394027374533388,15
84226,0.0185717020869233,28
89181,-0.021341463414634,3
64020,-0.0461680517082179,29
51423,-0.0790464240903388,12
67002,-0.0888324873096447,3
52090,-0.0192110655737705,28
53613,-0.0841698841698841,16
54114,0.0231382978723404,6
55213,0.0223698007689618,15
51377,0.108084738434933,2
57665,0.0572816516546907,24
67010,-0.0217821782178216,15
34948,0.0326428123038293,28
35107,0.0475833645560135,2
61621,0.015496125968508,28
51692,0.0029542097488921,11
65307,0.0068876452862678,9
66852,0.0279642058165547,1
46922,-0.0308441558441558,6
67193,-0.0991260349586015,23
77354,-0.0158415841584158,15
69199,0.0100574712643679,12
38850,-0.0944694363588251,3
72128,-0.1181364392678868,8
72486,0.0240143369175627,24
27764,-0.0643105446118194,24
44951,-0.0268562401263822,22
65429,0.036717062634989,6
74500,0.0364963503649633,7
74740,-0.020912547528517,6
65752,0.0002928257686676,14
40061,0.011319419879731,28
75433,0.09375,10
40694,0.0788613456823752,23
76129,-0.0102301790281329,19
65306,0.0007223693715385,24
92874,-0.0851944600603056,26
81294,-0.0312784694807166,28
19502,-0.0132450331125826,17
81614,0.0517799352750809,2
51086,-0.0304114490161,1
83601,0.038060479666319,9
62042,0.1552205471803462,8
68304,-0.0764937775860613,6
88867,-0.0570703868103995,6
21785,0.0820559062218215,2
65067,0.0373251829211818,26
10044,0.0148698884758364,15
69032,-0.0950597898296896,6
10104,-0.0425407925407925,29
75510,0.0097761770002573,5
11161,0.0375275938189845,29
11353,-0.0691056910569105,12
75033,-0.0207522697795071,15
75110,0.0792079207920792,26
12211,0.0821012897137465,8
75434,0.0491803278688525,1
80297,-0.048611111111111,26
75976,0.0026327336551119,20
75857,-0.0092307692307691,4
77488,0.0447368421052631,2
76355,-0.0408143689599769,5
76858,-0.1692307692307691,10
76279,-0.0266015200868622,25
76568,-0.0243133723547951,4
76990,0.0610766045548654,22
76605,-0.0013531799729363,6
76752,-0.0126715945089757,9
77163,0.0273794002607561,17
77478,0.0433070866141731,27
79580,-0.1746031746031745,26
77637,0.1177304964539007,22
77667,-0.0086155674390968,1
77669,-0.0046985121378229,4
79094,0.1137974155898291,15
79262,0.0,11
87055,-0.0048076923076922,2
79866,-0.0251948051948052,22
80032,-0.0882701421800946,14
80393,0.0338517840805123,25
80599,-0.1085846303501945,5
80553,0.040603248259861,5
80719,-0.0138552130239003,2
80763,-0.1055053763440861,11
81078,0.0133605072463767,27
81655,0.0472662238119572,2
82738,-0.0504504504504504,17
82777,0.0002315350775643,6
83148,0.0922448979591836,25
83597,0.0478650137741047,23
83957,0.1522935779816514,10
20598,0.1318101933216169,14
89508,-0.0823611352951418,25
84746,-0.1521739130434782,26
84785,-0.0029368575624081,20
85040,0.1130185979971387,25
85982,0.1342831160957867,14
85272,0.0068143100511073,29
85394,-0.0732950924155513,6
85796,-0.0086778968861662,9
85972,-0.0395029673590504,2
86251,0.1413043478260869,10
86868,-0.0490667420814479,14
86724,-0.0295536680669956,22
87092,-0.0247844827586205,9
87184,-0.0123185217773867,6
87214,0.0049586776859504,17
87484,0.032,26
87800,0.1966738973246566,16
88193,-0.0149253731343284,22
88668,-0.0432020330368488,20
88841,0.0305732484076433,20
88873,0.0188029661016948,19
89271,0.0545938748335552,16
89216,-0.0455093949319083,23
50906,0.0173482032218093,18
10568,0.1046511627906976,27
11157,0.0984308131241085,27
47730,0.0178018575851393,8
13777,0.0440340909090908,2
38746,-0.1140479686735194,18
60871,0.1087022900763359,2
14198,-0.0471730245231607,17
45583,0.0227527042148452,24
14702,0.0473773265651438,2
15537,0.0393474088291747,17
68830,0.0151638349514562,16
85631,-0.0587831655992681,6
49373,-0.1130081300813008,3
18570,0.0644686488077714,2
18973,-0.1257676902536716,15
19271,-0.0064850843060959,27
29938,-0.0026151387476389,28
10866,-0.0561177552897884,8
20248,-0.0739025745508428,18
25320,0.0618503118503119,24
21726,0.0547282204020849,23
21742,-0.0199843260188087,20
11267,-0.0341160832964111,28
86474,-0.0827338129496402,6
22753,-0.0495426829268291,6
22825,-0.0517560073937153,27
24951,0.0470588235294116,4
26201,-0.0458333333333332,8
82165,0.019607843137255,18
65541,-0.0375262054507339,1
27562,-0.0046928327645052,20
27677,0.0663350340136055,4
27909,0.0248062015503875,16
63546,0.0022271714922048,4
49154,0.0027705345501956,2
19350,0.0798763462305545,23
49429,-0.0270821199767037,6
61313,0.017603634298694,28
80971,0.100762066045724,14
12008,0.1042863455589924,20
31500,0.0110787172011661,9
33209,-0.0269541778975741,19
50788,0.0232674505879408,24
33690,-0.1476323119777158,10
77462,0.0766449746926969,27
46295,0.0065146579804558,16
37058,0.0376712328767123,22
62228,-0.0687086092715232,3
21055,0.0154861640010155,14
47888,-0.1443633414436334,15
83233,0.0244073134458926,25
39765,0.0133333333333331,11
85987,-0.0517241379310344,18
32678,0.0030021834061135,23
23077,-0.0273769100169779,28
41663,-0.0774309723889556,1
27828,-0.090804066543438,8
66181,-0.0282277859597447,17
32870,-0.0372031662269128,9
42922,0.1682271217154938,18
47133,-0.0257966616084975,8
57437,-0.0387195121951218,28
47571,0.0490797546012269,17
16678,0.0015624999999999,6
48291,0.1780303030303029,5
48347,0.0675465838509317,1
64282,-0.0100214745884037,24
53612,0.0711627906976744,8
61399,-0.0344111539602493,19
51984,0.0424164524421593,10
27617,0.0113636363636364,29
60097,-0.0578110383536015,27
60548,0.0104031209362807,28
53197,-0.0181653042688464,16
56777,-0.0149501661129567,28
57745,0.1000866551126518,17
57809,-0.056844547563805,9
57817,-0.0490037695207324,23
79611,0.0278745644599303,8
59185,0.0825183374083131,28
60709,0.0358422939068101,10
35051,-0.0051783659378595,9
18403,-0.0028311176760215,23
35238,-0.0111038536903984,15
13936,-0.0056210335448775,25
49971,-0.0263463773731111,0
63686,-0.0897626112759644,17
42307,-0.0033171727481499,15
62033,0.0168835736897643,2
91556,0.0117320160543379,2
50948,0.0459854014598539,16
70923,0.1119573495811119,15
42585,0.0431669825226361,28
72005,-0.0563882940756601,2
76081,-0.0099384761003311,9
60580,0.0249658669787398,9
