firms,mom1,clusters
47730,-0.0675061210213361,22
13777,0.0212765957446809,24
38746,0.0328571428571429,25
60871,-0.0522285489888081,17
14198,0.0800587172538391,10
14702,-0.0486425339366515,12
15537,0.0126019273535953,5
68830,-0.0838738537239991,20
85914,-0.4097291875626881,3
49373,0.0468319559228649,23
18570,-0.0067206957896818,6
18973,-0.1154219204655674,15
19271,-0.0031315240083507,3
29938,0.0440558492612173,28
10866,-0.1584932480454869,8
25320,-0.0478280961182994,28
21742,-0.0224911032028469,17
11267,-0.120754716981132,22
86474,-0.279651795429815,11
22825,-0.0651725154821586,6
26201,-0.0345921929546175,1
65541,0.0035529715762274,8
27562,-0.1004815117652402,10
27909,-0.0117359413202933,8
63546,-0.0230769230769231,21
49154,-0.1047889995258416,29
19350,-0.0587977663418373,0
49429,-0.1019442444192983,20
61313,-0.0506212609295905,15
30737,-0.1134215500945179,16
80971,-0.0380850591011544,9
12008,0.0014393666786614,8
31500,-0.1103061462958635,28
33209,-0.0376712328767122,16
50788,0.009709690074539,23
77462,-0.0037453183520598,8
62228,0.0359897172236503,10
59010,-0.0255885363357215,10
21055,-0.0388721598686011,10
83233,-0.0337786259541984,1
32678,-0.0816220880069025,28
27828,0.0364546104360257,29
66181,-0.0666747631770707,14
32870,0.0059774186406906,2
42922,0.0363854458216712,7
12503,-0.1929824561403508,25
89757,-0.2583605220228385,9
47571,0.0602564102564102,6
16678,-0.0867695421199089,11
48291,0.0700876095118898,14
48347,-0.1316129032258064,20
64282,-0.1534357316087308,17
27617,0.1361227943964014,14
60097,-0.0144624499041644,5
52813,-0.1358537598670544,23
53197,-0.0155016086575022,20
57809,-0.0670255720053836,12
57817,-0.0703883495145629,6
79611,-0.1422403999091115,20
59185,-0.0922304439746301,23
34948,-0.0644601462749473,20
60709,0.0948905109489051,28
35051,-0.0615114235500878,23
18403,-0.3530054644808743,18
35238,-0.0164744645799012,1
13936,-0.1113806793118659,14
49971,-0.0042219541616402,15
64785,0.0308417997097243,4
62033,-0.0896937287311618,15
91556,-0.0936874416121714,0
50948,-0.0977056962025317,29
42585,-0.0697741748697162,2
76081,-0.0698895527792866,23
60580,-0.0037735849056603,12
37807,-0.0141674849207462,23
80179,0.0749354005167959,29
80857,-0.0635278942276685,13
59627,0.1421098517872712,0
55976,-0.0509594611767695,28
82924,-0.0192028985507246,2
83011,-0.064516129032258,14
15456,-0.0685328185328184,8
40539,-0.0999529264082849,11
10025,-0.1663827370812038,7
10182,0.0449612403100774,0
10259,-0.0063559322033897,25
10501,-0.1118138122944599,14
77420,-0.0541125541125541,12
10514,-0.1040723981900452,14
10659,0.0528582615505091,0
10645,0.247148288973384,25
75527,-0.1961231470923603,10
89105,-0.0974525559924773,15
71837,0.0363636363636363,16
11154,-0.0808416389811736,7
11343,0.0279275542651733,10
11379,-0.1773700305810397,0
11174,-0.0871418422922093,11
75100,-0.10336279370554,24
89609,-0.1216429699842023,20
12266,0.3093525179856116,21
75489,-0.171806167400881,16
75905,-0.0538969116772135,20
76052,0.0118466898954703,14
76076,-0.0231832367365135,28
76217,-0.1245421245421245,9
79315,-0.0079710144927537,3
90751,-0.1188860285513689,0
77007,-0.117310443490701,4
76839,0.0282738095238095,6
76847,-0.3382171878847574,21
77357,-0.0175006162188809,24
77478,-0.1639344262295081,21
77501,0.0513112884834665,5
77516,-0.0595144870790915,23
77584,-0.1567732115677321,0
77699,0.0141843971631205,21
77862,-0.0070257611241216,25
78216,0.0824742268041238,11
78034,-0.0300970873786408,2
78050,-0.0013852813852813,9
78881,0.0210632508941945,20
78975,-0.0402253668763101,17
79007,-0.1485694588073078,13
78963,-0.1188959660297238,28
79195,-0.0075997466751107,25
79307,-0.2266666666666666,11
79411,-0.134020618556701,5
79667,-0.0983277591973244,3
79881,-0.0345013477088949,12
79797,0.0122324159021407,27
80114,-0.0996503496503495,0
80274,0.0518018018018016,19
80233,-0.0682397959183673,23
80320,-0.0646657571623464,29
80432,-0.0604166666666667,3
81165,-0.1473743647656691,0
82598,0.0291686922702967,12
88988,-0.0486849468382765,28
83399,0.0705722070844685,16
83391,-0.1346704871060172,19
83704,0.0333333333333334,9
83822,-0.0971998712584486,16
83976,0.0750531753266485,3
84084,-0.1063557302835359,14
84275,-0.1037272847857807,14
84255,-0.0164473684210525,2
84588,-0.0941113917320217,24
84519,-0.0250731299623904,17
85019,-0.0728241563055062,3
85390,-0.0754783219238195,29
85464,-0.1155172413793103,3
89606,-0.0296515937731652,27
86580,-0.0199750312109863,28
86594,-0.1018376722817764,6
86881,0.0535815002820079,23
89416,-0.0917266187050359,7
90539,-0.086750254151135,25
87255,-0.0556402439024389,11
87310,0.2236514522821575,19
87390,-0.0087792642140468,6
87432,0.0167861514250742,24
90640,-0.3771929824561403,18
88172,-0.1057542768273717,20
88458,-0.1052325581395348,21
89301,-0.2880633373934226,5
89397,0.0582207731718678,17
89447,0.0039656311962985,6
89540,-0.0963855421686746,5
89908,-0.2284915491167873,27
90387,0.0366132723112129,0
90679,0.0,3
90657,0.0816554809843401,16
90715,-0.1723076923076922,29
90706,-0.0588235294117647,29
90807,0.0201238390092879,25
91547,-0.0247365024736502,19
76020,-0.0662983425414365,1
92294,-0.135,9
91733,0.0233356211393274,0
91888,0.1011173184357543,28
92203,-0.2259867863798069,21
92322,-0.1119975134687112,20
92471,-0.0852974186307519,3
92635,-0.048694779116466,22
77186,-0.0155905511811023,9
91964,0.2083333333333332,9
21020,0.3287128712871285,27
11499,-0.0378900445765231,4
81912,-0.0725053840631729,15
27991,-0.0054799697656839,29
10517,-0.0853741496598639,28
20482,-0.0435690060005218,25
10656,-0.1475409836065574,20
60038,-0.0167785234899329,6
10779,0.0148367952522254,4
61487,-0.0289051094890511,20
61241,-0.1136950904392765,9
88845,-0.0037906400349906,10
28222,-0.0594023975666487,12
11368,-0.0334252297410192,28
28804,0.0776884285130161,23
11587,-0.0981266160337553,6
11691,-0.0834929145921102,25
11790,-0.0604579367121171,12
10145,-0.0015322315858596,10
45911,0.0591736694677871,17
24643,0.0827845719661335,15
28484,-0.0904819277108434,0
81073,-0.0635301042717794,20
12758,-0.0361705568432968,14
24109,0.0442875481386393,12
59176,-0.0629339799404828,10
13507,-0.0920202549327746,7
58560,-0.0489500764844944,15
13769,0.0433212996389891,3
11144,-0.0432276657060518,14
85257,-0.0617049553825707,7
14008,0.0426893408134643,14
18075,-0.084318766066838,15
83112,-0.0721094538521924,8
39490,-0.0660926227600651,3
14593,-0.1076967092903388,5
14761,-0.0916334661354582,20
10516,-0.0903225806451613,12
77595,0.0181116389548694,14
29209,-0.0529032258064515,17
24272,-0.0435902720527617,24
15457,0.1877450980392156,19
15553,0.0116451408003388,1
15721,-0.1121932946244615,28
44644,-0.0519684649562496,6
16030,0.0302696752889377,21
44601,-0.0183303446901772,2
27684,-0.0689186125595102,28
40416,-0.1353077816492449,25
53110,-0.0653211009174312,12
