firms,mom1,clusters
65832,0.0491803278688525,25
66413,-0.034090909090909,19
21020,-0.0988142292490118,16
85041,-0.3253968253968253,11
62500,-0.0277777777777777,21
27991,-0.064327485380117,10
10517,-0.1016949152542372,4
20482,-0.0361990950226244,29
10656,0.0517241379310344,5
10123,-0.0327868852459016,18
10664,0.0,0
10057,0.0,8
63837,-0.0769230769230768,24
60038,-0.1875,1
51510,-0.2272727272727273,27
10752,-0.29,18
10779,-0.0784313725490196,11
61487,0.0526315789473683,19
85113,0.3076923076923077,19
10875,-0.1466666666666666,4
61241,0.4534883720930232,18
11042,-0.1152073732718893,0
61081,0.0848484848484849,8
28222,-0.0629921259842519,22
51721,-0.0671140939597315,26
28804,-0.1521739130434782,0
49584,-0.0804597701149425,23
42083,-0.0621468926553672,25
48514,-0.0626398210290827,20
63845,-0.1349693251533742,29
11691,-0.0098039215686274,13
44740,-0.024390243902439,1
11851,0.0666666666666666,9
26331,-0.0427350427350426,18
10145,-0.5220949263502455,29
85033,0.0075471698113207,18
41443,-0.0596330275229357,29
45911,-0.1935483870967742,15
12205,0.0185185185185186,6
24643,-0.048172757475083,28
64856,0.0055555555555555,1
28484,-0.0350404312668463,2
60046,0.1063829787234043,0
39482,0.06,21
10225,-0.0830188679245282,29
56119,0.0434782608695651,13
23341,0.0507042253521126,12
12758,-0.0625,15
24109,-0.0716981132075471,2
12811,-0.04,1
12918,0.0,8
15667,-0.0292887029288703,16
50112,0.0249999999999999,28
13304,0.0328947368421053,24
29049,-0.0070921985815602,16
13603,0.032258064516129,9
46527,-0.078125,22
65111,-0.2557251908396947,25
58560,0.0,27
13769,0.0,7
69200,0.0526315789473683,19
10401,-0.0238095238095238,28
11144,-0.0634920634920634,26
23544,-0.0931174089068825,10
13988,-0.1818181818181817,11
10460,0.0421052631578946,22
14008,-0.0838323353293413,0
14059,-0.1489361702127659,19
27051,-0.0511811023622047,24
19553,0.0143540669856458,16
18075,-0.072463768115942,28
14219,0.2068965517241379,17
14227,0.1052631578947369,11
87119,0.2272727272727273,27
29073,-0.2768361581920904,21
14323,-0.3418367346938775,10
29102,0.0,9
59184,0.0653266331658291,28
64397,-0.0666666666666666,24
29145,-0.0078125,10
39490,-0.0749999999999999,17
14593,-0.0890410958904109,0
52804,0.0196078431372548,29
10516,-0.0634146341463414,24
29380,-0.1578947368421053,3
17566,-0.1521739130434782,1
15035,-0.0119047619047618,2
60230,-0.04,20
29209,-0.1505681818181817,21
31472,-0.14,1
