firms,mom1,clusters
39116,0.0555555555555555,12
50032,0.0952380952380953,17
17304,0.0769230769230768,14
47730,0.123076923076923,4
48581,0.1899999999999999,4
44652,0.1222222222222222,17
44548,0.176056338028169,14
45583,0.2992125984251967,18
57920,0.0166666666666666,20
27289,-0.0526315789473684,0
47642,0.2019230769230768,16
29946,0.1090909090909091,7
10866,0.0491071428571427,4
29970,-0.015625,16
44257,0.0,21
30074,0.2574257425742574,18
45655,0.0555555555555555,20
51414,-0.0641711229946524,15
25320,0.0093896713615022,21
30314,-0.0265486725663717,28
38922,0.0,16
40352,0.0,21
26841,0.1777777777777778,18
48047,-0.0303030303030302,2
30568,0.1818181818181818,8
45460,0.0,3
41152,0.0882352941176469,22
52388,0.0636363636363637,26
31026,0.0348837209302326,8
19828,0.1499999999999999,9
59862,0.0172413793103447,0
59707,0.0320855614973261,13
22699,-0.0188679245283018,27
49154,0.0365296803652968,14
19350,-0.1013513513513513,2
57883,0.2233502538071066,18
49429,0.0224719101123596,6
44943,0.0833333333333332,17
19254,-0.0451388888888888,22
56960,-0.02,21
31421,0.1294117647058823,20
28644,0.0873786407766989,2
31595,0.0512820512820513,9
40141,0.015075376884422,27
31579,0.2380952380952381,29
31683,-0.0333333333333333,28
19713,0.1351351351351351,8
50788,0.1208053691275168,20
31747,0.0869565217391303,7
53196,-0.0131578947368421,26
58405,0.0,22
23552,0.064516129032258,16
18569,-0.0481927710843373,27
51107,0.1515151515151516,18
46295,0.3333333333333332,28
26382,-0.0254237288135593,0
47036,0.1538461538461537,13
31974,-0.018018018018018,1
32002,-0.073170731707317,29
59010,0.1214953271028036,23
44628,-0.0588235294117647,16
41304,-0.0772727272727272,0
40838,0.143939393939394,23
21055,0.1599999999999999,28
59547,0.1,19
47888,0.1,16
55474,0.0,22
53794,0.0666666666666666,26
58261,0.162162162162162,19
32360,-0.5670103092783505,0
49189,-0.0612244897959183,18
32475,0.072,25
32571,0.1153846153846154,7
39765,0.0467289719626167,10
21653,-0.0925925925925925,15
27828,0.0892857142857141,3
32782,-0.0666666666666666,0
32803,0.1999999999999999,17
32870,0.0327868852459016,1
42366,0.1636363636363635,6
32926,0.0465116279069768,28
48434,0.205128205128205,17
12503,-0.1851851851851852,0
48100,0.0461538461538462,24
33267,0.125,13
39925,-0.0714285714285714,0
12749,-0.0425531914893616,22
27078,0.3043478260869565,19
57437,0.0625,7
40459,0.0277777777777776,17
48717,0.0909090909090908,20
50374,0.1481481481481481,11
19107,0.1680672268907563,19
38674,0.15625,28
26294,0.0514541387024609,28
40053,-0.0194174757281553,2
12976,0.0683962264150943,14
13012,0.2409638554216868,28
51270,0.1851851851851851,22
39538,0.2115384615384614,20
26593,0.1052631578947369,7
13100,0.0396039603960396,25
22891,0.1413612565445026,26
52636,0.0638297872340425,18
55191,0.0944444444444445,16
45233,0.1132075471698113,17
34665,0.107843137254902,7
54586,-0.1304347826086956,18
34745,0.0654205607476634,1
27318,-0.01010101010101,27
53639,0.2803030303030303,18
35051,0.1126126126126125,27
57509,0.1487603305785123,17
54949,0.1388888888888888,29
35182,0.0,24
18403,-0.0775510204081633,24
35238,0.1203703703703704,18
49576,-0.304147465437788,29
13936,0.1181818181818181,8
53153,0.0,2
43748,0.0652173913043479,10
42884,-0.032258064516129,24
42307,0.2299465240641711,17
52097,-0.081081081081081,10
44935,0.0222222222222221,1
21119,0.0,1
25312,0.048780487804878,2
38711,0.1320754716981131,14
33961,0.0416666666666667,22
40723,-0.1139240506329114,3
41320,0.0208333333333332,10
58544,-0.0666666666666666,29
42999,0.1752577319587629,6
47191,0.1690140845070422,29
39773,0.1111111111111111,28
58798,0.1525423728813559,18
36249,0.1523809523809522,26
36396,-0.0252100840336134,28
50948,0.0,15
51625,0.2129032258064516,18
36409,0.4230769230769231,17
38949,0.0,7
42585,0.1761904761904762,26
36927,0.0714285714285714,9
45735,0.0,29
23421,0.2156862745098038,9
54981,-0.0357142857142857,7
37065,0.1307692307692307,26
43983,0.0914634146341464,19
59803,0.1428571428571428,11
53751,0.3999999999999999,13
48573,0.2195121951219512,23
56530,0.1875,0
50307,0.1428571428571428,13
58333,-0.032258064516129,24
25937,0.222707423580786,23
46260,0.0267379679144386,20
55298,0.0,12
37807,0.0087719298245614,28
44492,0.1551724137931034,21
59627,0.0416666666666667,8
42948,0.0,18
28388,0.5428571428571429,7
55976,0.0529801324503311,23
51932,0.0582959641255604,4
45292,0.0923076923076922,28
44783,0.2121212121212121,18
38113,0.0666666666666666,1
43406,0.0769230769230768,4
44476,0.1363636363636364,9
40539,0.0943396226415094,18
41769,0.1666666666666667,0
32563,0.0777777777777777,22
56354,-0.1544715447154471,25
21020,-0.0185185185185184,17
28636,0.2121212121212121,15
56899,0.1559633027522935,0
20482,0.0817307692307691,1
10057,-0.032258064516129,21
28695,-0.0714285714285714,13
51510,0.0434782608695651,16
57306,0.1875,4
17224,0.1956521739130434,26
47650,0.1184210526315789,28
57461,0.170940170940171,17
28716,0.1999999999999999,23
28724,0.0140056022408963,18
50569,0.1111111111111111,28
57349,0.0267857142857141,8
57613,-0.1818181818181817,0
28222,0.1174377224199287,25
51721,0.1973684210526316,3
28804,0.0612244897959184,23
57998,-0.0980392156862745,21
42083,0.1363636363636364,26
48514,0.0774647887323942,22
44740,0.0683760683760683,21
46818,0.2027972027972027,23
26331,0.0847457627118644,15
10145,0.1411411411411411,4
10153,-0.046875,15
41443,0.1475409836065573,27
45911,0.2391304347826086,18
44580,-0.0833333333333333,0
24643,-0.080952380952381,15
24555,0.108433734939759,11
28484,0.0364583333333332,22
10225,-0.01628664495114,15
10233,0.2365145228215768,17
56119,-0.0652173913043477,25
10241,0.1299212598425196,9
57621,0.0141843971631205,14
23341,-0.0092592592592593,9
49269,0.3055555555555556,26
50112,0.161764705882353,9
10321,-0.1153846153846154,15
29049,0.0204545454545455,26
46527,-0.0403225806451612,26
58560,0.1666666666666667,29
15974,0.1235955056179776,27
10372,-0.0256410256410256,1
23544,0.0,24
45217,0.1999999999999999,14
27051,0.0434782608695651,26
19553,-0.0334928229665071,7
18075,-0.0567375886524822,22
10479,0.3144654088050314,26
10487,-0.0070921985815602,21
22277,0.043956043956044,10
29073,0.0895522388059701,11
29102,-0.0053191489361702,28
29145,0.0333333333333334,13
39490,0.1733333333333333,7
48813,0.3,28
52804,0.27,28
49891,0.0037453183520599,8
10516,0.0769230769230768,2
48004,-0.0649350649350649,7
19764,0.0377358490566037,7
29380,0.1538461538461537,28
27270,0.2198275862068965,28
29209,0.0185185185185186,27
31472,0.0839160839160839,17
21143,0.0377358490566037,9
24272,0.1016949152542372,7
29276,-0.0625,17
47140,0.0507614213197968,14
10604,0.203125,7
20458,0.6111111111111112,6
59846,0.1388888888888888,16
49701,0.1095238095238095,19
44644,0.1274509803921568,7
50964,-0.0458333333333332,29
27684,0.1396011396011396,18
21127,0.0425531914893617,9
47693,0.0256410256410255,19
53110,-0.1333333333333333,15
52484,-0.0416666666666666,4
28134,0.1592592592592592,17
58755,0.1408450704225352,9
57568,0.168141592920354,26
58480,0.2150537634408602,17
55781,0.1098265895953756,26
41208,-0.0437499999999999,1
29532,0.3176470588235294,17
46877,0.2755102040816326,18
29559,-0.024390243902439,29
39693,-0.0608108108108108,21
42358,0.0476190476190476,16
47423,0.0975609756097561,22
29591,0.0786516853932584,18
26518,0.0685714285714285,4
27887,0.2033492822966507,26
10727,0.2093023255813952,17
29612,0.0849056603773585,10
16651,-0.1666666666666666,1
39642,0.1623376623376624,14
57488,-0.0999999999999999,16
28556,0.1274509803921568,16
22322,-0.0921052631578946,21
29639,0.1481481481481481,28
10751,-0.0090293453724604,14
29663,0.0384615384615385,22
38471,-0.0204081632653061,6
10786,0.0242424242424241,2
47992,0.2666666666666666,18
54164,-0.0515463917525773,9
51609,0.3636363636363635,7
44409,-0.0304347826086957,22
54033,0.0,23
20220,0.0252100840336133,1
48610,0.0961538461538462,25
44273,-0.0047169811320755,9
19561,0.077720207253886,16
42024,0.0155038759689922,9
51393,0.3289473684210526,13
16571,0.0090090090090089,25
17590,0.0690607734806629,14
39757,-0.037037037037037,16
50315,-0.1176470588235294,0
21864,-0.0769230769230768,15
47618,0.05,17
29815,0.1166666666666667,28
17961,0.0337078651685394,21
19393,0.1161616161616161,26
42606,-0.1258278145695364,27
53786,0.1834862385321101,28
55116,0.03125,16
20677,0.0824742268041236,26
50227,0.2767857142857142,10
27721,0.125,22
43852,0.14375,6
10890,-0.0454545454545454,15
30031,-0.072289156626506,1
20730,0.0881612090680101,25
54041,-0.0212765957446808,22
48282,0.108695652173913,18
10989,0.148936170212766,1
58181,0.1267605633802817,26
46690,0.0631067961165048,21
56602,0.1,0
11017,-0.1587301587301587,0
58982,-0.2282157676348547,9
30330,0.1127272727272727,26
47220,0.1999999999999999,28
27334,0.0088495575221239,24
30365,0.0047393364928909,25
53524,-0.009009009009009,26
20618,0.069767441860465,26
30402,0.0873786407766989,21
40707,0.0,15
18542,-0.0629370629370629,2
28142,0.0808823529411764,14
19027,0.0342465753424656,14
47669,0.4482758620689655,28
53831,-0.0904255319148936,22
11105,-0.0833333333333333,15
25750,0.0116279069767442,27
46607,0.0,26
21397,-0.0384615384615384,1
26622,0.0,1
52652,0.2083333333333332,19
40715,0.032258064516129,7
21960,-0.0186915887850467,9
14541,0.1176470588235294,2
54009,0.1102150537634407,18
11164,-0.0389610389610389,1
30509,-0.0172413793103448,29
59854,0.0597014925373133,10
11260,-0.1081081081081081,0
59205,-0.0808510638297872,19
47677,0.04,21
15923,0.0852272727272727,4
18446,-0.037037037037037,1
30584,0.125,8
27422,0.0199203187250995,21
59213,0.1785714285714286,9
23595,0.0508474576271187,7
46578,0.0886075949367088,10
11295,0.2473118279569892,26
56741,0.3888888888888888,17
38893,0.0365448504983387,6
30648,-0.2407407407407407,9
39140,-0.0978260869565217,4
18729,0.0,9
30736,0.1296296296296295,17
30744,0.05,11
53508,-0.0879120879120879,15
40125,0.0088495575221239,24
30760,0.1071428571428572,8
30779,-0.0052083333333333,14
41929,0.0652173913043479,14
48821,-0.0335570469798657,28
27895,-0.1451612903225806,15
30840,-0.03125,13
38914,0.1823416506717849,23
11498,0.0051282051282051,2
27430,-0.0973451327433628,20
52791,0.0295857988165679,7
30912,0.054421768707483,1
40854,-0.4358974358974359,3
49496,0.0980392156862746,13
20204,0.0145454545454546,9
38420,0.0,9
47634,0.0330578512396693,29
53575,0.1111111111111111,23
17726,-0.0092592592592593,21
59256,-0.0384615384615384,16
55714,0.05,22
17128,-0.079646017699115,15
58165,-0.0149253731343284,26
31069,0.1111111111111111,16
31077,0.3113207547169812,18
12044,0.1742424242424243,28
