Momentum Index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
888,0.036278321490816445,0.012909767425017371,-0.07775813251894803,-0.09333646669854057,-0.01239308317665433,0.14686210696256063,0.14686210696256063,0.21247094393601995,0.2630527302078278,0.2236762237035661,0.19470160489476895,0.21457687652317414,0.20104985186139368,0.33153629190617306,0.16348113639199702,0.25120916110778735,0.24492339189745538,0.5552868074813904,0.6155278964999422,0.5314334989529013,0.7495152614460847,0.7252226205620445,0.6537580370999927,0.6949704590213603,0.6675484943103487,0.8773753492235283,0.7103090892414932,0.7690027273805289,0.9675201350543383,0.8595741851845697,1.0705257508744008,1.1415446454206144,1.2052388836329238,1.2815746811178972,1.2217478504338848,1.3926222935044104,1.5743474109269124,1.5316212241203755,1.4307501792348303,1.112612229869431,1.0738262497451392,1.0564827408741686,1.2665073078831957,0.8526153693308829,0.9124823725481819,1.0329420742786541,0.9380066514238206,1.2330106775770884,0.8629956790688769
AAL,0.1824680534523524,0.16056287654084977,0.19535766412231204,0.145504410257409,0.022332093747861048,-0.0564888481147825,-0.098797343007198,0.06368248169406998,0.02360204801991017,0.10013280740354502,0.24171169566336115,0.5671343519713559,0.456172086804739,0.6306071207639563,1.0874834181466477,0.8566913100868339,1.2956924585700729,1.515773292340596,3.5101295489510997,3.4484494658220672,2.0420902904617972,1.2708077441898062,1.2270250953737798,0.8059612409944228,0.629587747765221,0.3948467636264459,0.2656521095883042,0.08965629841662448,0.24884375534991232,0.0942660123726684,0.1692293355698442,0.10904145300605883,0.007832179515739224,-0.0013573114408937936,-0.03614710810844035,-0.13737232807948074,-0.15778305031955953,-0.10510930024449561,-0.10780907052482369,-0.14943897002597706,-0.1254008085877597,-0.08007621185252678,-0.02640835962961041,0.05271489188424239,0.0519005807097066,-0.06841936448287267,-0.08379410158223866,-0.11451359293737495,-0.0706036076609462
ABDN,-0.0009147838899803418,0.083209193445414,0.1358081510691782,0.16951842092036395,0.2914582028369581,0.2208705298584095,0.2966294639303284,0.19701774434764086,0.31429032518357136,0.33597992093046125,0.30558850876911725,0.26804697565969504,0.5384760699341653,0.5389848444763596,0.3786098791346446,0.44325512157085134,0.36021812928251995,0.4124604891754431,0.3164041347762485,0.2825045373479842,0.14628747972285838,0.13593885122883353,0.22719909587492948,0.21247762149527483,0.06708595387840677,0.08547589534434263,-0.0028986217007900272,0.038967666213776786,0.04033468527448658,-0.03982928202362124,0.014326237159786981,0.016862385206550146,-0.030669479597818294,0.05541444196775691,-0.004309686095913534,0.07343981177897208,0.12747812603832087,0.08904304220643544,0.047786608685023824,0.06953838072099283,0.11155090286213443,0.11800176403765561,0.17374918029242825,0.19425747510741576,0.21864630601579416,0.2068448135977503,0.22427964206657314,0.25237877384060003,0.11420079282829021
ABF,0.11450625575577056,0.01916506450763622,-0.006835738059875585,0.06196260171701318,0.14933642468142705,0.1418733738731517,0.2661683022699364,0.1027020371441214,0.18806662431464383,0.21974868578081153,0.15976895066160623,-0.02616832089299137,0.10298799817413906,0.10500648487304098,0.03467733786821259,-0.019567950746818608,-0.09403856105500374,-0.12059952354671544,-0.038242668214789166,-0.07523356173206808,-0.13903960489966538,-0.11146107326797383,-0.08999598919362661,-0.024850389886489355,-0.059419613193312903,0.04458856911228204,0.020162025541071937,0.06524222496490517,0.08718232867623721,-0.0076155507322434035,-0.01685730527308882,-0.04148191268367507,-0.037464857076576985,0.15496990400437216,0.16236815321983733,0.07563636450121458,0.11168506515054322,0.017455391340245097,0.022085964901708,0.03265780336438118,0.11166502663246236,0.04204578182781704,0.15222455288143077,0.243920853514642,0.359655293703834,0.38864817203882884,0.6573946545960714,0.6644550245597163,0.5997171470882303
ADM,-0.09619881633489191,0.05756843562026237,0.03698282291554822,0.057846454077494114,0.08592107526398096,0.191530028770319,0.2210501424606568,0.17793880784275462,0.17411170481571014,0.12829570987775152,0.03611324875419064,0.06571237014520825,0.01612118013453845,0.06571237014520825,0.10620305698079946,0.16553624071451356,0.13511573179905256,0.25524395932980726,0.254533555967807,0.3785059564224431,0.3532745816117464,0.3785059564224431,0.4816405193960833,0.4869329294173457,0.5128788962905697,0.6182258201836457,0.511863701136275,0.43696671334160664,0.4892196128279398,0.5537932246018231,0.5718981332404263,0.7440299090234663,0.8691117332228597,0.7153322023581505,0.8058264595207316,0.7646087429740254,0.6026519293404893,0.486575380306675,0.6004582837292256,0.6677625437790771,0.6677205117075742,0.6818432128202545,0.6595907531653975,0.8261854361360368,0.9614570948345613,0.8618523547562502,0.9454451217254767,0.9220840415689482,0.7620278980962074
AEP,-0.022579585099969268,0.02747253444697617,0.04261537450908914,0.16847976718403546,0.2190812401541007,0.25859733959433084,0.1894621140428734,0.2893405543166614,0.42414677659428457,0.5354882768040063,0.7327887381833127,0.8132430125736712,1.034985393422263,1.0598003939191907,0.8632543557375576,0.6981094076479621,0.5282205612205404,0.7552394933656574,0.5995858002197472,0.5861204078913336,0.49586416422113966,0.43448442079967675,0.4998332382173536,0.5555628155285699,0.39609826265580983,0.3564500452458357,0.3539882072512859,0.41765678417306495,0.4313593039910877,0.4194292808756661,0.4863138334303463,0.5484685532606013,0.3545251912689009,0.31428645654051723,0.3307161175774316,0.3097397827261812,0.2711320633235603,0.23518182525670395,0.19951808728666243,0.19610424729252274,0.2305231921776567,0.2938188409387703,0.2726389419516728,0.2908888807378074,0.23944110553917985,0.27643791808195584,0.31571350550050714,0.3076662110946331,0.2716932280931075
AEX,0.6915887850467293,-0.12295081967213117,-0.21323529411764708,-0.37790697674418605,-0.4952830188679246,-0.5836575875486382,-0.021937842778793404,0.2441860465116279,0.35443037974683533,0.49025069637883,0.4657534246575341,0.3374999999999999,1.0980392156862746,1.6749999999999998,1.0576923076923075,0.9107142857142858,1.0576923076923075,0.8448275862068966,0.9814814814814812,0.7833333333333332,0.5507246376811592,0.3374999999999999,0.5507246376811592,0.3209876543209875,0.3717948717948718,0.44594594594594583,0.3209876543209875,0.5285714285714285,0.5507246376811592,0.3209876543209875,0.3896103896103895,0.03883495145631044,0.2588235294117647,0.3717948717948718,0.16304347826086962,2.165680473372781,1.988826815642458,1.9558011049723754,2.074712643678161,2.689655172413793,2.092485549132948,1.6749999999999998,1.6354679802955667,0.6212121212121211,0.725806451612903,0.2441860465116279,0.15053763440860202,0.16304347826086962,0.2738095238095237
AGR,0.03465000616548153,-0.007040385282533701,0.012505982479139366,0.0329031162435256,0.09745810496876195,0.11654696069207637,0.20036510755871317,0.1502801352213896,0.14025261875190398,0.1121574364014537,0.12649905079409174,0.11782949298169032,0.11312424221627437,0.17970227415991857,0.19318293281020105,0.16098398988332407,0.2561117278054572,0.2934765271944282,0.22084504215174627,0.21974330692870736,0.22099821836340383,0.1994773948626929,0.24901814821469825,0.3147612742846335,0.24901814821469825,0.2379595471314082,0.1952639465474464,0.1850462737457379,0.13652395300492848,0.33134508044215827,0.2708420392812372,0.39777656487891755,0.4117681193059828,0.4117681193059828,0.5412245415096133,0.5247555778390576,0.61087201218301,0.6844255201301623,0.6554281631681012,0.636608254010965,0.7022214448137134,0.7748677731169069,0.8306934045675156,0.9364826680463247,0.9051683633516054,1.0441102335741892,1.1353403256242598,1.1353403256242598,1.1586442482587285
AGRO,0.012500612775135922,0.03896302332688206,0.11628543285542303,-0.020409143296196697,0.015027118475394285,-0.10100921070027757,-0.11986020623894378,-0.07112608715450108,-0.005072428425108466,-0.02055024727517174,-0.04650836683182191,-0.047621270834306006,-0.11658221818024339,-0.14318716397849462,-0.014683862242187096,-0.10585605330060488,-0.19444773526043513,-0.21794970096610944,-0.010141692546583814,-0.021020300427124772,0.06873788442395345,0.43140832222300207,0.6158903675538656,0.671501147164864,0.7003417521046928,0.6416384999195237,0.6128241619228338,0.7163651661758521,1.4143685643271393,1.3750145534986609,1.7558767900567416,1.704720233359852,1.3945298743984038,1.2470808548138357,1.014716049382716,1.3452517820188548,1.2279379641764963,1.4178025364466045,1.7848464163822526,2.2633178691409372,2.108182233734573,2.2246285172304776,1.5121921182266012,1.5299516309066106,1.8626157732248108,1.7425383167518151,2.1933312460864123,2.2965416936005174,2.137824950007691
AHT,0.0417931926239723,0.0479794655331538,0.040752164413267566,0.0362049048772759,0.010961778725798066,-0.051970085821816836,0.01965556323057016,0.04255767039182001,0.07417054881331375,0.3224497570700193,0.29367905432138497,0.31306301832662164,0.43519962393523826,0.5668813636176264,0.7592766369565898,0.8921829361933551,0.971620748947692,1.0067245457137126,0.8921829361933551,0.5714579539323683,0.5428848893705631,0.6606402104035285,0.8387573105780255,0.8507902540206547,0.7810367326475198,0.5610368863020576,0.49322497483365657,0.49843153603032264,0.5811422117952432,0.45529281704498126,0.6168398418931984,0.479577507962597,0.6783906673098641,0.668641020913449,0.6833074082890025,0.7535163998708307,0.9352428155762431,0.947141410014894,0.9352428155762431,0.996238439602338,0.7854623129622367,1.0587676146449856,1.215927921520504,1.2292486815308759,1.540530650505537,1.6127389235530551,1.8171198078982571,1.5952656904229916,1.471382501812366
