Momentum Index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1SN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABF,-0.01803643798605281,0.048318571876937444,-0.008851543049041788,0.11861236358883875,0.13881681801550072,0.1954832739716459,0.2969013390912363,0.25185110700769675,0.18704817710590627,0.13369758682064647,0.17873127904975017,0.1983286664333217,0.17324777464595664,0.11122381083756627,0.06884736661359314,0.17873127904975017,0.1087855945720555,0.025398156537105088,-0.018491309801111022,-0.07091053413570159,-0.039056634224726494,-0.048120499346623324,-0.026071928938703248,0.06658307112371098,0.07339650888455163,0.06209961376785755,0.1983286664333217,0.2644033681722493,0.31037815286868,0.23348315213964677,0.1983286664333217,0.1983286664333217,0.2771979892373837,0.2612359550561798,0.3036049157076086,0.31037815286868,0.27077437015728667,0.2644033681722493,0.20982560913122605,0.20982560913122605,0.3036049157076086,0.27077437015728667,0.2869803022329147,0.31378493241363437,0.4013732833957553,0.4291603180897914,0.49702660749032557,0.5334184330455618,0.4925885558583105
AC8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEP,0.0,-0.027776282499865523,-0.07894334234280187,-0.10255900621118008,-0.07894334234280187,-0.027776282499865523,-0.05405122296129472,-0.027776282499865523,-0.05405122296129472,-0.05405122296129472,0.029410088344257623,-0.027776282499865523,-0.027776282499865523,-0.027776282499865523,-0.027776282499865523,0.0,-0.1417098322482535,-0.09983054226475274,-0.1612019320081739,-0.23111962537249886,-0.27634425835403476,-0.3289615456065391,-0.3289615456065391,-0.3289615456065391,-0.3289615456065391,-0.34095967889071344,-0.34095967889071344,-0.36366839305217913,-0.3949819107597481,-0.44080128800544927,-0.4572527571595998,-0.5012564548642753,-0.44080128800544927,-0.4572527571595998,-0.4572527571595998,-0.4572527571595998,-0.5386717752234993,-0.5657995961150111,-0.5806107047486357,-0.5806107047486357,-0.6073781004760765,-0.6518227208759856,-0.6381721291770174,-0.5853193736510998,-0.5899234838680381,-0.6064970151204846,-0.5522140129915208,-0.5522140129915208,-0.5522140129915208
AEWU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHT,-0.053779565128484697,0.051307774991042665,0.2072909809084924,0.5092068717210163,0.5726230035373565,0.8713010204081633,0.8713010204081633,0.5594175170068028,0.21519092189182465,0.06931486880466453,0.12060800488848145,0.28175781932552857,0.2995836655151032,0.1551968503937009,0.14805540339619694,-0.015104726100966803,0.09436073399970146,0.08803025808365472,0.107328855007925,0.43946232339089475,0.2230929553980825,0.1695631377551019,0.2072909809084924,0.2850135762459489,0.48266801414856,1.1417518248175185,0.6761110476408088,0.2850135762459489,0.1337712519319938,0.04190043320786874,-0.03626092097484079,-0.22901886594145782,-0.19011868617168093,-0.11583197733984218,-0.13179074446680084,-0.20352877307274708,-0.27810854696649123,-0.29911140836995986,-0.21962765957446817,-0.23512851259058454,-0.24411355556700498,-0.36803790652595303,-0.3976680215133227,-0.38809642976309644,-0.35752134880665654,-0.3841924110141035,-0.35318754959880083,-0.32840466926070033,-0.3638728699648788
AIQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALGW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANTO,0.015258215962441257,0.1971546500395187,0.20052840158520469,0.3117782909930715,0.29176537477494535,0.3427895981087472,0.321955003878976,0.34916864608076015,0.34916864608076015,0.38663411657003355,0.6732539585123358,0.6251788268955651,0.5947590079550771,0.603764705882353,0.5454030155311189,0.5510296962111731,0.4654912921952268,0.523298692591351,0.5947590079550771,0.603764705882353,0.6345323741007194,0.6667074214451643,0.6667074214451643,0.8084372512602811,1.1905833199421503,1.741753821399839,1.656274356975838,1.5759637188208617,1.3609282992726013,0.9316990222474137,0.7347925680834819,0.41660604800997625,0.40492631145006697,0.41660604800997625,0.5178710611290502,0.5178710611290502,0.44559915164369035,0.47820429407937537,0.7418860209557885,0.6999625888514778,0.6667074214451643,0.49130292090580885,0.5947590079550771,0.8722702925422332,0.9100462379150904,1.1905833199421503,1.2310965630114565,1.1040283994443585,1.401268275497622
AO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
API,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
