,0
1990-01,1.6666666666666663
1990-02,7.0
1990-03,0.6666666666666667
1990-04,0.7647058823529411
1990-05,7.0
1990-06,1.2000000000000002
1990-07,1.6666666666666663
1990-08,3.4000000000000004
1990-09,15.571428571428571
1990-10,34.333333333333336
1990-11,1.3076923076923077
1990-12,4.142857142857143
1991-01,4.2
1991-02,3.5
1991-03,2.0
1991-04,1.58974358974359
1991-05,13.22222222222222
1991-06,1.6666666666666663
1991-07,20.714285714285715
1991-08,5.305555555555555
1991-09,1.9
1991-10,9.0
1991-11,5.8
1991-12,34.19774734416997
1992-01,8.0
1992-02,3.363636363636364
1992-03,28.0
1992-04,3.1333333333333337
1992-05,0.8333333333333333
1992-06,8.571428571428571
1992-07,1.0
1992-08,10.0
1992-09,1.2999999999999998
1992-10,3.1
1992-11,9.4
1992-12,89.0
1993-01,1.923076923076923
1993-02,3.4000000000000004
1993-03,1.4186046511627906
1993-04,1.1153846153846154
1993-05,6.0
1993-06,4.818181818181818
1993-07,14.555555555555555
1993-08,4.066666666666666
1993-09,2.7241379310344827
1993-10,3.083333333333333
1993-11,2.363636363636364
1993-12,15.8
1994-01,3.1333333333333337
1994-02,1.0
1994-03,1.0
1994-04,0.9428571428571428
1994-05,3.333333333333333
1994-06,3.375
1994-07,0.8666666666666667
1994-08,4.8
1994-09,7.571428571428571
1994-10,9.0
1994-11,3.25
1994-12,5.5
1995-01,2.333333333333333
1995-02,1.1333333333333333
1995-03,1.1176337717096678
1995-04,3.659574468085107
1995-05,2.925925925925926
1995-06,10.6
1995-07,9.5
1995-08,1.5
1995-09,1.4615384615384617
1995-10,1.1176470588235294
1995-11,1.2400000000000002
1995-12,1.2053571428571428
1996-01,3.9565217391304346
1996-02,6.636363636363637
1996-03,2.0
1996-04,18.0
1996-05,4.130434782608695
1996-06,1.5714285714285716
1996-07,1.847826086956522
1996-08,9.545454545454543
1996-09,3.148148148148148
1996-10,2.764705882352941
1996-11,8.666666666666666
1996-12,1.9090909090909087
1997-01,11.88888888888889
1997-02,3.2
1997-03,2.4705882352941178
1997-04,8.777777777777779
1997-05,2.5428571428571427
1997-06,4.2631578947368425
1997-07,6.6
1997-08,2.833333333333333
1997-09,2.333333333333333
1997-10,2.636363636363636
1997-11,6.0
1997-12,10.166666666666666
1998-01,5.727272727272728
1998-02,5.719913985100991
1998-03,10.0
1998-04,17.285714285714285
1998-05,5.4
1998-06,6.777777777777778
1998-07,4.2
1998-08,0.3837837837837838
1998-09,1.7692307692307692
1998-10,5.0
1998-11,9.373626373626374
1998-12,6.714285714285714
1999-01,13.333333333333334
1999-02,7.222222222222221
1999-03,4.818181818181818
1999-04,5.25
1999-05,19.285714285714285
1999-06,2.958333333333333
1999-07,12.333333333333334
1999-08,7.800000000000001
1999-09,4.181818181818182
1999-10,4.625
1999-11,7.166666666666666
1999-12,6.407407407407407
2000-01,4.757575757575758
2000-02,10.344
2000-03,3.3389830508474576
2000-04,25.857142857142858
2000-05,11.105263157894736
2000-06,3.288288288288288
2000-07,2.111111111111111
2000-08,3.6621621621621614
2000-09,1.3333333333333337
2000-10,1.190476190476191
2000-11,6.571428571428571
2000-12,5.461379412199084
2001-01,9.848
2001-02,7.7142857142857135
2001-03,1.380952380952381
2001-04,13.68
2001-05,22.75
2001-06,8.204545454545453
2001-07,3.820689655172414
2001-08,16.05079962370649
2001-09,3.518518518518518
2001-10,9.714285714285715
2001-11,2.066666666666667
2001-12,56.5
2002-01,2.344444444444444
2002-02,6.857142857142857
2002-03,4.48993288590604
2002-04,2.1555555555555554
2002-05,4.711428571428572
2002-06,6.285714285714286
2002-07,12.5
2002-08,4.531666666666667
2002-09,4.730769230769231
2002-10,22.80952380952381
2002-11,3.0
2002-12,3.8571428571428577
2003-01,26.27272727272727
2003-02,9.5
2003-03,4.140562248995984
2003-04,16.285714285714285
2003-05,7.947368421052632
2003-06,12.058823529411764
2003-07,2.8163265306122454
2003-08,10.418604651162791
2003-09,4.203125
2003-10,4.863013698630137
2003-11,2.9112271540469976
2003-12,3.3181818181818183
2004-01,3.135802469135802
2004-02,6.908071748878925
2004-03,3.024390243902439
2004-04,8.444444444444443
2004-05,18.39285714285714
2004-06,8.333333333333334
2004-07,3.366834170854271
2004-08,0.8012422360248446
2004-09,1.9705882352941173
2004-10,6.1125
2004-11,10.88118811881188
2004-12,24.46067415730337
2005-01,2.7179487179487176
2005-02,25.51851851851852
2005-03,3.30327868852459
2005-04,1.9322033898305089
2005-05,10.623931623931623
2005-06,8.698275862068966
2005-07,3.564102564102564
2005-08,10.309192200557105
2005-09,12.214285714285714
2005-10,16.337777777777777
2005-11,7.512499999999999
2005-12,5.021276595744681
2006-01,5.753424657534247
2006-02,12.39764201500536
2006-03,7.127424954053502
2006-04,6.317647058823529
2006-05,8.3
2006-06,48.90476190476191
2006-07,10.571428571428571
2006-08,7.696969696969697
2006-09,8.476683937823834
2006-10,5.634703196347032
2006-11,7.800000000000001
2006-12,2.1310079648448226
2007-01,8.964912280701755
2007-02,2.333333333333333
2007-03,0.95
2007-04,19.19230769230769
2007-05,10.014285714285714
2007-06,24.3
2007-07,29.5375
2007-08,12.622950819672132
2007-09,3.0232558139534884
2007-10,1.2962466487935655
2007-11,6.354609929078015
2007-12,9.499139414802066
2008-01,2.2777777777777777
2008-02,6.5740740740740735
2008-03,1.3114267082095497
2008-04,6.844632768361582
2008-05,7.75
2008-06,8.782608695652174
2008-07,12.214285714285714
2008-08,8.674418604651164
2008-09,9.683453237410072
2008-10,8.105263157894736
2008-11,2.9592081583683263
2008-12,32.225806451612904
2009-01,2.322704081632653
2009-02,4.98533724340176
2009-03,5.333333333333334
2009-04,7.00747906674254
2009-05,9.70289855072464
2009-06,3.861111111111111
2009-07,26.015625
2009-08,10.2815625
2009-09,48.73333333333333
2009-10,22.95918367346939
2009-11,7.43734375
2009-12,27.233449477351915
2010-01,4.587002096436059
2010-02,14.384615384615383
2010-03,6.373156710822295
2010-04,15.712580348943987
2010-05,12.525862068965518
2010-06,6.986486486486487
2010-07,5.198859409868584
2010-08,8.829931972789117
2010-09,8.230769230769232
2010-10,16.64
2010-11,28.629629629629623
2010-12,127.45454545454548
2011-01,9.934782608695652
2011-02,14.419354838709676
2011-03,1.522222222222222
2011-04,16.511904761904763
2011-05,5.547619047619048
2011-06,5.25
2011-07,12.316910592667728
2011-08,1.7366863905325445
2011-09,6.777777777777778
2011-10,16.91275167785235
2011-11,52.50442477876106
2011-12,308.6273291925466
2012-01,9.25
2012-02,7.422425032594523
2012-03,54.0
2012-04,2.9995960004039994
2012-05,10.723076923076922
2012-06,3.168514412416851
2012-07,22.557020946470136
2012-08,15.812903225806451
