,0
1990-01,-0.0702702702702702
1990-02,0.0107296137339056
1990-03,0.024390243902439
1990-04,-0.0337837837837837
1990-05,0.0512820512820513
1990-06,0.0
1990-07,-0.0333333333333333
1990-08,-0.1263157894736841
1990-09,-0.0786516853932584
1990-10,-0.0493827160493827
1990-11,0.0357142857142858
1990-12,0.0061728395061728
1991-01,0.0609756097560976
1991-02,0.0749999999999999
1991-03,0.0265700483091786
1991-04,-0.008130081300813
1991-05,0.0148148148148148
1991-06,-0.056047197640118
1991-07,0.0021881838074397
1991-08,0.0
1991-09,-0.0234375
1991-10,-0.0094339622641509
1991-11,-0.0517241379310344
1991-12,0.0333333333333334
1992-01,0.0393258426966292
1992-02,0.0
1992-03,-0.0374639769452449
1992-04,-0.0434782608695651
1992-05,-0.0212765957446808
1992-06,-0.0625
1992-07,0.0
1992-08,-0.0389972144846796
1992-09,-0.0045871559633027
1992-10,0.0
1992-11,0.0333333333333334
1992-12,0.0
1993-01,0.0040816326530612
1993-02,-0.0347826086956521
1993-03,0.0
1993-04,-0.0471698113207547
1993-05,0.0036101083032491
1993-06,-0.0259067357512953
1993-07,-0.0130718954248365
1993-08,0.0047169811320755
1993-09,-0.012121212121212
1993-10,0.0
1993-11,-0.0384615384615384
1993-12,0.0
1994-01,0.0080645161290322
1994-02,-0.0294117647058823
1994-03,-0.0671140939597315
1994-04,-0.0198675496688741
1994-05,-0.0270270270270269
1994-06,-0.0454545454545454
1994-07,0.0
1994-08,0.0097087378640776
1994-09,-0.0224719101123596
1994-10,-0.0145985401459853
1994-11,-0.0545454545454545
1994-12,-0.0188679245283018
1995-01,-0.0091324200913242
1995-02,0.0101010101010101
1995-03,-0.0052910052910053
1995-04,0.0
1995-05,0.0
1995-06,0.0
1995-07,0.0102389078498292
1995-08,-0.0096153846153845
1995-09,-0.0050632911392405
1995-10,-0.0707964601769911
1995-11,0.0
1995-12,-0.0276243093922652
1996-01,-0.0232558139534884
1996-02,-0.0135135135135134
1996-03,-0.011111111111111
1996-04,0.0
1996-05,0.0
1996-06,-0.0645539906103286
1996-07,-0.125
1996-08,0.0
1996-09,-0.01
1996-10,-0.0555555555555555
1996-11,-0.0099750623441396
1996-12,-0.043859649122807
1997-01,-0.0169491525423728
1997-02,-0.0564784053156146
1997-03,-0.0792452830188679
1997-04,-0.0606060606060605
1997-05,0.032258064516129
1997-06,-0.010135135135135
1997-07,-0.0037174721189591
1997-08,-0.0308641975308642
1997-09,0.0136986301369863
1997-10,-0.0833333333333333
1997-11,-0.0566037735849056
1997-12,-0.0833333333333333
1998-01,-0.0588235294117647
1998-02,0.0
1998-03,-0.0147058823529411
1998-04,-0.0444444444444444
1998-05,-0.0934065934065934
1998-06,-0.0853658536585365
1998-07,-0.1265060240963855
1998-08,-0.2557692307692307
1998-09,-0.0422535211267606
1998-10,-0.0341880341880341
1998-11,-0.0204081632653061
1998-12,-0.0610687022900763
1999-01,-0.0582959641255604
1999-02,-0.1152416356877323
1999-03,-0.1079136690647482
1999-04,-0.0075046904315196
1999-05,-0.0383561643835616
1999-06,-0.0285714285714285
1999-07,-0.0638820638820638
1999-08,-0.0943396226415094
1999-09,-0.0961538461538461
1999-10,-0.081081081081081
1999-11,-0.0486725663716813
1999-12,-0.0676691729323308
2000-01,-0.0925925925925925
2000-02,-0.0769230769230768
2000-03,-0.0745613366750208
2000-04,-0.1379310344827586
2000-05,-0.125
2000-06,-0.0446194225721784
2000-07,-0.0857142857142857
2000-08,-0.0245901639344262
2000-09,-0.102803738317757
2000-10,-0.1230529595015575
2000-11,-0.18125
2000-12,-0.0999999999999999
2001-01,-0.0036576444769569
