firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48,mom49
11181,0.1493723267,0.0366558476,40.023505923,0.0,0.293898216,0.32492308,0.1661100386,0.2618688101,0.6164661978,1.0937719386,0.255388618,0.2452070129,2.6575515818,-0.060758958,0.2452070129,4.0,0.0,0.1904761905,0.3622573226,0.1395448142,-0.017826095,0.244457381,0.0556579574,0.3026381513,0.2748162556,0.5436950943,0.0,0.3115871373,-0.17889531,0.3115871373,-0.17889531,23.358851675,8.0750839557,0.4820989989,0.0,0.0,0.0,0.0,0.0,1.7425856757,4.0,-1.252906308,0.0952049758,0.0237668005,-0.217367027,-0.231023543,-0.755287233,0.005882382,-1178.221371,0.0759423525,12.755291717,0.0012945477,0.0276173749,0.0752130463,0.0175094014,0.0103502664,0.1632956227,2.0,0.0030830691,-0.596273643,-0.073736036,6.0,12.967588503,0.9609965933,0.0,0.0393700786,0.0162153244,0.0259897195,1.1004450873,5.8581322215,2.0508937e-08,2.0604737e-08,1.2912524604,1.6673329164,-0.041602656,0.0463823263,0.2549879538,0.0293964704,-0.2903225806451612,-0.3052631578947368,-0.2142857142857143,-0.2666666666666667,-0.2048192771084337,-0.2666666666666667,-0.3052631578947368,-0.3592233009708737,-0.3052631578947368,-0.2747252747252747,-0.1428571428571429,-0.0833333333333333,-0.0434782608695651,-0.12,-0.089655172413793,-0.6271186440677966,-0.56,-0.5700325732899023,-0.5217391304347826,-0.4358974358974359,-0.3888888888888888,-0.3125,-0.2325581395348837,-0.1428571428571429,-0.1951219512195121,-0.25,-0.525179856115108,-0.5319148936170213,-0.484375,-0.467741935483871,-0.4741035856573705,-0.4782608695652174,-0.4406779661016949,-0.3592233009708737,-0.3399999999999999,-0.3465346534653465,-0.2747252747252747,-0.2413793103448276,-0.0364963503649634,-0.0833333333333333,0.03125,-0.0958904109589041,-0.0769230769230768,-0.2826086956521739,-0.3015873015873016,-0.3125,-0.2903225806451612,-0.1538461538461538,-0.2142857142857143
39116,1.8746244251,-0.521532959,-29.56464873,0.0,0.8053142565,4.2692284108,-0.077701651,-0.16380102,0.4928571429,0.0092102685,-0.016769814,-0.183303464,-1.034174636,0.0178231988,0.1833034635,13.0,0.009419414,0.1111111111,0.1662572028,0.4597879901,0.0173487519,0.1603458608,-0.054456101,-0.008316327,-0.214275924,0.5325267702,0.0,2.0801673824,-0.160448365,0.6111661711,-0.352972643,78.053811659,11.522065313,-0.453593719,0.0,0.0,1.0,0.0,0.0,0.6570831334,5.0,-0.046347991,0.3642528982,0.0345384517,1.6890208959,-0.698893492,-2.384782415,0.1524336418,-126.4630023,0.0629660493,9.7995149622,0.0,-0.112573492,-0.141294576,0.0340929995,0.0204094085,0.0011762928,0.0,-0.229657639,-0.609460129,0.0,1.0,8.9678706423,0.4151456311,0.0,0.115384616,0.0487172497,0.0478411704,0.8361628675,1.7538803448,1.4410828e-06,5.6020015e-08,1.1018613908,1.2140985246,0.3398948828,0.0805971732,1.233870948,-0.208212189,-0.2083333333333333,-0.2962962962962963,-0.3870967741935484,-0.4242424242424242,-0.4864864864864865,-0.5,-0.5476190476190477,-0.3870967741935484,-0.3870967741935484,-0.4571428571428572,-0.24,-0.24,-0.2692307692307693,-0.3870967741935484,-0.5,-0.5365853658536586,-0.5777777777777777,-0.3666666666666667,-0.4411764705882353,-0.5,-0.4411764705882353,-0.2962962962962963,-0.1363636363636363,-0.1363636363636363,-0.1363636363636363,-0.24,-0.1363636363636363,-0.1739130434782608,-0.2083333333333333,-0.1363636363636363,-0.1363636363636363,-0.2083333333333333,-0.1739130434782608,-0.1363636363636363,-0.24,-0.1363636363636363,-0.1739130434782608,-0.2692307692307693,-0.24,-0.1363636363636363,-0.2962962962962963,-0.3870967741935484,-0.4242424242424242,-0.4864864864864865,-0.4864864864864865,-0.4864864864864865,-0.4571428571428572,-0.40625,-0.4411764705882353
50032,0.422350552,0.0711654558,1.3422701638,0.0199131394,0.4762817343,3.8226292393,0.1679968672,0.1245215038,1.1359111591,0.0047820987,0.1062356001,0.047854724,0.57082235,0.0305426231,0.047854724,13.0,0.0121275384,0.0810810811,0.063115854,-0.109681458,0.0273086337,0.1090092442,-0.019022217,0.1195509227,0.1458814094,0.6117987389,0.0,1.6453153492,0.0266367154,0.8125771302,0.0963059785,21.889600508,132.85666304,0.2610185827,0.0,0.0,1.0,0.0,0.0,2.4216448915,5.0,0.0038152204,0.140176963,-0.012583413,-0.103378799,-0.498597052,0.7316254106,-0.172288429,748.3337481,0.0538573755,14.575433755,0.0004372494,0.020549997,0.042361832,0.0628547139,0.1450326184,0.0097508388,0.0,3.73832e-05,-0.469518484,0.0791461356,4.0,13.386326363,0.3733459784,0.0,0.05785124,0.021923722,0.0221014346,0.4541117636,0.8176297087,6.0936398e-09,6.185567e-08,1.0309770991,1.0629137789,0.1194811503,0.0375454358,0.2956247868,0.1310375637,-0.5852713178294573,-0.5836575875486381,-0.5327510917030568,-0.5201793721973094,-0.4595959595959595,-0.4830917874396135,-0.4904761904761905,-0.4231805929919138,-0.3649851632047477,-0.377906976744186,-0.4168937329700273,-0.4427083333333333,-0.3705882352941176,-0.4397905759162304,-0.3850574712643678,-0.4278074866310161,-0.3415384615384615,-0.2438162544169611,-0.2866666666666666,-0.1893939393939394,-0.1673151750972762,-0.1769230769230769,-0.144,-0.0893617021276595,-0.0316742081447963,-0.044642857142857,-0.0932203389830508,-0.1640625,-0.144,-0.1120331950207469,-0.1265306122448979,-0.1336032388663968,-0.0614035087719297,-0.0775862068965517,-0.0614035087719297,-0.0572687224669603,-0.0488888888888888,-0.0316742081447963,0.0439024390243902,0.0594059405940594,0.1263157894736841,0.0541871921182266,0.0594059405940594,0.07,0.0439024390243902,-0.0138248847926267,-0.018348623853211,0.009433962264151,-0.0488888888888888
47730,1.052341201,0.0727056525,-121.8355583,0.0505778452,1.1955072279,7.8059163819,0.0710100557,0.0712028101,0.5857143863,0.0264564404,0.0952432506,0.0345644438,1.0331166193,-0.002407765,0.0345644438,13.0,-0.005247542,0.1428571429,0.0911144423,-0.04887982,-0.027860506,0.346975328,0.1062881759,0.0415390788,0.0451411302,0.5128557244,0.0,1.4525521787,-0.07206594,1.2969901135,-0.054545732,855.08414239,6.3323627039,0.1636784044,0.0,0.0,0.0,0.0,0.0,1.1992253976,3.0,-0.241942666,0.0976728213,-0.134671055,0.5500375827,-0.012139695,-0.601352321,-0.479115263,-328.7583589,0.1529638306,11.45275738,0.0070768751,0.0114619463,0.0246989591,0.1914247361,0.0040611405,-0.00668659,3.0,0.0145943081,1.9607698001,0.1440429948,5.0,10.483466035,0.3249666222,0.0,0.0209424086,0.0059082326,0.005641415,1.1692127063,1.9088720918,7.4124894e-08,7.7235285e-08,1.0851970201,1.1776525725,-0.006140315,0.0385362275,0.7847467511,-0.13356716,-0.3088235294117647,-0.295,-0.2578947368421053,-0.295,-0.295,-0.2878787878787878,-0.3221153846153846,-0.2769230769230769,-0.2578947368421053,-0.175438596491228,-0.2209944751381215,-0.25,-0.2769230769230769,-0.3088235294117647,-0.3285714285714286,-0.3121951219512195,-0.3121951219512195,-0.3441860465116279,-0.2806122448979592,-0.1942857142857142,-0.2033898305084746,-0.295,-0.25,-0.233695652173913,-0.295,-0.3590909090909091,-0.3842794759825327,-0.3411214953271028,-0.3317535545023696,-0.3155339805825242,-0.3188405797101449,-0.295,-0.295,-0.2694300518134714,-0.2166666666666666,-0.1896551724137931,-0.1607142857142857,-0.2731958762886598,-0.1988636363636363,-0.2578947368421053,-0.233695652173913,-0.2378378378378378,-0.2078651685393258,-0.2731958762886598,-0.2419354838709677,-0.2842639593908629,-0.2419354838709677,-0.233695652173913,-0.2731958762886598
13777,0.2818248136,0.0495827419,2.9312433216,0.0061999544,0.1007028022,0.2631292198,0.3582006422,0.3331632453,0.3039800604,0.5194181818,0.9237306368,-0.021886881,-0.147756956,0.0569089369,0.0218868813,5.0,0.0,0.3114186851,0.2203766095,0.0331990677,0.4451072615,0.1602906417,0.1613567279,0.032323272,0.2013778866,0.8053424113,0.0,3.4405013108,-0.242651969,3.4405013108,-0.242651969,1.2491178358,2.9863232569,0.7826630855,1.0,0.0,0.0,0.0,0.0,0.3718133372,3.0,-0.146922727,-0.02744667,-1.412731448,-0.101273607,-1.916382432,0.5065954327,0.505655322,-203.499426,0.1682387986,11.349450196,-0.002302313,0.0355299294,0.0486944527,0.0290738314,0.534894079,-0.01385223,1.0,-0.000342857,0.4622963906,0.0002922267,4.0,11.471187687,1.4124678001,0.0,0.0370370373,0.0144921795,0.0201476589,1.0223808711,3.3606588225,8.746506e-08,2.8757826e-08,1.7818761631,3.1750826606,-0.002247292,0.0653615413,1.1360816699,-0.13356716,-0.3457943925233645,-0.4964028776978417,-0.4399999999999999,-0.4166666666666666,-0.4262295081967213,-0.4852941176470589,-0.6601941747572815,-0.6153846153846154,-0.6067415730337078,-0.465648854961832,-0.4214876033057851,-0.3913043478260869,-0.3,-0.3269230769230768,-0.2222222222222222,-0.3333333333333333,-0.2783505154639175,-0.1860465116279069,-0.1666666666666666,-0.054054054054054,-0.375,-0.3,-0.2222222222222222,-0.054054054054054,-0.1463414634146341,-0.3269230769230768,-0.375,-0.3,-0.2857142857142857,-0.2708333333333333,-0.5512820512820513,-0.5333333333333333,-0.4927536231884057,-0.4354838709677419,-0.339622641509434,-0.3859649122807017,-0.4444444444444444,-0.4615384615384615,-0.2857142857142857,-0.3636363636363636,-0.3269230769230768,-0.3269230769230768,-0.4890510948905109,-0.4444444444444444,-0.4067796610169492,-0.5138888888888888,-0.5833333333333333,-0.6111111111111112,-0.6759259259259259
44652,0.4279714159,0.0738030896,-10.84773003,0.0263704289,1.274402898,7.1600578463,0.1253973155,0.0368697639,1.048331096,-0.01050487,0.0232178937,0.0759971449,1.8542566146,-0.063046777,0.0759971449,12.0,0.0238008611,0.0661157025,0.0095024299,-0.203889021,0.0763710636,0.1091588315,0.0373214883,0.0585288946,0.0915355472,0.5087935014,0.0,1.2483367923,0.0458223271,0.213186197,0.276366432,249.83044687,91.914021632,0.1345125527,0.0,0.0,1.0,0.0,0.0,4.5755856584,4.0,0.0012039209,0.3346731689,-0.027548791,-0.097757935,-0.695408125,1.1766145831,-0.265877829,1299.3137481,0.0538573755,14.249501168,-0.000625247,0.0105325018,0.0325251378,0.0232691336,0.0091077179,0.0035721518,2.0,0.0002145923,0.4257410049,-0.051988278,1.0,14.070267305,0.6870797389,0.0,0.0227272734,0.0137974898,0.0199496234,0.7755355493,2.229404011,5.0268798e-09,4.3779007e-08,1.0419471776,1.0856539208,0.1006329263,0.0395033753,0.4256537277,0.1310375637,-0.2233333333333333,-0.2852760736196319,-0.2763975155279503,-0.204778156996587,-0.1386321626617375,-0.1418047882136279,-0.1140684410646387,-0.0331950207468879,-0.0753968253968253,0.071264367816092,0.0219298245614034,-0.0021413276231263,0.0639269406392695,-0.0604838709677418,-0.0642570281124498,-0.1678571428571428,-0.1021194605009634,0.0130434782608694,-0.0251046025104602,-0.0933852140077821,-0.0968992248062015,-0.1003861003861004,-0.0968992248062015,-0.0547667342799188,0.024175824175824,0.0021505376344086,-0.0331950207468879,-0.1273408239700374,-0.0411522633744856,0.1310679611650484,0.0938967136150235,0.0737327188940091,0.1620947630922693,0.45625,0.5430463576158941,0.5379537953795379,0.4517133956386292,0.563758389261745,0.6524822695035462,0.7992277992277992,0.9829787234042552,0.8640000000000001,0.841897233201581,0.8132295719844358,0.7651515151515151,0.4700315457413249,0.3827893175074184,0.3910447761194029,0.4935897435897436
44548,0.4806572069,0.0330785996,6.3610464589,0.0046857996,0.4310167502,2.2068750667,0.0279605102,0.0941607046,0.7470180127,0.006469625,0.1203150255,0.108455953,2.8605182646,-0.061543339,0.108455953,13.0,0.105518252,0.0,0.2490828259,0.6784530642,-0.065842711,0.1293981194,0.2960202864,0.1613046259,0.0717247154,0.5161572386,0.0,2.4882371542,-0.092687732,0.4055494071,-0.36063432,54.709095306,110.84890985,0.1714828937,0.0,0.0,1.0,0.0,0.0,1.3384453936,3.0,-0.006659652,-0.337808123,-0.14873791,-0.243319689,-0.235259157,0.2961078444,0.0229776994,-512.2989722,0.1142139631,13.1925795,-0.007264959,0.0091304164,0.0182267562,0.0912940407,0.0090445737,0.0175576971,1.0,-0.008651073,-0.525125049,-0.033583022,3.0,12.841190077,0.9228455219,0.0,0.0366972461,0.0208838908,0.0328080156,0.5925325263,1.3684209417,1.6321752e-08,4.7173595e-08,1.4716109282,2.1656387239,0.0170298369,0.0525384297,0.945372284,-0.17532132,-0.3405797101449275,-0.542713567839196,-0.5625,-0.5210526315789474,-0.5027322404371585,-0.4829545454545454,-0.508108108108108,-0.5863636363636364,-0.48,-0.5185185185185186,-0.5210526315789474,-0.5260416666666667,-0.48,-0.5517241379310345,-0.5404040404040404,-0.6591760299625469,-0.6374501992031872,-0.6208333333333333,-0.6239669421487604,-0.5973451327433628,-0.5517241379310345,-0.5517241379310345,-0.5472636815920398,-0.7493112947658402,-0.7283582089552239,-0.7436619718309859,-0.7414772727272727,-0.7642487046632125,-0.7465181058495822,-0.7291666666666667,-0.6795774647887324,-0.6738351254480286,-0.6144067796610169,-0.5767441860465117,-0.5844748858447488,-0.6060606060606061,-0.6043478260869566,-0.5727699530516432,-0.8013100436681223,-0.7758620689655172,-0.7275449101796407,-0.6946308724832215,-0.7191358024691358,-0.7259036144578312,-0.7120253164556962,-0.7605263157894737,-0.7843601895734598,-0.7458100558659218,-0.7648578811369509
60871,0.5011268418,0.0314638163,38.878939465,0.0,0.1681534552,0.6239703129,0.1004097,0.076733391,0.6294945411,0.0201735012,0.0117157017,0.1036040914,2.1253814444,-0.035408795,0.1036040914,13.0,0.0124116136,0.0524299254,0.1076226614,-0.055730391,-0.008031157,0.1804187391,0.1053041181,0.1331758037,0.1004816193,0.5180021945,0.0,3.0610722772,0.1341616452,1.6074098486,0.1651519058,63.614975099,4.8547875547,0.5266451047,0.0,0.0,1.0,0.0,1.0,0.8445390585,4.0,-0.089291822,-0.017418934,-0.103855088,-45.3671053,-0.331374403,-0.256654741,-1.442080159,193.68917555,0.0618975226,13.409756971,0.0044765887,0.0159591504,0.0211414084,0.0245878969,0.0146546604,0.0038192117,3.0,-0.000626415,0.2068874272,-0.063435154,6.0,12.707847434,0.5675327273,0.0,0.0438596494,0.0212193069,0.0213920738,0.8742349974,1.1057141557,2.6147102e-08,5.9793575e-08,1.5458515719,2.3896570823,0.1893778154,0.0513506132,1.1003678286,-0.191756834,-0.3116883116883117,-0.3727810650887574,-0.4111111111111111,-0.3205128205128205,-0.3872832369942196,-0.3764705882352941,-0.3205128205128205,-0.3536585365853658,-0.3071895424836601,-0.152,-0.1451612903225806,-0.2262773722627736,-0.237410071942446,-0.2689655172413793,-0.2789115646258503,-0.273972602739726,-0.4044943820224719,-0.4421052631578948,-0.5092592592592593,-0.5508474576271186,-0.4854368932038835,-0.4976303317535545,-0.4507772020725389,-0.345679012345679,-0.345679012345679,-0.4044943820224719,-0.4391534391534392,-0.3496932515337423,-0.3977272727272727,-0.2837837837837837,-0.5,-0.5225225225225225,-0.5069767441860464,-0.4391534391534392,-0.4301075268817204,-0.4239130434782608,-0.4207650273224044,-0.5330396475770924,-0.4143646408839779,-0.4591836734693877,-0.4011299435028248,-0.4078212290502793,-0.5564853556485356,-0.5776892430278884,-0.5619834710743802,-0.6580645161290323,-0.6816816816816818,-0.6267605633802817,-0.66875
14198,0.721451776,0.069152139,0.4491313854,0.0,0.169576962,0.6623192717,0.0096569038,-0.040316966,0.2819282419,-0.091871856,-0.108212972,0.0305952658,0.4119631057,0.040664009,0.0305952658,13.0,-0.002356628,-0.075675676,0.0173649192,0.1796055707,-0.089977455,0.1367317867,-0.047639611,0.0471441523,-0.036654273,0.7070656284,0.0,7.4070003201,0.1109994231,5.3119197524,0.0746494017,2.0554997489,4.9726609964,0.5622758849,0.0,0.0,1.0,0.0,0.0,0.3509772142,4.0,-0.688561448,-0.070356978,-0.194821024,-8.017548681,0.5269054476,0.3848705263,2.6849039774,-46.45030635,0.0849810308,11.552208676,-0.02283008,-0.005308099,-0.00670986,-0.034043248,0.339205248,-0.047630951,0.0,-0.083410853,-0.366989739,0.0204081628,6.0,10.612200456,0.4012249234,0.0,0.0638297871,0.027605873,0.0333588279,0.8961346712,1.4615669068,1.6559906e-07,6.2523171e-08,1.144847959,1.3106768493,-0.018602204,0.0465011983,0.4652873555,-0.150580688,-0.3132530120481928,-0.40625,-0.4183673469387755,-0.3294117647058824,-0.3448275862068966,-0.40625,-0.3870967741935484,-0.3804347826086957,-0.3448275862068966,-0.3372093023255814,-0.3936170212765957,-0.3132530120481928,-0.4242424242424242,-0.4183673469387755,-0.3448275862068966,-0.4242424242424242,-0.4242424242424242,-0.43,-0.4722222222222222,-0.4622641509433962,-0.5,-0.525,-0.4466019417475728,-0.4242424242424242,-0.40625,-0.5043478260869565,-0.5169491525423728,-0.4123711340206185,-0.4864864864864865,-0.4722222222222222,-0.4519230769230768,-0.5086206896551724,-0.4770642201834862,-0.3666666666666667,-0.40625,-0.4183673469387755,-0.3048780487804878,-0.4411764705882353,-0.3372093023255814,-0.4411764705882353,-0.525,-0.525,-0.6274509803921569,-0.6298701298701299,-0.6566265060240963,-0.6935483870967742,-0.6761363636363636,-0.6705202312138728,-0.7091836734693877
45583,0.5104489965,0.0664541852,15.265481759,0.0226487768,0.2641574751,1.1607060434,0.1605801633,0.0635020211,0.5260832329,0.0017219113,0.0007084715,0.1188447558,1.3459074307,-0.022986996,0.1188447558,13.0,0.0537598308,0.0447761194,0.0840025418,-0.051259808,0.0463833178,0.1412368605,0.1004207378,0.1068313359,0.0993572714,0.5583310816,0.0,4.2862853429,0.0490695588,1.7676633084,-0.06645443,54.575116932,6.3654693842,0.3644322557,0.0,0.0,1.0,0.0,0.0,0.8062387522,5.0,0.3018431023,0.1045982423,-0.061794955,0.0542062755,0.0266048763,2.8664179754,0.1688910992,-83.67425427,0.1688928763,12.377200536,-0.002217878,0.0244740189,0.0367472207,0.0197329906,0.007246519,-0.025549994,2.0,0.0,1.1359223301,-0.057887849,2.0,11.895262673,0.4275815022,0.0,0.0152284261,0.010446768,0.0107860901,0.7518629162,0.6997720692,7.3699968e-08,1.1240338e-07,0.8144634787,0.6633507581,0.0489315632,0.0386634516,0.5108380075,0.1321814085,-0.2741935483870967,-0.2712550607287449,-0.1928251121076233,-0.1743119266055045,-0.1428571428571429,-0.150943396226415,-0.1743119266055045,-0.1666666666666666,-0.1666666666666666,-0.0625,-0.0999999999999999,-0.1219512195121951,-0.0625,-0.0999999999999999,-0.150943396226415,-0.2372881355932203,-0.1705069124423963,-0.1666666666666666,-0.1666666666666666,-0.1891891891891891,-0.217391304347826,-0.1666666666666666,-0.1588785046728972,-0.1219512195121951,-0.0476190476190476,-0.1262135922330097,-0.1549295774647887,-0.0721649484536082,-0.0217391304347825,0.0714285714285714,0.125,0.0843373493975903,0.0778443113772455,0.267605633802817,0.25,0.1999999999999999,0.0975609756097561,0.0526315789473683,0.1842105263157893,0.139240506329114,0.3432835820895523,0.1842105263157893,0.125,0.139240506329114,0.0526315789473683,-0.005524861878453,-0.0999999999999999,-0.0374331550802139,-0.1133004926108374
