firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,invest,egr,tang,sin,currat,quick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,tb,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48,mom49
21020,0.8646238494,0.133617874,-1.454642169,0.0124482635,1.9971473087,3.0586307124,0.0504609543,0.1126718532,0.1423186675,0.0016331087,0.0930531787,10.0,0.0009842769,0.1035294118,0.1239504924,0.0687906665,0.0440275126,0.1081805739,0.0285965123,0.1644933508,0.6438005923,0.0,1.4042300396,1.2770306907,3.9549281479,9.1151801083,0.1608216467,0.0,0.0,1.0,0.0,0.0,0.400037857,5.0,-0.015836942,-0.103988493,0.1219124892,-1.079907186,0.2193346391,1509.1930481,0.0615020066,14.821769545,0.0088397529,0.0319458144,0.0953720266,0.1162666374,0.2696479895,0.0757436076,2.0,0.0125326371,0.1177938423,-0.048091206,4.0,15.361211921,2.9283072255,0.0,0.0819209069,0.0301164224,0.034586156,0.5359462197,8.0318538131,6.784533e-10,6.0599008e-09,1.3962130577,1.9494109024,0.4113008727,0.0514774656,-0.320345435,0.1236794038,0.0052493438320209,0.2082018927444795,0.1398809523809523,0.1467065868263473,0.2766666666666666,0.3252595155709343,0.4730769230769232,0.4787644787644787,0.7488584474885844,0.7330316742081449,0.7731481481481481,0.569672131147541,0.5198412698412698,0.4344569288389512,0.3876811594202898,0.569672131147541,0.3876811594202898,0.3252595155709343,0.2939189189189188,0.4618320610687023,0.740909090909091,0.5443548387096775,0.456273764258555,0.2724252491694352,0.8151658767772512,0.7568807339449541,0.832535885167464,1.2397660818713452,1.2011494252873565,0.9343434343434344,1.2397660818713452,1.7553956834532376,2.419642857142857,1.6597222222222223,2.2735042735042734,1.6971830985915497,2.0396825396825395,2.3596491228070176,2.5137614678899083,2.83,3.5058823529411764,3.3522727272727275,2.481818181818182,2.6132075471698117,2.5462962962962963,2.2457627118644066,2.2184873949579837,1.7753623188405796,1.3496932515337423
62500,0.488424138,0.0839784461,0.5277267352,0.0,0.7875797395,0.8446984687,0.1101069049,0.8497893527,0.4171071109,0.0590062112,2.0915376106,9.0,0.0098018134,0.3684210526,0.3235911023,0.0803570308,-0.122502947,0.1437089592,0.1196221116,0.1226670985,0.7640814803,0.0,5.4668148005,4.7482368853,1.4222294712,3.2727582913,0.2254815816,0.0,0.0,1.0,1.0,0.0,0.5938221125,2.0,-0.973342371,0.2004646605,-0.00969894,1.3912793368,0.1338243494,-169.2597866,0.0812427753,11.009621483,0.0027320312,0.0239720009,0.0628117566,0.0911292954,0.4654575069,0.0365535204,3.0,0.0056185244,-0.314705882,-0.026547249,5.0,11.57852124,0.9661054497,0.0,0.0185185187,0.0137040212,0.0251727807,0.9011547039,3.5482763055,6.4828039e-08,2.7854594e-08,1.7107623991,2.9267079862,0.0320033147,0.043746841,0.0131274278,0.0804203255,0.0673076923076922,0.1443298969072164,0.168421052631579,0.0,0.0571428571428571,0.3874999999999999,0.247191011235955,0.15625,0.2758620689655173,0.1326530612244898,0.3214285714285714,0.1326530612244898,0.3703703703703704,0.1100000000000001,0.0,-0.0672268907563025,-0.0749999999999999,-0.159090909090909,-0.119047619047619,-0.0749999999999999,-0.2291666666666666,-0.2649006622516556,-0.3018867924528302,-0.3508771929824561,-0.4126984126984127,-0.1897810218978102,-0.25,-0.3148148148148147,-0.2838709677419354,-0.2745098039215686,-0.2291666666666666,-0.26,-0.119047619047619,-0.0089285714285713,0.0277777777777776,0.247191011235955,0.3874999999999999,0.1443298969072164,0.4605263157894737,0.3214285714285714,0.1808510638297873,0.1808510638297873,0.2906976744186047,0.0776699029126213,0.247191011235955,-0.119047619047619,-0.26,-0.2014388489208632,-0.585820895522388
28636,1.7401970179,-0.021260557,-2.256194051,0.0058262103,5.5307089834,8.9761798289,0.0459667176,0.0263338864,0.2761307076,-0.001339764,0.0403376209,11.0,0.0027576976,0.0067243036,0.7171162833,0.7168574097,-0.070570245,0.1144766841,0.0432325855,-0.015763205,0.6115527151,0.0,1.830087922,1.1780561348,6.1899861375,7.5759022286,0.0468651841,0.0,0.0,1.0,0.0,0.0,0.8377623186,2.0,-0.09077181,-0.030944057,0.957256852,1.1343947723,1.0064765774,-124.2366554,0.1312189809,10.574734157,-0.009800668,0.0114953836,0.0478893443,0.0620781002,0.1994227372,-0.00725239,1.0,-0.017751202,1.1276595745,-0.026144908,0.0,9.1627507369,0.2518558268,0.0,0.024390243,0.0107403651,0.0112050299,0.91454662,0.5347877293,6.06504e-07,0.9545456086,2.2889729982,5.2393973867,0.1498892757,0.0693878807,0.0976190398,0.2317502147,-0.0999999999999999,-0.0307692307692307,-0.1486486486486486,-0.2588235294117647,-0.25,-0.25,-0.2758620689655172,-0.4112149532710281,-0.3,-0.2317073170731707,-0.1126760563380281,-0.2674418604651163,-0.3368421052631579,-0.2588235294117647,-0.3,-0.2921348314606742,-0.3942307692307693,-0.4424778761061947,-0.496,-0.3762376237623762,-0.4705882352941176,-0.4220183486238532,-0.284090909090909,-0.2025316455696202,-0.1818181818181817,0.2115384615384614,0.3125,0.4651162790697674,1.1724137931034484,1.3333333333333337,1.1,1.7391304347826089,1.3333333333333337,1.25,1.3333333333333337,1.1724137931034484,0.9090909090909092,0.9090909090909092,0.96875,0.8529411764705883,0.75,0.8529411764705883,0.75,0.575,0.9090909090909092,0.4318181818181819,0.3125,0.2352941176470588,0.2352941176470588
56899,0.699156451,0.0942347372,-0.540363097,0.0176781163,0.7783893676,1.40130477,0.1422236384,0.2740183356,0.3941885047,0.0597636466,0.380359449,10.0,0.0338446387,0.0740740741,0.4355067328,0.2915343795,0.0650211241,0.0725196823,0.2834006614,0.1733785546,0.5709379266,0.0,2.459620098,1.2068423203,13.182633021,6.2281051922,0.2157037385,0.0,0.0,1.0,0.0,0.0,0.6922105435,5.0,-0.029491453,-0.058435197,0.1750779439,-0.553119511,0.5444553885,-70.26486984,0.0422630468,11.95648084,-0.021731168,-0.002670983,-0.005918866,-0.111247432,0.1166129967,-0.013479805,0.0,-0.035944693,-0.520691885,-0.008928572,5.0,11.516608674,0.5276024996,0.0,0.0714285746,0.0250093163,0.0272904822,0.820894695,2.5792024228,5.6332013e-08,3.3194533e-08,2.3242689493,5.4022261488,0.0876985743,0.0598316015,0.4591036515,-0.061020564,-0.1229508196721311,-0.1008403361344537,-0.2464788732394366,-0.4427083333333333,-0.4512820512820512,-0.2357142857142857,-0.2569444444444444,-0.3096774193548387,-0.2960526315789473,-0.4754901960784313,-0.3141025641025641,-0.3395061728395061,-0.3554216867469879,-0.3705882352941176,-0.3592814371257484,-0.4308510638297872,-0.4427083333333333,-0.5069124423963134,-0.5223214285714286,-0.3554216867469879,-0.5158371040723981,-0.4880382775119617,-0.4754901960784313,-0.6880466472303207,-0.5578512396694215,-0.5523012552301255,-0.4855769230769231,-0.4855769230769231,-0.4484536082474226,-0.377906976744186,-0.412087912087912,-0.2411347517730496,-0.1229508196721311,-0.2464788732394366,-0.1640625,-0.2074074074074073,-0.2357142857142857,-0.3184713375796179,-0.277027027027027,-0.2620689655172413,-0.044642857142857,-0.036036036036036,-0.0932203389830508,-0.1507936507936508,-0.018348623853211,-0.2620689655172413,-0.4368421052631579,-0.6080586080586081,-0.6137184115523466
20482,0.3192776083,0.0801979055,5.1824392633,0.0288025177,0.3128026098,0.6183475158,0.2210794397,0.123496173,0.5903854216,-0.007134717,0.1165885034,10.0,0.000118392,-0.019226288,0.0601426565,0.0406312207,0.0434147143,0.104078048,0.0970058723,0.1303471443,0.5342747042,0.0,1.9218310121,1.3883112373,6.9425266275,6.3188707323,0.3569866303,0.0,0.0,0.0,0.0,0.0,1.1024188879,5.0,-0.489463852,-0.696337161,-0.168189231,105.36099511,0.3385372197,4502.1306225,0.0651922914,15.738977664,-0.001988056,0.0353896421,0.0702123867,0.0037174789,0.1657567793,0.0020097805,1.0,0.0,-0.337999063,-0.010530645,7.0,15.016118545,0.3633210594,0.0,0.0392156877,0.0196482391,0.0255046847,0.4198956251,0.8179356741,8.941024e-10,4.8350637e-08,1.0052665897,1.0105609165,0.3904734718,0.0292888228,0.0624035861,0.0804203255,0.0600461893764434,0.125,0.0825471698113207,0.1984334203655353,0.2142857142857142,0.374251497005988,0.3909090909090909,0.3951367781155015,0.3783783783783783,0.2142857142857142,0.3189655172413792,0.3151862464183381,0.4525316455696202,0.2966101694915255,0.3951367781155015,0.3579881656804733,0.3151862464183381,0.2679558011049723,0.2785515320334262,0.1333333333333333,0.186046511627907,0.2207446808510638,0.1799485861182519,0.1922077922077922,0.3227665706051874,0.2338709677419355,0.3343023255813953,0.4299065420560748,0.4210526315789473,0.4806451612903226,0.5,0.5402684563758389,0.6451612903225807,0.6392857142857142,0.904564315352697,1.004366812227074,0.9870129870129872,0.8811475409836065,0.978448275862069,0.9956521739130436,0.978448275862069,1.125,0.9367088607594938,1.04,1.2067307692307692,1.1961722488038276,1.0675675675675675,0.8214285714285714,0.0291479820627802
28695,1.1412466844,0.049071618,-245.7038997,0.0,4.9731432361,11.220490716,0.0399674179,0.1206246962,0.4780627127,0.0,0.1395684546,10.0,0.0813250423,0.1513157895,0.2697358547,0.2193218985,-0.257251942,0.120800125,0.2349902771,0.0449301761,0.5992145762,0.0,1.2576771863,0.768037403,1024.25,4.7629838142,0.065409609,0.0,0.0,1.0,0.0,0.0,2.0540376442,3.0,0.0126753405,0.0120175057,0.4994999916,2.7359673593,-0.451105817,-207.3030441,0.0309805399,7.8680628963,-0.001356315,-0.001375777,-0.017427885,0.6034320633,0.0113781893,-0.014732482,1.0,-0.187037843,1.8260869565,-0.078461539,1.0,6.4409465406,0.2519936204,0.0,0.1052631587,0.0349270107,0.0396525479,0.8774672781,1.756702872,1.34708e-05,7.6363637221,2.2445365317,5.0379442421,-0.132105175,0.109708727,0.5077922009,0.0220971733,-0.0833333333333333,-0.1851851851851852,-0.1851851851851852,-0.4054054054054054,-0.4499999999999999,-0.3714285714285714,-0.1851851851851852,-0.1538461538461538,-0.2413793103448276,-0.2666666666666667,0.2941176470588236,0.0,0.0,-0.2142857142857143,-0.3529411764705882,-0.3333333333333333,-0.5510204081632653,-0.5,-0.5849056603773585,-0.5217391304347826,-0.5769230769230769,-0.639344262295082,-0.4499999999999999,-0.6140350877192983,-0.6333333333333333,-0.639344262295082,-0.7027027027027026,-0.5416666666666667,-0.3529411764705882,0.2222222222222223,-0.0434782608695651,0.2941176470588236,0.375,0.375,0.1578947368421053,0.1,0.2941176470588236,0.2941176470588236,0.8333333333333333,0.375,0.2222222222222223,1.0,0.8333333333333333,0.6923076923076923,0.5714285714285714,0.2941176470588236,0.1,0.2222222222222223,0.375
60038,0.6575,0.0649679487,9.1582446809,0.0328205128,0.2233974359,1.2634935897,0.1225497531,0.0335827912,0.4786581926,0.0,0.0485933504,10.0,0.0525566343,0.0,-0.104780288,0.0840641814,-0.058236743,0.1376498003,0.1069910872,0.0285800241,0.561362611,0.0,6.6783216783,1.7879847425,52.421542553,9.2515841352,0.419181905,0.0,0.0,1.0,0.0,1.0,0.6206879262,2.0,-0.060273996,-0.059146807,-0.385819548,-2.228297242,0.3921127548,-84.22538821,0.0261787142,10.53029459,-0.016102601,0.0095749158,0.0133346359,-0.06834375,0.0056860742,-0.043144355,2.0,-0.0158125,-0.751243781,0.0063271606,6.0,8.6326624412,0.1469979296,0.0,0.0434782617,0.0130648921,0.0097077724,1.3677784016,0.8342949511,9.0715911e-07,1.4198246e-07,0.69421677,0.4819369237,0.0649865483,0.0360543727,0.2014804047,0.0532334091,-0.024390243902439,0.0,0.0526315789473683,0.0126582278481013,-0.036144578313253,0.0256410256410255,0.0,0.0810810810810811,-0.0804597701149425,-0.0909090909090909,-0.0804597701149425,-0.2156862745098039,-0.2079207920792078,-0.2592592592592593,-0.2857142857142857,-0.3162393162393162,-0.3388429752066115,-0.3798449612403101,-0.36,-0.2380952380952381,-0.375,-0.3939393939393939,-0.4666666666666667,-0.5767195767195767,-0.5789473684210527,-0.4968553459119497,-0.5238095238095238,-0.4805194805194805,-0.5121951219512195,-0.4805194805194805,-0.3893129770992366,-0.416058394160584,-0.2982456140350877,-0.2792792792792793,-0.2307692307692307,-0.2727272727272727,-0.2727272727272727,-0.375,-0.3220338983050848,-0.3333333333333333,-0.4244604316546763,-0.4666666666666667,-0.4117647058823529,-0.3939393939393939,-0.3495934959349593,-0.416058394160584,-0.4736842105263158,-0.581151832460733,-0.5294117647058824
51510,0.5626194323,0.0739586461,0.5057184956,0.0,0.6895055286,2.2648246897,0.1561631984,-0.010504223,0.4783639121,0.0003146138,-0.112515948,11.0,-0.056574059,-0.126951093,0.0649262962,0.2739843296,-0.109052796,0.1602655625,-0.035509495,0.1517390286,0.6028478378,0.0,2.854656347,1.2377572493,16.673683226,7.7607228391,0.1397783305,0.0,0.0,1.0,1.0,0.0,1.1053302464,4.0,-0.062064649,-1.103528534,-0.08744674,-2.56004218,0.8828104592,-19.85922706,0.5816114228,11.252895848,-0.030408018,-0.010578656,-0.025702528,-0.182710896,0.1084814225,0.0011224732,0.0,-0.032124993,-0.69606947,0.0,3.0,10.902951472,0.4957197626,0.0,0.0618556701,0.0228622848,0.0228902388,1.047313956,6.485025986,2.3140928e-07,3.606885e-08,2.2024145493,4.8506298468,0.1278058317,0.059925861,0.0156764486,0.0887990526,0.1511627906976744,0.076086956521739,0.125,-0.2720588235294118,-0.2204724409448819,-0.1680672268907562,-0.091743119266055,-0.0999999999999999,-0.1081081081081081,-0.1081081081081081,-0.1238938053097344,-0.2142857142857143,-0.0999999999999999,-0.0660377358490565,-0.1081081081081081,0.076086956521739,-0.0388349514563106,0.03125,0.0,0.1123595505617978,-0.0198019801980198,0.0421052631578946,0.0879120879120878,-0.6867088607594937,-0.6192307692307693,-0.5925925925925926,-0.5099009900990099,-0.3734177215189873,-0.4342857142857143,-0.1160714285714286,-0.1081081081081081,0.2531645569620253,1.152173913043478,1.8285714285714287,2.193548387096774,3.125,2.5357142857142856,2.3,3.5,3.7142857142857135,3.95,3.5,3.7142857142857135,3.125,3.304347826086956,2.0,1.5384615384615383,1.5384615384615383,1.675675675675676
17224,1.1461244268,0.1589616683,-9.394831731,0.0182746387,0.9097447434,3.0796365839,0.1796945568,0.361342843,0.5309216919,0.0008798944,0.8010195691,10.0,0.1486761395,0.2830474268,0.3433540673,0.1683123465,0.4446669269,0.1309520251,0.3955739719,0.1403658604,0.5608239842,0.0,3.4117167693,1.3603766751,48.611451049,8.7756824996,0.3961721364,0.0,0.0,1.0,0.0,0.0,0.7246955755,2.0,0.0225652151,-0.748519054,-0.045470869,-0.408755664,0.7754388097,-58.32342044,0.0667835165,10.769166337,-0.000371517,0.0137913055,0.0253031354,0.0087371328,0.0060240964,-0.00585907,1.0,-0.002460457,-0.269751338,0.0003612181,4.0,10.198579603,0.4041867955,0.0,0.0236686394,0.0147569185,0.0156900723,0.8749222296,1.3292283216,1.8099385e-07,5.783046e-08,1.3470022533,1.8144150705,0.0254629483,0.0508726632,0.2857897865,0.1542213626,0.1570247933884296,0.2280701754385965,-0.0410958904109589,-0.10828025477707,0.0071942446043165,0.1023622047244094,0.2280701754385965,0.1023622047244094,0.1666666666666667,0.1382113821138211,0.4736842105263157,0.2727272727272727,0.0370370370370369,0.0294117647058822,-0.0476190476190476,-0.0277777777777777,0.0370370370370369,0.09375,0.1111111111111111,0.2280701754385965,-0.0277777777777777,0.0606060606060605,-0.0277777777777777,0.1965811965811965,0.5053763440860215,0.5217391304347827,0.8421052631578947,1.121212121212121,0.9444444444444444,1.0588235294117645,0.8666666666666667,1.1875,1.5925925925925926,1.3728813559322033,1.2950819672131146,1.5925925925925926,1.978723404255319,1.3333333333333337,1.2950819672131146,1.3728813559322033,1.9166666666666663,1.978723404255319,1.5925925925925926,1.5454545454545454,2.0434782608695654,1.7450980392156863,1.7450980392156863,1.8571428571428568,1.8571428571428568
61487,-0.191006132,0.2847222222,-0.920365739,0.0421506641,3.4732147233,15.199529481,0.3298942481,-0.171945701,0.3242741913,0.0144689737,-0.220520943,11.0,-0.009501261,-0.289719626,-0.128422473,0.0409332393,0.6580525933,0.3358219085,-0.039768416,-0.304576577,0.5608110511,0.0,0.9333820612,0.8666597055,24.235386058,20.213531482,0.1374493126,0.0,0.0,1.0,0.0,0.0,-0.684828829,4.0,-0.013523543,-0.557394622,-1.810749296,-0.417363711,-0.982707257,-182.5167637,0.0719670273,9.8055163353,-0.025569446,0.0324663741,-0.191861691,-0.278129033,0.0694065645,0.0029537445,2.0,-0.084497378,0.0401891253,-0.16391705,3.0,7.6153599446,0.1038892106,0.0,0.0500000007,0.0388260999,0.0283067283,0.9692614613,0.2550438685,7.4905427e-06,0.9545457646,1.8207686815,3.3151985916,-0.073498735,0.1156464208,-1.000000027,0.1863183944,0.0588235294117647,0.2857142857142858,0.0588235294117647,0.125,0.125,0.5,0.125,0.125,-0.1428571428571429,-0.25,0.0,-0.217391304347826,-0.217391304347826,-0.3076923076923077,-0.25,-0.25,-0.3076923076923077,-0.0999999999999999,-0.3076923076923077,-0.4375,-0.4545454545454546,-0.55,-0.5135135135135135,-0.6170212765957447,-0.5714285714285714,-0.1428571428571429,-0.1818181818181817,0.0,-0.0999999999999999,0.0,0.0,-0.3571428571428571,-0.0526315789473684,-0.217391304347826,-0.217391304347826,-0.4375,-0.4193548387096774,-0.3076923076923077,-0.5263157894736843,-0.7464788732394366,-0.7662337662337663,-0.8217821782178218,-0.859375,-0.8333333333333334,-0.8200000000000001,-0.9081632653061223,-0.9274193548387096,-0.9181818181818182,-0.9307692307692308
