firms,clusters,mom1
50906,1,-0.0611111111111111
10568,13,-0.0689655172413793
11157,5,-0.1304347826086956
50032,14,-0.0090634441087613
69171,7,0.0
68814,12,-0.125
47730,9,-0.1022364217252396
12627,7,-0.24
13232,9,-0.1271186440677966
13777,4,-0.1351351351351351
44652,18,-0.0858895705521471
38746,13,-0.0263157894736841
60871,14,-0.1773399014778325
14198,9,0.0654205607476634
45583,8,-0.074074074074074
14702,5,-0.2172131147540983
15537,2,-0.1111111111111111
68830,10,-0.1626016260162601
85631,13,-0.2280334728033473
16185,1,0.0641025641025641
17057,1,-0.109375
49373,4,-0.2022900763358778
18570,2,-0.1764705882352941
18711,6,-0.4594594594594594
47642,16,-0.0060606060606061
18973,4,-0.0224719101123596
19271,4,0.2758620689655173
29938,2,-0.0764331210191082
10866,13,-0.2014388489208632
20240,19,-0.2352941176470588
25320,11,-0.0372340425531915
21726,4,-0.0327102803738317
21742,18,-0.150943396226415
11267,4,0.0
22825,7,-0.1484375
26841,4,-0.0512820512820513
65533,14,-0.25
24572,6,-0.0749999999999999
24951,15,-0.0680272108843537
25217,3,-0.0144927536231883
25487,14,-0.0211267605633802
69307,15,-0.1904761904761904
65541,20,-0.074468085106383
27562,10,-0.1237113402061855
27677,5,-0.0967741935483871
31026,19,0.0980392156862746
27800,12,-0.0833333333333333
27909,3,-0.0925925925925925
28207,19,0.04
28311,12,0.125
28522,10,0.069767441860465
10731,7,-0.4567901234567901
63546,12,-0.0208333333333333
49154,11,-0.7066666666666667
19350,4,-0.1062499999999999
76769,20,-0.3134328358208955
49429,16,-0.1335616438356164
61313,2,-0.0436893203883494
19254,14,-0.0847457627118644
12008,20,-0.0531914893617021
31500,10,-0.0068965517241379
21039,19,-0.2222222222222222
87581,15,-0.0483870967741935
33209,1,-0.1532846715328467
50788,9,-0.1949999999999999
33690,15,-0.2555555555555555
34121,16,0.0260869565217392
34287,20,-0.5172413793103448
77462,11,-0.1135531135531136
46295,14,-0.0201612903225806
37058,18,0.0
46164,3,-0.1331269349845201
26382,3,-0.0783938814531548
31974,18,0.0274390243902438
62228,15,-0.1538461538461538
60935,3,0.2486187845303866
40838,3,-0.0424999999999999
19174,19,-0.0454545454545454
21055,7,-0.1935483870967742
38608,16,-0.0434782608695651
59547,4,0.161764705882353
47888,16,-0.0852713178294574
62367,14,-0.0833333333333333
39670,16,-0.0263157894736841
40628,17,-0.03515625
40644,15,-0.127906976744186
39765,4,-0.3392857142857143
32678,15,-0.4074074074074074
23077,4,0.0772357723577235
41663,9,-0.1025641025641025
27828,14,-0.5583437892095358
32803,8,0.04
66181,14,-0.0671296296296296
32870,16,-0.1588785046728972
32926,14,-0.0078740157480314
66587,9,-0.0611510791366906
42922,14,-0.0476190476190476
43474,20,-0.4339622641509434
12503,12,0.0126582278481013
45744,7,-0.0967741935483871
46149,20,-0.7508417508417509
46237,17,-0.0736842105263158
33267,6,-0.4
47133,15,-0.196078431372549
57437,2,-0.1292517006802721
47571,10,-0.1428571428571429
53495,15,-0.0266666666666666
50374,14,-0.18
48291,7,-0.28
48347,16,-0.0456431535269709
64282,10,-0.1162790697674418
26294,2,-0.0114942528735632
53612,18,-0.1316526610644257
61399,18,-0.0968858131487889
50519,12,-0.15
66253,13,-0.1333333333333333
50965,13,0.032258064516129
51960,7,-0.1475409836065574
13100,8,0.0228571428571429
51984,10,-0.1724137931034483
27617,10,0.0
60097,10,-0.1540178571428571
22891,11,-0.1641791044776119
60548,3,-0.3489932885906041
53189,18,-0.0285714285714285
55191,2,-0.0909090909090909
68582,10,-0.0754716981132075
47773,16,-0.1517509727626459
56339,3,-0.0526315789473684
56777,1,0.0434782608695651
34665,10,-0.0506329113924051
57809,17,-0.1061946902654867
57817,18,-0.0674157303370787
57884,9,-0.1275167785234899
58473,14,0.1333333333333333
53639,14,-0.0733333333333333
59185,2,-0.042016806722689
45313,3,-0.1733333333333333
59767,15,-0.1944444444444444
60055,5,-0.125
60346,1,0.0
60679,14,-0.0657894736842105
35051,3,0.0
90924,15,-0.2424242424242424
75310,19,0.3382352941176469
18403,17,-0.0547619047619047
35238,3,-0.1102941176470588
62368,14,-0.0625
13936,13,-0.1568627450980392
64338,4,0.0333333333333334
49971,2,0.0216216216216216
63686,7,-0.0827067669172932
64697,4,0.0
42307,16,-0.1693121693121693
65270,20,-0.1666666666666666
62033,10,-0.0617283950617284
75793,4,0.0833333333333332
67177,8,-0.081081081081081
25312,9,0.0538922155688623
91556,15,-0.1510791366906474
68065,12,-0.1558441558441559
41320,9,-0.0684931506849315
39773,5,-0.0666666666666666
50948,6,-0.1944444444444444
70376,13,-0.160919540229885
70923,5,-0.0742574257425742
42585,2,-0.0955414012738853
72961,13,-0.0494505494505495
74230,14,-0.1363636363636363
58800,13,-0.14
75345,7,-0.2857142857142857
53751,19,-0.16
62447,20,-0.4774774774774775
75951,15,-0.1111111111111111
76081,16,-0.0792682926829267
60580,3,-0.0830188679245282
61065,4,-0.0745614035087719
76743,17,0.046875
50278,14,-0.0952380952380952
79338,19,-0.0606060606060605
46260,14,-0.0516129032258064
66368,1,-0.108695652173913
79840,19,-0.3043478260869565
37807,16,-0.0706521739130434
80347,4,-0.0059523809523809
80654,13,0.0714285714285714
59627,14,-0.0512820512820513
81190,15,-0.101123595505618
55976,10,-0.0541871921182266
51932,9,-0.5073068893528183
44783,17,-0.222972972972973
82924,13,-0.0043103448275861
83011,5,-0.1746031746031746
15456,5,-0.1444444444444445
40539,7,-0.1074074074074074
89245,4,-0.0131578947368421
91572,5,-0.1025641025641025
87143,14,-0.0869565217391304
34228,15,-0.1428571428571429
91994,19,-0.0769230769230768
10025,15,0.0
86511,9,-0.0978260869565217
90609,12,-0.2297297297297297
69411,4,-0.1481481481481481
67467,9,-0.1020408163265306
10089,9,-0.1886792452830188
10182,5,0.0172413793103447
10247,6,-0.2417582417582418
10256,20,-0.2105263157894736
10259,5,-0.1333333333333333
75500,15,-0.1475409836065574
10501,1,-0.0666666666666666
10185,11,-0.2099999999999999
77420,10,-0.125
10514,6,-0.2660550458715596
10622,1,-0.15
10637,6,0.0769230769230768
10658,12,0.0416666666666667
10645,7,0.0
75232,10,-0.1818181818181817
10761,4,-0.1698113207547169
10706,1,0.09375
11747,19,0.2368421052631579
76563,10,-0.0978723404255319
10199,10,-0.1317365269461078
10870,6,-0.3095238095238095
10905,14,0.0
75527,15,-0.08125
75528,12,-0.0135135135135134
10984,1,-0.1153846153846154
11132,7,-0.21875
11103,8,-0.2352941176470588
71837,4,-0.0606060606060605
11154,7,-0.0571428571428571
10325,19,-0.1333333333333333
11343,4,-0.1149999999999999
71685,15,-0.4316546762589928
11342,19,-0.25
11381,20,-0.3969465648854962
11382,7,-0.0070422535211267
11379,13,-0.0416666666666666
11326,19,-0.0416666666666666
11426,20,0.1111111111111111
11278,4,-0.0625
75055,6,-0.3421052631578947
11475,19,-0.3382352941176471
11484,5,-0.0871559633027523
75066,18,-0.2272727272727273
10790,16,-0.040650406504065
75100,9,-0.5496575342465753
11665,6,-0.1999999999999999
75172,13,-0.1904761904761904
75563,10,0.0666666666666666
75179,9,-0.0046296296296296
11663,9,-0.073170731707317
11477,20,-0.296551724137931
11805,13,-0.088235294117647
11928,7,0.0423076923076923
11081,15,0.0909090909090908
75697,19,-0.1875
75700,9,-0.1851851851851852
75728,19,-0.1346153846153845
75621,11,-0.2041884816753927
75659,6,0.2777777777777777
75615,8,-0.0327868852459016
79410,14,-0.0442477876106194
75614,10,-0.25
75489,12,-0.1474358974358974
75655,13,-0.2211538461538461
76959,14,0.0357142857142858
75905,19,-0.1304347826086956
76052,18,-0.0526315789473684
76362,4,0.0
76215,5,-0.09375
76075,10,0.0
76076,7,-0.086092715231788
76459,12,-0.1739130434782608
76106,5,-0.0769230769230768
76462,19,-0.1875
76322,12,-0.1578947368421053
76937,20,-0.2857142857142857
76671,12,-0.4074074074074074
76369,19,0.1666666666666667
76251,12,-0.2941176470588235
76217,20,0.0026246719160105
77486,13,-0.088235294117647
76450,19,-0.04
76286,19,-0.2727272727272727
76498,19,-0.1730769230769231
56354,13,-0.1538461538461538
76860,7,-0.2608695652173913
77222,1,-0.1470588235294118
76607,19,-0.2380952380952381
76651,19,0.0641025641025641
76856,11,-0.1363636363636363
76673,5,-0.0681818181818182
76747,10,-0.1392405063291139
76781,1,-0.015625
76839,5,0.0272727272727273
76847,13,0.1951219512195121
77203,6,-0.3963414634146341
77045,17,-0.152
77025,12,-0.1968503937007873
77061,3,-0.0710900473933648
77108,10,0.0724637681159421
77096,1,-0.1627906976744185
77161,17,-0.0588235294117647
77082,19,-0.3181818181818182
77268,12,-0.1742424242424242
77335,10,-0.0236220472440944
77338,9,-0.241025641025641
77403,19,-0.0684931506849315
77501,9,-0.2592592592592593
77584,15,-0.2189781021897809
77657,19,0.1578947368421053
77675,19,-0.25
77677,19,-0.3181818181818182
77699,14,0.0338983050847456
65832,8,-0.0880503144654087
66413,15,-0.3318385650224215
21020,11,-0.1332417582417582
85041,13,-0.2037037037037037
62500,9,-0.0816326530612244
27991,3,-0.0699588477366255
20482,14,0.0086206896551723
10656,10,-0.0952380952380952
10123,20,-0.0596330275229357
63837,8,-0.0327868852459016
60038,8,-0.0625
85084,15,-0.1935483870967742
10752,15,-0.1483516483516483
61487,5,0.0363636363636363
61241,13,-0.110091743119266
