Momentum Index,0,1,2,3,4,5,6,7,8,9,10
888,-0.0218260820150111,2.748324918433746,-1.5785479072841748,-0.720936983159542,0.2285889440902474,-0.4797462465097152,0.19356355626799265,-0.6471211100602967,0.32589665851341076,0.2020967937792803,-0.040680801977121504
AAL,0.0770072384688962,2.748207893693236,4.878437606449401,1.7661811554370128,-2.347440768496936,0.4880784055164295,-0.2730766009706653,-0.6383018727152955,-0.5650641810550736,0.4982928123194965,0.030813464375074092
ABDN,-0.011417252804568,-1.3608628514307286,0.8134785844636776,0.8176467886430344,0.21839253960664148,0.3570488442127668,0.18518233270316614,0.23466355804196218,-0.02930041450582154,0.09136585390832429,0.035521161349639084
ABF,0.0168331589215637,-1.8059375973706446,-0.05366262903307412,0.1498281366254577,0.3509751978899905,0.42408585225519463,-0.11128807234678577,0.10881644933493266,-0.0968996702948511,0.20871107240340173,0.09316094301642847
ADM,0.0125406245129244,-0.7027430641303682,-0.47776081941893284,-0.8393060017963656,-0.13176431526558843,0.06265806446610475,-0.1805586482916247,-0.19080868204548435,-0.05777094682341212,-0.08602093582251613,-0.02393145078924689
AEP,-0.0574511039964803,0.6290127163680549,1.132484403343018,1.0764345396842363,0.8708967139652432,0.061608061122060014,0.10858881672002277,0.5474954273821426,0.14074070262749155,-0.18373576819666088,-0.08738399222843438
AEX,0.0657894736842106,7.298395022429255,-3.0752316746097064,3.055884201560828,-0.7224142473076471,-1.9397874228616028,3.8270000701493005,0.6604229762442823,0.7903031281186743,0.6876528245585448,-0.016552057800986356
AGR,-0.0570378299771768,-0.022625353883003654,-1.039434792642678,0.037584705020883936,-0.3731211139967938,0.360644976385366,-0.0428480413201848,0.0450468866288869,-0.04712374939516003,0.010208516974624443,-0.0153538039505699
AGRO,-0.0165186670486011,3.054900558333206,-3.8746781814244553,-1.6475897636886105,-0.08085938208534774,-0.5356246815464714,0.10185412258754091,-0.08199522405739615,-0.47956755231551945,-0.8724764097976515,0.9191781995494054
AHT,0.0747767910774095,3.103405327711938,-0.9991933728217121,0.4999754652680178,-0.6432943362214576,0.597949197927774,-0.03835358649903135,0.5116302348106266,-0.017465397574589217,0.08036540798336725,-0.5176341118768755
ALNA,-0.0121457489878542,-2.2812171578602642,0.8740195215153599,-0.08427347589965578,-0.030395034351007672,0.2720120044845783,0.34107426203449775,0.3129941572508667,-0.07692646087315064,-0.04052226610999017,0.16123574151799117
ALTN,-0.0377358490566037,-4.762526989284392,1.5347066125874562,-0.27695503538778526,-0.8813206845961854,0.07733477684908481,-0.02450326488268607,0.15208757808166173,-0.19681607569131399,-0.06284720872420231,-0.11742140912816605
ANTO,0.0025839859521397,1.392919239066648,2.048100948816882,1.600201409091703,0.13651922862222093,0.23718565887698537,0.20065268171893078,0.2512772716346393,0.13983071177507914,-0.08748704113503042,-0.31798683597799315
API,-0.005427774612409,-0.6190329719189148,-0.45982300770924056,-0.041130353501770335,-0.04568861912143964,0.17309828771036598,0.0014424700421273565,0.1205683090095822,0.018039215967612248,-0.06608290330155243,0.07926509526329646
APTD,-0.0704654936913536,14.158580210472312,1.3964395678689765,0.4637342443132558,1.6885293395448364,1.900908212780767,0.9715368465540742,-0.03638226391129628,-0.7886454148359664,1.0835507592961013,-0.7060730802865549
ASC,-0.0581179253252238,1.7645147019720218,1.0253535408099874,-0.5823419589094785,0.8391457831339506,-1.1135229965799183,-0.3314585778397562,-1.4548707656348137,0.8746119504580961,0.2878483988582045,-0.6604494075930964
ASHM,0.1451758089441903,-0.799195301525181,1.0725473374354222,-0.33934415859960504,-0.11718242550008831,-0.030449197127156734,0.16187773807273,-0.2538067134662661,-0.21582554698240744,-0.16524796880067374,-0.05679312611206982
