Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11
AAL,-0.091059751263044,0.31908031510463725,-0.27544039570222234,0.28829828742494146,0.12004868140955395,0.046271911491197644,-0.020751011519655475,0.08772422499298026,-0.5667624259713075,-0.034195385884228234,0.3284312431943079,-0.17682602862373753
ABF,0.0317599598550071,-0.8694043277496011,-0.7973929211225431,-0.8881232368435333,-0.4186810735972854,0.19640087546548002,-0.21852656870155834,-0.03906961634493121,0.23582398925222556,0.0032773448176213918,-0.23773379626386096,0.2395902210567957
AEP,0.0289321151390116,10.871864794163331,0.9376685943713727,-2.13066548308035,-1.0940952187109634,0.7880708809184145,-0.5987921793551244,1.3850964607095746,-0.18601133391239655,-0.023056346338037496,-0.08842120314345844,0.8370601294951003
AHT,0.0027267218743689,-7.151860658485102,0.7214375743231559,-1.2134873380859157,-0.09795939236463491,-0.5356112167061494,0.5042040896058348,-0.7872601667036173,-0.015110514470230837,0.5236988154840874,-0.2774843222283414,-0.4328645814749547
ANTO,0.0964028951126818,3.0492740234570372,-0.7019263325818372,0.01179814131866872,0.1290811442801667,0.09667372587106018,-0.2866546768611401,0.20225689449782128,-0.21480410032986424,0.09394008462915689,0.327607031635656,-0.32347057632478826
APTD,-0.2727238232559904,-5.477742223474467,2.89467379207001,2.0306945548509314,0.47771274476583664,-0.8653924597903087,0.5745084769626853,0.36309222306107325,-0.01522492810668042,-0.17879789612412636,0.27575842661946504,0.40522063100879785
AV,-0.0522889368054403,-4.305563535563576,0.8439229580402255,0.0001239101528464794,-0.04497356556141887,0.007251509517923195,0.004545824854517607,-0.21956637509863172,0.06282170434241549,-0.024770871847616335,0.04610129513124775,-0.08352964125248968
AVON,-0.0578294551963307,-0.18971436163798377,2.6515899606998583,-0.7892394462501309,-0.3994802476412925,0.9090471964577557,0.1434051306897636,0.16746957351728967,-0.5209092861229185,0.1726398249853156,-0.2554167950843633,0.06335649132469566
AZN,0.0299761865376395,-3.017340326881899,0.03291117120183222,-0.12554787291731784,-0.17491198334224792,0.23367975282167106,-0.034544840905599866,-0.07204960498640695,0.07177204743716561,-0.04630465498382333,0.1477406100325735,0.030455466279976178
BA,-0.0370355487690535,-4.880264203019692,0.8725601860658447,-0.3669037943162793,0.11461827389978399,-0.6857592810369328,0.8045657745858293,-0.26166219072502866,0.22926498166779474,-0.020171411145622414,-0.17208518673167467,0.19812471565417974
BAB,-0.0765801675750427,-1.524181075879465,0.884851581392583,-0.9040712579645246,-0.6384820658041201,0.19472800742163807,0.11029058224014716,0.18244523408378183,-0.2951486656299974,-0.07019446092872321,-0.006601834016901335,-0.35142277138719263
BAF,0.0133491311216429,-3.1414565906423677,0.6870236207883043,-0.39237463683019735,-0.1736330545780446,-0.15106442461872607,0.0796461957576701,-0.20236233095190276,-0.01047428345922348,0.13019457867291673,-0.08789043427812525,-0.07738672557008437
BAG,0.0158634407199687,1.2378352403366677,-0.2651239950759132,0.05901430644819186,0.5522368489909869,0.24519087022121308,-0.2738536912593251,-0.06762515461923574,0.012773976801772604,-0.16466016155619145,-0.17595230573599174,-0.04802058209475715
BARC,0.0452805759801242,-1.9270726626770096,-0.19823256997368222,-0.2525749431331957,0.06107848702982478,0.08307750932200746,0.08050171151311886,-0.07507611179632856,-0.025203957353629593,0.2298282606956665,-0.0013480668005239427,0.0899038767175988
BATS,0.0156490725801561,1.0191216879858147,-2.326089804096845,-0.1900626260989472,-0.3389465360955532,0.8112798954967626,0.6668437256007652,-0.15141536628080723,0.2073728420910751,-0.05911325594060078,-0.29079404784435803,0.2213685957293623
BBY,-0.0140889526542323,2.559509615697983,-3.2267176214040654,0.678220282456533,0.7308385055940027,0.7348248528053448,0.8887214386438589,-0.24331756715153785,-0.41664281186097374,0.20577504588882073,0.19885371630107626,0.0002017190914330508
BDEV,-0.0363091523381178,4.496080904784311,-1.2090612161378904,-0.28186136942188034,-0.45749923467704634,0.7201186007330787,0.23293271148379585,0.7291115836814138,-0.6297689041318437,0.5569316008041367,-0.6393512531243514,0.7077211544056624
BISI,0.1171051439272661,3.330991455689179,-0.042533845610157994,0.774483461572432,-0.23040507609595803,0.3007358335202329,-0.06766003554200017,-0.17474855412515122,-0.07689102857143716,-0.024418241318503266,0.6344545993883286,0.10875639249583527
BKG,-0.136284109294582,0.6840662688067272,-0.07281706746676803,0.61851932718076,0.12669443592636992,0.07306277949946553,0.02648759990762961,0.3456283849168263,-0.6271297243342809,0.08729455112233217,-0.17433812089273135,0.15855384611008003
BLND,-0.0074443776983063,-1.22167385724676,-0.13540441165233089,-0.4541300586587743,-0.05846151063914037,0.1607676648617496,0.1214307957034352,-0.023344462162520344,0.01613956968311109,0.08631884213183941,-0.11601198245200249,0.032114766027327296
BMS,-0.0624919945919021,-0.16779033615699157,0.7370743769736807,1.0657705848312637,0.15154430665824062,0.9827472004462454,-0.31588618553282266,-0.38202027096721436,0.007850030177766502,-0.021942303456909912,0.3293633413232028,-0.1042914131550941
BMY,0.0039630118890356,-0.04394512631944634,0.22477607823904927,0.7528225878001449,-0.7714337365111816,-0.602703012261349,-0.7885987207686047,0.020474175125529383,0.08001534787113182,-0.18373683051430673,0.2949655015548852,0.22108749118630036
BNZL,-0.0390804597701148,-0.6829381773143278,-0.9446014833332362,-0.15223328018163085,-0.31328745749750136,-0.03813776534443254,0.07275967228925813,-0.24662906731193782,-0.061083514445949554,-0.04018320502797352,0.05316109616897043,0.16526806083797607
BOOT,-0.0319506417672009,1.228990393428582,-0.7364964232612602,-0.6336369046007468,0.23135386876877234,-0.04003876668280186,-0.17048616106337716,0.03457718897280462,0.1373948552721734,-0.11844221261605549,-0.10929694981403432,-0.18487580620473743
BOY,0.647052289137507,-3.446048601233582,1.361175157993575,0.5149948404697393,0.8192037775553025,-0.8471419807293973,0.8152111247610596,-0.04873941188849058,-0.00366853280357084,0.19492054756795335,-0.2179584354663853,0.19704781649233905
BP,-0.0259664325851342,-3.427173969002902,0.42774799068750424,-0.6891466575778837,-0.1351771744737001,0.0674473192471442,0.008004516537106467,-0.17470522708478833,0.06325621145394132,-0.06438831704442498,-0.04745920489804789,0.05872279940631871
BT-A,0.0109891530595094,-5.4128939045436635,1.5507090446968372,-0.8109846498066796,-0.19880626609998808,0.054495616348862665,-0.1377963135097799,-0.2307968006527237,0.013990001734789722,0.06341305768579779,-0.06428501176037361,-0.06031576137561796
BWY,-0.1022386077557335,4.545796252864957,-2.3839779265690253,0.42409593583113386,0.5941574617032932,0.7077068144041812,0.026578338806162297,0.29493512842495667,-0.5973675248703546,0.3539168942654018,-0.1552240352565559,0.5378174224544383
