Momentum Index,0,1,2,3,4,5
888,-0.1826122232709088,8.411786343180434,0.6834220808295781,7.34446945514433,-4.490067722604775,-0.8609108270447335
AAL,0.0812694442238139,-7.750182223463705,-1.8666657712177912,-1.999968634171527,-0.6172386008898944,-0.5149858135619956
ABDN,0.0174724678486062,-0.38958045312984135,0.24858523397108798,0.32582856570177887,-0.5873620173510276,-0.6585231561109548
ABF,0.079581970722548,2.487426510230501,0.8155509885707991,1.41791724384069,-0.15817727213795932,0.10193550216849875
ADM,0.1003829905974633,-4.661989295976149,-1.8003457782484618,-0.6964907323495183,0.26221786767421795,-0.5081594901743569
AEP,0.0143402328693063,-4.921389466263371,-0.4576038497924859,-1.4289816030251496,-0.21298428955284426,-0.569681609880272
AEX,-0.3848484848484849,-9.416116940917806,-2.2929267491679615,-2.3295849695818087,-1.1029576040094027,-1.2438162918484512
AGR,0.0577864448601106,-4.901641217559171,-1.9656595531424368,-0.6259519526992104,0.0512925788679362,-0.024881037019412196
AHT,0.0060113688180034,20.433060920315725,11.420621902704255,1.2667384880738464,-0.8315084187289585,-0.9227435186511813
ALNA,0.0467289719626167,-7.618380547647485,-1.6198089681596521,-1.6507080241291114,-0.5838154542040381,-0.18819421100541617
ALTN,-0.0632911392405063,-7.337111531768813,-3.06223241778041,-1.6677964698893744,0.6857030018749076,0.858609689795205
ANTO,0.0291256754418822,-6.353586905988869,-1.1242316832287231,-1.869700431077918,-0.4651589731869256,-0.5441132767133537
API,0.0685981262205521,-3.364611779686745,-0.8018368478586454,-0.2735560071404329,-0.13665871562151852,-0.003182097977853027
APTD,0.0389093137254901,-3.8530848377292326,0.1409514042357555,-1.657224650097582,-0.29410877963378645,0.0602642666293893
ASC,-0.0399753048309924,21.19852313975139,12.56664475668567,-3.2652910923151066,8.20016475807652,-2.868673520224784
ASHM,-0.1946168188169726,-2.975561862335671,-0.13324756099322818,-1.1023522051105785,0.07414626113276591,-0.14272521707948854
ASPL,0.0,-5.318476489939893,-1.5438489724128457,-0.8118925795210076,-0.06873679471167049,-0.19171012330176734
AV,-0.0171065325904994,-2.6945639239453114,-1.2820989688372022,-0.2433079300217447,0.22215384746987327,0.36069419138386216
AVON,0.1367532713454928,8.030762582224575,7.1951829006249195,-2.9516745107461557,1.661952168447075,0.0758431821461163
AZN,0.0882514314488034,-3.27201263298797,-0.9106890284567417,-0.19501601732954443,-0.19303559739852033,-0.0574619691593737
BA,-0.0155624346282658,-2.173294583628976,-1.0619654014303719,0.466716897024062,-0.4095323014668207,-0.08199742837951295
BAB,-0.0029329749155349,1.3787515138355653,1.4801633385927369,0.8892046894564853,-0.876709730851531,0.14532894694794893
BAF,-0.1476197373503284,-0.6973339178449447,-0.4926836293261637,0.7929478553520601,0.05042946652553345,0.3665045704474981
BAG,0.0768567105559667,-2.10407904043845,-0.20772833741910682,-0.4506197095064389,0.09275848869216805,-0.4810829989423323
BARC,-0.0197408826367969,-3.5945869039347835,-2.4230821559765503,0.0408735261382535,-0.29564062209858744,-0.49138165868393124
BATS,-0.0907248665670874,-3.326557261081583,0.18969327097298613,-0.8630991783566955,-0.7957740096616912,-0.35591680230422695
BBY,-0.0135927220877464,-4.3458377995297095,-0.9538632737914621,-0.6922682638850708,-0.26569768343006056,0.14019134274651668
BCPT,0.0073644907943866,-3.0467211519674917,-0.4231322430624784,-0.4416009439083093,-0.33273221076943543,0.08101980067647609
BDEV,0.0535015891139305,7.345660972629873,1.5261398080113278,4.516744638964933,-2.348820927301032,-0.08436026762610438
BEZ,-0.0696875899434964,2.580435020883196,1.3490641014479463,1.2658699702679506,-0.3899668637567272,-0.03093946939197953
BISI,-0.0909101953542619,-6.757647039327348,-2.1762676675709374,-1.25625618169063,-0.15228993659799409,-0.08242326354403653
