Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
888,-0.041428279157089,6.018578357072239,0.6976885732257727,4.309779129734448,-0.7194491527315112,-0.2606462986945217,-0.5216260826490742,-0.0430082642192089,0.8254571567849016,0.9973044337850316,0.33736117739540955,-0.14773639216906492,-0.37442578142102717,0.033445793707451404,-0.4562171443021995,-0.3459901779055335
AAL,0.0599611026853421,5.065963448767952,0.8414756168541905,-1.1732954576012078,1.0911624000176103,-1.0284666159278102,0.2455852085125624,-0.291509202615432,0.031863071242467116,-0.1638605566647422,0.4556215425021664,0.3049762025884149,0.027247271423391218,-0.0397561873504984,-0.24379239074786843,-0.3227414040608767
ABDN,0.0133470752756228,-1.8412928047354398,-0.5336481720004717,0.16258533338005263,-0.8995524291361895,0.4042779630503307,-0.3008067666075306,0.10996322459323254,0.10304920735579504,-0.3791021416191189,0.13377136524170738,0.019578616873373887,0.005829993487738073,-0.16633897825941527,0.061907685924911804,0.09898299195119345
ABF,0.0235804610819445,-2.1006143129181827,-0.5604710958865879,-0.21173195097144723,-0.4512980727085609,0.24796203258540106,0.014403544728511521,0.245472891858338,-0.0297262277074994,-0.13657837483500712,0.06317022674306215,0.11991036942541716,0.06587593440575752,0.008083795507043235,0.06956398628857978,0.0657635153887224
ADM,-0.0231697123808528,1.9328551430210175,0.16288416462444835,-0.7688810440751501,-0.4501676488827996,0.17136333204232052,-0.05803929881158966,0.5984468458230798,0.13036186039919967,0.45421973627731677,-0.16618598676930568,-0.022421353792608612,0.1834934351707921,0.15372410614914922,0.14321173646108454,-0.026641543567303763
AEP,0.0092036555586794,-1.3038227043067485,-0.4615040949914088,0.67224588789179,-0.7522937591179005,0.21321620265477223,-0.4669632645933325,0.18206646430113682,-0.20005240865407076,0.14764223432449386,0.0910730626203397,0.1412624538873638,0.006294136577533021,0.06309230042091485,0.02609082211378502,0.019612572040384794
AEWU,0.0281374940280116,-0.17238248079258767,-0.1958409833748711,-0.3144510426780882,-0.14060497257213403,0.025253968704998745,0.1807033415428086,0.06963335923371934,0.045593948483014714,-0.0014581343789460753,-0.11511522116339246,0.05116981212511508,0.13684639422255263,0.2320352595480093,-0.19267624019093244,-0.03350837434228488
AEX,-0.0625,-4.474747336729499,-1.1336510637541717,0.5968562683839793,-0.5776507632614245,-0.24405992551613143,-0.17407761199236726,-0.22046499895084484,-0.07559124800922004,0.17677322059218728,0.29235992425181495,0.029587659877128383,-0.5621754663679689,0.15087646586348677,-0.22792416708938487,0.21767384304733028
AGR,-0.0053685236559947,0.2467454761196678,-0.1040276912309371,-1.3776938784770156,-0.9171250630580587,0.6830333031757202,-0.1773967178992643,0.43928631540109253,0.09253007266144357,-0.002344536064121423,-0.09295787617722577,0.13599979919785002,0.12599351810236986,0.025282559828921188,-0.03458141376121822,-0.054922035555675076
AGRO,0.0774285488084869,0.13227506507089382,-0.10525658317231004,0.0196280896797723,-0.1414986905059443,-0.13088204895596411,0.3307722412328385,0.3318582502053998,0.18903188467224039,0.2715376191517634,0.1375689741982844,0.13912032452484885,0.048437024413670655,0.035436112235586875,0.09266984072852978,0.06879746870826381
